candidate_id,label_family,horizon_h,variant,split,n_dates,avg_n_obs,mean_spread,spread_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_rate
a7ab3_4092255ee6888704,L7_ranked_future_return,4,original,train_2024,8755,95.84831524842947,-0.028603102622813802,-14.648566532675257,-7.812993907943978,-8.663099369603133,0.43472301541976016
a7ab3_4092255ee6888704,L7_ranked_future_return,4,original,validation_2025H1,4340,96.0,-0.023729452018262497,-7.998444145083283,-3.966906753111712,-4.624964713352826,0.45138248847926266
a7ab3_4092255ee6888704,L7_ranked_future_return,4,original,test_2025H2,4412,96.0,-0.031784723796212354,-12.256541085411165,-5.982093163981691,-6.690385895984243,0.4242973708068903
a7ab3_4092255ee6888704,L7_ranked_future_return,4,original,recent_oos_2026JanApr,2876,96.0,-0.035881762543141196,-11.294125403749307,-5.760259688446368,-6.01122747522862,0.4193324061196106
a7ab3_4092255ee6888704,L7_ranked_future_return,4,original,known_may2026_stress,595,96.0,-0.04435583955804545,-6.367257431547846,-2.9823273445311154,-4.193307797955288,0.4151260504201681
a7ab3_4092255ee6888704,L7_ranked_future_return,4,one_bar_lag,train_2024,8754,95.84829792095043,-0.0297123489931742,-15.5327151642498,-8.035817439259844,-8.7990064494412,0.4259766963673749
a7ab3_4092255ee6888704,L7_ranked_future_return,4,one_bar_lag,validation_2025H1,4340,96.0,-0.022880731033452808,-7.920766066369282,-3.96153297502927,-4.1443013401569155,0.44631336405529953
a7ab3_4092255ee6888704,L7_ranked_future_return,4,one_bar_lag,test_2025H2,4412,96.0,-0.02969210392112421,-11.345900809378078,-5.592864424317074,-6.311847390720402,0.4310970081595648
a7ab3_4092255ee6888704,L7_ranked_future_return,4,one_bar_lag,recent_oos_2026JanApr,2876,96.0,-0.03635951504790604,-11.514219715182387,-5.694593015283286,-6.07720729896115,0.4217663421418637
a7ab3_4092255ee6888704,L7_ranked_future_return,4,one_bar_lag,known_may2026_stress,595,96.0,-0.0412557384064737,-6.171090924874156,-3.2557082341375145,-3.9562348479061495,0.4050420168067227
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_future_1h,train_2024,8756,95.84833257195066,0.002427988263329233,1.3466037014783927,0.40176120504269064,-1.2580987149439025,0.5068524440383737
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_future_1h,validation_2025H1,4340,96.0,-0.0013852353217272575,-0.5024334075557785,-0.17035529143551464,-1.1292777500900681,0.4986175115207373
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_future_1h,test_2025H2,4412,96.0,-0.010867824703670124,-4.427052340775092,-2.3433148711728737,-3.136600884049623,0.47778785131459656
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_future_1h,recent_oos_2026JanApr,2876,96.0,-0.014423787378303202,-4.891373385556391,-2.608852963295564,-3.583138524774013,0.46801112656467314
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_future_1h,known_may2026_stress,596,96.0,-0.013647309221973651,-2.155932835077144,-1.0669374027712633,-1.6657308044014414,0.46140939597315433
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_stale_24h,train_2024,8731,95.84789829343718,-0.017967041516246722,-9.403399364704665,-4.590090699403223,-5.459728587049062,0.4596266177986485
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_stale_24h,validation_2025H1,4340,96.0,-0.01593906009984639,-5.532679967921267,-2.6937803513591394,-3.8296887496978074,0.46382488479262673
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_stale_24h,test_2025H2,4412,96.0,-0.012382868901312917,-4.727481104660293,-2.2220814991022686,-3.2659615381556013,0.4689483227561197
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_stale_24h,recent_oos_2026JanApr,2876,96.0,-0.014799200278164117,-4.827702161206654,-2.3533252072875586,-2.7544815428051685,0.46279554937413075
a7ab3_4092255ee6888704,L7_ranked_future_return,4,wrong_lag_stale_24h,known_may2026_stress,595,96.0,-0.02382936507936508,-3.6030227280072027,-1.8071865146843882,-3.0587335184228186,0.4336134453781513
a7ab3_4092255ee6888704,L7_ranked_future_return,4,time_shuffle,train_2024,8780,95.6624145785877,3.9776622115218465e-05,0.027508701461133243,-0.14116194928067322,-0.8735609788003083,0.5017084282460137
a7ab3_4092255ee6888704,L7_ranked_future_return,4,time_shuffle,validation_2025H1,4340,95.80875576036867,-0.000986556472947603,-0.4813257155651918,-0.25998060835101816,-1.049235589667382,0.4944700460829493
a7ab3_4092255ee6888704,L7_ranked_future_return,4,time_shuffle,test_2025H2,4412,95.81527651858568,0.003343692811692019,1.6678722192568294,0.885130733177262,0.4795880451466572,0.5047597461468721
a7ab3_4092255ee6888704,L7_ranked_future_return,4,time_shuffle,recent_oos_2026JanApr,2876,95.81954102920723,0.0005114364407871011,0.20551139088793668,0.4288213072698975,-1.4872703345998217,0.5045201668984701
a7ab3_4092255ee6888704,L7_ranked_future_return,4,time_shuffle,known_may2026_stress,596,95.80704697986577,0.011757006587124039,2.1987553089969016,1.2621022944935714,-0.05563115778898971,0.5302013422818792
a7ab3_4092255ee6888704,L7_ranked_future_return,4,symbol_shuffle,train_2024,8755,95.702113078241,-0.002226869114779231,-1.551555818981698,-0.7959846635415353,-1.1660749722109258,0.49411764705882355
a7ab3_4092255ee6888704,L7_ranked_future_return,4,symbol_shuffle,validation_2025H1,4340,96.0,6.86577274278885e-05,0.03460179140647707,-0.16116907263020586,-0.34985935823429154,0.4976958525345622
a7ab3_4092255ee6888704,L7_ranked_future_return,4,symbol_shuffle,test_2025H2,4412,96.0,0.000898066300661496,0.4552120601198527,0.3333026026134934,-0.771845485378999,0.5106527651858568
a7ab3_4092255ee6888704,L7_ranked_future_return,4,symbol_shuffle,recent_oos_2026JanApr,2876,96.0,0.0007482703278730757,0.30420650334342886,0.08150440584747329,-0.4591180001891353,0.5048678720445062
a7ab3_4092255ee6888704,L7_ranked_future_return,4,symbol_shuffle,known_may2026_stress,595,96.0,-6.049642079053881e-05,-0.011285016504362087,-0.19536599026483828,-0.7199893067246111,0.5109243697478991
a7ab3_4092255ee6888704,L7_ranked_future_return,4,same_family_random,train_2024,8780,95.8487471526196,-0.0023498708065057697,-1.6541132764987383,-0.8463734643528488,-1.3367844814158705,0.4908883826879271
a7ab3_4092255ee6888704,L7_ranked_future_return,4,same_family_random,validation_2025H1,4340,96.0,-0.0037384792626728113,-1.8436594624172737,-1.0324726228660697,-2.0396371577977046,0.4880184331797235
a7ab3_4092255ee6888704,L7_ranked_future_return,4,same_family_random,test_2025H2,4412,96.0,6.686834726839267e-05,0.03347620010315794,0.005288784084043707,-0.6754230696278719,0.5
a7ab3_4092255ee6888704,L7_ranked_future_return,4,same_family_random,recent_oos_2026JanApr,2876,96.0,-0.002276724198990368,-0.918479430194857,-0.7878996447934634,-1.3315992712166653,0.4909596662030598
a7ab3_4092255ee6888704,L7_ranked_future_return,4,same_family_random,known_may2026_stress,596,96.0,-0.0008331973962217257,-0.15799525621142765,0.15262505968193266,-1.4626943279940763,0.48322147651006714
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,original,train_2024,8755,95.84831524842947,-0.028711389682737804,-14.756441804527775,-7.913156944139826,-8.484954063170028,0.43757852655625357
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,original,validation_2025H1,4340,96.0,-0.023341587194913804,-7.854123250608086,-3.905138845801499,-4.6299725726277945,0.45299539170506914
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,original,test_2025H2,4412,96.0,-0.031328043677176724,-11.979958056424064,-5.829958121891998,-6.652938895742151,0.4256572982774252
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,original,recent_oos_2026JanApr,2876,96.0,-0.03635374008396435,-11.47639942644142,-5.789557238407552,-6.054077768821826,0.41585535465924894
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,original,known_may2026_stress,595,96.0,-0.048339655306567066,-6.917870047393983,-3.383333716226275,-4.197806999617038,0.3899159663865546
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,one_bar_lag,train_2024,8754,95.84829792095043,-0.030175004460002767,-15.753514103917949,-8.196633336223663,-8.630219940806608,0.4283755997258396
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,one_bar_lag,validation_2025H1,4340,96.0,-0.022927000661375666,-7.910389198081761,-3.97498282877054,-4.233922934187447,0.44930875576036866
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,one_bar_lag,test_2025H2,4412,96.0,-0.02981457346966187,-11.369174132214402,-5.767663427115366,-6.270758964489372,0.4310970081595648
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,one_bar_lag,recent_oos_2026JanApr,2876,96.0,-0.03665548698037397,-11.617095328567562,-5.807967462874987,-6.261018663866604,0.4200278164116829
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,one_bar_lag,known_may2026_stress,595,96.0,-0.04456106053532524,-6.657067907553356,-3.40017826503325,-4.34490561070189,0.39663865546218485
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_future_1h,train_2024,8756,95.84833257195066,0.0013339435999699812,0.7436101013614911,0.23443810679359606,-1.7454725227084547,0.5026267702147099
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_future_1h,validation_2025H1,4340,96.0,-0.0021095750128008193,-0.7603043002910195,-0.3760881440528174,-1.2205090611937812,0.49078341013824883
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_future_1h,test_2025H2,4412,96.0,-0.011915695514757728,-4.822006603292535,-2.4986758865654455,-3.2692119422272414,0.4739347234814143
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_future_1h,recent_oos_2026JanApr,2876,96.0,-0.015861310719620873,-5.383271404678141,-2.850524583531472,-3.65535310851495,0.46974965229485394
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_future_1h,known_may2026_stress,596,96.0,-0.017636189566244093,-2.7676299237985926,-1.4934184802363455,-1.701564849814795,0.45302013422818793
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_stale_24h,train_2024,8731,95.84789829343718,-0.018049183122313964,-9.45517282978107,-4.583739648259407,-5.566789112597702,0.46088649639216583
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_stale_24h,validation_2025H1,4340,96.0,-0.015573156682027647,-5.3960088412215494,-2.5599358296129013,-3.979750220254668,0.46543778801843316
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_stale_24h,test_2025H2,4412,96.0,-0.012358170372888755,-4.738565560134809,-2.1918059022135044,-3.2009599996742932,0.4641885766092475
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_stale_24h,recent_oos_2026JanApr,2876,96.0,-0.01551316289342193,-5.062472044874771,-2.510793637053076,-2.645288155464157,0.45827538247566063
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,wrong_lag_stale_24h,known_may2026_stress,595,96.0,-0.024635757080610023,-3.6547706402363427,-1.8193733506945216,-3.132570058902263,0.42521008403361343
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,time_shuffle,train_2024,8780,95.66753986332574,0.0008126189331347073,0.5735913294835433,0.14451945858488235,-0.45017966462745856,0.5027334851936218
