candidate_id,label_family,horizon_h,variant,split,n_dates,avg_n_obs,mean_spread,spread_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_rate
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,time_shuffle,validation_2025H1,4340,95.81198156682028,0.0005348075610172383,0.26262468329031297,0.22900462737800586,-0.47092452930689854,0.5050691244239631
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,time_shuffle,test_2025H2,4412,95.80621033544878,-0.0019808009930828378,-0.9925004851233001,-0.9612573735851544,-1.4483867288658276,0.4943336355394379
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,time_shuffle,recent_oos_2026JanApr,2876,95.80980528511822,-0.002744697496522948,-1.0769961682770461,-0.7245274046064172,-1.4060906250009153,0.4965229485396384
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,time_shuffle,known_may2026_stress,596,95.82214765100672,0.012736433476261497,2.306660678376834,0.9386539377461567,-0.05294949918531793,0.535234899328859
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,symbol_shuffle,train_2024,8755,95.702113078241,-5.048995003619467e-05,-0.03538719313005046,-0.14909821846909319,-1.2129962756163155,0.5003997715591091
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,symbol_shuffle,validation_2025H1,4340,96.0,0.0005355809438470726,0.2688644161952548,0.05966934079883253,-0.5658882279085108,0.49930875576036865
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,symbol_shuffle,test_2025H2,4412,96.0,-0.0016253809056109604,-0.7945071089306079,-0.1858486611283132,-1.2930432207132805,0.50090661831369
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,symbol_shuffle,recent_oos_2026JanApr,2876,96.0,0.00038754636068613776,0.1637955199617157,-0.11500044697937026,-0.5541945191815277,0.49791376912378305
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,symbol_shuffle,known_may2026_stress,595,96.0,0.003025988173046995,0.5368357034705643,0.45559250474532587,-0.5863337181337619,0.5025210084033613
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,same_family_random,train_2024,8780,95.8487471526196,0.0015090716791733634,1.067232681374613,0.34999718935852925,-0.922693310549287,0.5042141230068337
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,same_family_random,validation_2025H1,4340,96.0,0.002195247162485065,1.1032683149150269,0.25930379639995893,-0.00021245740714355253,0.5043778801843318
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,same_family_random,test_2025H2,4412,96.0,0.00023931208236795294,0.11599352026108828,-0.10559079863552567,-0.8962474534175339,0.5004533091568449
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,same_family_random,recent_oos_2026JanApr,2876,96.0,-0.0029873063475506093,-1.2107862017083284,-0.34513857356176025,-2.090267578835562,0.49304589707927676
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,same_family_random,known_may2026_stress,596,96.0,-0.012915967561521254,-2.3011401897824975,-1.531420632844152,-2.186620953854713,0.4697986577181208
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,original,train_2024,8735,95.84796794504865,-0.033655188709419366,-12.721958043348799,-12.721958043348799,-12.721958043348799,0.4449914138523183
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,original,validation_2025H1,4343,96.0,-0.031426236131365075,-8.2932940137257,-8.2932940137257,-8.2932940137257,0.4487681326272162
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,original,test_2025H2,4415,96.0,-0.03534390598129273,-9.976370920518693,-9.976370920518693,-9.976370920518693,0.44099660249150624
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,original,recent_oos_2026JanApr,2879,96.0,-0.03393489171265743,-10.115192487184375,-10.115192487184375,-10.115192487184375,0.42202153525529695
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,original,known_may2026_stress,0,,,,,,
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,one_bar_lag,train_2024,8734,95.84795053812687,-0.03370067637446589,-12.768110619775404,-12.768110619775404,-12.768110619775404,0.4442408976414014
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,one_bar_lag,validation_2025H1,4343,96.0,-0.031629948363053356,-8.349599483585253,-8.349599483585253,-8.349599483585253,0.449228643794612
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,one_bar_lag,test_2025H2,4415,96.0,-0.03495940554087496,-9.876508789536427,-9.876508789536427,-9.876508789536427,0.44371460928652323
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,one_bar_lag,recent_oos_2026JanApr,2879,96.0,-0.03308884659668352,-9.82591979540065,-9.82591979540065,-9.82591979540065,0.4227162209100382
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,one_bar_lag,known_may2026_stress,1,96.0,0.39039351851851856,,,,1.0
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_future_1h,train_2024,8736,95.84798534798534,-0.03186936848769914,-11.794651653253105,-11.794651653253105,-11.794651653253105,0.45146520146520147
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_future_1h,validation_2025H1,4343,96.0,-0.029970295963704895,-7.694825675848466,-7.694825675848466,-7.694825675848466,0.4524522219663827
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_future_1h,test_2025H2,4415,96.0,-0.033763671301539365,-9.316724483794344,-9.316724483794344,-9.316724483794344,0.4464326160815402
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_future_1h,recent_oos_2026JanApr,2879,96.0,-0.032210559704372664,-9.42407081767492,-9.42407081767492,-9.42407081767492,0.4313997915943036
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_future_1h,known_may2026_stress,0,,,,,,
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_stale_24h,train_2024,8711,95.84754907588108,-0.030806837326942924,-11.779763477180808,-11.779763477180808,-11.779763477180808,0.45448283779129833
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_stale_24h,validation_2025H1,4343,96.0,-0.027946738472296843,-7.453318811679169,-7.453318811679169,-7.453318811679169,0.4499194105457057
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_stale_24h,test_2025H2,4415,96.0,-0.03117430319617465,-8.980170749655215,-8.980170749655215,-8.980170749655215,0.45005662514156286
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_stale_24h,recent_oos_2026JanApr,2879,96.0,-0.02596072051123718,-7.772820705453804,-7.772820705453804,-7.772820705453804,0.4459881903438694
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,wrong_lag_stale_24h,known_may2026_stress,24,96.0,-0.01499324845679012,-0.4902614718974843,-0.4902614718974843,-0.4902614718974843,0.375
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,time_shuffle,train_2024,8783,92.83331435728111,-0.0010707452642346,-0.7387933028331121,-0.7387933028331121,-0.7387933028331121,0.49937379027667084
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,time_shuffle,validation_2025H1,4343,92.99263182132167,-0.00013394707064837163,-0.06579490676706326,-0.06579490676706326,-0.06579490676706326,0.49551001611789086
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,time_shuffle,test_2025H2,4415,92.9673839184598,0.0005171553547119797,0.2564942907781287,0.2564942907781287,0.2564942907781287,0.5028312570781427
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,time_shuffle,recent_oos_2026JanApr,2879,92.95415074678708,0.001424764221633794,0.5709500002426441,0.5709500002426441,0.5709500002426441,0.5102466134074332
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,time_shuffle,known_may2026_stress,599,92.86310517529215,-0.0002529935680238259,-0.04697945545915804,-0.04697945545915804,-0.04697945545915804,0.5158597662771286
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,symbol_shuffle,train_2024,8735,95.70692615912994,-0.0012415784578370455,-0.8598930967962787,-0.8598930967962787,-0.8598930967962787,0.4966227819118489
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,symbol_shuffle,validation_2025H1,4343,96.0,-0.002212332425102976,-1.0871806534394763,-1.0871806534394763,-1.0871806534394763,0.48952337094174536
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,symbol_shuffle,test_2025H2,4415,96.0,-0.003165279875005244,-1.5606708645107314,-1.5606708645107314,-1.5606708645107314,0.4917327293318233
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,symbol_shuffle,recent_oos_2026JanApr,2879,96.0,-0.0024561439478728467,-0.9930360496747337,-0.9930360496747337,-0.9930360496747337,0.4973949287947204
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,symbol_shuffle,known_may2026_stress,0,,,,,,
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,same_family_random,train_2024,8783,95.84879881589434,0.0004585677192758624,0.3226667190776002,0.3226667190776002,0.3226667190776002,0.5031310486166458
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,same_family_random,validation_2025H1,4343,96.0,-0.002130290548434688,-1.0429350087596783,-1.0429350087596783,-1.0429350087596783,0.4899838821091411
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,same_family_random,test_2025H2,4415,96.0,0.0013063760958013507,0.6513360026412008,0.6513360026412008,0.6513360026412008,0.501925254813137
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,same_family_random,recent_oos_2026JanApr,2879,96.0,-0.0002040639110802357,-0.08224888270641374,-0.08224888270641374,-0.08224888270641374,0.5019103855505384
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,same_family_random,known_may2026_stress,599,96.0,0.0028604773387744995,0.5128379350531291,0.5128379350531291,0.5128379350531291,0.4991652754590985
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,original,train_2024,8735,95.84796794504865,-0.033655188709419366,-12.721958043348799,-12.721958043348799,-12.721958043348799,0.4449914138523183
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,original,validation_2025H1,4343,96.0,-0.031426236131365075,-8.2932940137257,-8.2932940137257,-8.2932940137257,0.4487681326272162
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,original,test_2025H2,4415,96.0,-0.03534390598129273,-9.976370920518693,-9.976370920518693,-9.976370920518693,0.44099660249150624
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,original,recent_oos_2026JanApr,2879,96.0,-0.03393489171265743,-10.115192487184375,-10.115192487184375,-10.115192487184375,0.42202153525529695
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,original,known_may2026_stress,0,,,,,,
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,one_bar_lag,train_2024,8734,95.84795053812687,-0.03370067637446589,-12.768110619775404,-12.768110619775404,-12.768110619775404,0.4442408976414014
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,one_bar_lag,validation_2025H1,4343,96.0,-0.031629948363053356,-8.349599483585253,-8.349599483585253,-8.349599483585253,0.449228643794612
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,one_bar_lag,test_2025H2,4415,96.0,-0.03495940554087496,-9.876508789536427,-9.876508789536427,-9.876508789536427,0.44371460928652323
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,one_bar_lag,recent_oos_2026JanApr,2879,96.0,-0.03308884659668352,-9.82591979540065,-9.82591979540065,-9.82591979540065,0.4227162209100382
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,one_bar_lag,known_may2026_stress,1,96.0,0.39039351851851856,,,,1.0
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_future_1h,train_2024,8736,95.84798534798534,-0.03186936848769914,-11.794651653253105,-11.794651653253105,-11.794651653253105,0.45146520146520147
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_future_1h,validation_2025H1,4343,96.0,-0.029970295963704895,-7.694825675848466,-7.694825675848466,-7.694825675848466,0.4524522219663827
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_future_1h,test_2025H2,4415,96.0,-0.033763671301539365,-9.316724483794344,-9.316724483794344,-9.316724483794344,0.4464326160815402
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_future_1h,recent_oos_2026JanApr,2879,96.0,-0.032210559704372664,-9.42407081767492,-9.42407081767492,-9.42407081767492,0.4313997915943036
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_future_1h,known_may2026_stress,0,,,,,,
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_stale_24h,train_2024,8711,95.84754907588108,-0.030806837326942924,-11.779763477180808,-11.779763477180808,-11.779763477180808,0.45448283779129833
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_stale_24h,validation_2025H1,4343,96.0,-0.027946738472296843,-7.453318811679169,-7.453318811679169,-7.453318811679169,0.4499194105457057
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_stale_24h,test_2025H2,4415,96.0,-0.03117430319617465,-8.980170749655215,-8.980170749655215,-8.980170749655215,0.45005662514156286
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_stale_24h,recent_oos_2026JanApr,2879,96.0,-0.02596072051123718,-7.772820705453804,-7.772820705453804,-7.772820705453804,0.4459881903438694
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,wrong_lag_stale_24h,known_may2026_stress,24,96.0,-0.01499324845679012,-0.4902614718974843,-0.4902614718974843,-0.4902614718974843,0.375
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,time_shuffle,train_2024,8783,92.85255607423431,-0.0032290920856197355,-2.235404084897984,-2.235404084897984,-2.235404084897984,0.4865080268700899
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,time_shuffle,validation_2025H1,4343,92.95164632742345,0.0007522183052490449,0.36723306833750524,0.36723306833750524,0.36723306833750524,0.5019571724614322
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,time_shuffle,test_2025H2,4415,92.96013590033975,-0.00029369492368501373,-0.14539570888590933,-0.14539570888590933,-0.14539570888590933,0.4987542468856172
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,time_shuffle,recent_oos_2026JanApr,2879,92.9468565474123,-0.00048331925855588646,-0.19153481026850347,-0.19153481026850347,-0.19153481026850347,0.5116359847169156
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,time_shuffle,known_may2026_stress,599,92.98998330550918,0.0024694059804660795,0.44561388787648004,0.44561388787648004,0.44561388787648004,0.5025041736227045
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,symbol_shuffle,train_2024,8735,95.70692615912994,0.0023797336090496542,1.6726047147503844,1.6726047147503844,1.6726047147503844,0.5062392673153978
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,symbol_shuffle,validation_2025H1,4343,96.0,0.003430408447821527,1.6785992105950558,1.6785992105950558,1.6785992105950558,0.5077135620538799
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,symbol_shuffle,test_2025H2,4415,96.0,0.0014227853277966533,0.7043347693199649,0.7043347693199649,0.7043347693199649,0.5055492638731597
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,symbol_shuffle,recent_oos_2026JanApr,2879,96.0,0.0004208918670320201,0.16278561149372556,0.16278561149372556,0.16278561149372556,0.5043417853421327
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,symbol_shuffle,known_may2026_stress,0,,,,,,
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,same_family_random,train_2024,8783,95.84879881589434,0.0005181772689154696,0.3609637663419792,0.3609637663419792,0.3609637663419792,0.49971535921666854
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,same_family_random,validation_2025H1,4343,96.0,-0.00011775281210291597,-0.05777870055239678,-0.05777870055239678,-0.05777870055239678,0.5010361501266406
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,same_family_random,test_2025H2,4415,96.0,-0.0016298341093074953,-0.8111891349600289,-0.8111891349600289,-0.8111891349600289,0.49490373725934317
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,same_family_random,recent_oos_2026JanApr,2879,96.0,-0.001088059447081677,-0.43916684154061575,-0.43916684154061575,-0.43916684154061575,0.49149010072941995
