candidate_id,expression,family,field_families,fields,operators,windows,cn_memory_payload_inherited,cn_reward_payload_inherited
crypto_fg2_9b9b6e2aba2ef7c6,"Sub(ZScore(Mean(mark_index_basis_bps,48)),ZScore(Mean(funding_rate,336)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|ZScore|Mean|ZScore|Mean,48|336,False,False
crypto_fg2_7afc0e0c5c42ef44,"Sub(ZScore(Mean(top_long_short_account_ratio_last,168)),ZScore(Mean(top_long_short_account_ratio_last,168)))",positioning_reversal,positioning|price,top_long_short_account_ratio_last|trade_close,Sub|ZScore|Mean|ZScore|Mean,168,False,False
crypto_fg2_76838eacc42fc678,"Sub(ZScore(Mean(mark_index_basis_bps,720)),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|ZScore|Mean|ZScore|Mean,720,False,False
crypto_fg2_c1bcbd0847fa018c,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_mean,336)),ZScore(Mean(taker_buy_sell_volume_ratio_mean,96)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_count,Sub|ZScore|Mean|ZScore|Mean,96|336,False,False
crypto_fg2_3a0999ff086201c1,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_last,72))),Rank(Delta(trade_quote_volume,72)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Mul|Abs|ZScore|Mean|Rank|Delta,72,False,False
crypto_fg2_6a904d2eceb39a4a,"Mul(ZScore(Delta(open_interest_last,4)),ZScore(Delta(index_close,48)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Mul|ZScore|Delta|ZScore|Delta,4|48,False,False
crypto_fg2_bddf6bb8ceb9681b,"Mul(ZScore(Delta(open_interest_mean,4)),ZScore(Delta(mark_close,720)))",oi_price_interaction,open_interest|price,mark_close|open_interest_mean,Mul|ZScore|Delta|ZScore|Delta,4|720,False,False
crypto_fg2_a369de6636376329,"Add(ZScore(Delta(open_interest_value_mean,720)),ZScore(Delta(index_close,4)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Add|ZScore|Delta|ZScore|Delta,4|720,False,False
crypto_fg2_7d937bdbf3e682cf,"Sub(Abs(ZScore(Mean(mark_trade_basis_bps,336))),Abs(ZScore(Mean(funding_rate,8))))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|Abs|ZScore|Mean|Abs|ZScore|Mean,8|336,False,False
crypto_fg2_29fb022e70a2906e,"Add(Rank(Delta(index_close,72)),Neg(Rank(Delta(trade_high,96))))",price_volatility_structure,price|volatility,index_close|trade_high,Add|Rank|Delta|Neg|Rank|Delta,72|96,False,False
crypto_fg2_355494d4ec9b88a7,"Mul(Sign(Delta(premium_close_bps,96)),ZScore(Mean(funding_rate,72)))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Mul|Sign|Delta|ZScore|Mean,72|96,False,False
crypto_fg2_989d34c3bee0e2a0,"Sub(Rank(Mean(top_long_short_position_ratio_last,720)),Rank(Mean(trade_close,12)))",positioning_reversal,positioning|price,top_long_short_position_ratio_last|trade_close,Sub|Rank|Mean|Rank|Mean,12|720,False,False
crypto_fg2_5be84c367be78aec,"Mul(ZScore(Delta(index_close,504)),ZScore(Mean(trade_high,12)))",price_volatility_structure,price|volatility,index_close|trade_high,Mul|ZScore|Delta|ZScore|Mean,12|504,False,False
crypto_fg2_e36825741a3e6f96,"Mul(Sign(Delta(trade_count,720)),Abs(ZScore(Delta(mark_low,48))))",liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_count,Mul|Sign|Delta|Abs|ZScore|Delta,48|720,False,False
crypto_fg2_26ca14056dc1db13,"Mul(Sign(Delta(top_long_short_account_ratio_last,168)),Neg(ZScore(Delta(index_close,504))))",positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_last,Mul|Sign|Delta|Neg|ZScore|Delta,168|504,False,False
crypto_fg2_65756408e4a1a2b4,"Mul(Rank(Mean(index_close,24)),Sign(Delta(mark_low,12)))",price_volatility_structure,price|volatility,index_close|mark_low,Mul|Rank|Mean|Sign|Delta,12|24,False,False
crypto_fg2_cc961dc6a709961b,"Mul(Sign(Delta(mark_close,12)),Abs(ZScore(Mean(mark_high,168))))",price_volatility_structure,price|volatility,mark_close|mark_high,Mul|Sign|Delta|Abs|ZScore|Mean,12|168,False,False
crypto_fg2_be9db1b352a616fa,"Mul(ZScore(premium_close),ZScore(Mean(funding_rate,8)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|ZScore|ZScore|Mean,8,False,False
crypto_fg2_bd4b1f90aeeb7e13,"Sub(Abs(ZScore(Delta(mark_close,12))),Rank(Mean(trade_high,48)))",price_volatility_structure,price|volatility,mark_close|trade_high,Sub|Abs|ZScore|Delta|Rank|Mean,12|48,False,False
crypto_fg2_bb1f0d3098f3480d,"Mul(Sign(Delta(top_long_short_account_ratio_mean,72)),Neg(ZScore(Delta(trade_close,12))))",positioning_reversal,positioning|price,top_long_short_account_ratio_mean|trade_close,Mul|Sign|Delta|Neg|ZScore|Delta,12|72,False,False
crypto_fg2_dfaa8451c8927e2e,"Add(Rank(Delta(trade_volume,48)),Neg(ZScore(Delta(mark_high,12))))",liquidity_volatility_guarded,liquidity|volatility,mark_high|trade_volume,Add|Rank|Delta|Neg|ZScore|Delta,12|48,False,False
crypto_fg2_7c73fd2202101ac0,"Sub(ZScore(Mean(top_long_short_position_ratio_last,48)),ZScore(Mean(top_long_short_position_ratio_last,336)))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_last,Sub|ZScore|Mean|ZScore|Mean,48|336,False,False
crypto_fg2_e48f90650b651224,"Sub(ZScore(Mean(top_long_short_account_ratio_mean,4)),ZScore(Mean(top_long_short_account_ratio_mean,48)))",positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_mean,Sub|ZScore|Mean|ZScore|Mean,4|48,False,False
crypto_fg2_41178436d5615378,"Mul(Rank(Mean(premium_close,336)),Sign(Delta(funding_rate,96)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|Rank|Mean|Sign|Delta,96|336,False,False
crypto_fg2_68b369fd200ac9e3,"Sub(ZScore(Mean(open_interest_mean,504)),Rank(Mean(index_close,12)))",oi_price_interaction,open_interest|price,index_close|open_interest_mean,Sub|ZScore|Mean|Rank|Mean,12|504,False,False
crypto_fg2_0793d955d0e01720,"Mul(Rank(Mean(trade_volume,8)),ZScore(Delta(trade_low,96)))",liquidity_volatility_guarded,liquidity|volatility,trade_low|trade_volume,Mul|Rank|Mean|ZScore|Delta,8|96,False,False
crypto_fg2_9f6dc109e8c84127,"Mul(Rank(Mean(premium_close,24)),Sign(Delta(funding_rate,336)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|Rank|Mean|Sign|Delta,24|336,False,False
crypto_fg2_1d9d1c5a9735915a,"Mul(ZScore(Mean(global_long_short_account_ratio_last,720)),Neg(ZScore(Delta(trade_close,4))))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|trade_close,Mul|ZScore|Mean|Neg|ZScore|Delta,4|720,False,False
crypto_fg2_caab9578b66dc16b,"Mul(ZScore(Delta(index_close,12)),ZScore(Mean(trade_low,24)))",price_volatility_structure,price|volatility,index_close|trade_low,Mul|ZScore|Delta|ZScore|Mean,12|24,False,False
crypto_fg2_3058161a573d5d41,"Sub(ZScore(Mean(mark_index_basis_bps,168)),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|ZScore|Mean|ZScore|Mean,168|720,False,False
crypto_fg2_8b293d70ce9a2382,"Sub(Rank(Mean(top_long_short_position_ratio_last,24)),Rank(Mean(index_close,168)))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_last,Sub|Rank|Mean|Rank|Mean,24|168,False,False
crypto_fg2_6e5c42a4fa58d4da,"Sub(ZScore(Mean(open_interest_last,96)),Rank(Mean(index_close,96)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Sub|ZScore|Mean|Rank|Mean,96,False,False
crypto_fg2_bfbd3f818936a708,"Mul(Sign(Delta(global_long_short_account_ratio_mean,168)),Neg(ZScore(Delta(index_close,4))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|index_close,Mul|Sign|Delta|Neg|ZScore|Delta,4|168,False,False
crypto_fg2_4af80324f9bb2c78,"Mul(Rank(Mean(open_interest_value_mean,12)),ZScore(Delta(mark_close,4)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_mean,Mul|Rank|Mean|ZScore|Delta,4|12,False,False
crypto_fg2_eae9ea549469cf73,"Add(ZScore(Delta(top_long_short_position_ratio_last,336)),Neg(Rank(Delta(index_close,4))))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_last,Add|ZScore|Delta|Neg|Rank|Delta,4|336,False,False
crypto_fg2_81873caf4469edcc,"Mul(Rank(Mean(open_interest_mean,96)),ZScore(Delta(index_close,24)))",oi_price_interaction,open_interest|price,index_close|open_interest_mean,Mul|Rank|Mean|ZScore|Delta,24|96,False,False
crypto_fg2_01ab3d5bd082d283,"Mul(Rank(Mean(open_interest_value_last,336)),ZScore(Delta(index_close,504)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Mul|Rank|Mean|ZScore|Delta,336|504,False,False
crypto_fg2_ddc4056685e24948,"Mul(Rank(Mean(mark_index_basis_bps,48)),Sign(Delta(funding_rate,504)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Rank|Mean|Sign|Delta,48|504,False,False
crypto_fg2_80dd97745f80c30c,"Sub(Abs(ZScore(Delta(index_close,96))),Rank(Mean(trade_low,168)))",price_volatility_structure,price|volatility,index_close|trade_low,Sub|Abs|ZScore|Delta|Rank|Mean,96|168,False,False
crypto_fg2_5945850075284a19,"Mul(ZScore(Delta(open_interest_value_mean,504)),ZScore(Delta(mark_close,504)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_mean,Mul|ZScore|Delta|ZScore|Delta,504,False,False
crypto_fg2_70708b1e9d14baca,"Mul(Sign(Delta(top_long_short_position_ratio_mean,48)),Neg(ZScore(Delta(mark_close,720))))",positioning_reversal,positioning|price,mark_close|top_long_short_position_ratio_mean,Mul|Sign|Delta|Neg|ZScore|Delta,48|720,False,False
crypto_fg2_e818063d1f5c7747,"Mul(Sign(Delta(global_long_short_account_ratio_last,24)),Neg(ZScore(Delta(index_close,24))))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Mul|Sign|Delta|Neg|ZScore|Delta,24,False,False
crypto_fg2_9a76fe169195aeb7,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(index_close,24)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,12|24,False,False
crypto_fg2_1383f3ba1797fa19,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,96)),Rank(Mean(trade_quote_volume,4)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_quote_volume,Mul|ZScore|Mean|Rank|Mean,4|96,False,False
crypto_fg2_33ad744ebaa45959,"Add(ZScore(Delta(open_interest_last,720)),ZScore(Delta(index_close,4)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Add|ZScore|Delta|ZScore|Delta,4|720,False,False
crypto_fg2_294672b9fe72c42e,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),ZScore(Mean(taker_buy_sell_volume_ratio_last,4)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Sub|ZScore|Mean|ZScore|Mean,4|48,False,False
crypto_fg2_caae5ce80750c8b0,"Mul(Sign(Delta(top_long_short_position_ratio_last,504)),Neg(ZScore(Delta(index_close,720))))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_last,Mul|Sign|Delta|Neg|ZScore|Delta,504|720,False,False
crypto_fg2_2153a27c250e02c6,"Add(ZScore(Delta(global_long_short_account_ratio_mean,336)),Neg(Rank(Delta(trade_close,336))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|trade_close,Add|ZScore|Delta|Neg|Rank|Delta,336,False,False
crypto_fg2_e1ab43ba0ad44203,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Rank(Mean(trade_count,504)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_count,Mul|ZScore|Mean|Rank|Mean,48|504,False,False
crypto_fg2_d50e4c91e9f770c1,"Mul(Sign(Delta(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,504)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Mul|Sign|Delta|ZScore|Mean,12|504,False,False
crypto_fg2_f8c745e806271463,"Sub(ZScore(Mean(open_interest_value_last,96)),Rank(Mean(index_close,8)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Sub|ZScore|Mean|Rank|Mean,8|96,False,False
crypto_fg2_6334958bb3b5b406,"Mul(Rank(Mean(premium_close_bps,168)),Sign(Delta(funding_rate,48)))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Mul|Rank|Mean|Sign|Delta,48|168,False,False
crypto_fg2_5fae987d8ecd78cc,"Mul(ZScore(premium_close_bps),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Mul|ZScore|ZScore|Mean,12,False,False
crypto_fg2_a9f84b16b91f1168,"Add(ZScore(Delta(open_interest_value_last,504)),ZScore(Delta(mark_close,336)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Add|ZScore|Delta|ZScore|Delta,336|504,False,False
crypto_fg2_217b54c9037fa9fc,"Mul(Sign(Delta(global_long_short_account_ratio_mean,96)),Neg(ZScore(Delta(mark_close,504))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|mark_close,Mul|Sign|Delta|Neg|ZScore|Delta,96|504,False,False
crypto_fg2_2029ebbb52ea0375,"Sub(Rank(Mean(top_long_short_account_ratio_mean,72)),Rank(Mean(trade_close,4)))",positioning_reversal,positioning|price,top_long_short_account_ratio_mean|trade_close,Sub|Rank|Mean|Rank|Mean,4|72,False,False
crypto_fg2_6cc04c7f144bb246,"Mul(ZScore(Delta(trade_close,72)),ZScore(Mean(trade_low,168)))",price_volatility_structure,price|volatility,trade_close|trade_low,Mul|ZScore|Delta|ZScore|Mean,72|168,False,False
crypto_fg2_6f0d97eae42bf730,"Sub(Abs(ZScore(Mean(mark_index_basis_bps,504))),Abs(ZScore(Mean(funding_rate,168))))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|Abs|ZScore|Mean|Abs|ZScore|Mean,168|504,False,False
crypto_fg2_38a7af33445b3b90,"Mul(ZScore(Mean(global_long_short_account_ratio_mean,48)),Neg(ZScore(Delta(mark_close,24))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|mark_close,Mul|ZScore|Mean|Neg|ZScore|Delta,24|48,False,False
crypto_fg2_dddc97ad1a9fc646,"Sub(Rank(Mean(global_long_short_account_ratio_last,96)),Rank(Mean(trade_close,24)))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|trade_close,Sub|Rank|Mean|Rank|Mean,24|96,False,False
crypto_fg2_30989fb478e8467c,"Mul(Sign(Delta(taker_buy_quote_volume,8)),Abs(ZScore(Delta(trade_high,72))))",liquidity_volatility_guarded,liquidity|volatility,taker_buy_quote_volume|trade_high,Mul|Sign|Delta|Abs|ZScore|Delta,8|72,False,False
crypto_fg2_7a59457a100fc10f,"Sub(Rank(Mean(top_long_short_position_ratio_mean,8)),Rank(Mean(index_close,4)))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_mean,Sub|Rank|Mean|Rank|Mean,4|8,False,False
crypto_fg2_342fedba82fb2534,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(mark_close,12)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,12,False,False
crypto_fg2_81fd37e1877b3837,"Add(ZScore(Delta(open_interest_mean,4)),ZScore(Delta(trade_close,336)))",oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Add|ZScore|Delta|ZScore|Delta,4|336,False,False
crypto_fg2_f92df9db8e2b5e35,"Mul(Rank(Mean(open_interest_value_mean,504)),ZScore(Delta(trade_close,720)))",oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Mul|Rank|Mean|ZScore|Delta,504|720,False,False
crypto_fg2_9c6f826f9c7277b4,"Sub(ZScore(Mean(top_long_short_position_ratio_mean,72)),ZScore(Mean(top_long_short_position_ratio_mean,72)))",positioning_reversal,positioning|price,top_long_short_position_ratio_mean|trade_close,Sub|ZScore|Mean|ZScore|Mean,72,False,False
crypto_fg2_64f96b08213178f0,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_mean,48)),Rank(Mean(trade_quote_volume,96)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_quote_volume,Add|ZScore|Delta|Rank|Mean,48|96,False,False
crypto_fg2_22e1e548b9a2d74e,"Mul(Rank(Mean(mark_close,96)),Sign(Delta(mark_high,168)))",price_volatility_structure,price|volatility,mark_close|mark_high,Mul|Rank|Mean|Sign|Delta,96|168,False,False
crypto_fg2_e403604e54f1956b,"Mul(Sign(Delta(premium_close,8)),ZScore(Mean(funding_rate,24)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|Sign|Delta|ZScore|Mean,8|24,False,False
crypto_fg2_01cb12ca2999ef05,"Mul(Rank(Mean(premium_close_bps,336)),Sign(Delta(funding_rate,8)))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Mul|Rank|Mean|Sign|Delta,8|336,False,False
crypto_fg2_60df9dfc3b3ced12,"Mul(Sign(Delta(trade_count,8)),Abs(ZScore(Delta(mark_high,8))))",liquidity_volatility_guarded,liquidity|volatility,mark_high|trade_count,Mul|Sign|Delta|Abs|ZScore|Delta,8,False,False
crypto_fg2_5be74f87f853e6fa,"Mul(Sign(Delta(mark_index_basis_bps,504)),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Sign|Delta|ZScore|Mean,12|504,False,False
crypto_fg2_0af8ad44881fbc92,"Add(Rank(Delta(mark_index_basis_bps,168)),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Add|Rank|Delta|ZScore|Mean,12|168,False,False
crypto_fg2_7c5e41fd7a5fe1af,"Mul(ZScore(Delta(open_interest_last,4)),ZScore(Delta(mark_close,96)))",oi_price_interaction,open_interest|price,mark_close|open_interest_last,Mul|ZScore|Delta|ZScore|Delta,4|96,False,False
crypto_fg2_3c17516aa684a40a,"Mul(Rank(Mean(mark_index_basis_bps,504)),Sign(Delta(funding_rate,12)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Rank|Mean|Sign|Delta,12|504,False,False
crypto_fg2_c503b4cd34e59276,"Add(ZScore(Delta(top_long_short_account_ratio_last,72)),Neg(Rank(Delta(trade_close,96))))",positioning_reversal,positioning|price,top_long_short_account_ratio_last|trade_close,Add|ZScore|Delta|Neg|Rank|Delta,72|96,False,False
crypto_fg2_a961971aacffc841,"Sub(ZScore(Mean(global_long_short_account_ratio_last,48)),ZScore(Mean(global_long_short_account_ratio_last,168)))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|mark_close,Sub|ZScore|Mean|ZScore|Mean,48|168,False,False
crypto_fg2_a53a94cd3bb475fa,"Add(ZScore(Delta(global_long_short_account_ratio_mean,24)),Neg(Rank(Delta(trade_close,72))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|trade_close,Add|ZScore|Delta|Neg|Rank|Delta,24|72,False,False
crypto_fg2_3fe77ae8edc80a72,"Add(ZScore(Delta(top_long_short_account_ratio_last,8)),Neg(Rank(Delta(trade_close,12))))",positioning_reversal,positioning|price,top_long_short_account_ratio_last|trade_close,Add|ZScore|Delta|Neg|Rank|Delta,8|12,False,False
crypto_fg2_965d0ade34bb366f,"Sub(ZScore(Delta(mark_close,4)),ZScore(Delta(mark_high,72)))",price_volatility_structure,price|volatility,mark_close|mark_high,Sub|ZScore|Delta|ZScore|Delta,4|72,False,False
crypto_fg2_88fd0cf34613819b,"Add(Rank(Delta(taker_buy_quote_volume,48)),Neg(ZScore(Delta(mark_high,12))))",liquidity_volatility_guarded,liquidity|volatility,mark_high|taker_buy_quote_volume,Add|Rank|Delta|Neg|ZScore|Delta,12|48,False,False
crypto_fg2_e8fafad7c4463745,"Sub(ZScore(Mean(open_interest_mean,4)),Rank(Mean(trade_close,4)))",oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Sub|ZScore|Mean|Rank|Mean,4,False,False
crypto_fg2_9e8c7a5032cd2801,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_last,8)),ZScore(Mean(taker_buy_sell_volume_ratio_last,12)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Sub|ZScore|Mean|ZScore|Mean,8|12,False,False
crypto_fg2_3a09cbe99330bdb5,"Mul(Rank(Mean(open_interest_value_last,8)),ZScore(Delta(trade_close,4)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|Rank|Mean|ZScore|Delta,4|8,False,False
crypto_fg2_4a5e30ea035c06f6,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_last,72)),Rank(Mean(taker_buy_quote_volume,12)))",taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Add|ZScore|Delta|Rank|Mean,12|72,False,False
crypto_fg2_d11564299aa5fdf3,"Sub(ZScore(Mean(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,12,False,False
crypto_fg2_6569c63d94f5fcce,"Mul(Rank(Mean(open_interest_last,48)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,open_interest_last|trade_close,Mul|Rank|Mean|ZScore|Delta,12|48,False,False
crypto_fg2_c522e55944fbab68,"Sub(ZScore(Mean(open_interest_last,4)),Rank(Mean(trade_close,168)))",oi_price_interaction,open_interest|price,open_interest_last|trade_close,Sub|ZScore|Mean|Rank|Mean,4|168,False,False
crypto_fg2_0e99a3ff64004b0a,"Add(ZScore(Delta(open_interest_value_mean,96)),ZScore(Delta(trade_close,4)))",oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Add|ZScore|Delta|ZScore|Delta,4|96,False,False
crypto_fg2_88b21052112c56fc,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,4)),Rank(Mean(trade_volume,48)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|ZScore|Mean|Rank|Mean,4|48,False,False
crypto_fg2_0c84739f0aba81eb,"Mul(Rank(Mean(open_interest_value_mean,4)),ZScore(Delta(index_close,720)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Mul|Rank|Mean|ZScore|Delta,4|720,False,False
crypto_fg2_e17410c0d97a43e5,"Add(Rank(Delta(mark_index_basis_bps,24)),ZScore(Mean(funding_rate,8)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Add|Rank|Delta|ZScore|Mean,8|24,False,False
crypto_fg2_9460fd8ed0db0978,"Mul(Rank(Mean(open_interest_value_last,720)),ZScore(Delta(trade_close,504)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|Rank|Mean|ZScore|Delta,504|720,False,False
crypto_fg2_67c552c5477e88af,"Add(Rank(Delta(trade_close,4)),Neg(Rank(Delta(mark_low,72))))",price_volatility_structure,price|volatility,mark_low|trade_close,Add|Rank|Delta|Neg|Rank|Delta,4|72,False,False
crypto_fg2_c31c321f738d06ac,"Mul(Rank(Mean(index_close,336)),Sign(Delta(mark_low,72)))",price_volatility_structure,price|volatility,index_close|mark_low,Mul|Rank|Mean|Sign|Delta,72|336,False,False
crypto_fg2_1f50db67aafe85a1,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,48)),Neg(ZScore(Delta(trade_close,72))))",positioning_reversal,positioning|price,top_long_short_account_ratio_mean|trade_close,Mul|ZScore|Mean|Neg|ZScore|Delta,48|72,False,False
crypto_fg2_bbcff7bbd54fe793,"Add(Rank(Delta(premium_close,720)),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Add|Rank|Delta|ZScore|Mean,720,False,False
crypto_fg2_addde84fa231b737,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,72)),ZScore(Delta(taker_buy_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Sub|Rank|Delta|ZScore|Delta,72|336,False,False
crypto_fg2_9d4f99ae574400c0,"Mul(Rank(Mean(trade_close,168)),Sign(Delta(mark_high,168)))",price_volatility_structure,price|volatility,mark_high|trade_close,Mul|Rank|Mean|Sign|Delta,168,False,False
crypto_fg2_81e6bf6d34825ad7,"Mul(Rank(Mean(trade_count,12)),ZScore(Delta(trade_high,24)))",liquidity_volatility_guarded,liquidity|volatility,trade_count|trade_high,Mul|Rank|Mean|ZScore|Delta,12|24,False,False
crypto_fg2_20b62c612cb72ec0,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,24)),Rank(Mean(taker_buy_quote_volume,504)))",taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Mul|ZScore|Mean|Rank|Mean,24|504,False,False
crypto_fg2_e546bb3f5247f2ed,"Mul(ZScore(Delta(open_interest_mean,168)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,12|168,False,False
crypto_fg2_dc514847993268a0,"Mul(ZScore(Mean(global_long_short_account_ratio_last,8)),Neg(ZScore(Delta(index_close,24))))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Mul|ZScore|Mean|Neg|ZScore|Delta,8|24,False,False
crypto_fg2_4f17babea714d8eb,"Mul(Abs(ZScore(Delta(top_long_short_account_ratio_mean,720))),Sign(Delta(mark_close,168)))",positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_mean,Mul|Abs|ZScore|Delta|Sign|Delta,168|720,False,False
crypto_fg2_c46604ec09384d27,"Mul(Sign(Delta(global_long_short_account_ratio_last,12)),Neg(ZScore(Delta(mark_close,96))))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|mark_close,Mul|Sign|Delta|Neg|ZScore|Delta,12|96,False,False
crypto_fg2_be33b05ef9884454,"Mul(Sign(Delta(mark_trade_basis_bps,168)),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Mul|Sign|Delta|ZScore|Mean,168|720,False,False
crypto_fg2_38e95d9f0b4c6ca0,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_last,4)),Rank(Mean(trade_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Add|ZScore|Delta|Rank|Mean,4|336,False,False
crypto_fg2_45e796c90b468302,"Mul(Rank(Mean(mark_index_basis_bps,720)),Sign(Delta(funding_rate,12)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Rank|Mean|Sign|Delta,12|720,False,False
