symbol,rows,agg_rows,agg_coverage,timestamp_min,timestamp_max,agg_timestamp_min,agg_timestamp_max
BTCUSDT,20919,20894,0.998804914192839,2024-01-01 00:00:00+00:00,2026-05-22 00:00:00+00:00,2024-01-01 00:00:00+00:00,2026-05-20 23:00:00+00:00
ETHUSDT,20919,20894,0.998804914192839,2024-01-01 00:00:00+00:00,2026-05-22 00:00:00+00:00,2024-01-01 00:00:00+00:00,2026-05-20 23:00:00+00:00
SOLUSDT,20919,20894,0.998804914192839,2024-01-01 00:00:00+00:00,2026-05-22 00:00:00+00:00,2024-01-01 00:00:00+00:00,2026-05-20 23:00:00+00:00
