source_file,source_blueprint_id,blueprint_id,horizon_h,formula,nonoverlap_floor_sortino_control_one_bar_lag,nonoverlap_floor_sortino_original,nonoverlap_floor_sortino_source_lag_1h,nonoverlap_floor_sortino_source_lag_2h,nonoverlap_floor_sortino_source_lag_4h,rankic_mean_control_one_bar_lag,rankic_mean_original,rankic_mean_source_lag_1h,rankic_mean_source_lag_2h,rankic_mean_source_lag_4h,sortino_control_one_bar_lag,sortino_original,sortino_source_lag_1h,sortino_source_lag_2h,sortino_source_lag_4h,source_lag_gate,floor_retention_source_lag_1h,floor_retention_source_lag_2h,floor_retention_source_lag_4h
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_canonical,8,"CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72)))))",4.562651158430548,6.805517069687709,4.562651158430548,4.070745576440106,1.7631847980563706,0.0349965550951852,0.0404795665756035,0.0349965550951852,0.0321666439503904,0.0271343265762228,7.464967662706907,9.798191704377135,7.464967662706907,6.570655141643765,4.489471396336296,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,0.6704341656496525,0.5981537530148174,0.2590816803486879
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_canonical,8,"CSRank(CSRank(SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))))",4.562651158430548,6.805517069687709,4.562651158430548,4.070745576440106,1.7631847980563706,0.0349965550951852,0.0404795665756035,0.0349965550951852,0.0321666439503904,0.0271343265762228,7.464967662706907,9.798191704377135,7.464967662706907,6.570655141643765,4.489471396336296,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,0.6704341656496525,0.5981537530148174,0.2590816803486879
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_open_interest_value_last,8,"TSRank(open_interest_value_last,336)",-3.535485160545234,-2.702814717391123,-3.535485160545234,-2.1384402971455416,-6.003850453268533,0.0330112307810961,0.0417868950125068,0.0330112307810961,0.0287841085259523,0.0211122308510926,0.7783055960919907,2.6581173537339344,0.7783055960919907,-0.2006021878955411,-2.626112258749069,HOLD_SOURCE_LAG_FRAGILE,-1.3080752956524675,-0.7911901187254372,-2.2213326036139525
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_funding_rate_delta_state_24h,8,"Mean(funding_rate_delta_state_24h,72)",-1.1312120905716536,-2.679641717675177,-1.1312120905716536,-2.393997030963505,-3.047802598003486,0.0024006545591397,0.0011821607514281,0.0024006545591397,0.0026042811758513,0.0026847938649227,-0.4239971684038574,-1.055094986130772,-0.4239971684038574,-0.2638768816750999,-0.4552017194409665,HOLD_SOURCE_LAG_FRAGILE,-0.4221504998634963,-0.8934019108496737,-1.137391830370413
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_pair_spread_rank,8,"Sub(CSRank(funding_rate_delta_state_24h),CSRank(open_interest_value_last))",-2.7222710808506743,-1.0987770967721555,-2.7222710808506743,-3.216908854401112,-5.596116000349395,0.0045680521846388,0.0074297323197422,0.0045680521846388,0.0012437317370519,-0.0055095952718863,0.0186146622301736,1.0558800792482212,0.0186146622301736,-1.4939384881065836,-3.593427285344627,HOLD_SOURCE_LAG_FRAGILE,-2.4775462546933387,-2.927717426811433,-5.093040268848829
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_pair_safe_div_rank_swapped,8,"SafeDiv(CSRank(open_interest_value_last),Abs(CSRank(funding_rate_delta_state_24h)))",-3.424940076504124,-1.338340606161546,-3.424940076504124,-3.3581272733431557,-5.605938058176671,0.0017230680451941,0.0045035088784202,0.0017230680451941,-0.0012549262497275,-0.0079071420066658,-0.6075267348154157,0.3436761313979327,-0.6075267348154157,-1.87671013283936,-3.838457904065019,HOLD_SOURCE_LAG_FRAGILE,-2.559094494134113,-2.50917237202755,-4.188722984543443
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_pair_safe_div_rank,8,"SafeDiv(CSRank(funding_rate_delta_state_24h),Abs(CSRank(open_interest_value_last)))",-3.431383641651093,-1.3423637563332858,-3.431383641651093,-3.366154168360403,-5.608676280020397,0.001729542588603,0.0045067783604035,0.001729542588603,-0.0012548002349007,-0.0079132236902598,-0.6071382742607209,0.343881642278988,-0.6071382742607209,-1.876569166082505,-3.839643050748237,HOLD_SOURCE_LAG_FRAGILE,-2.5562248872273186,-2.507631893723928,-4.178208964268147
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_mean72_open_interest_value_last,8,"Mean(open_interest_value_last,72)",-5.467282483140208,-5.452101414229378,-5.467282483140208,-5.439915103203421,-5.447896395642975,-0.031808495113011,-0.0318783594276005,-0.031808495113011,-0.0317570436278746,-0.0317232633326718,-4.886454640813335,-4.90799724284796,-4.886454640813335,-4.865365455628796,-4.841156219973551,HOLD_SOURCE_LAG_FRAGILE,-1.0027844436039302,-0.9977648414620184,-0.9992287343416928
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_open_interest_value_last,8,CSRank(open_interest_value_last),-5.829668045644905,-5.746865483477682,-5.829668045644905,-5.877141070953669,-6.010044410970691,-0.0322347205610335,-0.0319178918372019,-0.0322347205610335,-0.0324279611089663,-0.0326197319376691,-5.113492026282345,-5.0497668689401305,-5.113492026282345,-5.1648050026921295,-5.261702284657448,HOLD_SOURCE_LAG_FRAGILE,-1.0144083000385655,-1.0226689815257606,-1.045795212755484
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_open_interest_value_last,8,ZScore(open_interest_value_last),-5.829668045644905,-5.746865483477682,-5.829668045644905,-5.877141070953669,-6.010044410970691,-0.0322347205610335,-0.0319178918372019,-0.0322347205610335,-0.0324279611089663,-0.0326197319376691,-5.113492026282345,-5.0497668689401305,-5.113492026282345,-5.1648050026921295,-5.261702284657448,HOLD_SOURCE_LAG_FRAGILE,-1.0144083000385655,-1.0226689815257606,-1.045795212755484
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_pair_mul_rank,8,"Mul(CSRank(funding_rate_delta_state_24h),CSRank(open_interest_value_last))",-9.949771952807684,-10.0471974978179,-9.949771952807684,-7.0933891391251125,-6.4182444469340965,-0.0432862600156479,-0.0449281225741923,-0.0432862600156479,-0.0408151702342776,-0.0374635158269663,-5.551304193150083,-6.023853358514996,-5.551304193150083,-4.729224843213784,-3.990661076831703,HOLD_SOURCE_LAG_FRAGILE,-0.9903032119124384,-0.7060067387613003,-0.6388094240536271
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_tsrank_funding_rate_delta_state_24h,8,"TSRank(funding_rate_delta_state_24h,336)",-12.394035224206007,-12.3971428699078,-12.394035224206007,-8.455043271988632,-5.874118168641993,-0.036956996474725,-0.0384991890289024,-0.036956996474725,-0.0334179477630882,-0.0281703828963683,-6.9799476676486565,-8.098685381879083,-6.9799476676486565,-5.1395738064433125,-2.071271443399429,HOLD_SOURCE_LAG_FRAGILE,-0.9997493256523377,-0.6820154741066974,-0.4738283837077114
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_csrank_funding_rate_delta_state_24h,8,CSRank(funding_rate_delta_state_24h),-12.955558364962677,-13.827286934659485,-12.955558364962677,-8.761218993602691,-6.577847020085364,-0.0398572804418905,-0.0418754582063035,-0.0398572804418905,-0.0367717880100167,-0.0328325853349716,-7.348634654510723,-8.3558985771952,-7.348634654510723,-5.776558068361605,-3.6939090018090326,HOLD_SOURCE_LAG_FRAGILE,-0.9369559210121162,-0.633618079598957,-0.4757149432979025
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_csrank_funding_rate_delta_state_24h,8,CSRank(funding_rate_delta_state_24h),-12.955558364962677,-13.827286934659485,-12.955558364962677,-8.761218993602691,-6.577847020085364,-0.0398572804418905,-0.0418754582063035,-0.0398572804418905,-0.0367717880100167,-0.0328325853349716,-7.348634654510723,-8.3558985771952,-7.348634654510723,-5.776558068361605,-3.6939090018090326,HOLD_SOURCE_LAG_FRAGILE,-0.9369559210121162,-0.633618079598957,-0.4757149432979025
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_zscore_funding_rate_delta_state_24h,8,ZScore(funding_rate_delta_state_24h),-12.955609799568672,-13.827336724410252,-12.955609799568672,-8.76126937235487,-6.576935701170632,-0.0398562494347048,-0.0418749429518259,-0.0398562494347048,-0.0367709741798867,-0.0328361225897216,-7.348653745504261,-8.356011270357678,-7.348653745504261,-5.776485532146918,-3.69435303478305,HOLD_SOURCE_LAG_FRAGILE,-0.9369562669792608,-0.6336194414711879,-0.4756473232882193
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s000\runtime\a7source4_source_lag_summary.csv,a7search7_9168babaa32dc76c,a7search6_vp_a7search7_9168babaa32dc76c_single_zscore_funding_rate_delta_state_24h,8,ZScore(funding_rate_delta_state_24h),-12.955609799568672,-13.827336724410252,-12.955609799568672,-8.76126937235487,-6.576935701170632,-0.0398562494347048,-0.0418749429518259,-0.0398562494347048,-0.0367709741798867,-0.0328361225897216,-7.348653745504261,-8.356011270357678,-7.348653745504261,-5.776485532146918,-3.69435303478305,HOLD_SOURCE_LAG_FRAGILE,-0.9369562669792608,-0.6336194414711879,-0.4756473232882193
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_single_mean72_global_long_short_account_ratio_last,8,"Mean(global_long_short_account_ratio_last,72)",7.141980249839298,7.2008123251108005,7.141980249839298,7.096326123806773,7.379988536885958,0.0258600165720159,0.0256334417560007,0.0258600165720159,0.0259834805698227,0.0260623772172878,8.644866883080937,8.629684978526527,8.644866883080937,8.657383239977042,8.719026102358505,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,0.991829800220408,0.985489664695237,1.024882777620843
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_single_csrank_global_long_short_account_ratio_last,8,CSRank(global_long_short_account_ratio_last),3.513926956597549,3.009962370751297,3.513926956597549,3.657209599085622,3.964508651312412,0.0154122046578028,0.0148747864281985,0.0154122046578028,0.0157660051957366,0.0168962130597805,5.234675096603759,4.964172219719846,5.234675096603759,5.295969111014818,5.82705096480761,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,1.167432188104219,1.2150349900131043,1.317128974713015
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_single_zscore_global_long_short_account_ratio_last,8,ZScore(global_long_short_account_ratio_last),3.513926956597549,3.009962370751297,3.513926956597549,3.657209599085622,3.964508651312412,0.0154122046578028,0.0148747864281985,0.0154122046578028,0.0157660051957366,0.0168962130597805,5.234675096603759,4.964172219719846,5.234675096603759,5.295969111014818,5.82705096480761,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,1.167432188104219,1.2150349900131043,1.317128974713015
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_canonical,8,"SafeDiv(TSRank(open_interest_value_mean,240),Abs(TSRank(global_long_short_account_ratio_last,24)))",0.700131533955414,1.2364679389510989,0.700131533955414,0.8851844729076968,-1.1753854624439937,0.0492829347068035,0.0559408135043326,0.0492829347068035,0.0440163045694248,0.034719808528713,5.958996959852287,6.87236413659049,5.958996959852287,5.218042181102086,1.6716184679202415,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,0.5662350894025919,0.7158976347244415,-0.9505992233337472
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_tsrank_open_interest_value_last,8,"TSRank(open_interest_value_last,336)",-3.535485160545234,-2.702814717391123,-3.535485160545234,-2.1384402971455416,-6.003850453268533,0.0330112307810961,0.0417868950125068,0.0330112307810961,0.0287841085259523,0.0211122308510926,0.7783055960919907,2.6581173537339344,0.7783055960919907,-0.2006021878955411,-2.626112258749069,HOLD_SOURCE_LAG_FRAGILE,-1.3080752956524675,-0.7911901187254372,-2.2213326036139525
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_mean72_funding_rate_delta_state_24h,8,"Mean(funding_rate_delta_state_24h,72)",-1.1312120905716536,-2.679641717675177,-1.1312120905716536,-2.393997030963505,-3.047802598003486,0.0024006545591397,0.0011821607514281,0.0024006545591397,0.0026042811758513,0.0026847938649227,-0.4239971684038574,-1.055094986130772,-0.4239971684038574,-0.2638768816750999,-0.4552017194409665,HOLD_SOURCE_LAG_FRAGILE,-0.4221504998634963,-0.8934019108496737,-1.137391830370413
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_pair_spread_rank,8,"Sub(CSRank(funding_rate_delta_state_24h),CSRank(open_interest_value_last))",-2.7222710808506743,-1.0987770967721555,-2.7222710808506743,-3.216908854401112,-5.596116000349395,0.0045680521846388,0.0074297323197422,0.0045680521846388,0.0012437317370519,-0.0055095952718863,0.0186146622301736,1.0558800792482212,0.0186146622301736,-1.4939384881065836,-3.593427285344627,HOLD_SOURCE_LAG_FRAGILE,-2.4775462546933387,-2.927717426811433,-5.093040268848829
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_pair_safe_div_rank_swapped,8,"SafeDiv(CSRank(open_interest_value_last),Abs(CSRank(funding_rate_delta_state_24h)))",-3.424940076504124,-1.338340606161546,-3.424940076504124,-3.3581272733431557,-5.605938058176671,0.0017230680451941,0.0045035088784202,0.0017230680451941,-0.0012549262497275,-0.0079071420066658,-0.6075267348154157,0.3436761313979327,-0.6075267348154157,-1.87671013283936,-3.838457904065019,HOLD_SOURCE_LAG_FRAGILE,-2.559094494134113,-2.50917237202755,-4.188722984543443
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_pair_safe_div_rank,8,"SafeDiv(CSRank(funding_rate_delta_state_24h),Abs(CSRank(open_interest_value_last)))",-3.431383641651093,-1.3423637563332858,-3.431383641651093,-3.366154168360403,-5.608676280020397,0.001729542588603,0.0045067783604035,0.001729542588603,-0.0012548002349007,-0.0079132236902598,-0.6071382742607209,0.343881642278988,-0.6071382742607209,-1.876569166082505,-3.839643050748237,HOLD_SOURCE_LAG_FRAGILE,-2.5562248872273186,-2.507631893723928,-4.178208964268147
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_mean72_open_interest_value_last,8,"Mean(open_interest_value_last,72)",-5.467282483140208,-5.452101414229378,-5.467282483140208,-5.439915103203421,-5.447896395642975,-0.031808495113011,-0.0318783594276005,-0.031808495113011,-0.0317570436278746,-0.0317232633326718,-4.886454640813335,-4.90799724284796,-4.886454640813335,-4.865365455628796,-4.841156219973551,HOLD_SOURCE_LAG_FRAGILE,-1.0027844436039302,-0.9977648414620184,-0.9992287343416928
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_csrank_open_interest_value_last,8,CSRank(open_interest_value_last),-5.829668045644905,-5.746865483477682,-5.829668045644905,-5.877141070953669,-6.010044410970691,-0.0322347205610335,-0.0319178918372019,-0.0322347205610335,-0.0324279611089663,-0.0326197319376691,-5.113492026282345,-5.0497668689401305,-5.113492026282345,-5.1648050026921295,-5.261702284657448,HOLD_SOURCE_LAG_FRAGILE,-1.0144083000385655,-1.0226689815257606,-1.045795212755484
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_zscore_open_interest_value_last,8,ZScore(open_interest_value_last),-5.829668045644905,-5.746865483477682,-5.829668045644905,-5.877141070953669,-6.010044410970691,-0.0322347205610335,-0.0319178918372019,-0.0322347205610335,-0.0324279611089663,-0.0326197319376691,-5.113492026282345,-5.0497668689401305,-5.113492026282345,-5.1648050026921295,-5.261702284657448,HOLD_SOURCE_LAG_FRAGILE,-1.0144083000385655,-1.0226689815257606,-1.045795212755484
