source_file,source_blueprint_id,blueprint_id,horizon_h,formula,nonoverlap_floor_sortino_control_one_bar_lag,nonoverlap_floor_sortino_original,nonoverlap_floor_sortino_source_lag_1h,nonoverlap_floor_sortino_source_lag_2h,nonoverlap_floor_sortino_source_lag_4h,rankic_mean_control_one_bar_lag,rankic_mean_original,rankic_mean_source_lag_1h,rankic_mean_source_lag_2h,rankic_mean_source_lag_4h,sortino_control_one_bar_lag,sortino_original,sortino_source_lag_1h,sortino_source_lag_2h,sortino_source_lag_4h,source_lag_gate,floor_retention_source_lag_1h,floor_retention_source_lag_2h,floor_retention_source_lag_4h
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_single_csrank_open_interest_value_mean,8,CSRank(open_interest_value_mean),-5.808001272997604,-5.74983225476192,-5.808001272997604,-5.90474790625092,-6.084834019357596,-0.0323795501187163,-0.0321697466060812,-0.0323795501187163,-0.0324833101400497,-0.0326463714374915,-5.142766240996775,-5.10751649187282,-5.142766240996775,-5.17028673220734,-5.263122586411811,HOLD_SOURCE_LAG_FRAGILE,-1.0101166461312867,-1.0269426384327476,-1.058262876159254
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_single_tsrank_global_long_short_account_ratio_last,8,"TSRank(global_long_short_account_ratio_last,336)",-7.505429987099329,-7.837559346328434,-7.505429987099329,-7.0747286269328695,-7.56345217229072,-0.0262834918965575,-0.0287782063811841,-0.0262834918965575,-0.0245717347874926,-0.0210157448464014,-4.626961827531749,-4.8600460753684,-4.626961827531749,-4.569801319028827,-3.7195205651471066,HOLD_SOURCE_LAG_FRAGILE,-0.9576233691442868,-0.9026698637053489,-0.9650264627130228
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_pair_mul_rank,8,"Mul(CSRank(funding_rate_delta_state_24h),CSRank(open_interest_value_last))",-9.949771952807684,-10.0471974978179,-9.949771952807684,-7.0933891391251125,-6.4182444469340965,-0.0432862600156479,-0.0449281225741923,-0.0432862600156479,-0.0408151702342776,-0.0374635158269663,-5.551304193150083,-6.023853358514996,-5.551304193150083,-4.729224843213784,-3.990661076831703,HOLD_SOURCE_LAG_FRAGILE,-0.9903032119124384,-0.7060067387613003,-0.6388094240536271
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s001\runtime\a7source4_source_lag_summary.csv,a7search7_1579560a060d20ec,a7search6_vp_a7search7_1579560a060d20ec_single_tsrank_funding_rate_delta_state_24h,8,"TSRank(funding_rate_delta_state_24h,336)",-12.394035224206007,-12.3971428699078,-12.394035224206007,-8.455043271988632,-5.874118168641993,-0.036956996474725,-0.0384991890289024,-0.036956996474725,-0.0334179477630882,-0.0281703828963683,-6.9799476676486565,-8.098685381879083,-6.9799476676486565,-5.1395738064433125,-2.071271443399429,HOLD_SOURCE_LAG_FRAGILE,-0.9997493256523377,-0.6820154741066974,-0.4738283837077114
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s002\runtime\a7source4_source_lag_summary.csv,a7search7_f57e92c650f903b6,a7search6_vp_a7search7_f57e92c650f903b6_single_mean72_global_long_short_account_ratio_last,8,"Mean(global_long_short_account_ratio_last,72)",7.141980249839298,7.2008123251108005,7.141980249839298,7.096326123806773,7.379988536885958,0.0258600165720159,0.0256334417560007,0.0258600165720159,0.0259834805698227,0.0260623772172878,8.644866883080937,8.629684978526527,8.644866883080937,8.657383239977042,8.719026102358505,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,0.991829800220408,0.985489664695237,1.024882777620843
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s002\runtime\a7source4_source_lag_summary.csv,a7search7_f57e92c650f903b6,a7search6_vp_a7search7_f57e92c650f903b6_single_csrank_global_long_short_account_ratio_last,8,CSRank(global_long_short_account_ratio_last),3.513926956597549,3.009962370751297,3.513926956597549,3.657209599085622,3.964508651312412,0.0154122046578028,0.0148747864281985,0.0154122046578028,0.0157660051957366,0.0168962130597805,5.234675096603759,4.964172219719846,5.234675096603759,5.295969111014818,5.82705096480761,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,1.167432188104219,1.2150349900131043,1.317128974713015
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s002\runtime\a7source4_source_lag_summary.csv,a7search7_f57e92c650f903b6,a7search6_vp_a7search7_f57e92c650f903b6_single_zscore_global_long_short_account_ratio_last,8,ZScore(global_long_short_account_ratio_last),3.513926956597549,3.009962370751297,3.513926956597549,3.657209599085622,3.964508651312412,0.0154122046578028,0.0148747864281985,0.0154122046578028,0.0157660051957366,0.0168962130597805,5.234675096603759,4.964172219719846,5.234675096603759,5.295969111014818,5.82705096480761,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,1.167432188104219,1.2150349900131043,1.317128974713015
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s002\runtime\a7source4_source_lag_summary.csv,a7search7_f57e92c650f903b6,a7search6_vp_a7search7_f57e92c650f903b6_canonical,8,"CSRank(SafeDiv(TSRank(open_interest_value_mean,240),Abs(TSRank(global_long_short_account_ratio_last,24))))",0.700131533955414,1.2364679389510989,0.700131533955414,0.8851844729076968,-1.1753854624439937,0.0492829347068035,0.0559408135043326,0.0492829347068035,0.0440163045694248,0.034719808528713,5.958996959852287,6.87236413659049,5.958996959852287,5.218042181102086,1.6716184679202415,PASS_SOURCE_LAG_1H_2H_DIAGNOSTIC,0.5662350894025919,0.7158976347244415,-0.9505992233337472
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s002\runtime\a7source4_source_lag_summary.csv,a7search7_fa2bcb9f82277249,a7search6_vp_a7search7_fa2bcb9f82277249_pair_mul_rank,8,"Mul(CSRank(global_long_short_account_ratio_last),CSRank(open_interest_value_mean))",-1.6816584956089942,-2.336868538738784,-1.6816584956089942,-1.965959160092998,-1.4785842252646455,-0.0144649955827173,-0.0146808746201906,-0.0144649955827173,-0.0138113327432239,-0.012163317398618,-0.3781549881901555,-0.4854583182309324,-0.3781549881901555,-0.2357870514922872,0.1704305434096408,HOLD_SOURCE_LAG_FRAGILE,-0.7196204954329999,-0.8412793135355543,-0.6327203266909669
D:\HermesWorker\runtime\a7source9_a7search8_incremental_source_lag_retest_20260708\shards\a7source5_s002\runtime\a7source4_source_lag_summary.csv,a7search7_f57e92c650f903b6,a7search6_vp_a7search7_f57e92c650f903b6_single_tsrank_open_interest_value_mean,8,"TSRank(open_interest_value_mean,336)",-3.1401148875185325,-2.7070290672059083,-3.1401148875185325,-3.2931278480712485,-5.937983081462296,0.0317301694973187,0.0391645618486563,0.0317301694973187,0.0278687887537582,0.020545212232962,0.4961418940747881,2.116783717103742,0.4961418940747881,-0.4758896773277409,-3.021925172272546,HOLD_SOURCE_LAG_FRAGILE,-1.159985655698791,-1.2165099695328685,-2.1935424164437416
