blueprint_id,seed_lane,left_field,left_transform,operator,right_field,right_transform,label_family,label_horizon_h,expression,candidate_role,source_stage,label_order
core25e_S0_positioning_price_basis_1df8e2b2ad0aa7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,decay_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_20759c6efa7dfa,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(index_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_258f9f694fd415,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,abs_zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(index_close)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_287dccc7c00486,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_2e3c596194603c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_35ba5c13a67422,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,tsrank_168h,L3_liquidity_tier_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_3cecd38dfa5d3b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_4h,L3_liquidity_tier_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_40627e11c652ac,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_47ad29b5f11d5f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_522f5ee1c68465,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_52a2f52dcb4cd3,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,tsrank_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_63a11ed1238431,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_24h,L3_liquidity_tier_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_63a7150197b9e1,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_index_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_6725dec2844027,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,tsrank_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(index_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_7508a4d2eb4b3e,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_4h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_7d1f3f5446128f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,tsrank_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_81696781f778f8,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_891f792f2dbac8,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_89f05af8dd436e,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_9a066ced40084b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,zscore_168h,L3_liquidity_tier_relative_return,24,"Mul(Delta(top_long_short_position_ratio_last,4),ZScore(mark_index_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_9a69c038b27c46,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_b2aaec2e9d5c81,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_b43f5ebe6ff8d9,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,abs_zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_index_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_b8e676ec835df0,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,tsrank_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(premium_close_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_bae3192b4ee6ef,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,decay_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_baf770ab8a8199,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_c13ec3554a7a22,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,decay_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_c53643e4fabd13,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,decay_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_cd9c49621b6b93,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_trade_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_ce719cc0867810,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,abs_zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_close)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_cf98e65a5f4d97,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,tsrank_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_trade_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_d15f499a2fad6c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_d7b4c0292e7adc,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_4h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_dd4229f4047210,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_24h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_f36cd07ce5cea2,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,abs_zscore_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_trade_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_f8a102e0e62091,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,tsrank_168h,L3_liquidity_tier_relative_return,24,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(trade_return_24h,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,2
core25e_S0_positioning_price_basis_1033b2773adfd7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,abs_zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(index_close)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_11abce46cc87ac,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,zscore_168h,L0_raw_forward_return,8,"Mul(Delta(top_long_short_position_ratio_last,4),ZScore(mark_index_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_138a7fe0fae8db,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,decay_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_15ef99f2490cf1,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_1a36e00a52d233,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,tsrank_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_1a58942cd0b619,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_trade_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_1b59128d4f2d43,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_24h,L0_raw_forward_return,8,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_26a21410ee3a6b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_4h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_334c0a633adff7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,abs_zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(premium_close_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_4273f12b67b012,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,tsrank_168h,L0_raw_forward_return,8,"Mul(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_46c1e7bf2468ef,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_553d5367e99090,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,decay_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(trade_return_24h,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_60f6d7e3b4cebc,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,tsrank_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_trade_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_66a71a6c7fb432,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_67a3d1787921cb,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_4h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_6f2b9f15398263,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_4h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_70e80071d8a65e,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,decay_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_74ce96fa3e68c6,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(index_close))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_75e49534dc3660,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,tsrank_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(premium_close_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_824e4775cb68f7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(mark_index_basis_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_8d357c5795657c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,abs_zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_index_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_95ed986aa3341b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_97026762d2c604,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,decay_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(trade_return_24h,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_a2e608b4b20dc6,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,delta_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_a9c16906e22a7f,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(trade_return_24h))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_aad0b5a00c3071,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,decay_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(index_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_b6522f305f4f34,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,delta_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_bea41a9e5d7351,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,delta_4h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(index_close,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_c0e71d2d8f4b26,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),ZScore(premium_close_bps))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_d8405b6b33087b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,delta_4h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(premium_close_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_d954ae6d66bc00,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,abs_zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_close)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_d9a259645b4863,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,index_close,tsrank_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(index_close,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_e37753b08e9f49,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_close,delta_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Delta(mark_close,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_eaaf9c685f39d8,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,tsrank_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(trade_return_24h,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_ef31ab5a38ab6c,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,abs_zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(trade_return_24h)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_f6cdf0e5ac43d7,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,premium_close_bps,decay_24h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Decay(premium_close_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_fa22f2d7cc0d2b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Mul,mark_index_basis_bps,delta_4h,L0_raw_forward_return,8,"Mul(Delta(top_long_short_position_ratio_last,4),Delta(mark_index_basis_bps,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_fe5e942e925677,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_trade_basis_bps,abs_zscore_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),Abs(ZScore(mark_trade_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S0_positioning_price_basis_ff4c7a59e68d4b,S0_positioning_price_basis,top_long_short_position_ratio_last,delta_4h,Sub,mark_index_basis_bps,tsrank_168h,L0_raw_forward_return,8,"Sub(Delta(top_long_short_position_ratio_last,4),TSRank(mark_index_basis_bps,168))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S1_liquidity_basis_positioning_0784410ed35c90,S1_liquidity_basis_positioning,median_quote_volume_168h,delta_24h,Sub,mark_trade_basis_bps,abs_zscore_168h,L0_raw_forward_return,24,"Sub(Delta(median_quote_volume_168h,24),Abs(ZScore(mark_trade_basis_bps)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S1_liquidity_basis_positioning_131f2730295c8c,S1_liquidity_basis_positioning,median_quote_volume_168h,delta_24h,Mul,top_long_short_account_ratio_last,abs_zscore_168h,L0_raw_forward_return,24,"Mul(Delta(median_quote_volume_168h,24),Abs(ZScore(top_long_short_account_ratio_last)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S1_liquidity_basis_positioning_163df519721944,S1_liquidity_basis_positioning,median_quote_volume_168h,delta_24h,Sub,mark_trade_basis_bps,delta_24h,L0_raw_forward_return,24,"Sub(Delta(median_quote_volume_168h,24),Delta(mark_trade_basis_bps,24))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S1_liquidity_basis_positioning_1ae8f29021a011,S1_liquidity_basis_positioning,median_quote_volume_168h,delta_24h,Mul,top_long_short_account_ratio_last,delta_4h,L0_raw_forward_return,24,"Mul(Delta(median_quote_volume_168h,24),Delta(top_long_short_account_ratio_last,4))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S1_liquidity_basis_positioning_2051720c84df54,S1_liquidity_basis_positioning,median_quote_volume_168h,delta_24h,Mul,top_long_short_position_ratio_last,abs_zscore_168h,L0_raw_forward_return,24,"Mul(Delta(median_quote_volume_168h,24),Abs(ZScore(top_long_short_position_ratio_last)))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
core25e_S1_liquidity_basis_positioning_2fd5a56feb7fbd,S1_liquidity_basis_positioning,median_quote_volume_168h,delta_24h,Mul,top_long_short_position_ratio_last,zscore_168h,L0_raw_forward_return,24,"Mul(Delta(median_quote_volume_168h,24),ZScore(top_long_short_position_ratio_last))",targeted_lane_horizon_repair_blueprint,A7FF-CORE25E,0
