candidate_id,seed_lane,label_family,label_horizon_h,min_one_bar_costed_spread,mean_one_bar_costed_spread,max_control_ratio,min_sample_rows,one_bar_executable_clean_2bps
core25e_S0_positioning_price_basis_2c35b6de0f905d,S0_positioning_price_basis,L0_raw_forward_return,24,-0.00703742772619408,0.0003493103819746134,88.35938700030869,31422,False
core25e_S0_positioning_price_basis_2e3c596194603c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0022284809038758064,0.002913412119216288,17.081789072148563,31519,False
core25e_S0_positioning_price_basis_2fb0951c53d042,S0_positioning_price_basis,L0_raw_forward_return,24,-0.004354747551263935,0.0034406731875098293,2.9266632559041375,31359,False
core25e_S0_positioning_price_basis_2fb2bbc590e9be,S0_positioning_price_basis,L0_raw_forward_return,24,-0.004786368042573408,0.0018086956762118633,6.047797593071345,31319,False
core25e_S0_positioning_price_basis_3056f4a481566a,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0029634594511418516,8.04762459834793e-05,2.055629187571895,31519,False
core25e_S0_positioning_price_basis_3085a0b5006e31,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.003988092297813758,-0.0021557485965170327,2.1365013695101407,31455,False
core25e_S0_positioning_price_basis_315328bf882dba,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.004442500142010931,-0.0017254184255098791,2.818109689849872,31519,False
core25e_S0_positioning_price_basis_3236e002a6e448,S0_positioning_price_basis,L0_raw_forward_return,24,-0.004920882518272808,-0.0017251778744412649,26.489631775992823,31455,False
core25e_S0_positioning_price_basis_334c0a633adff7,S0_positioning_price_basis,L0_raw_forward_return,8,-0.003224632124818414,-0.00042997110265277394,2.026316787038322,31519,False
core25e_S0_positioning_price_basis_35ba5c13a67422,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.002059382060389889,-0.00043252161590766553,36.18236559573185,31359,False
core25e_S0_positioning_price_basis_3687cd113e31bc,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0026757432606453473,-0.0011921429243394999,14.517258444294946,31455,False
core25e_S0_positioning_price_basis_3cecd38dfa5d3b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.004200817877672333,-0.001133114047119125,2.035055605538687,31455,False
core25e_S0_positioning_price_basis_40627e11c652ac,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.005418735239590628,-0.0014748083641685375,5.1130750442706425,31422,False
core25e_S0_positioning_price_basis_4273f12b67b012,S0_positioning_price_basis,L0_raw_forward_return,8,-0.002454020489281411,0.0002759856889993671,14.594714371695055,31359,False
core25e_S0_positioning_price_basis_4334a20a34a241,S0_positioning_price_basis,L0_raw_forward_return,24,-0.00366520204916658,-0.0006861271958438347,35.11895628029158,31424,False
core25e_S0_positioning_price_basis_462a584bc1202d,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.003100340654992328,-0.000355493081773955,4.196678009907011,31424,False
core25e_S0_positioning_price_basis_46c1e7bf2468ef,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0054548196350497555,-0.0010594152712318926,3.223010204100221,31422,False
core25e_S0_positioning_price_basis_47ad29b5f11d5f,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0031359254486132988,-0.0014294204436906312,184.28887220296886,31357,False
core25e_S0_positioning_price_basis_49e4e914de91bd,S0_positioning_price_basis,L0_raw_forward_return,24,-0.006454900431769194,-0.0017858171405679562,268.2904638809145,31319,False
core25e_S0_positioning_price_basis_4ccc444f5c9045,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0042631037249094865,-0.0017409028408138774,4.787866771379874,31455,False
core25e_S0_positioning_price_basis_4ea22c1a6d5383,S0_positioning_price_basis,L0_raw_forward_return,24,-0.010427183108073406,-0.002520713448526566,1.7788857354061578,31455,False
core25e_S0_positioning_price_basis_522f5ee1c68465,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0033062115794723337,-0.001211894875896919,9.756630552949883,31519,False
core25e_S0_positioning_price_basis_52a2f52dcb4cd3,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0023946183574428855,-0.0010628139417528074,29.40617899610844,31359,False
core25e_S0_positioning_price_basis_553d5367e99090,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0026561350111005237,-0.0006982028073180376,137.1409328112154,31359,False
core25e_S0_positioning_price_basis_5622ecb9774ae7,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.00251746389282881,-0.00013796322019354177,2.7437936338569995,31455,False
core25e_S0_positioning_price_basis_56c7f4c6f5f371,S0_positioning_price_basis,L0_raw_forward_return,24,-0.006238472430840825,0.0019166224355311775,2.9312477549425267,31424,False
core25e_S0_positioning_price_basis_5751c2f09920ca,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0021315506889993553,0.001381570187926009,155.03241321359084,31424,False
core25e_S0_positioning_price_basis_59699ce8988215,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0020962484657417635,0.003402988243669391,55.58274206010649,31455,False
core25e_S0_positioning_price_basis_59918e05e1e545,S0_positioning_price_basis,L0_raw_forward_return,24,-0.00452623143958962,-0.0013047107668892647,56.41501912224314,31455,False
core25e_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0018832414356843965,-0.00019476316629998393,38.11332023229621,31414,False
core25e_S0_positioning_price_basis_60f6d7e3b4cebc,S0_positioning_price_basis,L0_raw_forward_return,8,-0.002609195226480159,-0.0011579558241521291,13.57718409764889,31359,False
core25e_S0_positioning_price_basis_6324414f39d67f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0030398866625698925,0.003516949141876438,4.152515662818114,31455,False
core25e_S0_positioning_price_basis_63a11ed1238431,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0030195746702364394,-0.0012228786575590874,40.16816918682706,31357,False
core25e_S0_positioning_price_basis_63a7150197b9e1,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.002904905665219411,0.0033709385757494715,4.373295924939402,31455,False
core25e_S0_positioning_price_basis_64122a929ed5a8,S0_positioning_price_basis,L0_raw_forward_return,24,-0.012665271530074502,-0.002511416524588105,3.882759347062472,31519,False
core25e_S0_positioning_price_basis_66a71a6c7fb432,S0_positioning_price_basis,L0_raw_forward_return,8,-0.006247351414293392,-0.0019253255233580488,3.360126534953174,31455,False
core25e_S0_positioning_price_basis_6725dec2844027,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.002311434891872205,-0.001083598668455806,7.883145105354109,31424,False
core25e_S0_positioning_price_basis_67a3d1787921cb,S0_positioning_price_basis,L0_raw_forward_return,8,-0.004161119960907227,-0.0010146936251614327,1.0442163803693636,31455,False
core25e_S0_positioning_price_basis_690bbc8108e16f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0029657366075809093,-6.47483190130592e-05,3.4491273748303755,31357,False
core25e_S0_positioning_price_basis_6e86cfe995aaae,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0028694142801548314,-0.0011436403833967618,10.931024662115117,31359,False
core25e_S0_positioning_price_basis_6f2b9f15398263,S0_positioning_price_basis,L0_raw_forward_return,8,-0.001975127804316166,-0.00039903127675086967,88.51487736146385,31455,False
core25e_S0_positioning_price_basis_701f3d934a0737,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0028149809485526743,-0.00025418861541014914,23.119890829161626,31455,False
core25e_S0_positioning_price_basis_70e80071d8a65e,S0_positioning_price_basis,L0_raw_forward_return,8,-0.004025560456235231,0.0005695540565168244,6.770519894158854,31359,False
core25e_S0_positioning_price_basis_71ea35e8cd5133,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0031228863982879487,-0.0011595039314246508,3.1136294411949414,31319,False
core25e_S0_positioning_price_basis_73135081ef853e,S0_positioning_price_basis,L0_raw_forward_return,24,-0.009219471133639266,-0.0014757197911745516,2.0941985240058814,31359,False
core25e_S0_positioning_price_basis_74ce96fa3e68c6,S0_positioning_price_basis,L0_raw_forward_return,8,-0.00625133736329133,-0.001932317951328827,3.0716654238162904,31519,False
core25e_S0_positioning_price_basis_7508a4d2eb4b3e,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.001556207310334088,-6.054035984019309e-05,3.944053373257951,31455,False
core25e_S0_positioning_price_basis_75e49534dc3660,S0_positioning_price_basis,L0_raw_forward_return,8,-0.005262016611046793,-0.0024239029584741927,4.086498029645717,31424,False
core25e_S0_positioning_price_basis_7bdd72b98aaa04,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0032731095629030082,0.000471400645917352,4.874788013153262,31422,False
core25e_S0_positioning_price_basis_7d1f3f5446128f,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.002062812025698902,-0.0003477891481803968,29.390446313324883,31359,False
core25e_S0_positioning_price_basis_7e908125939b35,S0_positioning_price_basis,L0_raw_forward_return,24,-0.00683243714818353,-0.0015570685506980989,13.101961907532315,31519,False
core25e_S0_positioning_price_basis_80f5b1b14b43e3,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0021486009957346025,-0.00024759036197224813,172.74142549548043,31359,False
core25e_S0_positioning_price_basis_81696781f778f8,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.005551402865492881,-0.0016271790097775274,2.101301117033462,31357,False
core25e_S0_positioning_price_basis_824e4775cb68f7,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0023757626807224723,0.0005117509247666252,4.192862242503016,31455,False
core25e_S0_positioning_price_basis_891f792f2dbac8,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0025698282080349254,0.0008384637034680001,11.685511262091161,31422,False
core25e_S0_positioning_price_basis_89f05af8dd436e,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.00439197323621052,-0.0010291392729745278,5.536584710772669,31455,False
core25e_S0_positioning_price_basis_8a9946b3b106fd,S0_positioning_price_basis,L0_raw_forward_return,24,-0.005200624591024033,-0.0014780322828125468,23.253504871839013,31519,False
core25e_S0_positioning_price_basis_8d357c5795657c,S0_positioning_price_basis,L0_raw_forward_return,8,-0.002457809614550603,-0.000571853329816122,4.964090413506454,31455,False
core25e_S0_positioning_price_basis_915af98d31e3cc,S0_positioning_price_basis,L0_raw_forward_return,24,-0.007373601396633042,-0.0022901668764732826,2.8271007301503466,31455,False
core25e_S0_positioning_price_basis_91be4705d969ae,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.004446507084386918,-0.0017817512987470627,2.469046208131384,31455,False
core25e_S0_positioning_price_basis_920c4e4f0b3848,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0001319287382597924,0.0041028512663990975,1.920364141554529,31424,False
core25e_S0_positioning_price_basis_95ed986aa3341b,S0_positioning_price_basis,L0_raw_forward_return,8,-0.00413555342721597,-0.0010415943503199554,290.4807828108071,31422,False
core25e_S0_positioning_price_basis_96f23576c1d135,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.004606980565572589,-0.001050323806752261,4.536877070771448,31455,False
core25e_S0_positioning_price_basis_97026762d2c604,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0016697663063563572,0.0006765720169046393,9.30373945890087,31319,False
core25e_S0_positioning_price_basis_9a066ced40084b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.002374397500163088,-0.0007902921534916188,7.84872551436324,31455,False
core25e_S0_positioning_price_basis_9a69c038b27c46,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.004207035190855576,-0.0017761979967178922,2.075549950728308,31455,False
core25e_S0_positioning_price_basis_9d2fe586601c13,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.005787786080580008,-0.0015256651590502953,4.153349396071427,31422,False
core25e_S0_positioning_price_basis_9e61d320147b71,S0_positioning_price_basis,L0_raw_forward_return,24,-0.00926987225759121,-0.0015523937559907266,2.270535262605079,31424,False
core25e_S0_positioning_price_basis_9f37da2793e843,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0030946536007295817,-0.00036693866869112746,4.2446180323974385,31359,False
core25e_S0_positioning_price_basis_a221c564665179,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-7.002733549745085e-05,0.0032099791737747892,2.6637491845366448,31359,False
core25e_S0_positioning_price_basis_a2e608b4b20dc6,S0_positioning_price_basis,L0_raw_forward_return,8,-0.00399403390398842,-0.0008598880970136962,10.036559176330446,31357,False
core25e_S0_positioning_price_basis_a41087af8a3c83,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0008359727979357556,0.0022770104787470744,4.9252390568003035,31318,False
core25e_S0_positioning_price_basis_a5e7db82c77e91,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0011021400195929442,0.004305388386274911,4.844590124027877,31519,False
core25e_S0_positioning_price_basis_a7c9bd2361f116,S0_positioning_price_basis,L0_raw_forward_return,24,-0.008147945868118373,-0.0015962491265164443,30.436766423831415,31359,False
core25e_S0_positioning_price_basis_a9c16906e22a7f,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0019441134855604555,-0.0004036482974748273,27.366662991815385,31422,False
core25e_S0_positioning_price_basis_aad0b5a00c3071,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0026879605006404073,-0.0006821134034013929,4.603425399926401,31424,False
core25e_S0_positioning_price_basis_ab72245af82a2f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.005916619914310007,-0.0016780146731087125,3.244139894375601,31357,False
core25e_S0_positioning_price_basis_ab94f47354bbb1,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.002452300561032393,-0.0004258684229312642,7.121365973628295,31359,False
core25e_S0_positioning_price_basis_b063733c23caa4,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.002432984541324343,-0.000524023750335688,20.236980951106585,31359,False
core25e_S0_positioning_price_basis_b14294ab6f2217,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0021539759851421586,0.0013756002645396873,33.83612954199442,31359,False
core25e_S0_positioning_price_basis_b2aaec2e9d5c81,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0017138319836696033,0.00030763112389947016,6.238203771870556,31319,False
core25e_S0_positioning_price_basis_b43f5ebe6ff8d9,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.002208153459240976,-0.001003354162243033,42.70807346965778,31455,False
core25e_S0_positioning_price_basis_b6522f305f4f34,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0023723413936988045,0.0005337152809798989,3.7908372160284185,31357,False
core25e_S0_positioning_price_basis_b8e676ec835df0,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0018869180036306154,0.0001799697532520125,13.035059524868839,31424,False
core25e_S0_positioning_price_basis_b8fc25480fd749,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0036187087785244615,-0.0014280050708523732,26.768441482934985,31519,False
core25e_S0_positioning_price_basis_bae3192b4ee6ef,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0034266484096338572,-0.0004749686801322948,30.439423730540078,31424,False
core25e_S0_positioning_price_basis_baf770ab8a8199,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0.00018612978631105288,0.004177686909118697,1.693610661585231,31424,False
core25e_S0_positioning_price_basis_bea41a9e5d7351,S0_positioning_price_basis,L0_raw_forward_return,8,-0.001784838350056763,8.953934720566124e-06,8.70715798895282,31519,False
core25e_S0_positioning_price_basis_c0b27683e629c3,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0020744109639782614,0.0016581456424842867,57.93834652840328,31359,False
core25e_S0_positioning_price_basis_c0e71d2d8f4b26,S0_positioning_price_basis,L0_raw_forward_return,8,-0.001432020499008983,0.0009711405195682778,2.8957749482359887,31519,False
core25e_S0_positioning_price_basis_c13ec3554a7a22,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-3.619848246617669e-05,0.0030102289952535794,2.8916199953610717,31359,False
core25e_S0_positioning_price_basis_c53643e4fabd13,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-9.742424711532997e-05,0.0039928297010600146,1.8781439382545937,31359,False
core25e_S0_positioning_price_basis_c6f09572bebca4,S0_positioning_price_basis,L0_raw_forward_return,24,-0.005505891472441827,-0.001472584217837215,16.649483118572814,31519,False
core25e_S0_positioning_price_basis_cd9c49621b6b93,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.003157598098312717,0.00047210928158934284,12.859260287279948,31455,False
core25e_S0_positioning_price_basis_ce719cc0867810,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0043033195675067325,-0.001754276459668199,3.068078547908334,31455,False
core25e_S0_positioning_price_basis_cf35d76ba1923d,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.002697132871368701,0.0009097739316340001,7.3773915107263734,31455,False
core25e_S0_positioning_price_basis_cf98e65a5f4d97,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0027420712738197048,-0.0007752928761638364,24.294635193129547,31359,False
core25e_S0_positioning_price_basis_d059531af1ab68,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,5.0481511900984065e-05,0.004177851876529211,1.79845535256426,31359,False
core25e_S0_positioning_price_basis_d15f499a2fad6c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0054453240361262666,-0.0020229189324677097,2.4622324335661196,31422,False
core25e_S0_positioning_price_basis_d45a34d225446d,S0_positioning_price_basis,L0_raw_forward_return,24,-0.006041572555766109,-0.0009240769492779933,23.02764862266207,31422,False
core25e_S0_positioning_price_basis_d56224d20d535f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0032587013623969915,-0.001253381717707202,6.397015276094891,31455,False
core25e_S0_positioning_price_basis_d7b4c0292e7adc,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0035171477466968484,-0.001230966152360293,1.549397938336745,31455,False
core25e_S0_positioning_price_basis_d8405b6b33087b,S0_positioning_price_basis,L0_raw_forward_return,8,-0.005635365929633818,-0.0010853605054092776,2.038960794044497,31519,False
core25e_S0_positioning_price_basis_d943e251dc1b0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0025336717339840076,0.0009780733207272092,4.225681483987865,31422,False
core25e_S0_positioning_price_basis_d954ae6d66bc00,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0015718471811523214,0.0005230056563941491,4.810615543144596,31455,False
core25e_S0_positioning_price_basis_d9a259645b4863,S0_positioning_price_basis,L0_raw_forward_return,8,-0.0035683701187584483,-0.0005895893442532091,2.6752729104944706,31424,False
core25e_S0_positioning_price_basis_dbd1f8858fb841,S0_positioning_price_basis,L0_raw_forward_return,24,-0.002097422002338354,0.001332840253574393,27.857182006452952,31414,False
core25e_S0_positioning_price_basis_dc4c8f65757dd3,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.005844268818444812,-0.002136388750955957,1.8180999285299675,31422,False
core25e_S0_positioning_price_basis_dd4229f4047210,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0028959498313735205,-0.00012777557400054935,2.392602223567706,31357,False
core25e_S0_positioning_price_basis_de97defdabff9c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.004700485969430559,-0.0023744166418619554,2.459310937756592,31519,False
core25e_S0_positioning_price_basis_e37753b08e9f49,S0_positioning_price_basis,L0_raw_forward_return,8,-0.004159539802657965,-0.0010745651998670758,44.16881356275927,31357,False
core25e_S0_positioning_price_basis_e507e543b8e9c7,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0033072457633773283,-0.0013659958929652125,28.079002605485265,31357,False
core25e_S0_positioning_price_basis_e75158e5a190ce,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.005040534587338316,-0.002356503283031447,23.274949899208686,31424,False
core25e_S0_positioning_price_basis_e7f45b1c453b85,S0_positioning_price_basis,L0_raw_forward_return,24,-0.007008095262296761,0.0012522586649476814,2.209729904720873,31359,False
core25e_S0_positioning_price_basis_e88ad427958169,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.002725539272742525,0.0008200835698917176,14.363132902904905,31422,False
core25e_S0_positioning_price_basis_eaaf9c685f39d8,S0_positioning_price_basis,L0_raw_forward_return,8,-0.004405931411390217,-0.0007255301695518757,4.502667522998921,31319,False
core25e_S0_positioning_price_basis_ef31ab5a38ab6c,S0_positioning_price_basis,L0_raw_forward_return,8,-0.003928736630754389,-0.0013910185922628195,86.36354759955951,31422,False
core25e_S0_positioning_price_basis_f118f834fe5fce,S0_positioning_price_basis,L0_raw_forward_return,24,-0.003116723264637409,-0.00024959456401408734,19.506793344801885,31357,False
core25e_S0_positioning_price_basis_f36cd07ce5cea2,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0021912414840971153,-0.00023066952710523443,7.01649932406336,31455,False
core25e_S0_positioning_price_basis_f41ca1b8f1b4b8,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,-0.0027805161409168535,-0.0011250145210710057,21.343774138475432,31424,False
core25e_S0_positioning_price_basis_f483d477fe5ea3,S0_positioning_price_basis,L0_raw_forward_return,24,-0.006773057921297048,-0.001604056787830841,32.24750303882023,31455,False
core25e_S0_positioning_price_basis_f4e2fb8371bc8d,S0_positioning_price_basis,L0_raw_forward_return,24,-0.0044499100760438705,-0.0011474399460109973,3.8377053332225954,31455,False
core25e_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0031416509173856507,-0.0007971624267033585,5.265429326164391,31414,False
core25e_S0_positioning_price_basis_f6cdf0e5ac43d7,S0_positioning_price_basis,L0_raw_forward_return,8,-0.004046767841957857,0.0010737914549237351,9.650666466570138,31424,False
core25e_S0_positioning_price_basis_f8a102e0e62091,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,-0.0029940608327253962,-0.001084783398656116,4.060606738501574,31319,False
core25e_S0_positioning_price_basis_f9c519004a6d36,S0_positioning_price_basis,L0_raw_forward_return,24,-0.003819483217612804,0.00155700003754212,2.077234468696418,31357,False
core25e_S0_positioning_price_basis_fa22f2d7cc0d2b,S0_positioning_price_basis,L0_raw_forward_return,8,-0.002737538392617273,-0.0005580627690570764,18.212580649111686,31455,False
core25e_S0_positioning_price_basis_fc9619c4dc26f3,S0_positioning_price_basis,L0_raw_forward_return,24,-0.006096277761161016,-0.0011016744740759744,6.624732734352362,31357,False
core25e_S0_positioning_price_basis_fd02d725a6918f,S0_positioning_price_basis,L0_raw_forward_return,24,-0.004796784572344486,-0.00030932501332937905,3.4247503894182576,31359,False
