timestamp,funding_abs_mean,funding_mean,funding_dispersion,funding_positive_share,funding_negative_share,funding_persistence_abs_mean,basis_abs_mean,basis_minus_abs_mean,vol_ret12_abs_mean,vol_hl_mean,funding_abs_mean_bucket,funding_dispersion_bucket,funding_positive_share_bucket,funding_negative_share_bucket,funding_persistence_abs_mean_bucket,basis_abs_mean_bucket,basis_minus_abs_mean_bucket,vol_ret12_abs_mean_bucket,vol_hl_mean_bucket
2024-08-03 05:00:00+00:00,8.467e-05,5.2456666666666675e-05,8.002514243800022e-05,0.8333333333333334,0.08333333333333333,0.9166666666666666,0.0003801749803841921,2.0402852966663683,0.0148953768049399,0.007181326310709953,mid,mid,mid,mid,low,low,mid,mid,low
2024-08-03 06:00:00+00:00,8.467e-05,5.2456666666666675e-05,8.002514243800022e-05,0.8333333333333334,0.08333333333333333,0.9166666666666666,0.0005126646160815429,1.7678990233333762,0.013936259073041357,0.006872769741877278,mid,mid,mid,mid,low,mid,low,mid,low
2024-08-03 07:00:00+00:00,8.467e-05,5.2456666666666675e-05,8.002514243800022e-05,0.8333333333333334,0.08333333333333333,0.9166666666666666,0.0004896285908403594,2.4894349733334575,0.013469840266160762,0.008119229450632967,mid,mid,mid,mid,low,mid,mid,mid,low
2024-08-03 08:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.8055555555555557,0.0004047325467964787,1.8486056008334113,0.011835490798986797,0.009827810386386528,low,mid,low,high,low,mid,low,low,mid
2024-08-03 09:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.8055555555555557,0.000502572699876099,1.7686392766671342,0.011221286864036875,0.007954063989905362,low,mid,low,high,low,mid,low,low,low
2024-08-03 10:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.0006123589197195856,2.802643855833475,0.011454639397292826,0.007425699378891853,low,mid,low,high,low,high,mid,low,low
2024-08-03 11:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.000630077748913734,2.540760224166582,0.009544224165744214,0.0060270085198425105,low,mid,low,high,low,high,mid,low,low
2024-08-03 12:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.00047347543960586197,2.3655676041667255,0.01909949632703604,0.00949779922154519,low,mid,low,high,low,mid,mid,mid,mid
2024-08-03 13:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.0003416031228606342,1.8936577925005205,0.015242090016819856,0.006481571978481235,low,mid,low,high,low,low,low,mid,low
2024-08-03 14:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.0004427580414956926,2.4777646341665065,0.010991041281988587,0.009033156911889164,low,mid,low,high,low,mid,mid,low,mid
2024-08-03 15:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.00041898869578396725,1.447144359999843,0.02027368245521438,0.0259914499357536,low,mid,low,high,low,mid,low,mid,high
2024-08-03 16:00:00+00:00,6.44625e-05,2.1262500000000005e-05,7.243467575742527e-05,0.6666666666666666,0.25,0.9166666666666666,0.0005692834598080657,2.0431326233334564,0.022660854601348045,0.020545784977663004,low,mid,low,high,low,high,mid,high,high
2024-08-03 17:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.861111111111111,0.0004880160004856841,1.690637735000039,0.043916945337519074,0.022596080468626892,low,mid,low,high,low,mid,low,high,high
2024-08-03 18:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.861111111111111,0.00040779402615765775,1.8300237666669954,0.04836215739084557,0.016503686187396945,low,mid,low,high,low,mid,low,high,high
2024-08-03 19:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0007137931981706184,2.277045730833176,0.052418380677665945,0.01463728008706395,low,mid,low,high,low,high,mid,high,high
2024-08-03 20:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0004077927672697009,1.4637809500000933,0.045612230050080756,0.016685156161760552,low,mid,low,high,low,mid,low,high,high
2024-08-03 21:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0004429233282791563,1.5974478158333014,0.035446326280754774,0.021131366609762444,low,mid,low,high,low,mid,low,high,high
2024-08-03 22:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0006348061541152639,2.2333313808335395,0.035569900618755874,0.00902040786809774,low,mid,low,high,low,high,mid,high,mid
2024-08-03 23:00:00+00:00,5.374166666666667e-05,-3.078333333333333e-06,6.958882750764586e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0004994006341364765,1.7539508691670453,0.034707670446369875,0.010203410788053318,low,mid,low,high,low,mid,low,high,mid
2024-08-04 00:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.6944444444444443,0.0005048951881837053,1.9441257791666198,0.03258091158348187,0.008693279731654907,low,mid,low,high,low,mid,mid,high,low
2024-08-04 01:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.6944444444444443,0.00045298660637628035,1.8710088591662384,0.03536888859954591,0.012582369850508895,low,mid,low,high,low,mid,low,high,mid
2024-08-04 02:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.9166666666666666,0.0003734662473114843,2.133958313333143,0.027896164484767783,0.01116222902294345,low,mid,low,high,low,low,mid,high,mid
2024-08-04 03:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.9166666666666666,0.0005275713291991077,2.3992774133335146,0.009722360180031761,0.006451148214026666,low,mid,low,high,low,mid,mid,low,low
2024-08-04 04:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.9166666666666666,0.0004544006913554018,2.1567496174998166,0.009936086123881924,0.008619785331685715,low,mid,low,high,low,mid,mid,low,low
2024-08-04 05:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.9166666666666666,0.00049023393925914,2.4813473258331995,0.012574163693428342,0.007450541426616111,low,mid,low,high,low,mid,mid,low,low
2024-08-04 06:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.9166666666666666,0.0005541156027763042,2.513124063333366,0.014241259255395489,0.005417244756903936,low,mid,low,high,low,high,mid,mid,low
2024-08-04 07:00:00+00:00,6.358583333333334e-05,-2.0789166666666664e-05,9.381150555398604e-05,0.4166666666666667,0.5,0.9166666666666666,0.0005193416595341838,2.016336333333557,0.011030876358712813,0.014957206315418572,low,mid,low,high,low,mid,mid,low,high
2024-08-04 08:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.6944444444444443,0.0005726532801609655,2.1515485058335773,0.012235643100974664,0.014716835190026418,low,mid,low,high,low,high,mid,low,high
2024-08-04 09:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.6944444444444443,0.000644895884242741,2.229537972500259,0.009886650720472493,0.006796728346234446,low,mid,low,high,low,high,mid,low,low
2024-08-04 10:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.9166666666666666,0.0005580490017128384,1.7101817149997898,0.01018283372486826,0.007880228974261464,low,mid,low,high,low,high,low,low,low
2024-08-04 11:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.9166666666666666,0.0005474139849127776,1.2132513658334882,0.011929672296227517,0.008415547440374664,low,mid,low,high,low,high,low,low,low
2024-08-04 12:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.9166666666666666,0.0005991653612866429,2.637472035833745,0.00975554443314508,0.009090920118991482,low,mid,low,high,low,high,mid,low,mid
2024-08-04 13:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.9166666666666666,0.0005458447640388128,2.5000478033336364,0.009784173657061431,0.008539635647134705,low,mid,low,high,low,high,mid,low,low
2024-08-04 14:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.9166666666666666,0.0003828524387681868,2.272386479166659,0.037054659642820065,0.03468023257963204,low,mid,low,high,low,mid,mid,high,high
2024-08-04 15:00:00+00:00,5.17825e-05,1.627083333333333e-05,6.159276749455969e-05,0.75,0.16666666666666666,0.9166666666666666,0.00035058539593896265,1.5729370066667023,0.04609442492514618,0.01562821877105499,low,mid,low,high,low,low,low,high,high
2024-08-04 16:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.75,0.00027055716514914896,1.1682871375001684,0.05164652982028436,0.020258490730490436,low,high,low,high,low,low,low,high,high
2024-08-04 17:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.75,0.0006474438734785185,2.8388429975000675,0.06600417299327345,0.0371774083488226,low,high,low,high,low,high,high,high,high
2024-08-04 18:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.9166666666666666,0.0006373153819918634,2.652958909166507,0.04892126172697545,0.028102369495496105,low,high,low,high,low,high,mid,high,high
2024-08-04 19:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.9166666666666666,0.000501166514595928,1.742813869166637,0.025086093184081226,0.027819357925999075,low,high,low,high,low,mid,low,high,high
2024-08-04 20:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.9166666666666666,0.0004135877134557227,1.6518267750004048,0.029246438263675362,0.018651777745325754,low,high,low,high,low,mid,low,high,high
2024-08-04 21:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.9166666666666666,0.0003417192801697481,1.8239161924996028,0.038113416062417776,0.012248262164676336,low,high,low,high,low,low,low,high,mid
2024-08-04 22:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.9166666666666666,0.00048197584790044917,0.946539255000154,0.039295678607382804,0.015848136669636637,low,high,low,high,low,mid,low,high,high
2024-08-04 23:00:00+00:00,7.846166666666667e-05,-2.7709999999999994e-05,0.00011752375802364389,0.5,0.4166666666666667,0.9166666666666666,0.0004284005811296676,1.310311638332979,0.05105747290492846,0.018238909396335063,low,high,low,high,low,mid,low,high,high
2024-08-05 00:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.6388888888888888,0.0006379303320546795,2.0335228558332354,0.09805881495637668,0.06793193772771872,low,mid,low,high,low,high,mid,high,high
2024-08-05 01:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.6388888888888888,0.00047187266289182755,3.9026603083335387,0.1360968829442696,0.1176207874867239,low,mid,low,high,low,mid,high,high,high
2024-08-05 02:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.000727280935752093,2.070867132499743,0.11326114580674947,0.036093409264166085,low,mid,low,high,low,high,mid,high,high
2024-08-05 03:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0009164302494941526,3.7644549299995718,0.12191428905736845,0.02659644916276462,low,mid,low,high,low,high,high,high,high
2024-08-05 04:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0005301980346670565,1.3611461450002273,0.10942698672766049,0.028021348649823367,low,mid,low,high,low,mid,low,high,high
2024-08-05 05:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0005479288887319153,1.2095150266668155,0.11540892600221331,0.04976583427141277,low,mid,low,high,low,high,low,high,high
2024-08-05 06:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.00035874242219346986,1.7655336883332196,0.15907191078686858,0.09783957489190404,low,mid,low,high,low,low,low,high,high
2024-08-05 07:00:00+00:00,7.0465e-05,3.7850000000000015e-06,8.939681784977957e-05,0.5833333333333334,0.3333333333333333,0.9166666666666666,0.0006570807570625928,1.5417663316670962,0.13739012108297274,0.0562552549643991,low,mid,low,high,low,high,low,high,high
2024-08-05 08:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.6388888888888888,0.00045550871954237276,1.5356498708334252,0.14566034090371063,0.027525923862434364,mid,high,low,high,low,mid,low,high,high
2024-08-05 09:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.6388888888888888,0.0003186913041140123,0.6748032549999352,0.14083889713851996,0.026914528648810537,mid,high,low,high,low,low,low,high,high
2024-08-05 10:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.0004064485674644125,1.1631367291666603,0.1659948740580649,0.04167133393108923,mid,high,low,high,low,mid,low,high,high
2024-08-05 11:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.0004067528069737018,1.0414671058329736,0.1522070645189074,0.039678758358877464,mid,high,low,high,low,mid,low,high,high
2024-08-05 12:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.0004010751263753924,0.8358133675000242,0.13820070871135262,0.04758511510739865,mid,high,low,high,low,mid,low,high,high
2024-08-05 13:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.0005599934198979492,1.9110700016665987,0.037697079103461394,0.08024795396554969,mid,high,low,high,low,high,mid,high,high
2024-08-05 14:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.0005909463416243673,2.037440080000481,0.013417983157004312,0.0510906796562496,mid,high,low,high,low,high,mid,mid,high
2024-08-05 15:00:00+00:00,9.630666666666664e-05,-7.071333333333333e-05,0.0001539860316897463,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.0006035983873718398,2.093654345833272,0.038487634305088225,0.0318406757845914,mid,high,low,high,low,high,mid,high,high
2024-08-05 16:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.75,0.0006800716954280158,2.0975096766665327,0.03145316173616843,0.03231164630456822,low,mid,low,high,low,high,mid,high,high
2024-08-05 17:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.75,0.0008348720488776477,3.0903232816668535,0.060743306198712155,0.025001641391568245,low,mid,low,high,low,high,high,high,high
2024-08-05 18:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.9166666666666666,0.0007237719875286172,2.2744335724999654,0.05963470066956598,0.03763790449150884,low,mid,low,high,low,high,mid,high,high
2024-08-05 19:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.9166666666666666,0.00042877741961416804,1.175519335833166,0.026709009542141577,0.021233990980724454,low,mid,low,high,low,mid,low,high,high
2024-08-05 20:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.9166666666666666,0.0003242057045650393,1.382293231666787,0.053320030263510454,0.019692274849017907,low,mid,low,high,low,low,low,high,high
2024-08-05 21:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.9166666666666666,0.00074384493038257,2.610111263333752,0.05585063104025475,0.023799966968662267,low,mid,low,high,low,high,mid,high,high
2024-08-05 22:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.9166666666666666,0.0004567850926193162,1.6048797400001353,0.09958167179561266,0.019099311245641026,low,mid,low,high,low,mid,low,high,high
2024-08-05 23:00:00+00:00,6.795833333333334e-05,-4.251833333333333e-05,8.993119498013778e-05,0.4166666666666667,0.5,0.9166666666666666,0.0005449891461718204,1.3015191933329808,0.08160938793692113,0.024975990173555618,low,mid,low,high,low,high,low,high,high
2024-08-06 00:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.6944444444444443,0.0004958367230702698,1.5289075441668036,0.1742587118632802,0.05341533919185933,mid,high,low,high,low,mid,low,high,high
2024-08-06 01:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.6944444444444443,0.0008716175839619348,3.6231148208335413,0.09964073792235444,0.022830579861692447,mid,high,low,high,low,high,high,high,high
2024-08-06 02:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.9166666666666666,0.0007845318876006554,2.5875994491664254,0.05302064975046317,0.012967278568070652,mid,high,low,high,low,high,mid,high,mid
2024-08-06 03:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.9166666666666666,0.0008810726708696204,2.281485642499621,0.03299458562830252,0.011440892467663867,mid,high,low,high,low,high,mid,high,mid
2024-08-06 04:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.9166666666666666,0.0005476573343044892,1.952166093333396,0.041357067131985725,0.013806844258280916,mid,high,low,high,low,high,mid,high,high
2024-08-06 05:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.9166666666666666,0.0006580601026293098,1.6145880891668598,0.04245701406728005,0.017591075950412968,mid,high,low,high,low,high,low,high,high
2024-08-06 06:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.9166666666666666,0.0006870053169731605,2.1171702416666225,0.07725918271553987,0.014842561537907225,mid,high,low,high,low,high,mid,high,high
2024-08-06 07:00:00+00:00,0.00010631666666666667,-7.033333333333334e-05,0.00019001925811758016,0.4166666666666667,0.5,0.9166666666666666,0.0006856211128483114,2.7468281341666576,0.07392379352485727,0.015996576723085302,mid,high,low,high,low,high,mid,high,high
2024-08-06 08:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,0.611111111111111,0.0007134148165195512,2.6706428099997956,0.03294041195853786,0.03350697613815833,high,high,low,high,low,high,mid,high,high
2024-08-06 09:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,0.6388888888888887,0.0005806930150678014,2.473815714999939,0.0362333481617487,0.01322556329957518,high,high,low,high,low,high,mid,high,mid
2024-08-06 10:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,1.0,0.0006193346538798475,1.5791768558333075,0.021153330506067474,0.012376359126640599,high,high,low,high,high,high,low,mid,mid
2024-08-06 11:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,1.0,0.0007803748623146737,2.148921813333386,0.03600854440517757,0.013837706267376395,high,high,low,high,high,high,mid,high,high
2024-08-06 12:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,1.0,0.0005712312760794517,1.4149742158334215,0.0230257904548317,0.01745407378960113,high,high,low,high,high,high,low,high,high
2024-08-06 13:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,1.0,0.0006790774089696731,1.9522325549995305,0.0168045403855613,0.02202939972158477,high,high,low,high,high,high,mid,mid,high
2024-08-06 14:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,1.0,0.0007407946787660694,2.6453894433334306,0.016781145061390057,0.043061487178512575,high,high,low,high,high,high,mid,mid,high
2024-08-06 15:00:00+00:00,0.00015384166666666666,-0.00015020333333333333,0.000187097380096272,0.08333333333333333,0.9166666666666666,1.0,0.0007009236842290453,2.514568202500232,0.023786733195227183,0.020133647995856537,high,high,low,high,high,high,mid,high,high
2024-08-06 16:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.75,0.0008084856536201279,3.234872277500139,0.02320544093127938,0.016817753886414873,high,high,low,high,low,high,high,high,high
2024-08-06 17:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.7222222222222222,0.0008370290097889088,3.1006661741661947,0.01212698120908312,0.016122476319963087,high,high,low,high,low,high,high,low,high
2024-08-06 18:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.9166666666666666,0.0007295848206388308,3.0025665208336423,0.011491666040487661,0.014700319066795581,high,high,low,high,low,high,high,low,high
2024-08-06 19:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.9166666666666666,0.0006601125652810902,2.7451123250001817,0.011440408587588657,0.013191695899645228,high,high,low,high,low,high,mid,low,mid
2024-08-06 20:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.9166666666666666,0.0005695995775756302,2.5376582449998613,0.02365171431274103,0.013381310318045828,high,high,low,high,low,high,mid,high,mid
2024-08-06 21:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.9166666666666666,0.0005915870821734948,2.1854335233329287,0.02485509916660054,0.010343002541629044,high,high,low,high,low,high,mid,high,mid
2024-08-06 22:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.9166666666666666,0.0006402770699282986,1.9678431791665545,0.022267311397781837,0.023012947242328653,high,high,low,high,low,high,mid,mid,high
2024-08-06 23:00:00+00:00,0.00011594833333333333,-9.638333333333334e-05,0.00016706397189566503,0.25,0.6666666666666666,0.9166666666666666,0.0005217014200033695,1.7709143916663381,0.016410156633287026,0.012841080749231128,high,high,low,high,low,mid,low,mid,mid
2024-08-07 00:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.6388888888888888,0.0007259783119545615,2.1426715008332624,0.023093051347946387,0.017496051357427905,mid,high,low,high,low,high,mid,high,high
2024-08-07 01:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.6388888888888888,0.0005494521059737911,2.6245873441668204,0.03697584383269986,0.03096121490981957,mid,high,low,high,low,high,mid,high,high
2024-08-07 02:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.0005717051327363739,2.896978490833176,0.008441715131909269,0.021537427249039603,mid,high,low,high,low,high,high,low,high
2024-08-07 03:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.0006008307963465501,3.0297034633334907,0.011433530795079453,0.010939890638380106,mid,high,low,high,low,high,high,low,mid
2024-08-07 04:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.0008048102608025168,3.1557677949998717,0.010677220098887904,0.014126515099988371,mid,high,low,high,low,high,high,low,high
2024-08-07 05:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.0006329313737632736,2.907963682499986,0.01635201038998531,0.012058273963236289,mid,high,low,high,low,high,high,mid,mid
2024-08-07 06:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.0004628396913178105,2.243026690000012,0.009330012336603558,0.010420655186195187,mid,high,low,high,low,mid,mid,low,mid
2024-08-07 07:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.0006089379458463587,2.2313542091668954,0.012791439113011319,0.013224376805044185,mid,high,low,high,low,high,mid,low,mid
2024-08-07 08:00:00+00:00,0.00010347916666666669,-6.49525e-05,0.0001708590667833678,0.5,0.4166666666666667,0.9166666666666666,0.000619569506717719,2.286566940833413,0.018030270471700877,0.010981060906137643,mid,high,low,high,low,high,mid,mid,mid
2024-08-07 09:00:00+00:00,9.605583333333333e-05,-8.822583333333333e-05,0.0001426043404819978,0.16666666666666666,0.75,0.6944444444444443,0.0007168623802875825,3.0352201741662235,0.017344960505650736,0.013941636390444193,mid,high,low,high,low,high,high,mid,high
2024-08-07 10:00:00+00:00,9.605583333333333e-05,-8.822583333333333e-05,0.0001426043404819978,0.16666666666666666,0.75,0.6944444444444443,0.0008612260429676962,2.7712396858332293,0.02257295277151188,0.014436958927123553,mid,high,low,high,low,high,mid,high,high
2024-08-07 11:00:00+00:00,9.605583333333333e-05,-8.822583333333333e-05,0.0001426043404819978,0.16666666666666666,0.75,0.9166666666666666,0.0006050216915400586,1.9110397950000813,0.016177463890053756,0.014863317210581832,mid,high,low,high,low,high,mid,mid,high
2024-08-07 12:00:00+00:00,9.605583333333333e-05,-8.822583333333333e-05,0.0001426043404819978,0.16666666666666666,0.75,0.9166666666666666,0.0007233645701742083,2.990562378332944,0.026222570744642053,0.01829398261442938,mid,high,low,high,low,high,high,high,high
2024-08-07 13:00:00+00:00,9.605583333333333e-05,-8.822583333333333e-05,0.0001426043404819978,0.16666666666666666,0.75,0.9166666666666666,0.0003817834211031675,2.67702744166629,0.014405626865204996,0.018880629332935925,mid,high,low,high,low,mid,mid,mid,high
2024-08-07 14:00:00+00:00,9.605583333333333e-05,-8.822583333333333e-05,0.0001426043404819978,0.16666666666666666,0.75,0.9166666666666666,0.0007029469438971739,2.636752381666308,0.025583158433741104,0.040464814250342596,mid,high,low,high,low,high,mid,high,high
