timestamp,object,net_return,gross_return,funding_drag,fee_drag,turnover,gross_exposure,funding_abs_mean,funding_mean,funding_dispersion,funding_positive_share,basis_abs_mean,vol_ret12_abs_mean,funding_abs_mean_bucket,basis_abs_mean_bucket,vol_ret12_abs_mean_bucket
2026-05-08 13:00:00+00:00,FundingCore,-0.008057718175704848,-0.008093824009038181,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.0003838022159322792,0.004504278537818457,low,mid,low
2026-05-08 12:00:00+00:00,FundingCore,-0.007341202253882067,-0.007377308087215401,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.0005647093616558777,0.004869340813790267,low,high,low
2026-05-08 11:00:00+00:00,FundingCore,-0.006688222381153993,-0.006711916131153992,-2.369375e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.000547349679360228,0.005133849681885581,low,high,low
2026-05-08 09:00:00+00:00,FundingCore,-0.0064564169806737085,-0.006301597189007042,-1.1846875000000002e-05,0.00016666666666666666,0.16666666666666666,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.0004894235810709857,0.005133170111128728,low,mid,low
2026-05-18 00:00:00+00:00,FundingCore,-0.006319001510987314,-0.006360155260987314,-4.1153749999999995e-05,0.0,0.0,0.5,4.7838333333333346e-05,-2.374e-05,5.8387098888938354e-05,0.3333333333333333,0.00037722831328301787,0.024480425490783303,low,low,high
2026-05-08 10:00:00+00:00,FundingCore,-0.005985912922275353,-0.005997759797275353,-1.1846875000000002e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.0005424071118870685,0.005875911494421164,low,high,low
2026-05-17 23:00:00+00:00,FundingCore,-0.005736464914670067,-0.005777618664670067,-4.1153749999999995e-05,0.0,0.0,0.5,4.7838333333333346e-05,-2.374e-05,5.8387098888938354e-05,0.3333333333333333,0.0005494562792411617,0.02036386256280288,low,high,mid
2026-05-08 14:00:00+00:00,FundingCore,-0.005731043218194101,-0.005767149051527434,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.0003452294857011114,0.015194230320247212,low,low,mid
2026-05-08 15:00:00+00:00,FundingCore,-0.004820766567114094,-0.004856872400447428,-3.6105833333333336e-05,0.0,0.0,0.5,4.183916666666667e-05,2.863916666666667e-05,4.6684436817554325e-05,0.5833333333333334,0.0003404243350200546,0.018475396610455986,low,low,mid
2026-05-14 15:00:00+00:00,FundingCore,-0.004788030710133873,-0.004791350085133873,-3.3193749999999995e-06,0.0,0.0,0.5,5.021583333333333e-05,2.904083333333334e-05,5.148276579891135e-05,0.5833333333333334,0.0005058961837771103,0.027459473548628044,low,mid,high
2026-05-18 02:00:00+00:00,FundingCore,-0.004672907556463894,-0.0046579369314638935,-2.669604166666666e-05,4.1666666666666665e-05,0.041666666666666664,0.5,4.950416666666667e-05,-4.6295833333333325e-05,3.719581953623582e-05,0.08333333333333333,0.0004924512057091305,0.02282880642079056,low,mid,high
