manifest,status,symbol,rows,checksum_ok_count,first_download_time,last_download_time
G:\AlphaFactory_CryptoData\manifests\aggtrades_raw_only_2024-01_2026-05_core12_rem9_20260522.csv,partial_manifest_seen,ADAUSDT,4,,2026-05-22T14:48:27Z,2026-05-22T14:55:21Z
