field_id,representation_id,consumer_lane,generator,runtime_entrypoint,runtime_loaded,mapping_status
RelativeToBTC_core3__agg_notional_1k_10k,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_notional_accel_4h_vs_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_notional_gt_1m,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_notional_le_100,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_notional_shock_24h_mad,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_notional_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_notional_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_open_price,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_price_range_bps,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_price_range_bps_max_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_price_range_bps_max_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_price_std,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_quantity,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_quantity_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_quantity_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_sell_agg_trade_count,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_sell_notional,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_sell_notional_share,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_sell_quantity,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_sell_underlying_trade_count,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_sell_vwap,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_aggressor_notional,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_aggressor_quantity,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_flow_z_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_notional_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_notional_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_quantity_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_signed_quantity_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_100_1k,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_100k_1m,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_10k_100k,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_1k_10k,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_gt_1m,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_le_100,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_trade_count_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_underlying_trade_count,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_volume_imbalance,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_vwap,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToBTC_core3__agg_vwap_close_bps,agg_derived::cross_symbol_self_reproduction_core3::RelativeToBTC,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_avg_agg_trade_notional,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_avg_trade_notional_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_avg_trade_notional_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_avg_underlying_trade_notional,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_agg_trade_count,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_notional,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_notional_share,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_quantity,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_sell_notional_ratio,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_sell_vwap_spread_bps,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_underlying_trade_count,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_buy_vwap,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_close_price,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_close_to_open_bps,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_close_to_open_bps_sum_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_close_to_open_bps_sum_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_flow_accel_4h_vs_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_flow_imbalance_notional,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_flow_imbalance_notional_24h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_flow_imbalance_notional_4h,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_flow_imbalance_qty,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_high_price,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_large_count_share_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
RelativeToETH_core3__agg_large_notional_100k_plus,agg_derived::cross_symbol_self_reproduction_core3::RelativeToETH,A7V_AGG_AWARE_OPT_IN_DRYRUN,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v1_feature_registry_and_smoke.py,false,STATIC_ONLY
