field_name,a7eff2_active,numeric_dtype,numeric_assets,numeric_hours,value_domain,contract_source,route,dependencies,source_family,feature_class,semantic_type_v3,data_behavior_v3,compiler_role_v3,allowed_roles_v3,semantic_role,pit_lag_required,feature_available_time_primary,same_bar_execution_allowed,timing_ok,allowed_for_search,selector_primary_allowed,must_attach_controls,enforcement_status,input_approval_registry_match,source_input_approval,system_input_role,input_route,input_tag,used_by_final_incremental_formula,memory_credit_input_status,runtime_loaded,runtime_entrypoint,consumer_lane,epoch_id
account_position_divergence,True,float64,96,11545,SIGNED,runtime/a7ls_field_gate1_contract_backfill_20260609/a7ls_field_gate1_backfill_field_contract.csv,derived_dep_generated,top_long_short_account_ratio_last;top_long_short_position_ratio_last,derived_positioning,derived_cross_positioning_spread,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,risk_exposure_or_control_like,+1h primary,timestamp + 1h,False,True,True,False,True,OK_CONTRACT_BACKFILL_INTERACTION_ONLY,False,not_in_a7input0_registry,,,,True,HOLD_A7INPUT0_DECISION_MISSING,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
global_long_short_account_ratio_last,True,float64,96,11545,STRICT_POSITIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,metrics_positioning,raw_source,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,risk_exposure_or_control_like,+1h primary,timestamp + 1h,False,True,True,False,True,OK_RISK_DEFENSE_OR_NEUTRALIZER,True,approved_redundant_cluster_member_requires_cap,signal_redundant_cap,capped_alpha_signal,A7INPUT_APPROVED_REDUNDANT_CAP,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
mark_trade_basis_bps,True,float64,96,11545,SIGNED,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,mark_index_premium,raw_source,basis_premium_like,continuous_panel,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,regime_state_or_interaction_input,+1h primary,timestamp + 1h,False,True,True,False,True,OK_DIAGNOSTIC_OR_REGIME,True,approved_incremental_signal_input,signal_primary,ordinary_alpha_signal,A7INPUT_APPROVED_SIGNAL_PRIMARY,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
open_interest_value_last,True,float64,96,11545,NON_NEGATIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,metrics_positioning,raw_source,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,risk_exposure_or_control_like,+1h primary,timestamp + 1h,False,True,True,False,True,OK_RISK_DEFENSE_OR_NEUTRALIZER,False,not_in_a7input0_registry,,,,True,HOLD_A7INPUT0_DECISION_MISSING,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
open_interest_value_mean,True,float64,96,11545,NON_NEGATIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,metrics_positioning,raw_source,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,unclassified_generator_ingredient,+1h primary,timestamp + 1h,False,True,True,False,True,OK_DIAGNOSTIC_OR_REGIME,False,not_in_a7input0_registry,,,,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
top_global_account_divergence,True,float64,96,11545,SIGNED,runtime/a7ls_field_gate1_contract_backfill_20260609/a7ls_field_gate1_backfill_field_contract.csv,derived_dep_generated,global_long_short_account_ratio_last;top_long_short_account_ratio_last,derived_positioning,derived_cross_positioning_spread,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,risk_exposure_or_control_like,+1h primary,timestamp + 1h,False,True,True,False,True,OK_CONTRACT_BACKFILL_INTERACTION_ONLY,False,not_in_a7input0_registry,,,,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
top_long_short_account_ratio_last,True,float64,96,11545,STRICT_POSITIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,metrics_positioning,raw_source,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,risk_exposure_or_control_like,+1h primary,timestamp + 1h,False,True,True,False,True,OK_RISK_DEFENSE_OR_NEUTRALIZER,False,not_in_a7input0_registry,,,,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
top_long_short_position_ratio_last,True,float64,96,11545,STRICT_POSITIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,metrics_positioning,raw_source,positioning_like,slow_moving,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,risk_exposure_or_control_like,+1h primary,timestamp + 1h,False,True,True,False,True,OK_RISK_DEFENSE_OR_NEUTRALIZER,False,not_in_a7input0_registry,,,,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
trade_close,True,float64,96,11545,STRICT_POSITIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,trade_ohlcv,raw_source,price_like,continuous_panel,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,unclassified_generator_ingredient,+1h primary,timestamp + 1h,False,True,True,False,True,OK_DIAGNOSTIC_OR_REGIME,True,approved_redundant_cluster_member_requires_cap,signal_redundant_cap,capped_alpha_signal,A7INPUT_APPROVED_REDUNDANT_CAP,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
trade_quote_volume,True,float64,96,11545,NON_NEGATIVE,runtime/a7ffr1_field_ontology_v3/a7ffr1_field_ontology_v3.csv,ontology_v3,,trade_ohlcv,raw_source,liquidity_like,activity_sensitive,regime_neutralizer_interaction_seed,regime|neutralizer|interaction_modifier,weak_or_unstable,+1h primary,timestamp + 1h,False,True,True,False,False,HOLD_WEAK_RESPONSE,True,approved_redundant_cluster_member_requires_cap,signal_redundant_cap,capped_alpha_signal,A7INPUT_APPROVED_REDUNDANT_CAP,False,NOT_USED_BY_FINAL_INCREMENTAL,true,scripts/crypto_a7source5_a7search7_source_lag_reward_flow.py,A7EFF2_SOURCE_LAG_REWARD,A7EFF2_GIT_RELEASE_20260711
