source_blueprint_id,blueprint_id,horizon_h,variant,split,formula,n_obs,net_mean,net_median,sharpe,sortino,nonoverlap_median_sortino,nonoverlap_floor_sortino,nonoverlap_median_sharpe,nonoverlap_floor_sharpe,max_drawdown,positive_rate,avg_cost,avg_turnover,ic_mean,rankic_mean,capacity_proxy_median_quote_volume,orientation,train_orientation_pos_net_mean_24h,train_orientation_neg_net_mean_24h,max_control_floor_sortino,max_control_sortino,june_control_floor_ratio,june_gate_pass_diagnostic
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0003613881649370003,0.0002897436303712433,8.909522767996698,14.49653606346939,14.566881391704218,13.860917169314126,8.953013844935246,8.553021390752932,-0.04291771748923734,0.571969696969697,5.520268561533524e-05,0.11040537123067048,0.03274247048619525,0.04081678693593982,10595217.140214812,-1.0,-0.0005165101917440652,0.00044228179281233915,10.998499906120557,15.032625428224696,0.7934900534915174,True
a7search6_2e796ac0b2a688c4,a7search6_vp_a7search6_2e796ac0b2a688c4_canonical,24,original,blind_june2026_20260601_20260611,"Mul(open_interest_last,Mean(premium_close_bps,504))",264,0.0003875699473966776,0.0007188653810816549,1.8286902038479587,2.4883050761747656,2.8251669655747853,0.47141294321128424,1.8405719708606416,0.3734527925473569,-0.25951417333194327,0.5643939393939394,1.2398544957554867e-06,0.0024797089915109733,0.01798749616320053,0.0023725126912161184,16731880.122240022,1.0,0.0001619201518120526,-0.00016582178746046627,0.40999089809726247,2.473323447011782,0.8697064940652408,True
a7search6_e7ee64f0ef980aca,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",264,5.6518588136857565e-05,0.00010282295662114094,1.2627198802219288,1.831265034649216,1.5944263507532126,0.26409655362679374,1.0781465163614596,0.18985431274550943,-0.07728624818338603,0.5340909090909091,5.384286333525864e-05,0.10768572667051728,0.012700194951357541,0.033135508210110784,9412700.137324924,-1.0,-0.0005362846441579496,0.0004749526607198957,-3.304720145928849,-0.6572521739705658,-12.513302807422818,True
a7search6_afa93f504b4c29d0,a7search6_vp_a7search6_afa93f504b4c29d0_canonical,8,original,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,336),CSRank(ZScore(Mean(funding_rate_delta_state_24h,72))))",264,0.0004990062328736295,0.0005134435180922312,6.342201838651259,9.798191704377103,9.923970520962325,6.805517069687665,6.13200231899767,4.92226259858163,-0.08390437422332564,0.5871212121212122,5.520268561533524e-05,0.11040537123067048,0.03080528461198099,0.040479566575603504,10595217.140214812,-1.0,-0.0005165101917440652,0.00044228179281233915,11.746652672128809,15.932014535425933,1.7260485209051006,False
a7search6_5a7a41644c28a05a,a7search6_vp_a7search6_5a7a41644c28a05a_canonical,24,original,blind_june2026_20260601_20260611,"Mul(CSRank(Mean(open_interest_mean,12)),Sign(Mean(premium_close_bps,48)))",264,0.0004641057692492704,0.0007170754345838664,2.3792584422384513,3.3821514342665893,3.243812327683352,0.3822774334842858,2.205393699415474,0.2740641687100066,-0.23571182165429116,0.571969696969697,4.8874910312119806e-06,0.009774982062423962,0.020070355787643504,0.010601845993145892,15465871.69127994,1.0,0.0005605582319957085,-0.000568069537253298,50.0,185.30247306440077,130.7950603944173,False
a7search6_229924c832dd5901,a7search6_vp_a7search6_229924c832dd5901_canonical,24,original,blind_june2026_20260601_20260611,"Mul(CSRank(Mean(open_interest_mean,8)),Sign(Mean(premium_close_bps,48)))",264,0.0004598638390803388,0.0007270406566056923,2.3535848086644395,3.3378215186149838,3.0763653755922764,0.2542426973199467,2.103411637641851,0.19273833270941693,-0.2365454686400127,0.571969696969697,4.919960912314669e-06,0.009839921824629339,0.019952072087736368,0.01054100201642894,15462563.945667678,1.0,0.0005645858499816871,-0.0005722167420082383,8.791538238265593,19.516244436846268,34.57931469001863,False
a7search6_8d74bccf1d25af11,a7search6_vp_a7search6_8d74bccf1d25af11_canonical,8,original,blind_june2026_20260601_20260611,"SafeDiv(Decay(top_long_short_account_ratio_last,12),Abs(ZScore(Mean(quote_volume_z_168h,504))))",264,8.885641308486256e-05,0.0003154368584561449,1.18040202151384,1.6025909092099895,1.9561573628463402,-0.1302859008642891,1.366730405104087,-0.09631853267076312,-0.1254190550289166,0.5606060606060606,1.0180877438503004e-05,0.020361754877006005,0.003876225692350679,0.008652664080212487,6902014.655812369,1.0,0.000507603870036702,-0.0005273903890026721,-0.5159849147017044,1.2117195588990002,-3.9604048579222284,False
a7search6_370b9d993902426e,a7search6_vp_a7search6_370b9d993902426e_canonical,4,original,blind_june2026_20260601_20260611,"Sub(CSRank(TSRank(open_interest_value_last,504)),CSRank(Mean(taker_buy_sell_volume_ratio_last,72)))",264,-5.200570585530488e-05,6.604870662505986e-05,-1.0984143289071577,-1.4951621142748992,-1.8364894753094507,-2.448815786884934,-1.3662851586207219,-1.885222697659409,-0.0997619966034663,0.5151515151515151,4.598094575373529e-05,0.09196189150747058,0.010409364974541833,0.02988807065934468,10199418.910924569,-1.0,-0.0007116158138305289,0.0006398124273869955,-1.692342516482446,0.662831589782012,-0.6910860855871992,False
a7search6_0159a7544af64b1d,a7search6_vp_a7search6_0159a7544af64b1d_canonical,24,original,blind_june2026_20260601_20260611,"Sub(CSRank(ZScore(Mean(account_position_divergence,24))),CSRank(Decay(mark_index_basis_bps,336)))",264,-6.25005267657207e-05,-8.221132535461045e-06,-0.262351110940367,-0.38632078557111504,-0.4126310234376267,-2.4682578018036203,-0.24251943143345922,-1.6626550367573623,-0.20973757283615813,0.42045454545454547,5.090709722480414e-06,0.010181419444960827,-0.013098433847712103,0.00087087762539259,14343039.135336509,-1.0,-0.0003733976727898042,0.00035770573300347226,-2.4996948653174673,-0.37918702785039965,-1.0127365397126975,False
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-4.06661968646455e-05,-3.8152216422291136e-05,-0.9763124546793739,-1.3398066708697287,-2.0994074453682847,-3.377011776010132,-1.5482509008419099,-2.544017847879153,-0.08343727833583925,0.48484848484848486,4.7477359778114344e-05,0.09495471955622868,0.0012810394774385937,0.0215181519132292,8943409.289138556,-1.0,-0.0003529007951568497,0.00028209815633350413,1.5727630402652977,4.3587253490813,0.4657262528481567,False
