candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0168_0193,rc_105,0.0,2
a7o_l1_C0168_0096,rc_105,0.8408760427151227,2
a7o_l1_C0169_0872,rc_106,0.0,1
a7o_l1_C0169_0373,rc_107,0.0,2
a7o_l1_C0169_0181,rc_107,0.8866179553321217,2
a7o_l1_C0170_0678,rc_108,0.0,1
a7o_l1_C0170_0193,rc_018,0.8544123267816092,7
a7o_l1_C0170_1163,rc_109,0.0,1
a7o_l1_C0171_0484,rc_110,0.0,1
a7o_l1_C0171_0677,rc_111,0.0,1
a7o_l1_C0171_1842,rc_086,0.8653082072454542,9
a7o_l1_C0172_1064,rc_112,0.0,1
a7o_l1_C0172_1449,rc_113,0.0,1
a7o_l1_C0172_0287,rc_114,0.0,1
a7o_l1_C0173_0564,rc_115,0.0,1
a7o_l1_C0173_0372,rc_116,0.0,1
a7o_l1_C0173_2033,rc_117,0.0,1
a7o_l1_C0174_2033,rc_118,0.0,1
a7o_l1_C0174_0944,rc_119,0.0,1
a7o_l1_C0174_0368,rc_120,0.0,1
a7o_l1_C0175_0560,rc_121,0.0,2
a7o_l1_C0175_0564,rc_122,0.0,1
a7o_l1_C0175_1840,rc_121,0.8799276514647343,2
a7o_l1_C0176_1842,rc_123,0.0,1
a7o_l1_C0176_0289,rc_124,0.0,1
a7o_l1_C0176_1357,rc_125,0.0,1
a7o_l1_C0177_0372,rc_126,0.0,1
a7o_l1_C0177_2036,rc_127,0.0,1
a7o_l1_C0177_0180,rc_128,0.0,1
a7o_l1_C0178_1163,rc_129,0.0,2
a7o_l1_C0178_0387,rc_129,0.9999771709241794,2
a7o_l1_C0178_0193,rc_130,0.0,1
a7o_l1_C0179_0368,rc_131,0.0,1
a7o_l1_C0179_0752,rc_132,0.0,1
a7o_l1_C0179_0176,rc_133,0.0,1
a7o_l1_C0180_0386,rc_134,0.0,1
a7o_l1_C0180_1260,rc_135,0.0,1
a7o_l1_C0180_0484,rc_136,0.0,1
a7o_l1_C0181_0756,rc_137,0.0,1
a7o_l1_C0181_0387,rc_138,0.0,1
a7o_l1_C0181_0565,rc_139,0.0,1
a7o_l1_C0182_0372,rc_140,0.0,1
a7o_l1_C0182_0484,rc_141,0.0,1
a7o_l1_C0182_1357,rc_142,0.0,1
a7o_l1_C0183_0774,rc_143,0.0,1
a7o_l1_C0183_1454,rc_012,0.8246728460308431,3
a7o_l1_C0183_1066,rc_018,0.8791304702455114,7
a7o_l1_C0184_0372,rc_144,0.0,1
a7o_l1_C0184_2036,rc_145,0.0,1
a7o_l1_C0184_0180,rc_146,0.0,1
a7o_l1_C0185_0969,rc_147,0.0,1
a7o_l1_C0185_0678,rc_148,0.0,1
a7o_l1_C0185_1066,rc_149,0.0,1
a7o_l1_C0186_2033,rc_150,0.0,1
a7o_l1_C0186_1648,rc_151,0.0,1
a7o_l1_C0186_1329,rc_152,0.0,1
a7o_l1_C0187_2033,rc_153,0.0,3
a7o_l1_C0187_1648,rc_153,0.8630399379459214,3
a7o_l1_C0187_0368,rc_153,0.9319605781862171,3
a7o_l1_C0188_0949,rc_154,0.0,1
a7o_l1_C0188_1163,rc_155,0.0,1
a7o_l1_C0188_0373,rc_156,0.0,1
a7o_l1_C0189_0774,rc_157,0.0,1
a7o_l1_C0189_0387,rc_086,0.86695338968645,9
a7o_l1_C0189_0386,rc_018,0.8774664102062169,7
a7o_l1_C0190_0560,rc_158,0.0,1
a7o_l1_C0190_0372,rc_159,0.0,1
a7o_l1_C0190_0177,rc_160,0.0,1
a7o_l1_C0191_0753,rc_161,0.0,1
a7o_l1_C0191_1842,rc_086,0.865782656237719,9
a7o_l1_C0191_1356,rc_018,0.8788121505814016,7
