candidate_id,return_corr_cluster,max_corr_to_prior,cluster_size
a7o_l1_C0128_0564,rc_000,0.0,1
a7o_l1_C0128_1357,rc_001,0.0,1
a7o_l1_C0128_0565,rc_002,0.0,1
a7o_l1_C0129_0372,rc_003,0.0,1
a7o_l1_C0129_0564,rc_004,0.0,1
a7o_l1_C0129_0756,rc_005,0.0,1
a7o_l1_C0130_2033,rc_006,0.0,1
a7o_l1_C0130_0368,rc_007,0.0,1
a7o_l1_C0130_0753,rc_008,0.0,1
a7o_l1_C0131_1356,rc_009,0.0,1
a7o_l1_C0131_0285,rc_010,0.0,1
a7o_l1_C0131_1063,rc_011,0.0,1
a7o_l1_C0132_0193,rc_012,0.0,3
a7o_l1_C0132_0757,rc_013,0.0,2
a7o_l1_C0132_0949,rc_013,0.8429310261852835,2
a7o_l1_C0133_0678,rc_014,0.0,1
a7o_l1_C0133_0565,rc_015,0.0,1
a7o_l1_C0133_0181,rc_016,0.0,1
a7o_l1_C0134_0949,rc_017,0.0,1
a7o_l1_C0134_0096,rc_018,0.0,7
a7o_l1_C0134_0387,rc_019,0.0,1
a7o_l1_C0135_0564,rc_020,0.0,1
a7o_l1_C0135_2033,rc_021,0.0,1
a7o_l1_C0135_2036,rc_022,0.0,1
a7o_l1_C0136_0180,rc_023,0.0,1
a7o_l1_C0136_0756,rc_024,0.0,1
a7o_l1_C0136_0290,rc_025,0.0,1
a7o_l1_C0137_1648,rc_026,0.0,1
a7o_l1_C0137_0290,rc_027,0.0,1
a7o_l1_C0137_0775,rc_028,0.0,1
a7o_l1_C0138_1066,rc_029,0.0,1
a7o_l1_C0138_0969,rc_030,0.0,1
a7o_l1_C0138_1357,rc_031,0.0,1
a7o_l1_C0139_0564,rc_032,0.0,1
a7o_l1_C0139_0757,rc_033,0.0,1
a7o_l1_C0139_0949,rc_034,0.0,1
a7o_l1_C0140_1136,rc_035,0.0,3
a7o_l1_C0140_0560,rc_035,0.8186573277164394,3
a7o_l1_C0140_1648,rc_035,0.8068936672826743,3
a7o_l1_C0141_1357,rc_036,0.0,1
a7o_l1_C0141_0678,rc_037,0.0,1
a7o_l1_C0141_0289,rc_038,0.0,1
a7o_l1_C0142_2036,rc_039,0.0,1
a7o_l1_C0142_0193,rc_040,0.0,1
a7o_l1_C0142_0969,rc_041,0.0,1
a7o_l1_C0143_0376,rc_042,0.0,3
a7o_l1_C0143_0192,rc_042,0.8947826050205785,3
a7o_l1_C0143_0960,rc_042,0.9181823214890703,3
a7o_l1_C0144_0949,rc_043,0.0,1
a7o_l1_C0144_1259,rc_044,0.0,1
a7o_l1_C0144_0288,rc_045,0.0,1
a7o_l1_C0145_2036,rc_046,0.0,1
a7o_l1_C0145_0372,rc_047,0.0,1
a7o_l1_C0145_0564,rc_048,0.0,1
a7o_l1_C0146_1733,rc_049,0.0,1
a7o_l1_C0146_0278,rc_050,0.0,1
a7o_l1_C0146_0192,rc_051,0.0,1
a7o_l1_C0147_0564,rc_052,0.0,1
a7o_l1_C0147_2036,rc_053,0.0,1
a7o_l1_C0147_1648,rc_054,0.0,1
a7o_l1_C0148_2036,rc_055,0.0,3
a7o_l1_C0148_0564,rc_055,0.9893630863321388,3
a7o_l1_C0148_0372,rc_055,0.9826912747412054,3
a7o_l1_C0149_0564,rc_056,0.0,1
a7o_l1_C0149_0180,rc_057,0.0,1
a7o_l1_C0149_0372,rc_058,0.0,1
a7o_l1_C0150_0774,rc_012,0.8022157545472006,3
a7o_l1_C0150_0387,rc_059,0.0,1
a7o_l1_C0150_1066,rc_018,0.8198346055502116,7
a7o_l1_C0151_1357,rc_060,0.0,1
a7o_l1_C0151_0968,rc_061,0.0,1
a7o_l1_C0151_1259,rc_062,0.0,1
a7o_l1_C0152_0387,rc_063,0.0,2
a7o_l1_C0152_0678,rc_064,0.0,1
a7o_l1_C0152_1163,rc_063,0.8573840138282945,2
a7o_l1_C0153_0484,rc_065,0.0,1
a7o_l1_C0153_0678,rc_066,0.0,1
a7o_l1_C0153_0193,rc_067,0.0,1
a7o_l1_C0154_0180,rc_068,0.0,1
a7o_l1_C0154_0290,rc_069,0.0,1
a7o_l1_C0154_0181,rc_070,0.0,1
a7o_l1_C0155_0564,rc_071,0.0,1
a7o_l1_C0155_0757,rc_072,0.0,1
a7o_l1_C0155_0373,rc_073,0.0,1
a7o_l1_C0156_0484,rc_074,0.0,1
a7o_l1_C0156_0774,rc_075,0.0,1
a7o_l1_C0156_0289,rc_076,0.0,1
a7o_l1_C0157_2036,rc_077,0.0,1
a7o_l1_C0157_1357,rc_078,0.0,1
a7o_l1_C0157_1744,rc_079,0.0,1
a7o_l1_C0158_0290,rc_080,0.0,1
a7o_l1_C0158_0387,rc_081,0.0,1
a7o_l1_C0158_2036,rc_082,0.0,1
a7o_l1_C0159_0775,rc_083,0.0,1
a7o_l1_C0159_2036,rc_084,0.0,1
a7o_l1_C0159_0949,rc_085,0.0,1
a7o_l1_C0160_0096,rc_086,0.0,9
a7o_l1_C0160_0193,rc_086,0.8578438453191991,9
a7o_l1_C0160_0581,rc_086,0.8831649541441708,9
a7o_l1_C0161_0290,rc_087,0.0,1
a7o_l1_C0161_1136,rc_088,0.0,1
a7o_l1_C0161_0180,rc_089,0.0,1
a7o_l1_C0162_0484,rc_090,0.0,1
a7o_l1_C0162_0677,rc_091,0.0,1
a7o_l1_C0162_0288,rc_092,0.0,1
a7o_l1_C0163_0290,rc_093,0.0,1
a7o_l1_C0163_1648,rc_094,0.0,1
a7o_l1_C0163_1329,rc_095,0.0,1
a7o_l1_C0164_1454,rc_096,0.0,1
a7o_l1_C0164_1647,rc_018,0.8398202712004843,7
a7o_l1_C0164_1550,rc_097,0.0,1
a7o_l1_C0165_0096,rc_086,0.9675356386630831,9
a7o_l1_C0165_1357,rc_086,0.8516970478770971,9
a7o_l1_C0165_1842,rc_086,0.9119702634656098,9
a7o_l1_C0166_1163,rc_098,0.0,1
a7o_l1_C0166_0373,rc_099,0.0,1
a7o_l1_C0166_0678,rc_100,0.0,1
a7o_l1_C0167_1551,rc_101,0.0,1
a7o_l1_C0167_0290,rc_102,0.0,1
a7o_l1_C0167_0289,rc_103,0.0,1
a7o_l1_C0168_0564,rc_104,0.0,1
