candidate_id,held_out_symbol,split,raw_ann,raw_dd,residual_vs_funding_ann,residual_vs_funding_dd,residual_vs_core4_ann,residual_vs_core4_dd
a7h_flow_rank_taker_imbalance_h6,ADAUSDT,validation_2025H1,-3.127519706343724,-0.7882510533293868,0.3929365676173901,-0.16942979179212492,0.397094075069399,-0.16933721487006403
a7h_flow_rank_taker_imbalance_h6,ADAUSDT,recent_oos_2025H2_2026Apr,-3.2161998587910667,-0.9310449145222238,0.300058526567149,-0.22462859130462376,0.3026345382836788,-0.2259529483995516
a7h_flow_rank_taker_imbalance_h6,ADAUSDT,fresh_forward_2026May,-2.629897802282677,-0.1128825965204916,0.877314566637167,-0.03188417326347681,0.8506161405303398,-0.03206953717544636
a7h_flow_rank_taker_imbalance_h6,AVAXUSDT,validation_2025H1,-3.0207988478188574,-0.7777444338510636,0.3766850999259712,-0.1587185435905928,0.3734664832431056,-0.15855102692960854
a7h_flow_rank_taker_imbalance_h6,AVAXUSDT,recent_oos_2025H2_2026Apr,-3.046367950850423,-0.9205168994435704,0.3472490060084212,-0.24581108553519748,0.3472980867346103,-0.2450007862357899
a7h_flow_rank_taker_imbalance_h6,AVAXUSDT,fresh_forward_2026May,-2.8261936595782093,-0.1219716091148173,0.5554443514293329,-0.027006611865336594,0.5621640613211781,-0.026918001502005295
a7h_flow_rank_taker_imbalance_h6,BCHUSDT,validation_2025H1,-2.8742617027539303,-0.761333078942398,0.46615161677633954,-0.1875605203908144,0.4664209235609271,-0.18693843380091446
a7h_flow_rank_taker_imbalance_h6,BCHUSDT,recent_oos_2025H2_2026Apr,-3.2294243370289717,-0.9319032489486652,0.11057861052617714,-0.2589153960173115,0.11167334311548224,-0.25918199865025804
a7h_flow_rank_taker_imbalance_h6,BCHUSDT,fresh_forward_2026May,-1.9241342625851217,-0.0824077297293968,1.414467338392477,-0.014364774916762912,1.3977515326746008,-0.01433088632063595
a7h_flow_rank_taker_imbalance_h6,BNBUSDT,validation_2025H1,-3.1827848284859708,-0.7942548670521035,0.18045445540042185,-0.18930741513732374,0.18936313166331564,-0.1946050113501573
a7h_flow_rank_taker_imbalance_h6,BNBUSDT,recent_oos_2025H2_2026Apr,-3.155170641996857,-0.9274488128763851,0.21738732687486437,-0.20994286541452845,0.21410574809906355,-0.21330676568396845
a7h_flow_rank_taker_imbalance_h6,BNBUSDT,fresh_forward_2026May,-3.047202897910093,-0.13006923952474803,0.34859610020105464,-0.0307859292247723,0.3076915906024242,-0.031231577108682185
