candidate_id,series,object,cost_tier,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
a7h_flow_rank_taker_imbalance_h6,raw,raw,normal_5bp,train_2024,8736,-0.00022200155143153842,-1.9447335905402765,0.0031287984022447196,-6.6409541434184955,-8.598597241757105,0.4630265567765568,-1.9394055533059196,-2.158409213398647,-0.8622682712691765,-0.8887136216503102,-0.03846664295531972,-0.009049697226697585,-0.00514399975207799,-0.0001400767090423118,0.00433172170890742,0.3632389505427982,0.49303721020013597
a7h_flow_rank_taker_imbalance_h6,raw,raw,normal_5bp,validation_2025H1,4296,-0.00016664815036223984,-1.459837797173221,0.002884396037287876,-5.407514101031572,-7.984058440734999,0.46694599627560524,-0.7159204539561823,-0.7234082294165637,-0.519914988826484,-0.5233992876884083,-0.034765760164121806,-0.007412972122931431,-0.004193130251917237,-0.00018823110120328324,0.0038401257940037623,0.3670080695220361,0.5
a7h_flow_rank_taker_imbalance_h6,raw,raw,normal_5bp,recent_oos_2025H2_2026Apr,7248,-0.00020065059711289117,-1.7576992307089265,0.002007153892172955,-9.356465868107763,-12.570954250446276,0.45433222958057395,-1.4543155278742352,-1.4516320294551146,-0.7698621045542466,-0.7692389139770593,-0.02619811757977251,-0.0057150586953833874,-0.0033331677715695823,-0.00016639264886658727,0.0028562927219369784,0.35539689109639444,0.5
a7h_flow_rank_taker_imbalance_h6,raw,raw,normal_5bp,fresh_forward_2026May,392,-0.0001621256536442764,-1.4202207259238613,0.0018930014674248808,-8.015910185933746,-11.902335565197854,0.43112244897959184,-0.06355325622855634,-0.07078732978978104,-0.062236694021572836,-0.06896802058363471,-0.010816580679783722,-0.005447230167623075,-0.0025394962971126474,-0.00023178313244516795,0.0023647266546624394,0.3548044217687076,0.5
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,residual_vs_funding,normal_5bp,train_2024,8736,5.083438757441193e-20,4.453092351518485e-16,0.003128798282225696,1.5206598672994682e-15,1.9574565559626776e-15,0.5141941391941391,4.440892098500626e-16,-0.5969148667989845,-0.041904301761004126,-0.458387722576333,-0.038247142911115084,-0.008829407915990817,-0.004921842881041096,8.202922421188075e-05,0.004554165342589832,0.3632389505427982,0.49303721020013597
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,residual_vs_funding,normal_5bp,validation_2025H1,4296,5.538493387544941e-05,0.48517202074893684,0.002884341006766602,1.7972028153044646,2.652083063059646,0.5065176908752328,0.23793367592893067,-0.18043942800909032,0.24623081269203606,-0.1671124454696572,-0.034553019706823444,-0.007192353596033424,-0.003970110303738241,3.376545323115547e-05,0.004061504583275233,0.3670080695220361,0.5
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,residual_vs_funding,normal_5bp,recent_oos_2025H2_2026Apr,7248,2.1350146888111423e-05,0.18702728673985605,0.002007123992834598,0.9955858556465558,1.3349894631092563,0.5160044150110376,0.1547458646450316,-0.31864447840297727,0.1504302394551995,-0.2774703891661462,-0.025969224515125768,-0.005491402136207494,-0.0031107715119564395,5.557963377336971e-05,0.003077209165824007,0.35539689109639444,0.5
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,residual_vs_funding,normal_5bp,fresh_forward_2026May,392,5.9774780629517096e-05,0.5236270783145698,0.001893109391355236,2.9552507355020587,4.334172672386084,0.49744897959183676,0.0234317140067707,-0.030500942199749123,0.02299229260084057,-0.030102426217876066,-0.010592330612524462,-0.005226354891164929,-0.0023175596251792216,-9.936890497565018e-06,0.0025861148496579226,0.3548044217687076,0.5
a7h_flow_rank_taker_imbalance_h6,residual_vs_core4,residual_vs_core4,normal_5bp,train_2024,8736,-3.177149223400746e-20,-2.783182719699053e-16,0.0031287321440086587,-9.504325078145304e-16,-1.2233958386960128e-15,0.5140796703296703,-2.7755575615628914e-16,-0.5962563756883954,-0.0419026226225645,-0.458025955622002,-0.038220609740513216,-0.008835574866343149,-0.0049146236496352995,8.788592699288877e-05,0.004555367671193305,0.3632389505427982,0.49303721020013597
a7h_flow_rank_taker_imbalance_h6,residual_vs_core4,residual_vs_core4,normal_5bp,validation_2025H1,4296,5.590324533041743e-05,0.48971242909445667,0.002883875676831509,1.8143143665306738,2.6754417810082582,0.5065176908752328,0.24016034193947328,-0.17975721001644038,0.24901492493312527,-0.16654442479607667,-0.034805724783634036,-0.007226599629723576,-0.003967512356952176,4.5668211620442046e-05,0.004058265108617452,0.3670080695220361,0.5
