control_id,base_candidate_id,control_mode,family,horizon,raw_train_2024_common_ann_10bps_lag0,raw_train_2024_common_gross_ann_10bps_lag0,raw_train_2024_common_sharpe_10bps_lag0,raw_train_2024_common_sum_10bps_lag0,raw_train_2024_common_max_dd_10bps_lag0,raw_train_2024_common_active_hours_10bps_lag0,raw_train_2024_common_mean_turnover_10bps_lag0,raw_validation_2025H1_ann_10bps_lag0,raw_validation_2025H1_gross_ann_10bps_lag0,raw_validation_2025H1_sharpe_10bps_lag0,raw_validation_2025H1_sum_10bps_lag0,raw_validation_2025H1_max_dd_10bps_lag0,raw_validation_2025H1_active_hours_10bps_lag0,raw_validation_2025H1_mean_turnover_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_gross_ann_10bps_lag0,raw_recent_2025H2_2026Apr_sharpe_10bps_lag0,raw_recent_2025H2_2026Apr_sum_10bps_lag0,raw_recent_2025H2_2026Apr_max_dd_10bps_lag0,raw_recent_2025H2_2026Apr_active_hours_10bps_lag0,raw_recent_2025H2_2026Apr_mean_turnover_10bps_lag0,raw_mean_gross_exposure_10bps_lag0,control_research_like
a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e__sign_flip,a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e,sign_flip,F0_low_turnover_price_basis,12,-2.1532785707368394,1.2782494777407152,-3.552128779017037,-1.7137737665727448,-2.9759606177980125,6972,0.3917269461732368,2.134524554577824,5.605097176151475,3.5528036244157795,1.0584902585714688,-0.7719279763735759,4344,0.39618408922073645,-5.798547620908125,-2.2592947027913888,-9.683904226336285,-4.829475278783754,-4.98582782621673,7296,0.40402430572108866,1.0,False
a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e__row_shuffle,a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e,row_shuffle,F0_low_turnover_price_basis,12,-12.543379651965441,-0.8520824805676341,-32.15391449302957,-9.98315558601633,-9.990549616918537,6972,1.334622964771439,-11.31271616098068,0.3541531315801081,-31.097691878472517,-5.6098674661301455,-5.604165094691267,4344,1.3318343941279438,-12.396125447430903,-0.7363900259472234,-32.543516247474614,-10.324444208271217,-10.323485020987787,7296,1.3310200252835251,1.0,False
a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e__time_shuffle,a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e,time_shuffle,F0_low_turnover_price_basis,12,-10.537248064204,1.0440477128483092,-21.597631156399085,-8.386494692195239,-8.406070357645767,6972,1.3220657279740078,-10.261753589748503,1.3403276974508975,-22.873280000032974,-5.088705204779395,-5.120641108659507,4344,1.3244385031049546,-11.23523762012467,0.34824562441670975,-25.025818030418442,-9.357567771281918,-9.351045511094963,7296,1.3223154388745868,1.0,False
a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e__wrong_lag_stale_24h,a7ad1_F0_low_turnover_price_basis_12_1288a65aeb2e,wrong_lag_stale_24h,F0_low_turnover_price_basis,12,-3.365283304971658,0.06549009082360746,-5.979533496041034,-2.6691767583268358,-3.6514958641003235,6948,0.3916407986067655,-1.4847181511882936,1.985546382601442,-2.6215154580233784,-0.7362574941509072,-1.449972317111083,4344,0.39614891938238983,-4.638887879602663,-1.0989408311405306,-8.780337104085195,-3.8636216860252315,-3.953801982576207,7296,0.4041035443449921,0.9987105093488072,False
a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724__sign_flip,a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724,sign_flip,F0_low_turnover_price_basis,12,-4.709777526218269,-1.2782494777407152,-7.772625048326063,-3.748466770866869,-3.9878042744676088,6972,0.3917269461732368,-9.075669797725126,-5.605097176151475,-15.09878170733914,-4.500537625721227,-4.581046790237733,4344,0.39618408922073645,-1.2799582153253481,2.2592947027913888,-2.1368999124502266,-1.066047390298372,-3.0670025403095194,7296,0.40402430572108866,1.0,False
a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724__row_shuffle,a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724,row_shuffle,F0_low_turnover_price_basis,12,-12.09892946466403,-0.41291030838051246,-31.38658360012986,-9.629421943794249,-9.635997306165569,6972,1.3340204516305387,-11.752531442105836,-0.0691153452739573,-32.91700050454036,-5.827967646633305,-5.831300395608193,4344,1.3337232987251002,-11.647903348529312,0.02533717953450722,-30.73529783123832,-9.70126744644633,-9.701623647580906,7296,1.3325617041168742,1.0,False
a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724__time_shuffle,a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724,time_shuffle,F0_low_turnover_price_basis,12,-12.181626398205644,-0.6272607520807723,-25.80923842560001,-9.695239640215725,-9.725019377703495,6972,1.3189915121147116,-11.559323358116423,0.02433772580409541,-25.132063595437117,-5.732157610463212,-5.754893532885159,4344,1.322335740173575,-11.73489603042011,-0.14656037339938777,-25.90288483520632,-9.7737216253362,-9.768766043974525,7296,1.3228693672398084,1.0,False
a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724__wrong_lag_stale_24h,a7ad1_F0_low_turnover_price_basis_12_c5cfdd82e724,wrong_lag_stale_24h,F0_low_turnover_price_basis,12,-3.496263486618873,-0.06549009082360746,-6.219000016954247,-2.7730637791127775,-2.999289824585595,6948,0.3916407986067655,-5.455810916391177,-1.985546382601442,-9.647519493889174,-2.705484317443296,-3.474872866833541,4344,0.39614891938238983,-2.441006217321601,1.0989408311405306,-4.614895475255458,-2.033057233056895,-3.8948603785407,7296,0.4041035443449921,0.9987105093488072,False
a7ad1_F0_low_turnover_price_basis_12_fa07e78012ef__sign_flip,a7ad1_F0_low_turnover_price_basis_12_fa07e78012ef,sign_flip,F0_low_turnover_price_basis,12,-0.3557289862650767,2.102664208459994,-0.587800567005276,-0.28312128906850625,-1.970277483621341,6972,0.280638492548524,1.7158881855655923,4.25913107472472,2.739638794647221,0.8508924974996499,-0.9430250903318607,4344,0.2903245307259278,-4.884865406701225,-2.300034539281317,-8.135299872174564,-4.068490640101842,-4.568281838758454,7296,0.2950720168287567,1.0,False
a7ad1_F0_low_turnover_price_basis_12_fa07e78012ef__row_shuffle,a7ad1_F0_low_turnover_price_basis_12_fa07e78012ef,row_shuffle,F0_low_turnover_price_basis,12,-11.73636439536885,-0.06055363129807469,-30.44227642681425,-9.340859881793564,-9.33500947927157,6972,1.3328551100537418,-11.960031989970835,-0.3059963315080542,-33.45599898094848,-5.930865178588277,-5.9256935757247335,4344,1.330369367404427,-11.552625030923368,0.1260848599936302,-30.18807880360586,-9.621912354522477,-9.619528675300709,7296,1.3331860606069632,1.0,False
