label_family,count,share
L5_vol_adjusted_return,91,0.32971014492753625
L1_cross_sectional_relative_return,63,0.22826086956521738
L3_liquidity_tier_relative_return,63,0.22826086956521738
L0_raw_forward_return,59,0.213768115942029
