label_family,count,share
L5_vol_adjusted_return,36,0.8780487804878049
L3_liquidity_tier_relative_return,3,0.07317073170731707
L1_cross_sectional_relative_return,1,0.024390243902439025
L0_raw_forward_return,1,0.024390243902439025
