split,rows,v0_v1_bucket_match_rate,v1_v2_bucket_match_rate,v0_low_share,v1_low_share,v2_low_share
train_2024,105360,0.2689635535307517,1.0,0.3300018982536067,0.3300018982536067,0.3300018982536067
validation_2025H1,52080,0.33736559139784944,1.0,0.021812596006144394,0.291647465437788,0.291647465437788
recent_oos_2025H2_2026Apr,87504,0.3404987200585116,1.0,0.07625937100018285,0.2681705979155239,0.2681705979155239
fresh_forward_2026May,5232,0.3547400611620795,1.0,0.08543577981651376,0.17182721712538226,0.17182721712538226
