candidate_id,parent_candidate_id,semantic_bucket,motif_bucket,generation_mode,expression,raw_inputs,source_max_tstat,source_replay_min_control_ratio,core_gate_status,authorizes_materialization,authorizes_numeric,authorizes_replay,authorizes_search,proposed_subgraph_id,canonical_expression,parse_status,registration_status,reject_reason,node_count,max_depth,field_count,operator_count,operator_path,preflight_rank
a7ffcore11e_379f4d1693909d3715,a7ffcore5_e49456a170f19eb240,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,3))",trade_count;trade_high,2.642090762570441,0.3959936427637847,requires_core2_registration,False,False,False,False,sgx_5a942295b8d63dea6a,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,3))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,130
a7ffcore11e_37bd4029b21e5907ea,a7ffcore5_f12228440913b31bb1,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,8))",trade_count;trade_high,2.569098172384391,0.3374633026026069,requires_core2_registration,False,False,False,False,sgx_026fe25d4c5bd5a677,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,8))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,131
a7ffcore11e_39a12c5e1a821ba4d7,a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,2.248756236867123,0.0815097472952057,requires_core2_registration,False,False,False,False,sgx_82045e2195a1a4a52e,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,132
a7ffcore11e_3b5e67460e9207c128,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,4))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_6604254f78d602bd84,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,4))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,133
a7ffcore11e_3c1ee1c11e8b5bb604,a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,32))",trade_count;trade_low,2.18658872446501,0.1914925451148606,requires_core2_registration,False,False,False,False,sgx_66e505511065c526f3,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,32))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,134
a7ffcore11e_3da94ac56d8fd1b291,a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,32))",trade_count;trade_low,2.248756236867123,0.0815097472952057,requires_core2_registration,False,False,False,False,sgx_f1f2c7832b00d1d330,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,32))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,135
a7ffcore11e_3ec57ea3f99c39e17e,a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,72))",trade_count;trade_low,2.248756236867123,0.0815097472952057,requires_core2_registration,False,False,False,False,sgx_dc557d6d4491601dd3,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,72))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,136
a7ffcore11e_3f2d23ac83fb85c830,a7ffcore5_11903004dcea88bab8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,24))",trade_count;trade_high,2.5551740646771024,0.4063571918260926,requires_core2_registration,False,False,False,False,sgx_e9382da7d543a52d05,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,24))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,137
a7ffcore11e_3f9b525882214df808,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,24))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_d7b2db241098f05129,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,24))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,138
a7ffcore11e_3fcdadb33969636b41,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,96))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_a5df3fe1d8a6078525,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,96))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,139
a7ffcore11e_40f891be37b850af13,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_f54e63f04f5fcd9e55,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,48))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,140
a7ffcore11e_47e7feb2ae3fd724af,a7ffcore5_11903004dcea88bab8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,16))",trade_count;trade_high,2.5551740646771024,0.4063571918260926,requires_core2_registration,False,False,False,False,sgx_822987b3797cfcd887,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,16))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,141
a7ffcore11e_4818a1b365e426cb4f,a7ffcore5_11903004dcea88bab8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,32))",trade_count;trade_high,2.5551740646771024,0.4063571918260926,requires_core2_registration,False,False,False,False,sgx_5762b9fcfdf2923a1c,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,32))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,142
a7ffcore11e_49f6cb873f83ad1d4b,a7ffcore5_89d456568ed9db84c6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,6))",trade_count;trade_low,2.871152609177763,0.4634529934904429,requires_core2_registration,False,False,False,False,sgx_f41f9034b3bb73aabf,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,6))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,143
a7ffcore11e_4c67508333214e808c,a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,2.18658872446501,0.1914925451148606,requires_core2_registration,False,False,False,False,sgx_58672aec6df8f9629c,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,144
a7ffcore11e_4ce0c8b245d5808abe,a7ffcore5_89d456568ed9db84c6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,32))",trade_count;trade_low,2.871152609177763,0.4634529934904429,requires_core2_registration,False,False,False,False,sgx_c9b44717b08745b74d,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,32))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,145
a7ffcore11e_4ee210eb705472cf94,a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,3))",trade_count;trade_low,2.18658872446501,0.1914925451148606,requires_core2_registration,False,False,False,False,sgx_929856bfb0ef8a9d67,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,3))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,146
a7ffcore11e_4fffc58a1410e8ea9f,a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,24))",trade_count;trade_low,2.18658872446501,0.1914925451148606,requires_core2_registration,False,False,False,False,sgx_e06a354fcef3dc6342,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,24))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,147
a7ffcore11e_500d47e5583b18e51f,a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",trade_count;trade_low,2.18658872446501,0.1914925451148606,requires_core2_registration,False,False,False,False,sgx_32050ee2f7368e812d,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,148
a7ffcore11e_51a74f307e719e43d3,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,12))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_c3298926fd7b2be31d,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,12))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,149
a7ffcore11e_51d491a12df89450e8,a7ffcore5_e49456a170f19eb240,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,3))",trade_count;trade_high,2.642090762570441,0.3959936427637847,requires_core2_registration,False,False,False,False,sgx_59b326ac3a0a0c60d3,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,3))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,150
a7ffcore11e_52009446a1ac2ee970,a7ffcore5_11903004dcea88bab8,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,3))",trade_count;trade_high,2.5551740646771024,0.4063571918260926,requires_core2_registration,False,False,False,False,sgx_53707d931c0dd214ba,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,3))",ok,approved_for_temp_registration,,19,8,2,11,Mul>ZScore>Mean>Mul>Delta>ZScore>Mean>Abs>ZScore>Delta>Delta,151
a7ffcore11e_5232b14de4a03ae851,a7ffcore5_89d456568ed9db84c6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,24))",trade_count;trade_low,2.871152609177763,0.4634529934904429,requires_core2_registration,False,False,False,False,sgx_7595f02acbf53ba455,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,24))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,152
a7ffcore11e_525e52c5d557eef64a,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,4))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_8011e806d846a20ee2,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,4))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,153
a7ffcore11e_53398432f11d66ec78,a7ffcore5_89d456568ed9db84c6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,16))",trade_count;trade_low,2.871152609177763,0.4634529934904429,requires_core2_registration,False,False,False,False,sgx_a9065eb5e6dbd0155d,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,16))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,154
a7ffcore11e_540129e723d9aa7b52,a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,2))",trade_count;trade_low,2.248756236867123,0.0815097472952057,requires_core2_registration,False,False,False,False,sgx_58851b999473ae1763,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),3)),Delta(trade_count,2))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,155
a7ffcore11e_548540ad19aff09f23,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,4))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_9065047f97f71f4932,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),4)),Delta(trade_count,4))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,156
a7ffcore11e_5510cbd549b1a7c23a,a7ffcore5_056264aa1859f3ac7b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,32))",trade_count;trade_high,2.611251422677552,0.4812809368742684,requires_core2_registration,False,False,False,False,sgx_5f853e2d37796e6070,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,32))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,157
a7ffcore11e_553515a1d566ce712b,a7ffcore5_f12228440913b31bb1,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,72))",trade_count;trade_high,2.569098172384391,0.3374633026026069,requires_core2_registration,False,False,False,False,sgx_5d81018a7697c49223,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,72))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,158
a7ffcore11e_557114329870cf4f2d,a7ffcore5_f12228440913b31bb1,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,32))",trade_count;trade_high,2.569098172384391,0.3374633026026069,requires_core2_registration,False,False,False,False,sgx_e6b886a4f663cdcae2,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,32))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,159
a7ffcore11e_578b81923bbfd24556,a7ffcore5_f12228440913b31bb1,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,24))",trade_count;trade_high,2.569098172384391,0.3374633026026069,requires_core2_registration,False,False,False,False,sgx_fd03faf17635f7969c,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,24))",ok,approved_for_temp_registration,,18,8,2,10,Mul>ZScore>Mean>Mul>Delta>Mean>Abs>ZScore>Delta>Delta,160
a7ffcore11e_01b7a408bae766f6b9,a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(open_interest_change_24h,3)),Delta(open_interest_change_24h,12))",open_interest_change_24h,1.707619844328668,0.0893407150809041,requires_core2_registration,False,False,False,False,sgx_a9275b60132863bf8e,"Mul(ZScore(Mean(open_interest_change_24h,3)),Delta(open_interest_change_24h,12))",ok,approved_for_temp_registration,,8,4,1,4,Mul>ZScore>Mean>Delta,161
a7ffcore11e_0326d8b1841df3be9f,a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(open_interest_change_24h,2)),Delta(open_interest_change_24h,72))",open_interest_change_24h,1.707619844328668,0.0893407150809041,requires_core2_registration,False,False,False,False,sgx_7556959cfda4fbea61,"Mul(ZScore(Mean(open_interest_change_24h,2)),Delta(open_interest_change_24h,72))",ok,approved_for_temp_registration,,8,4,1,4,Mul>ZScore>Mean>Delta,162
a7ffcore11e_08c8729a3e20a61e96,a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(open_interest_change_24h,2)),Delta(open_interest_change_24h,16))",open_interest_change_24h,1.707619844328668,0.0893407150809041,requires_core2_registration,False,False,False,False,sgx_d2d3ebdf8ac2c2b266,"Mul(ZScore(Mean(open_interest_change_24h,2)),Delta(open_interest_change_24h,16))",ok,approved_for_temp_registration,,8,4,1,4,Mul>ZScore>Mean>Delta,163
a7ffcore11e_08d8e7ea17ee928971,a7ffcore5_d495bcdff277541a9d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),4)),Delta(open_interest_value_last,4))",open_interest_value_last,2.736388668918313,0.3753038929887415,requires_core2_registration,False,False,False,False,sgx_c4b18f5a89470dfe37,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),4)),Delta(open_interest_value_last,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,164
a7ffcore11e_0dd768582f272b13e9,a7ffcore5_636578f5c6f8790d3d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),4)),Delta(open_interest_change_24h,2))",open_interest_change_24h,1.394921493062458,0.1842406564612433,requires_core2_registration,False,False,False,False,sgx_132189e631787ef03e,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),4)),Delta(open_interest_change_24h,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,165
a7ffcore11e_0f02c86c6ae83b68cc,a7ffcore5_d495bcdff277541a9d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,96))",open_interest_value_last,2.736388668918313,0.3753038929887415,requires_core2_registration,False,False,False,False,sgx_74dc672ea780ecf5f6,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,96))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,166
a7ffcore11e_17a3a1a61b8376990f,a7ffcore5_d495bcdff277541a9d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,24))",open_interest_value_last,2.736388668918313,0.3753038929887415,requires_core2_registration,False,False,False,False,sgx_3649f1a73f7d9fa8c3,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,24))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,167
a7ffcore11e_1942160ee15398d457,a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(open_interest_change_24h,4)),Delta(open_interest_change_24h,24))",open_interest_change_24h,1.707619844328668,0.0893407150809041,requires_core2_registration,False,False,False,False,sgx_e53bc170458901c45a,"Mul(ZScore(Mean(open_interest_change_24h,4)),Delta(open_interest_change_24h,24))",ok,approved_for_temp_registration,,8,4,1,4,Mul>ZScore>Mean>Delta,168
a7ffcore11e_1b46264ece4013083a,a7ffcore5_636578f5c6f8790d3d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),4)),Delta(open_interest_change_24h,8))",open_interest_change_24h,1.394921493062458,0.1842406564612433,requires_core2_registration,False,False,False,False,sgx_db57acf5aba097536e,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),4)),Delta(open_interest_change_24h,8))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,169
a7ffcore11e_1bcf38afa05684b577,a7ffcore5_d495bcdff277541a9d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,4))",open_interest_value_last,2.736388668918313,0.3753038929887415,requires_core2_registration,False,False,False,False,sgx_7d28ca288121f7d296,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,4))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,170
a7ffcore11e_20eadf99978e1ff045,a7ffcore5_d495bcdff277541a9d,open_interest_like,single,seed_field_mul_delta,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),3)),Delta(open_interest_value_last,2))",open_interest_value_last,2.736388668918313,0.3753038929887415,requires_core2_registration,False,False,False,False,sgx_902bd72345c9fbba5f,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),3)),Delta(open_interest_value_last,2))",ok,approved_for_temp_registration,,10,5,1,5,Mul>ZScore>Mean>Delta>Delta,171
