a7ls_arm,followup_family,semantic_pair,motif,blueprint_id,source_seed_id,source_priority_rank,expression,skeleton_key,production_key,selected_for_deep_numeric,uses_may,notes
A7LS6_A,basis_deep,basis_premium_like,delta,a7ls6_052b6db4ade8283e,a7ls5_4616845b0b6bf159,0,"Delta(mark_index_basis_bps,1)",skel_833160a92d493ba5,prod_54fc0d397bc83fed,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,zmean,a7ls6_037d58a2543faacb,a7ls5_4616845b0b6bf159,0,"ZScore(Mean(mark_index_basis_bps,1))",skel_c783e126c18af69d,prod_9e5ee3c6e40f5bfd,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,rank,a7ls6_436bd0ddb309f4f8,a7ls5_4616845b0b6bf159,0,CSRank(mark_index_basis_bps),skel_5d868e4960db772a,prod_94e8f2c4036d5b9a,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,delta,a7ls6_fc44e78dd46c4d74,a7ls5_4616845b0b6bf159,0,"Delta(mark_index_basis_bps,2)",skel_833160a92d493ba5,prod_569765f7c917153f,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,zmean,a7ls6_4dc75e94555b88ff,a7ls5_4616845b0b6bf159,0,"ZScore(Mean(mark_index_basis_bps,2))",skel_c783e126c18af69d,prod_519aa980606956db,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,delta,a7ls6_7ce8f42dd2119012,a7ls5_4616845b0b6bf159,0,"Delta(mark_index_basis_bps,4)",skel_833160a92d493ba5,prod_d1cecf706b42cf3e,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,zmean,a7ls6_d9836e602a8e426a,a7ls5_4616845b0b6bf159,0,"ZScore(Mean(mark_index_basis_bps,4))",skel_c783e126c18af69d,prod_e03ac7ea0a86ae52,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,delta,a7ls6_16d3f0450095d22e,a7ls5_4616845b0b6bf159,0,"Delta(mark_index_basis_bps,8)",skel_833160a92d493ba5,prod_9cf404ec39f50328,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,zmean,a7ls6_2c9131d419912037,a7ls5_4616845b0b6bf159,0,"ZScore(Mean(mark_index_basis_bps,8))",skel_c783e126c18af69d,prod_35de1e4d453e027c,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,delta,a7ls6_c8a02b421044c750,a7ls5_4616845b0b6bf159,0,"Delta(mark_index_basis_bps,12)",skel_a59c464749d21fe1,prod_87fa3e2ffe3b7464,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,zmean,a7ls6_cda2bb6a0177f1a7,a7ls5_4616845b0b6bf159,0,"ZScore(Mean(mark_index_basis_bps,12))",skel_df81b67dfa112df6,prod_b78d85ac7f2e453b,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,delta,a7ls6_65ed74fa370ffdd3,a7ls5_4616845b0b6bf159,0,"Delta(mark_index_basis_bps,24)",skel_a59c464749d21fe1,prod_36c6e2c9e55c31d1,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
A7LS6_A,basis_deep,basis_premium_like,zmean,a7ls6_cbb613a788ba256f,a7ls5_4616845b0b6bf159,0,"ZScore(Mean(mark_index_basis_bps,24))",skel_df81b67dfa112df6,prod_76da70d9b9461daa,True,False,A7LS6 deeper numeric follow-up queue; no search authorization.
