object,risk_variant,cost_tier,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,month_count,positive_month_count,positive_month_rate,worst_month_sum,mean_gross_exposure,mean_turnover
FundingCore,R3_vol_target_gross_0p5x_cap,normal_5bp,train_2024,8736,8.817299170840075e-05,0.7723954073655905,0.0035788162550122655,2.3059411979512934,2.9221289953576393,0.518658424908425,0.770279255564589,-1.4637364935510193,1.0426340701709562,-0.7713230782014739,-0.031010278704426925,-0.010542386332079646,-0.0053891599369820945,0.00010831380235040819,0.005345445043833959,12,9,0.75,-1.2058297074288724,0.46446037382561955,0.02170230299844844
FundingCore,R3_vol_target_gross_0p5x_cap,normal_5bp,validation_2025H1,4296,0.00023959611402240465,2.098861958836265,0.0034219280342634283,6.553313604575065,7.717376070479533,0.5563314711359404,1.0293049058402504,-0.46257161744334296,1.7290559336717553,-0.374240299535085,-0.03813383774608872,-0.00887323160911456,-0.004869901922281978,0.0003159717822839327,0.005234391966095368,6,5,0.8333333333333334,-0.27063589993197834,0.49316645100880785,0.02949869550399114
FundingCore,R3_vol_target_gross_0p5x_cap,normal_5bp,recent_oos_2025H2_2026Apr,7248,0.00010545572124421591,0.9237921180993314,0.0026437660832626464,3.733354004939773,5.172982121436555,0.5124172185430463,0.7643430675780769,-0.937268670474255,1.093847333061547,-0.6121962468366615,-0.017309311156424527,-0.007866733042737451,-0.003715313936782122,4.4766554446016894e-05,0.003998404408827013,10,8,0.8,-0.6888601170273014,0.49518237864669956,0.03139300973732709
FundingCore,R3_vol_target_gross_0p5x_cap,normal_5bp,fresh_forward_2026May,392,-0.00030977171872970783,-2.7136002560722408,0.0027277499759644666,-10.628922926271015,-20.053046926064905,0.3596938775510204,-0.12143051374204547,-0.19795808283735836,-0.11564781184464412,-0.17989212437393776,-0.008093911925704848,-0.00636238503450909,-0.0038102107984476076,-0.000493401560771543,0.003789487686741803,1,0,0.0,-0.12143051374204551,0.5,0.03255449907235622
FundingCore,R3_vol_target_gross_0p5x_cap,stress_10bp,train_2024,8736,7.732184020917651e-05,0.6773393202323863,0.0035790410317709737,2.0220298248096498,2.565180032657771,0.5155677655677655,0.675483596067366,-1.473446964444486,0.8578952169907081,-0.7735377147091673,-0.031010278704426925,-0.010564119723324265,-0.005411496319570148,0.00010463056988921064,0.005340372498163029,12,9,0.75,-1.2130329289312318,0.46446037382561955,0.02170230299844844
FundingCore,R3_vol_target_gross_0p5x_cap,stress_10bp,validation_2025H1,4296,0.00022484676627040903,1.969657672528783,0.0034220889411229016,6.149607620682142,7.25313845177631,0.5542364990689013,0.9659417078976772,-0.46656225789289457,1.5615291521756363,-0.3767349232919377,-0.03813383774608872,-0.008889089192558826,-0.004909367498606817,0.00030155720925521834,0.005234391966095368,6,5,0.8333333333333334,-0.2819281086589321,0.49316645100880785,0.02949869550399114
FundingCore,R3_vol_target_gross_0p5x_cap,stress_10bp,recent_oos_2025H2_2026Apr,7248,8.975921637555234e-05,0.7862907354498385,0.002644296929437883,3.177026847077068,4.409993085290511,0.5089679911699779,0.6505748002900034,-0.9561800991924259,0.8686856260402656,-0.619464975189921,-0.017309311156424527,-0.007904615774365104,-0.003751702979288769,3.2732318300160126e-05,0.003977690350795238,10,8,0.8,-0.696272137817112,0.49518237864669956,0.03139300973732709
FundingCore,R3_vol_target_gross_0p5x_cap,stress_10bp,fresh_forward_2026May,392,-0.000326048968265886,-2.856188962009161,0.0027265930603816496,-11.192176706272907,-21.113944970814323,0.3520408163265306,-0.1278111955602273,-0.19912304495857053,-0.1212733430290277,-0.18084837903829232,-0.008093911925704848,-0.00636988503450909,-0.0038102107984476076,-0.0005265401853603499,0.003789487686741803,1,0,0.0,-0.12781119556022733,0.5,0.03255449907235622
FundingCore,R3_vol_target_gross_0p5x_cap,severe_20bp,train_2024,8736,5.561953721072808e-05,0.487227145965978,0.0035801435298428628,1.454048812099618,1.8471696196647496,0.5131639194139194,0.48589227707292054,-1.4928679062314216,0.5369944362813566,-0.7779034682247019,-0.031010278704426925,-0.010601229688011754,-0.005415187284592873,8.732292290603372e-05,0.005335892835695692,12,9,0.75,-1.227439371935951,0.46446037382561955,0.02170230299844844
FundingCore,R3_vol_target_gross_0p5x_cap,severe_20bp,validation_2025H1,4296,0.00019534807076641787,1.7112490999138206,0.0034232821418136747,5.34094966581604,6.320230656444597,0.5498137802607076,0.8392153120125312,-0.48337192265701845,1.2566606445248225,-0.38762407909492846,-0.03813383774608872,-0.008889627469634022,-0.0049988564328705045,0.0002657465807857025,0.005205333509630693,6,5,0.8333333333333334,-0.3045125261128395,0.49316645100880785,0.02949869550399114
