object,may_hours,may_total_return_sum,may_mean_hour,may_worst_hour,may_top3_loss_sum,may_top10_loss_sum,may_mean_turnover,may_mean_gross
FundingCore,440,-0.10656026051198939,-0.00024218241025452132,-0.008093911925704848,-0.022183224060740907,-0.06220247088478941,0.033079373278236915,0.49204545454545456
