object,held_out_symbol,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95
FundingCore,BNBUSDT,fresh_forward_2026May,392,-0.0009531471194107236,-8.349568766037939,0.010728439932828219,-8.315252065308625,-14.513532161289643,0.4107142857142857,-0.37363367080900367,-0.8229336644906612,-0.32704461662740736,-0.5636664089449015,-0.03237564770281939,-0.02546454013803636,-0.016447164934923666,-0.0011093110555749183,0.014096429048189585
FundingCore,BTCUSDT,train_2024,8736,0.0003649273772574848,3.196763824775567,0.012014396166096546,2.8428670542733627,3.767737418742452,0.5190018315018315,3.1880055677213877,-4.110730555251274,11.873880220975202,-0.9851961327253265,-0.08788526786346944,-0.03427233232493774,-0.017521495502743307,0.0003966149832042309,0.018366591449554766
FundingCore,BTCUSDT,validation_2025H1,4296,0.000741911117171336,6.499141386420904,0.01309174953187809,5.304033324310625,5.96449808738135,0.5502793296089385,3.1872501593680598,-2.118729528967511,15.59732069104821,-0.8984724427766276,-0.17198734929215653,-0.0311207831195349,-0.018565974691093005,0.001199959692265499,0.019283598728107906
FundingCore,BTCUSDT,recent_oos_2025H2_2026Apr,7248,0.00019322202479061257,1.692624937165766,0.008998600988727604,2.0097113577689707,2.9836147273042317,0.49972406181015455,1.40047323568236,-3.2515611692893605,2.028488519633159,-0.964480715432189,-0.057876698730646804,-0.023975347980473818,-0.013554460743709152,-4.88418751361274e-06,0.01375953312026743
FundingCore,BTCUSDT,fresh_forward_2026May,392,-0.0012230537826872687,-10.713951136340475,0.01044674721288623,-10.957627238822939,-20.56909983537587,0.35714285714285715,-0.47943708281340935,-0.8406732171412161,-0.39397546519423676,-0.5710536793426846,-0.03237564770281939,-0.02570800831213336,-0.013624189684250419,-0.0017103760544650763,0.013727029680183652
FundingCore,DOGEUSDT,train_2024,8736,0.0005452394243472701,4.776297357282086,0.011847593718027728,4.307339967696531,5.692817433229128,0.5265567765567766,4.763211611097751,-3.622360176035753,62.270373933724045,-0.9754138756546832,-0.08788526786346944,-0.03317717660295309,-0.017605790494824147,0.00057727610389828,0.018305615309248187
FundingCore,DOGEUSDT,validation_2025H1,4296,0.0007473282481947481,6.546595454185993,0.013150458882040085,5.318908800133794,6.315258600764738,0.547486033519553,3.2105221542446376,-2.0034275150382124,15.982509436752558,-0.8790955819743426,-0.15253535098435483,-0.03202923591202944,-0.01893568086102535,0.0011105748327750375,0.01984769741312182
FundingCore,DOGEUSDT,recent_oos_2025H2_2026Apr,7248,0.00025174093769427284,2.20525061420183,0.00892628520523967,2.6395818878628687,3.975666336319043,0.5057947019867549,1.8246183164080896,-3.0769847938153725,3.6504853066446037,-0.9562780974617971,-0.057876698730646804,-0.023552631357765592,-0.013578008600268634,8.633933214208776e-05,0.013771598638734872
FundingCore,DOGEUSDT,fresh_forward_2026May,392,-0.0011004065218546799,-9.639561131446996,0.01073319135281805,-9.595692818202773,-16.560856663957544,0.375,-0.4313593565670345,-0.7605965110733,-0.36484279191960156,-0.5352292573748622,-0.03231472826925079,-0.02602752394806372,-0.01589745525521051,-0.0013724798790625391,0.012575187056640132
FundingCore,ETHUSDT,train_2024,8736,0.00026140098819446117,2.28987265658348,0.012566213204463064,1.9469502500323264,2.565837272819252,0.5243818681318682,2.283599032866813,-5.18183231923558,3.910841344353475,-0.9950922103307809,-0.0884038494530984,-0.036827110081800715,-0.01933392866375567,0.0005870488566909038,0.018786108023430115
FundingCore,ETHUSDT,validation_2025H1,4296,0.0008614962460131666,7.546707115075339,0.013256477517830354,6.082432566862592,7.158673724418386,0.5654096834264432,3.7009878728725636,-1.994993645997618,26.554552198469196,-0.8786342421241657,-0.15253535098435483,-0.033572232851071256,-0.019283725704600248,0.0012887160809802684,0.020582122860023526
FundingCore,ETHUSDT,recent_oos_2025H2_2026Apr,7248,0.0003641446330020243,3.189906985097733,0.00932916580791151,3.6532816428831247,5.476218983515739,0.5015176600441501,2.639320299998672,-2.985978035205883,9.22804649551011,-0.9521453044820601,-0.057125648047584104,-0.025463754299289834,-0.013612873301555604,2.8668626663822102e-05,0.014635010415927359
FundingCore,ETHUSDT,fresh_forward_2026May,392,-0.0012142194849835012,-10.63656268845547,0.010446358931499863,-10.878883025414313,-21.066473832922483,0.375,-0.47597403811353245,-0.7122319204323178,-0.39186155213492935,-0.5118479562768545,-0.02876016122986371,-0.022933752292861688,-0.014213111916066062,-0.001328905277879764,0.013658081028692651
FundingCore,LINKUSDT,train_2024,8736,0.00043023919067555945,3.768895310317901,0.012348559012918005,3.2609620110199495,4.364844699183815,0.5279304029304029,3.758569569741687,-4.747666440794712,20.98598581916587,-0.9923099318204385,-0.0884038494530984,-0.0350084021619973,-0.01836250132856538,0.0005963249842251539,0.019147339436668142
FundingCore,LINKUSDT,validation_2025H1,4296,0.0009624612249413162,8.43116033048593,0.01303456048721475,6.910968337525381,8.15500541230515,0.5593575418994413,4.134733422347894,-1.6681242263772151,42.03833950180439,-0.8300012989240437,-0.15253535098435483,-0.031046292597440493,-0.01887261522167538,0.0013090573663512928,0.020206625019034467
FundingCore,LINKUSDT,recent_oos_2025H2_2026Apr,7248,0.0003609402855359083,3.161836901294557,0.009278136428377078,3.6410501139330638,5.253722122422957,0.5103476821192053,2.6160951895642635,-2.898909833096982,9.02151232208768,-0.9478122547576032,-0.057876698730646804,-0.02649091722533873,-0.013675175978054547,0.000154271893978016,0.014343339293316963
FundingCore,LINKUSDT,fresh_forward_2026May,392,-0.001342287797352114,-11.758441104804518,0.010607315304378976,-11.84383140421485,-23.253043918666325,0.35459183673469385,-0.5261768165620286,-0.7758119575576103,-0.4220386065055095,-0.5420918250626692,-0.025440621043949257,-0.022342017205005223,-0.014927021564551335,-0.0017371859870989321,0.01331497312411914
FundingCore,LTCUSDT,train_2024,8736,0.0003643980678880956,3.1921270746997172,0.012196441921121423,2.7963721399785673,3.733089708359336,0.5210622710622711,3.183381521070403,-4.1983543232305305,11.572728949906766,-0.9864673516041419,-0.0884038494530984,-0.03476444906845085,-0.01833433015314925,0.00047327027386874975,0.01864030411702186
FundingCore,LTCUSDT,validation_2025H1,4296,0.0007616063232206471,6.671671391412869,0.013025616180838636,5.472481691719236,6.347780702221366,0.5486499068901304,3.2718607645559,-2.093119023902082,17.169438250420573,-0.8917270143735696,-0.15387427290987205,-0.03206750077906032,-0.01845420418085626,0.0009860017303656187,0.019804798621730763
FundingCore,LTCUSDT,recent_oos_2025H2_2026Apr,7248,0.00033770239343022275,2.9582729664487513,0.009099505451847041,3.473508789872,5.067584150500339,0.5041390728476821,2.4476669475822543,-2.738877731168517,7.570659523622002,-0.9385771661603824,-0.057876698730646804,-0.025081488682111387,-0.013481906882922088,6.33388801993957e-05,0.014433245933261445
FundingCore,LTCUSDT,fresh_forward_2026May,392,-0.0013150229854940216,-11.519601352927628,0.010759475129985072,-11.439164649107216,-21.470200835583707,0.3647959183673469,-0.5154890103136565,-0.8013148137035886,-0.4162099426012432,-0.5538093536363415,-0.03237564770281939,-0.02547954013803636,-0.01477877560535739,-0.0018605447992827637,0.01390069150002692
FundingCore,SOLUSDT,train_2024,8736,0.0003716799659542515,3.255916501759243,0.012228765088146553,2.844713955926133,3.782306210511322,0.5278159340659341,3.2469961825763414,-4.8010452204060154,12.352233127704343,-0.992709352033338,-0.0884038494530984,-0.03447240383223268,-0.018480535383362848,0.0005896467338465203,0.018769530346493205
FundingCore,SOLUSDT,validation_2025H1,4296,0.0009865807400523687,8.64244728285875,0.013225688233755105,6.981783942722508,8.4492795772915,0.5537709497206704,4.238350859264976,-1.9400543280905416,46.298178701001746,-0.8697995331665188,-0.13793063049172805,-0.034326465660672593,-0.01859467332193978,0.0012089100554960569,0.020661594923879024
FundingCore,SOLUSDT,recent_oos_2025H2_2026Apr,7248,0.0004668730349260314,4.0898077859520345,0.009429170891498912,4.634227365864065,6.908204658302967,0.5150386313465783,3.3838957571438755,-2.8824649606894814,20.390276879408482,-0.9488488692463053,-0.05658615263141152,-0.0251759906759787,-0.013946244146487475,0.00021924084900009096,0.014825777506475337
FundingCore,SOLUSDT,fresh_forward_2026May,392,-0.0014074083181208064,-12.328896866738264,0.010708911982420867,-12.300614769834587,-22.907990174469905,0.3647959183673469,-0.5517040607033561,-0.7732306498236622,-0.4368831011264579,-0.5410532568011389,-0.030223226572578317,-0.0254588236402243,-0.01477877560535739,-0.001796988118926215,0.012350284674939966
FundingCore,SUIUSDT,train_2024,8736,-9.721874932292923e-05,-0.8516362440688601,0.011836714192448462,-0.7687248519596789,-0.9718745588742472,0.5148809523809523,-0.8493029940851098,-5.428664173347949,-0.7687631416090086,-0.996129598847776,-0.0884038494530984,-0.035581728694964544,-0.018470560457021806,0.00030121887968089075,0.01696028261587224
FundingCore,SUIUSDT,validation_2025H1,4296,0.0006463587439873275,5.662102597328989,0.012762563835512547,4.740102730600847,5.448890357275632,0.547486033519553,2.7767571641695588,-2.0465761066096912,10.243719817919835,-0.8855347525566265,-0.15253535098435483,-0.03409674420697582,-0.01812660908299273,0.001062861657416503,0.018929267747260548
FundingCore,SUIUSDT,recent_oos_2025H2_2026Apr,7248,0.00033587432392045025,2.9422590775431443,0.00920326791007887,3.4157556366374475,4.989974555650169,0.5081401766004415,2.4344170997754233,-2.682524331885628,7.400115922678875,-0.9375841642820362,-0.057876698730646804,-0.02538606485777908,-0.013919808869485085,0.00014925777591107543,0.014468807147330913
FundingCore,SUIUSDT,fresh_forward_2026May,392,-0.002423774734073947,-21.23226667048778,0.007106394125220888,-31.922361912023923,-40.17464990974048,0.3596938775510204,-0.9501196957569873,-1.0374813448551512,-0.6175777373320132,-0.6493543813852256,-0.03237564770281939,-0.025221316008314325,-0.014630281404366476,-0.0018185289885565433,0.008398534451360986
FundingCore,XRPUSDT,train_2024,8736,0.00038924628754170696,3.409797478865353,0.01217552372415164,2.992188028194959,3.996444605861236,0.5235805860805861,3.400455567964352,-4.0891541219459615,14.65492531995452,-0.9847457915400932,-0.0884038494530984,-0.03360230971587461,-0.018250719102282004,0.00048254352431614935,0.018732825578033345
FundingCore,XRPUSDT,validation_2025H1,4296,0.0008163340663643004,7.1510864213512715,0.014629153365650939,5.222768553911165,5.239623002697454,0.555633147113594,3.5069711491010347,-2.468763197603269,19.523725341070158,-0.9316430267066917,-0.23327551968859872,-0.0325144556038143,-0.017982601075121903,0.0012360148299460228,0.020381720952761268
FundingCore,XRPUSDT,recent_oos_2025H2_2026Apr,7248,0.0003456591695076183,3.027974324886736,0.009122124740424504,3.546534006804192,5.1318754858665425,0.5161423841059603,2.505337660591217,-2.8677130343680775,8.065429391283823,-0.9481027548824064,-0.057876698730646804,-0.025106590949343057,-0.013762068188047526,0.00020761299514808273,0.01426569025388715
FundingCore,XRPUSDT,fresh_forward_2026May,392,-0.0012291858975418818,-10.767668462466885,0.010714477049569134,-10.737387908673862,-20.292899625161716,0.3596938775510204,-0.48184087183641766,-0.7827046970497958,-0.3960899943253866,-0.5454034738201488,-0.03237564770281939,-0.02546454013803636,-0.01451866063889703,-0.0019762711633006034,0.014096429048189585
