candidate_id,semantic_bucket,motif_bucket,generation_mode,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,core14_rank,proposed_subgraph_id,expression,raw_inputs
a7ffcore11e_47b0b5c87258e63fb8,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,3,0.0140368501712238,0.0140368501712238,0.6404004244757197,72,sgx_22f33c50b9e0cdef43,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),4)),Delta(open_interest_last,12))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_f19f4cce024077a6bc,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,4,2,2,0.0330903316625973,0.0330903316625973,0.3861332620863035,73,sgx_96baf941e06a270857,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,48))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_10950375da87ec66dc,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,4,2,2,0.0456363483325001,0.0456363483325001,0.4105340207096944,74,sgx_02e3f68d9dbfaf7e51,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,4))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_1942160ee15398d457,open_interest_like,single,seed_field_mul_delta,4,2,2,0.0065214896832307,0.0065214896832307,0.4168725366272777,75,sgx_e53bc170458901c45a,"Mul(ZScore(Mean(open_interest_change_24h,4)),Delta(open_interest_change_24h,24))",open_interest_change_24h
a7ffcore11e_ce389ddfa48b59e0f7,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,4,2,2,0.0427226680610346,0.0427226680610346,0.4217302300431453,76,sgx_8f1d65f51632542257,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,16))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_4d877da123e8e7ec1a,taker_flow_like|basis_premium_like,gated_sign,seed_field_safe_div,4,2,2,0.0023418361825115,0.0023418361825115,0.4450959108867548,77,sgx_36d7aad1d603048aca,"SafeDiv(Delta(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),Abs(Delta(mark_index_basis_bps,4)))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_52fdc3bb64b98000d3,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,4,2,2,0.0131390531488648,0.0131390531488648,0.4766250744818453,78,sgx_6e20a4e1c711388abd,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,72))",open_interest_last;taker_buy_quote_volume
a7ffcore11e_e1cd41c78b574ae9af,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,4,2,2,0.0149240098386624,0.0149240098386624,0.487026046516435,79,sgx_06813f199f71b1afb8,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),3)),Delta(open_interest_last,32))",open_interest_last;top_long_short_account_ratio_last
a7ffcore11e_08612111456ef74614,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,3,0.0062953157319649,0.0645173415710785,0.4379762221465282,80,sgx_e5305d582e8e987620,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,3))",trade_count;trade_high
a7ffcore11e_553515a1d566ce712b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,2,0.0104152745838647,0.1088994200887053,0.3038808058679588,81,sgx_5d81018a7697c49223,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,72))",trade_count;trade_high
a7ffcore11e_117db61a4c24d455a6,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,2,0.0101499540321828,0.1283682401261909,0.3104009983157864,82,sgx_064bd5a3bd94be4e35,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,32))",trade_count;trade_high
a7ffcore11e_75b0b94e2607e97c77,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,3,2,0.0108943190987668,0.0977683220519721,0.4078721304391147,83,sgx_79743dd3aa90285aa8,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,96))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_3da94ac56d8fd1b291,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,2,0.0086635815022976,0.1469443525474926,0.4391095611806612,84,sgx_f1f2c7832b00d1d330,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,32))",trade_count;trade_low
a7ffcore11e_55aaf9f22b9764a1a2,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,3,3,2,0.0209049403698612,0.0655561658569154,0.6729924799736517,85,sgx_e00b4ae1cea22a9743,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,72))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_1f2c1c1b532d84483b,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,3,1,0.006070622619872,0.0254418175326139,0.1898013158790306,86,sgx_4739b4e57b1529b73e,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,48))",trade_count;trade_high
a7ffcore11e_3a5ff4c4fdf2df5a9f,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,3,3,1,0.0103810429313833,0.0259720736723965,0.2135187735162979,87,sgx_0c2f1e287e627bd8f9,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,16))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_393e6f44827ee26050,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,3,3,1,0.0101893984787432,0.0237560324476517,0.2470932943979075,88,sgx_4ddf93c0f35e66d71e,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,16))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_4c3d00558447cd47dd,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,3,3,1,0.0100603332122607,0.0247071369113377,0.3257270568759764,89,sgx_ac1c63fcd34de3feee,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,16))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_e8c050ca94b5544a55,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,3,3,1,0.0093861571474013,0.0357021310609764,0.3984792161307736,90,sgx_f046fd251b74fcaaf9,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,32))",global_long_short_account_ratio_mean;open_interest_last
a7ffcore11e_205fca9713a5ecddcf,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,3,1,0.0124119812644591,0.0390092971922098,0.7634542833201421,91,sgx_c4bfa04c9ac5fcda6b,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),3)),Delta(open_interest_mean,72))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_7036d028e1478c3480,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124688443956682,0.1035265044708179,0.3781119353763701,92,sgx_87fa9f70a8fc2edbe9,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,16))",trade_volume
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124414884001383,0.1081345182230059,0.3791012956707527,93,sgx_6d38c3f41175d91973,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,16))",trade_volume
a7ffcore11e_7f4ddd6ba1891e3a2c,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124193100539067,0.1093366270246046,0.3816577689764729,94,sgx_90ef35bd370bf56c29,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,16))",trade_volume
a7ffcore11e_291f1e0b6c4a8e9909,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,3,2,3,0.0040172041715033,0.2769189466228506,0.4184882052412538,95,sgx_c38a040c54c504d859,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,6))",trade_count;trade_low
a7ffcore11e_5c55acbd5042b16e79,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,3,0.006808929266321,0.1511755033795956,0.4216828090147848,96,sgx_701be48241f5e90c11,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_835cc04ca784ccc502,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,3,0.0117273719650698,0.0117273719650698,0.4625401938587078,97,sgx_1cc18b276698eb011d,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),4)),Delta(open_interest_last,72))",open_interest_last;taker_buy_quote_volume
a7ffcore11e_972c137febb8270f5e,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,3,0.0067347740424255,0.063679375171373,0.6719300455825671,98,sgx_e5a8cc5306e2458733,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),3)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_2c46230d8041995149,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,2,0.0117765105287273,0.0117765105287273,0.1804703647057589,99,sgx_7c7645c909c556a457,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,72))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_49182c09dd3b9c5213,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,2,0.0055770872892252,0.1068786465895747,0.523585235709469,100,sgx_0200dfa0226c0ec56a,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,4))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_e2ef38c0251e5f9d9f,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,3,2,2,0.0397253341052066,0.0397253341052066,0.595697781154408,101,sgx_496833020afc0baf91,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,16))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_669405f740974badf1,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,2,2,0.0084106578790313,0.0084106578790313,0.6265309077820478,102,sgx_f5743becaf914f131c,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),3)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_182f68b6ba2a032d4a,liquidity_like,single,seed_field_mul_delta,3,1,3,0.0114216816978955,0.0114216816978955,0.2391380606311435,103,sgx_4d2c24838ff00b5802,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,72))",trade_volume
a7ffcore11e_08873be32daaf18f8f,liquidity_like,single,seed_field_mul_delta,3,1,3,0.0113755829720913,0.0113755829720913,0.241898256596405,104,sgx_540d11f3aa1e7dc996,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,72))",trade_volume
a7ffcore11e_64b67f614412e6012e,liquidity_like,single,seed_field_mul_delta,3,1,3,0.0114773014489622,0.0114773014489622,0.2756094337323351,105,sgx_8bf2db65b0d3121592,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,72))",trade_volume
a7ffcore11e_2d54ba78481e4e85dd,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,1,3,0.0023860761910655,0.1594169170242641,0.320643553094646,106,sgx_c6d05e51118f98f2a0,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_222dfcdd27367e4bb3,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,3,1,3,0.0062919464711087,0.1501805270157171,0.6038088623745068,107,sgx_82317355e43a66e1c8,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),3)),Delta(open_interest_mean,48))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_3c9e132afdab6a61c6,taker_flow_like|basis_premium_like,gated_sign,seed_field_safe_div,2,2,2,0.0019678910289621,0.1079507376171348,0.4625366202991184,108,sgx_3373a49254b12b68a8,"SafeDiv(Delta(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3),Abs(Delta(mark_index_basis_bps,8)))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_941cf981f5d72cff80,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,2,2,0.0072070939139141,0.1947093337105136,0.6035123749996998,109,sgx_a5269e81ac2e92cb6c,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),3)),Delta(open_interest_last,8))",open_interest_last;taker_buy_quote_volume
a7ffcore11e_601bf2d8981a2d724c,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,2,2,0.009095442714556,0.0694277700144633,0.6206295066903897,110,sgx_145f5510fe8c40644d,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_7c8802ba202be3239e,liquidity_like,single,seed_field_mul_delta,2,2,1,0.0048101679317408,0.0048101679317408,0.3833720460140369,111,sgx_275c4a43d7ece2e689,"Mul(ZScore(Mean(Delta(trade_count_168h,24),3)),Delta(trade_count_168h,48))",trade_count_168h
a7ffcore11e_7a314352756e85ad7a,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,2,1,0.0069110944801273,0.0069110944801273,0.4736262165831822,112,sgx_dd4bc923ac8e5d4a7d,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,48))",open_interest_last;taker_buy_quote_volume
a7ffcore11e_2c8106afb4557ed610,open_interest_like,single,seed_field_mul_delta,2,2,1,0.0108931304727623,0.0108931304727623,0.5304399869232909,113,sgx_20d7e222016529fa43,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),3)),Delta(open_interest_change_24h,8))",open_interest_change_24h
a7ffcore11e_1b46264ece4013083a,open_interest_like,single,seed_field_mul_delta,2,2,1,0.0101867895288183,0.0101867895288183,0.5598851249528168,114,sgx_db57acf5aba097536e,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),4)),Delta(open_interest_change_24h,8))",open_interest_change_24h
a7ffcore11e_fc238d0a2f892c56c8,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,2,2,1,0.0464121292359263,0.0464121292359263,0.6270409590295736,115,sgx_593174e4b58ba6834e,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,24))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_8407a4df527aa176ad,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,2,1,0.007068803304341,0.007068803304341,0.6386002648628202,116,sgx_69a605f17c9e5e2c85,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_c70bbc5022a6f28dd1,liquidity_like,single,seed_field_mul_delta,2,2,1,0.0044206637437305,0.0044206637437305,0.6502742474264047,117,sgx_7311b689faa1bb478f,"Mul(ZScore(Mean(Delta(trade_count_168h,24),2)),Delta(trade_count_168h,48))",trade_count_168h
a7ffcore11e_053df6d3b4eac08f74,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,2,1,0.006951031896826,0.0155947682517269,0.7209974285617521,118,sgx_6dcf956b0c2ddc30e5,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,32))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_e5f7689834367b6808,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,2,2,1,0.0457807735967099,0.0457807735967099,0.7226338877093815,119,sgx_3b189896a1b711b209,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2)),Delta(mark_index_basis_bps,96))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_3de814e190a09da7c5,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,2,2,1,0.04452778656855,0.04452778656855,0.7535018920020767,120,sgx_df8ef0828e17651b32,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,24))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_a632ea315826e6f709,liquidity_like,single,seed_field_mul_delta,2,2,1,0.012386216684927,0.012386216684927,0.7741227838162926,121,sgx_c4c530ae490a57b37f,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,2))",trade_count_168h
a7ffcore11e_64b7c6f83d3aa012b4,liquidity_like,single,seed_field_mul_delta,2,2,1,0.0088989768813252,0.0088989768813252,0.7788588076459025,122,sgx_b983bc9ff0364d7647,"Mul(ZScore(Mean(Delta(trade_count_168h,24),4)),Delta(trade_count_168h,3))",trade_count_168h
a7ffcore11e_6b92d9b2d7581eaead,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,2,2,1,0.0400134994521421,0.0400134994521421,0.7813722373710147,123,sgx_3e6ab410fb538735de,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,12))",mark_index_basis_bps;taker_buy_quote_volume
a7ffcore11e_f8d5c4e118d204c286,liquidity_like,single,seed_field_mul_delta,2,1,2,0.0096507585092483,0.0096507585092483,0.4312938314532953,124,sgx_1df78a67a8ef1d7d10,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,32))",trade_volume
a7ffcore11e_1c0ea6a158e2272181,liquidity_like,single,seed_field_mul_delta,2,1,2,0.0096692670272532,0.0096692670272532,0.484900734570545,125,sgx_946b6d0969a6f95bfc,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,32))",trade_volume
a7ffcore11e_7adbce68940be45d6b,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,1,2,0.005309640775523,0.0701794670123047,0.5059472077605794,126,sgx_025468e7c435ef8091,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),4)),Delta(open_interest_mean,48))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_534bb9195a9174cfa9,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,1,2,0.0050359674043464,0.0503870764750749,0.5064389394203281,127,sgx_8a8fe44789b2f61eb2,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume
a7ffcore11e_a7ceb9c23859d4f00b,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,2,1,2,0.0052831208143369,0.0052831208143369,0.5343437182931124,128,sgx_5dd66f7ebce1aea7e9,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),TSRank(mark_index_basis_bps,24))",mark_index_basis_bps;taker_buy_quote_volume
