derived_feature_id,production_family,base_fields,base_field_families,transform,window_hours,requires_agg_features_available_mask,feature_available_lag_bars,cross_symbol_scope,zero_fill_allowed,missing_as_signal_allowed,same_hour_execution_allowed
Decay_12h__agg_buy_vwap,rolling_self_reproduction,agg_buy_vwap,price_microstructure,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_close_price,rolling_self_reproduction,agg_close_price,price_microstructure,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_close_to_open_bps,rolling_self_reproduction,agg_close_to_open_bps,price_microstructure,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_close_to_open_bps_sum_24h,rolling_self_reproduction,agg_close_to_open_bps_sum_24h,rolling,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_close_to_open_bps_sum_4h,rolling_self_reproduction,agg_close_to_open_bps_sum_4h,rolling,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_cross_symbol_large_notional_share,rolling_self_reproduction,agg_cross_symbol_large_notional_share,cross_symbol,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_cross_symbol_notional_share,rolling_self_reproduction,agg_cross_symbol_notional_share,cross_symbol,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_cross_symbol_signed_flow_share,rolling_self_reproduction,agg_cross_symbol_signed_flow_share,cross_symbol,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_ethusdt_flow_imbalance_4h,rolling_self_reproduction,agg_ethusdt_flow_imbalance_4h,cross_symbol,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_first_agg_trade_id,rolling_self_reproduction,agg_first_agg_trade_id,other,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_first_transact_time_ms,rolling_self_reproduction,agg_first_transact_time_ms,other,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_flow_accel_4h_vs_24h,rolling_self_reproduction,agg_flow_accel_4h_vs_24h,rolling,Decay,12,True,12,same_symbol,False,False,False
Decay_12h__agg_flow_imbalance_notional,rolling_self_reproduction,agg_flow_imbalance_notional,flow,Decay,12,True,12,same_symbol,False,False,False
CrossSymbolRank_core3__agg_avg_agg_trade_notional,cross_symbol_self_reproduction_core3,agg_avg_agg_trade_notional,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_avg_underlying_trade_notional,cross_symbol_self_reproduction_core3,agg_avg_underlying_trade_notional,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_max_trade_notional,cross_symbol_self_reproduction_core3,agg_max_trade_notional,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional,cross_symbol_self_reproduction_core3,agg_notional,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_100_1k,cross_symbol_self_reproduction_core3,agg_notional_100_1k,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_100k_1m,cross_symbol_self_reproduction_core3,agg_notional_100k_1m,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_10k_100k,cross_symbol_self_reproduction_core3,agg_notional_10k_100k,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_1k_10k,cross_symbol_self_reproduction_core3,agg_notional_1k_10k,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_gt_1m,cross_symbol_self_reproduction_core3,agg_notional_gt_1m,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_le_100,cross_symbol_self_reproduction_core3,agg_notional_le_100,activity_liquidity,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_agg_trade_count,cross_symbol_self_reproduction_core3,agg_buy_agg_trade_count,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_notional,cross_symbol_self_reproduction_core3,agg_buy_notional,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_notional_share,cross_symbol_self_reproduction_core3,agg_buy_notional_share,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_quantity,cross_symbol_self_reproduction_core3,agg_buy_quantity,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_sell_notional_ratio,cross_symbol_self_reproduction_core3,agg_buy_sell_notional_ratio,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_underlying_trade_count,cross_symbol_self_reproduction_core3,agg_buy_underlying_trade_count,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_buy_agg_trade_count,cross_symbol_self_reproduction_core3,agg_buy_agg_trade_count,flow,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_buy_notional,cross_symbol_self_reproduction_core3,agg_buy_notional,flow,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_buy_notional_share,cross_symbol_self_reproduction_core3,agg_buy_notional_share,flow,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_buy_quantity,cross_symbol_self_reproduction_core3,agg_buy_quantity,flow,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_large_count_share_100k_plus,cross_symbol_self_reproduction_core3,agg_large_count_share_100k_plus,large_trade,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_large_notional_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_100k_plus,large_trade,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_large_notional_ratio_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_ratio_100k_plus,large_trade,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_large_notional_share_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_share_100k_plus,large_trade,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_large_trade_count_100k_plus,cross_symbol_self_reproduction_core3,agg_large_trade_count_100k_plus,large_trade,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_large_trade_count_ratio_100k_plus,cross_symbol_self_reproduction_core3,agg_large_trade_count_ratio_100k_plus,large_trade,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_large_count_share_100k_plus,cross_symbol_self_reproduction_core3,agg_large_count_share_100k_plus,large_trade,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_large_notional_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_100k_plus,large_trade,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_large_notional_ratio_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_ratio_100k_plus,large_trade,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_large_notional_share_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_share_100k_plus,large_trade,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_buy_sell_vwap_spread_bps,cross_symbol_self_reproduction_core3,agg_buy_sell_vwap_spread_bps,price_microstructure,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_buy_vwap,cross_symbol_self_reproduction_core3,agg_buy_vwap,price_microstructure,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_close_price,cross_symbol_self_reproduction_core3,agg_close_price,price_microstructure,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_close_to_open_bps,cross_symbol_self_reproduction_core3,agg_close_to_open_bps,price_microstructure,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_high_price,cross_symbol_self_reproduction_core3,agg_high_price,price_microstructure,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolZScore_core3__agg_low_price,cross_symbol_self_reproduction_core3,agg_low_price,price_microstructure,CrossSymbolZScore,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_buy_sell_vwap_spread_bps,cross_symbol_self_reproduction_core3,agg_buy_sell_vwap_spread_bps,price_microstructure,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_buy_vwap,cross_symbol_self_reproduction_core3,agg_buy_vwap,price_microstructure,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_close_price,cross_symbol_self_reproduction_core3,agg_close_price,price_microstructure,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_close_to_open_bps,cross_symbol_self_reproduction_core3,agg_close_to_open_bps,price_microstructure,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_avg_trade_notional_24h,cross_symbol_self_reproduction_core3,agg_avg_trade_notional_24h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_avg_trade_notional_4h,cross_symbol_self_reproduction_core3,agg_avg_trade_notional_4h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_close_to_open_bps_sum_24h,cross_symbol_self_reproduction_core3,agg_close_to_open_bps_sum_24h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_close_to_open_bps_sum_4h,cross_symbol_self_reproduction_core3,agg_close_to_open_bps_sum_4h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_flow_accel_4h_vs_24h,cross_symbol_self_reproduction_core3,agg_flow_accel_4h_vs_24h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_flow_imbalance_notional_24h,cross_symbol_self_reproduction_core3,agg_flow_imbalance_notional_24h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_flow_imbalance_notional_4h,cross_symbol_self_reproduction_core3,agg_flow_imbalance_notional_4h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToBTC_core3__agg_large_notional_share_24h,cross_symbol_self_reproduction_core3,agg_large_notional_share_24h,rolling,RelativeToBTC,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToETH_core3__agg_avg_trade_notional_24h,cross_symbol_self_reproduction_core3,agg_avg_trade_notional_24h,rolling,RelativeToETH,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
RelativeToETH_core3__agg_avg_trade_notional_4h,cross_symbol_self_reproduction_core3,agg_avg_trade_notional_4h,rolling,RelativeToETH,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_avg_trade_notional_24h,cross_symbol_self_reproduction_core3,agg_avg_trade_notional_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_avg_trade_notional_4h,cross_symbol_self_reproduction_core3,agg_avg_trade_notional_4h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_sell_vwap_spread_bps,cross_symbol_self_reproduction_core3,agg_buy_sell_vwap_spread_bps,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_buy_vwap,cross_symbol_self_reproduction_core3,agg_buy_vwap,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_close_price,cross_symbol_self_reproduction_core3,agg_close_price,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_close_to_open_bps,cross_symbol_self_reproduction_core3,agg_close_to_open_bps,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_close_to_open_bps_sum_24h,cross_symbol_self_reproduction_core3,agg_close_to_open_bps_sum_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_close_to_open_bps_sum_4h,cross_symbol_self_reproduction_core3,agg_close_to_open_bps_sum_4h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_flow_accel_4h_vs_24h,cross_symbol_self_reproduction_core3,agg_flow_accel_4h_vs_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_flow_imbalance_notional,cross_symbol_self_reproduction_core3,agg_flow_imbalance_notional,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_flow_imbalance_notional_24h,cross_symbol_self_reproduction_core3,agg_flow_imbalance_notional_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_flow_imbalance_notional_4h,cross_symbol_self_reproduction_core3,agg_flow_imbalance_notional_4h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_flow_imbalance_qty,cross_symbol_self_reproduction_core3,agg_flow_imbalance_qty,flow,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_high_price,cross_symbol_self_reproduction_core3,agg_high_price,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_count_share_100k_plus,cross_symbol_self_reproduction_core3,agg_large_count_share_100k_plus,large_trade,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_100k_plus,large_trade,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_ratio_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_ratio_100k_plus,large_trade,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_share_100k_plus,cross_symbol_self_reproduction_core3,agg_large_notional_share_100k_plus,large_trade,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_share_24h,cross_symbol_self_reproduction_core3,agg_large_notional_share_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_share_4h,cross_symbol_self_reproduction_core3,agg_large_notional_share_4h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_sum_24h,cross_symbol_self_reproduction_core3,agg_large_notional_sum_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_notional_sum_4h,cross_symbol_self_reproduction_core3,agg_large_notional_sum_4h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_trade_count_100k_plus,cross_symbol_self_reproduction_core3,agg_large_trade_count_100k_plus,large_trade,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_large_trade_count_ratio_100k_plus,cross_symbol_self_reproduction_core3,agg_large_trade_count_ratio_100k_plus,large_trade,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_low_price,cross_symbol_self_reproduction_core3,agg_low_price,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_accel_4h_vs_24h,cross_symbol_self_reproduction_core3,agg_notional_accel_4h_vs_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_shock_24h_mad,cross_symbol_self_reproduction_core3,agg_notional_shock_24h_mad,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_sum_24h,cross_symbol_self_reproduction_core3,agg_notional_sum_24h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_notional_sum_4h,cross_symbol_self_reproduction_core3,agg_notional_sum_4h,rolling,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
CrossSymbolRank_core3__agg_open_price,cross_symbol_self_reproduction_core3,agg_open_price,price_microstructure,CrossSymbolRank,1,True,1,"BTCUSDT,ETHUSDT,SOLUSDT",False,False,False
Add__agg_flow_imbalance_notional__latest_known_funding_rate,interaction_self_reproduction,agg_flow_imbalance_notional;latest_known_funding_rate,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_flow_imbalance_notional__mark_index_ratio,interaction_self_reproduction,agg_flow_imbalance_notional;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_flow_imbalance_notional__premium_index,interaction_self_reproduction,agg_flow_imbalance_notional;premium_index,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_flow_imbalance_notional__realized_vol_12,interaction_self_reproduction,agg_flow_imbalance_notional;realized_vol_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_flow_imbalance_notional__realized_vol_24,interaction_self_reproduction,agg_flow_imbalance_notional;realized_vol_24,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_flow_imbalance_notional__ret_12,interaction_self_reproduction,agg_flow_imbalance_notional;ret_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_flow_imbalance_notional__ret_6,interaction_self_reproduction,agg_flow_imbalance_notional;ret_6,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__latest_known_funding_rate,interaction_self_reproduction,agg_large_notional_share_100k_plus;latest_known_funding_rate,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__mark_index_ratio,interaction_self_reproduction,agg_large_notional_share_100k_plus;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__premium_index,interaction_self_reproduction,agg_large_notional_share_100k_plus;premium_index,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__realized_vol_12,interaction_self_reproduction,agg_large_notional_share_100k_plus;realized_vol_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__realized_vol_24,interaction_self_reproduction,agg_large_notional_share_100k_plus;realized_vol_24,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__ret_12,interaction_self_reproduction,agg_large_notional_share_100k_plus;ret_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_large_notional_share_100k_plus__ret_6,interaction_self_reproduction,agg_large_notional_share_100k_plus;ret_6,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__latest_known_funding_rate,interaction_self_reproduction,agg_notional;latest_known_funding_rate,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__mark_index_ratio,interaction_self_reproduction,agg_notional;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__premium_index,interaction_self_reproduction,agg_notional;premium_index,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__realized_vol_12,interaction_self_reproduction,agg_notional;realized_vol_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__realized_vol_24,interaction_self_reproduction,agg_notional;realized_vol_24,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__ret_12,interaction_self_reproduction,agg_notional;ret_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_notional__ret_6,interaction_self_reproduction,agg_notional;ret_6,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__latest_known_funding_rate,interaction_self_reproduction,agg_price_range_bps;latest_known_funding_rate,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__mark_index_ratio,interaction_self_reproduction,agg_price_range_bps;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__premium_index,interaction_self_reproduction,agg_price_range_bps;premium_index,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__realized_vol_12,interaction_self_reproduction,agg_price_range_bps;realized_vol_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__realized_vol_24,interaction_self_reproduction,agg_price_range_bps;realized_vol_24,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__ret_12,interaction_self_reproduction,agg_price_range_bps;ret_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_price_range_bps__ret_6,interaction_self_reproduction,agg_price_range_bps;ret_6,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__latest_known_funding_rate,interaction_self_reproduction,agg_signed_flow_z_24h;latest_known_funding_rate,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__mark_index_ratio,interaction_self_reproduction,agg_signed_flow_z_24h;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__premium_index,interaction_self_reproduction,agg_signed_flow_z_24h;premium_index,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__realized_vol_12,interaction_self_reproduction,agg_signed_flow_z_24h;realized_vol_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__realized_vol_24,interaction_self_reproduction,agg_signed_flow_z_24h;realized_vol_24,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__ret_12,interaction_self_reproduction,agg_signed_flow_z_24h;ret_12,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
Add__agg_signed_flow_z_24h__ret_6,interaction_self_reproduction,agg_signed_flow_z_24h;ret_6,aggtrades;market_or_funding_control,Add,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__latest_known_funding_rate,interaction_self_reproduction,agg_flow_imbalance_notional;latest_known_funding_rate,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__mark_index_ratio,interaction_self_reproduction,agg_flow_imbalance_notional;mark_index_ratio,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__premium_index,interaction_self_reproduction,agg_flow_imbalance_notional;premium_index,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__realized_vol_12,interaction_self_reproduction,agg_flow_imbalance_notional;realized_vol_12,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__realized_vol_24,interaction_self_reproduction,agg_flow_imbalance_notional;realized_vol_24,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__ret_12,interaction_self_reproduction,agg_flow_imbalance_notional;ret_12,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_flow_imbalance_notional__ret_6,interaction_self_reproduction,agg_flow_imbalance_notional;ret_6,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_large_notional_share_100k_plus__latest_known_funding_rate,interaction_self_reproduction,agg_large_notional_share_100k_plus;latest_known_funding_rate,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_large_notional_share_100k_plus__mark_index_ratio,interaction_self_reproduction,agg_large_notional_share_100k_plus;mark_index_ratio,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
HorizonSpread__agg_large_notional_share_100k_plus__premium_index,interaction_self_reproduction,agg_large_notional_share_100k_plus;premium_index,aggtrades;market_or_funding_control,HorizonSpread,1,True,1,same_symbol,False,False,False
