candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z2_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,error,selected_by_z2r,was_z1_selected
a7al2z1_0386c9296c09b948,"Mul(Rank(Delta(trade_close,24)),StateMask(is_major,True))",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,is_major|trade_close,Delta|Mul|Rank|StateMask,24,skeleton-39f3dd949289b52b,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_major|trade_close::Delta|Mul|Rank|StateMask::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9981529924692826,0.031270598886568135,True,0.0,1.0,,True,True
a7al2z1_004c9dd933b4db99,"GroupNeutralize(Rank(Mean(trade_return_1h,24)),meme_contract_group)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,meme_contract_group|trade_return_1h,GroupNeutralize|Mean|Rank,24,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::meme_contract_group|trade_return_1h::GroupNeutralize|Mean|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9658343242172017,0.9997281270518713,True,-0.7951388888888888,0.7829861111111112,,True,True
a7al2z1_0af56f127a97400c,"GroupNeutralize(Rank(Delta(trade_quote_volume,72)),is_multiplier_contract)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,liquidity|state,is_multiplier_contract|trade_quote_volume,Delta|GroupNeutralize|Rank,72,skeleton-9e5102bc8c5145d1,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_multiplier_contract|trade_quote_volume::Delta|GroupNeutralize|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9958699960364645,0.9997845839734456,True,-0.7929687500000001,0.8033854166666667,,True,True
a7al2z1_005d486584e1be09,"LatentNeutralRank(Delta(trade_return_1h,168),liquidity_tier)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,liquidity_tier|trade_return_1h,Delta|LatentNeutralRank,168,skeleton-a220964b88723329,a7al2z1::Z5_latent_listing_meme_neutral_structure::liquidity_tier|trade_return_1h::Delta|LatentNeutralRank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9911613158937772,1.0,True,0.025,1.0,,True,True
a7al2z1_b0dd378cc83bc98d,"Mul(Rank(Delta(trade_close,24)),StateMask(is_major,False))",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,is_major|trade_close,Delta|Mul|Rank|StateMask,24,skeleton-c6f5003dd4ca89ac,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_major|trade_close::Delta|Mul|Rank|StateMask::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9981529924692826,0.9687294011134319,True,0.0,1.0,,True,True
a7al2z1_0cca9c23694b9dbf,"GroupNeutralize(Rank(Mean(funding_rate,168)),is_major)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,funding|state,funding_rate|is_major,GroupNeutralize|Mean|Rank,168,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::funding_rate|is_major::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.2171076099881094,0.9822642112229296,True,-0.4838709677419356,0.4838709677419356,,True,True
a7al2z1_0ddfc97ce32b9dfa,"GroupNeutralize(Rank(Mean(kline_taker_buy_quote_share,168)),liquidity_tier)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,kline_taker_buy_quote_share|liquidity_tier,GroupNeutralize|Mean|Rank,168,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::kline_taker_buy_quote_share|liquidity_tier::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.99824811732065,0.9993349427058105,True,-0.6600378787878787,0.6638888888888888,,True,True
a7al2z1_0fc99fee450106a3,"GroupNeutralize(Rank(Mean(funding_rate,168)),is_multiplier_contract)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,funding|state,funding_rate|is_multiplier_contract,GroupNeutralize|Mean|Rank,168,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::funding_rate|is_multiplier_contract::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.2171076099881094,0.9955820268820885,True,-0.5714285714285714,0.5873015873015872,,True,True
a7al2z1_10e7ea791cb19f18,"GroupNeutralize(Rank(Mean(premium_close_bps,168)),is_major)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,is_major|premium_close_bps,GroupNeutralize|Mean|Rank,168,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_major|premium_close_bps::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9979349980182323,0.9997438229558462,True,-0.5347222222222222,0.6493055555555556,,True,True
a7al2z1_05cb14fd13b15aaf,"LatentNeutralRank(Delta(premium_close_bps,168),is_major)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,is_major|premium_close_bps,Delta|LatentNeutralRank,168,skeleton-a220964b88723329,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_major|premium_close_bps::Delta|LatentNeutralRank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9908477011494253,1.0,True,0.010752688172043012,1.0,,True,True
a7al2z1_09b1fbc8c05e55a3,"LatentNeutralRank(Delta(kline_taker_buy_quote_share,72),liquidity_tier)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,kline_taker_buy_quote_share|liquidity_tier,Delta|LatentNeutralRank,72,skeleton-a220964b88723329,a7al2z1::Z5_latent_listing_meme_neutral_structure::kline_taker_buy_quote_share|liquidity_tier::Delta|LatentNeutralRank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9957748711850971,1.0,True,0.025,1.0,,True,True
a7al2z1_0aff895c0c066a06,"LatentNeutralRank(Delta(premium_close_bps,24),meme_contract_group)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,meme_contract_group|premium_close_bps,Delta|LatentNeutralRank,24,skeleton-a220964b88723329,a7al2z1::Z5_latent_listing_meme_neutral_structure::meme_contract_group|premium_close_bps::Delta|LatentNeutralRank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9665551922314705,1.0,True,0.011494252873563218,1.0,,True,True
a7al2z1_1a80d28ea99d99c1,"GroupNeutralize(Rank(Mean(kline_taker_buy_quote_share,72)),meme_contract_group)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,kline_taker_buy_quote_share|meme_contract_group,GroupNeutralize|Mean|Rank,72,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::kline_taker_buy_quote_share|meme_contract_group::GroupNeutralize|Mean|Rank::72,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9670323028141102,0.9997212912004869,True,-0.671875,0.6197916666666667,,True,False
a7al2z1_1b2c2d5174c6f84b,"GroupNeutralize(Rank(Mean(trade_return_1h,24)),is_major)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,is_major|trade_return_1h,GroupNeutralize|Mean|Rank,24,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_major|trade_return_1h::GroupNeutralize|Mean|Rank::24,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9970114942528736,0.9994419509751695,True,-0.5868055555555557,0.6423611111111112,,True,False
a7al2z1_1f4ca8929e6e8cc5,"GroupNeutralize(Rank(Mean(trade_return_1h,168)),meme_contract_group)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,meme_contract_group|trade_return_1h,GroupNeutralize|Mean|Rank,168,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::meme_contract_group|trade_return_1h::GroupNeutralize|Mean|Rank::168,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9669862267142291,0.9997463834016903,True,-0.78125,0.7777777777777778,,True,False
a7al2z1_23b1d0ac27d832c5,"GroupNeutralize(Rank(Mean(trade_return_1h,24)),is_multiplier_contract)",Z5_latent_listing_meme_neutral_structure,a7al2z1_broader_non_oi_dry_generation,price|state,is_multiplier_contract|trade_return_1h,GroupNeutralize|Mean|Rank,24,skeleton-863eea93f4c0da02,a7al2z1::Z5_latent_listing_meme_neutral_structure::is_multiplier_contract|trade_return_1h::GroupNeutralize|Mean|Rank::24,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9970114942528736,0.9997828428995095,True,-0.8151041666666667,0.8190104166666667,,True,False
a7al2z1_022696773a4db40a,"Mul(Winsor(ZScore(Delta(kline_taker_buy_quote_share,168))),Winsor(ZScore(Delta(trade_quote_volume,168))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_quote_volume,Delta|Mul|Winsor|ZScore,168,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_quote_volume::Delta|Mul|Winsor|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9912088783194609,1.0,True,-18.7040269085091,17.90025295451603,,True,True
a7al2z1_00e51d0c16d23273,"Sub(Rank(Mean(kline_taker_buy_quote_share,72)),Rank(Mean(trade_count,72)))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_count,Mean|Rank|Sub,72,skeleton-612ffe194eccb811,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_count::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.99824811732065,0.9898871586370097,True,-0.9583333333333334,0.9895833333333334,,True,True
a7al2z1_036a53956e2e1cbc,"Sub(Rank(Delta(premium_close_bps,12)),Rank(Delta(trade_quote_volume,12)))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|liquidity,premium_close_bps|trade_quote_volume,Delta|Rank|Sub,12,skeleton-8ad46b9059e6381f,a7al2z1::Z6_cross_sectional_relative_flow_value::premium_close_bps|trade_quote_volume::Delta|Rank|Sub::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9983447284978201,0.9910508823811114,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_017c52a9124fe10a,"Mul(Winsor(ZScore(Mean(kline_taker_buy_quote_share,168))),Winsor(ZScore(Mean(trade_quote_volume,168))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_quote_volume,Mean|Mul|Winsor|ZScore,168,skeleton-f59f8b03ae1fd3c4,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_quote_volume::Mean|Mul|Winsor|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.99824811732065,1.0,True,-5.8456033038490185,15.651614803558036,,True,True
a7al2z1_13d19a1667964593,"Mul(Winsor(ZScore(Delta(kline_taker_buy_quote_share,72))),Winsor(ZScore(Delta(trade_quote_volume,72))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_quote_volume,Delta|Mul|Winsor|ZScore,72,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_quote_volume::Delta|Mul|Winsor|ZScore::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9957748711850971,1.0,True,-16.674535197120708,21.115035817600337,,True,True
a7al2z1_1617b5a80d0dead0,"Mul(Winsor(ZScore(Delta(kline_taker_buy_quote_share,12))),Winsor(ZScore(Delta(trade_count,12))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_count,Delta|Mul|Winsor|ZScore,12,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_count::Delta|Mul|Winsor|ZScore::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9986286167261197,1.0,True,-13.377643355364267,15.40858156195614,,True,True
a7al2z1_1b33164d3d0876e4,"Mul(Winsor(ZScore(Delta(premium_close_bps,168))),Winsor(ZScore(Delta(trade_count,168))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|liquidity,premium_close_bps|trade_count,Delta|Mul|Winsor|ZScore,168,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::premium_close_bps|trade_count::Delta|Mul|Winsor|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9908477011494253,0.9999989999634986,True,-25.0,25.0,,True,True
a7al2z1_0bf765bff717fa80,"Sub(Rank(Mean(premium_close_bps,72)),Rank(Mean(trade_quote_volume,72)))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|liquidity,premium_close_bps|trade_quote_volume,Mean|Rank|Sub,72,skeleton-612ffe194eccb811,a7al2z1::Z6_cross_sectional_relative_flow_value::premium_close_bps|trade_quote_volume::Mean|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9978874355925486,0.9926712992568526,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_0fd16e7942d2078a,"Sub(Rank(Mean(kline_taker_buy_quote_share,168)),Rank(Mean(trade_count,168)))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_count,Mean|Rank|Sub,168,skeleton-612ffe194eccb811,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_count::Mean|Rank|Sub::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.99824811732065,0.9897357836558696,True,-0.9583333333333333,0.9895833333333334,,True,True
a7al2z1_1a25aa8de91a9468,"Sub(Rank(Delta(premium_close_bps,168)),Rank(Delta(trade_quote_volume,168)))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|liquidity,premium_close_bps|trade_quote_volume,Delta|Rank|Sub,168,skeleton-8ad46b9059e6381f,a7al2z1::Z6_cross_sectional_relative_flow_value::premium_close_bps|trade_quote_volume::Delta|Rank|Sub::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9908477011494253,0.9911951786240197,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_204629f4e12b80c6,"Sub(Rank(Delta(kline_taker_buy_quote_share,72)),Rank(Delta(trade_quote_volume,72)))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_quote_volume,Delta|Rank|Sub,72,skeleton-8ad46b9059e6381f,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_quote_volume::Delta|Rank|Sub::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9957748711850971,0.990931263284428,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_01eb948accd99651,"Mul(Winsor(ZScore(Mean(funding_rate,168))),Winsor(ZScore(Mean(trade_quote_volume,168))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,funding|liquidity,funding_rate|trade_quote_volume,Mean|Mul|Winsor|ZScore,168,skeleton-f59f8b03ae1fd3c4,a7al2z1::Z6_cross_sectional_relative_flow_value::funding_rate|trade_quote_volume::Mean|Mul|Winsor|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.2171076099881094,1.0,True,-2.174863026256484,0.7790463297441271,,True,True
a7al2z1_0fcbc877f2d29469,"Mul(Winsor(ZScore(Mean(kline_taker_buy_quote_share,168))),Winsor(ZScore(Mean(trade_count,168))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_count,Mean|Mul|Winsor|ZScore,168,skeleton-f59f8b03ae1fd3c4,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_count::Mean|Mul|Winsor|ZScore::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.99824811732065,1.0,True,-5.852011266296646,13.230202231025165,,True,True
a7al2z1_24cfcbbb1bcf9730,"Mul(Winsor(ZScore(Delta(kline_taker_buy_quote_share,24))),Winsor(ZScore(Delta(trade_quote_volume,24))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_quote_volume,Delta|Mul|Winsor|ZScore,24,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_quote_volume::Delta|Mul|Winsor|ZScore::24,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9980578676179152,1.0,True,-15.547783394483261,19.511256777261472,,True,False
a7al2z1_39d030d29daac6a0,"Mul(Winsor(ZScore(Delta(kline_taker_buy_quote_share,168))),Winsor(ZScore(Delta(trade_count,168))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,liquidity|taker_flow,kline_taker_buy_quote_share|trade_count,Delta|Mul|Winsor|ZScore,168,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::kline_taker_buy_quote_share|trade_count::Delta|Mul|Winsor|ZScore::168,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9912088783194609,0.9999995001639462,True,-16.669085779704897,14.960085054294392,,True,False
a7al2z1_48908d48160b5a00,"Mul(Winsor(ZScore(Delta(premium_close_bps,72))),Winsor(ZScore(Delta(trade_count,72))))",Z6_cross_sectional_relative_flow_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|liquidity,premium_close_bps|trade_count,Delta|Mul|Winsor|ZScore,72,skeleton-0f95d494e3163e7b,a7al2z1::Z6_cross_sectional_relative_flow_value::premium_close_bps|trade_count::Delta|Mul|Winsor|ZScore::72,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9954612564407451,0.9999990045982583,True,-25.0,25.0,,True,False
a7al2z1_018817ae666ed4d9,"GroupNeutralize(Rank(Mean(trade_return_1h,168)),R0_market_trend_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,price|state,R0_market_trend_state|trade_return_1h,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z7_market_regime_price_breadth::R0_market_trend_state|trade_return_1h::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9696155370590567,0.9999243768241536,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_0875cd9b66cbe595,"LatentNeutralRank(Delta(trade_close,168),R9_alt_vs_major_dispersion_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,price|state,R9_alt_vs_major_dispersion_state|trade_close,Delta|LatentNeutralRank,168,skeleton-619f11aa0aaa14be,a7al2z1::Z7_market_regime_price_breadth::R9_alt_vs_major_dispersion_state|trade_close::Delta|LatentNeutralRank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9627665477606024,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_023c3eb119930eae,"GroupNeutralize(Rank(Delta(trade_close,24)),R1_market_volatility_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,price|state,R1_market_volatility_state|trade_close,Delta|GroupNeutralize|Rank,24,skeleton-93ce4b9755fbcc1f,a7al2z1::Z7_market_regime_price_breadth::R1_market_volatility_state|trade_close::Delta|GroupNeutralize|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9684978200554895,0.9993528802710844,True,-0.49479166666666713,0.4947916666666671,,True,True
a7al2z1_0e5f5a182e10ee48,"GroupNeutralize(Rank(Mean(trade_return_1h,168)),R10_stress_proxy_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,price|state,R10_stress_proxy_state|trade_return_1h,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z7_market_regime_price_breadth::R10_stress_proxy_state|trade_return_1h::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9696155370590567,0.9999243768241536,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_120125abf0574ba1,"GroupNeutralize(Rank(Mean(premium_close_bps,72)),R2_market_breadth_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R2_market_breadth_state|premium_close_bps,GroupNeutralize|Mean|Rank,72,skeleton-2d05b222193f0313,a7al2z1::Z7_market_regime_price_breadth::R2_market_breadth_state|premium_close_bps::GroupNeutralize|Mean|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.969302417756639,0.9995522479605815,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_1c8bf33dd2cf151a,"GroupNeutralize(Rank(Mean(trade_close,168)),R10_stress_proxy_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,price|state,R10_stress_proxy_state|trade_close,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z7_market_regime_price_breadth::R10_stress_proxy_state|trade_close::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9696630994847404,0.9999243805335055,True,-0.49479166666666713,0.49479166666666696,,True,True
a7al2z1_0d64b81aeb0a9836,"LatentNeutralRank(Delta(trade_return_1h,168),R2_market_breadth_state)",Z7_market_regime_price_breadth,a7al2z1_broader_non_oi_dry_generation,price|state,R2_market_breadth_state|trade_return_1h,Delta|LatentNeutralRank,168,skeleton-619f11aa0aaa14be,a7al2z1::Z7_market_regime_price_breadth::R2_market_breadth_state|trade_return_1h::Delta|LatentNeutralRank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9627189853349187,1.0,True,0.010416666666666666,1.0,,True,True
