candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z2_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,error,selected_by_z2r,was_z1_selected
a7al2z1_0713ad23e3e4f1a1,"Mul(Winsor(ZScore(Delta(trade_quote_volume,168))),Neg(Winsor(ZScore(Delta(trade_close,24)))))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity|price,trade_close|trade_quote_volume,Delta|Mul|Neg|Winsor|ZScore,24|168,skeleton-2f7931a1701c8dd4,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_close|trade_quote_volume::Delta|Mul|Neg|Winsor|ZScore::24|168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9913040031708283,1.0,True,-25.0,25.0,,True,True
a7al2z1_0a1bb022b33cf015,"Rank(Mean(trade_count,12))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity,trade_count,Mean|Rank,12,skeleton-361a8342adc82420,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_count::Mean|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9987713040031708,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_0cee318f9177279a,"Rank(Mean(taker_buy_quote_volume,168))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,taker_buy_quote_volume,Mean|Rank,168,skeleton-361a8342adc82420,a7al2z1::Z2_liquidity_taker_microstructure_lite::taker_buy_quote_volume::Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.99824811732065,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_04308808db9785c7,"Rank(Delta(kline_taker_buy_quote_share,12))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,kline_taker_buy_quote_share,Delta|Rank,12,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::kline_taker_buy_quote_share::Delta|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9986286167261197,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_06179c2b2c6fa22c,"Rank(Delta(taker_buy_sell_volume_ratio_last,12))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,taker_flow,taker_buy_sell_volume_ratio_last,Delta|Rank,12,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::taker_buy_sell_volume_ratio_last::Delta|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9978200554894966,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_07b10f27debc2020,"Rank(Delta(trade_quote_volume,24))",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,liquidity,trade_quote_volume,Delta|Rank,24,skeleton-377d45dadd905908,a7al2z1::Z2_liquidity_taker_microstructure_lite::trade_quote_volume::Delta|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9981529924692826,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_03845c7516491252,"GroupNeutralize(Rank(Delta(taker_buy_quote_volume,24)),R3_liquidity_cycle_state)",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,R3_liquidity_cycle_state|taker_buy_quote_volume,Delta|GroupNeutralize|Rank,24,skeleton-93ce4b9755fbcc1f,a7al2z1::Z2_liquidity_taker_microstructure_lite::R3_liquidity_cycle_state|taker_buy_quote_volume::Delta|GroupNeutralize|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9696155370590567,0.9999243768241536,True,-0.49479166666666713,0.4947916666666671,,True,True
a7al2z1_0a75fb1c32beed6e,"GroupNeutralize(Rank(Delta(taker_buy_sell_volume_ratio_last,12)),R3_liquidity_cycle_state)",Z2_liquidity_taker_microstructure_lite,a7al2z1_broader_non_oi_dry_generation,state|taker_flow,R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last,Delta|GroupNeutralize|Rank,12,skeleton-93ce4b9755fbcc1f,a7al2z1::Z2_liquidity_taker_microstructure_lite::R3_liquidity_cycle_state|taker_buy_sell_volume_ratio_last::Delta|GroupNeutralize|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9687227506936187,0.9999243071289388,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_07407de3ca8314db,"Mul(Winsor(ZScore(Delta(mark_index_basis_bps,48))),Neg(Winsor(ZScore(Delta(trade_close,48)))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_index_basis_bps|trade_close,Delta|Mul|Neg|Winsor|ZScore,48,skeleton-2f7931a1701c8dd4,a7al2z1::Z3_basis_price_trend_reversal::mark_index_basis_bps|trade_close::Delta|Mul|Neg|Winsor|ZScore::48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9962386048355133,1.0,True,-19.171230500539412,17.404387456877352,,True,True
a7al2z1_01ee540865d7b89c,"Sub(Rank(Mean(mark_index_basis_bps,24)),Rank(Delta(trade_close,24)))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_index_basis_bps|trade_close,Delta|Mean|Rank|Sub,24,skeleton-33e3a49123adc7df,a7al2z1::Z3_basis_price_trend_reversal::mark_index_basis_bps|trade_close::Delta|Mean|Rank|Sub::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9974048751486326,0.9903172223596511,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_058a56eed1333ef3,"Sub(Rank(Delta(premium_close_bps,168)),Rank(Delta(trade_close,168)))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,premium_close_bps|trade_close,Delta|Rank|Sub,168,skeleton-8ad46b9059e6381f,a7al2z1::Z3_basis_price_trend_reversal::premium_close_bps|trade_close::Delta|Rank|Sub::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9908477011494253,0.991016672108532,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_0646a16788eadb60,"GroupNeutralize(Rank(Delta(mark_index_basis_bps,48)),R0_market_trend_state)",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R0_market_trend_state|mark_index_basis_bps,Delta|GroupNeutralize|Rank,48,skeleton-93ce4b9755fbcc1f,a7al2z1::Z3_basis_price_trend_reversal::R0_market_trend_state|mark_index_basis_bps::Delta|GroupNeutralize|Rank::48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9677011494252874,0.9991178614873583,True,-0.49479166666666713,0.4947916666666671,,True,True
a7al2z1_10e42708fc0ba025,"Mul(Rank(Delta(mark_trade_basis_bps,168)),Neg(Rank(Delta(trade_close,168))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_trade_basis_bps|trade_close,Delta|Mul|Neg|Rank,168,skeleton-d8c77be249a1b7db,a7al2z1::Z3_basis_price_trend_reversal::mark_trade_basis_bps|trade_close::Delta|Mul|Neg|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9913040031708283,1.0,True,-1.0,-0.00010850694444444444,,True,True
a7al2z1_2593267a5a5495c0,"Mul(Winsor(ZScore(Delta(mark_index_basis_bps,24))),Neg(Winsor(ZScore(Delta(trade_close,24)))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_index_basis_bps|trade_close,Delta|Mul|Neg|Winsor|ZScore,24,skeleton-2f7931a1701c8dd4,a7al2z1::Z3_basis_price_trend_reversal::mark_index_basis_bps|trade_close::Delta|Mul|Neg|Winsor|ZScore::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9974038842647641,1.0,True,-25.0,25.0,,True,True
a7al2z1_1d5101fd76f007d7,"Sub(Rank(Mean(mark_trade_basis_bps,48)),Rank(Delta(trade_close,48)))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_trade_basis_bps|trade_close,Delta|Mean|Rank|Sub,48,skeleton-33e3a49123adc7df,a7al2z1::Z3_basis_price_trend_reversal::mark_trade_basis_bps|trade_close::Delta|Mean|Rank|Sub::48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9970114942528736,0.9897965978389639,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_1080aea723374d03,"Sub(Rank(Delta(mark_index_basis_bps,48)),Rank(Delta(index_close,48)))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,index_close|mark_index_basis_bps,Delta|Rank|Sub,48,skeleton-8ad46b9059e6381f,a7al2z1::Z3_basis_price_trend_reversal::index_close|mark_index_basis_bps::Delta|Rank|Sub::48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9962386048355133,0.9904958603705575,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_1d5813e7f30ddb28,"Sub(Rank(Delta(mark_index_basis_bps,24)),Rank(Delta(index_close,24)))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,index_close|mark_index_basis_bps,Delta|Rank|Sub,24,skeleton-8ad46b9059e6381f,a7al2z1::Z3_basis_price_trend_reversal::index_close|mark_index_basis_bps::Delta|Rank|Sub::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9974038842647641,0.9904572910250551,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_2332ae0a674eb61e,"Sub(Rank(Delta(mark_trade_basis_bps,168)),Rank(Delta(trade_close,168)))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_trade_basis_bps|trade_close,Delta|Rank|Sub,168,skeleton-8ad46b9059e6381f,a7al2z1::Z3_basis_price_trend_reversal::mark_trade_basis_bps|trade_close::Delta|Rank|Sub::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9913040031708283,0.990932844473943,True,-0.9895833333333334,0.9895833333333334,,True,True
a7al2z1_0e3e0240604d5ce6,"GroupNeutralize(Rank(Delta(mark_index_basis_bps,12)),R0_market_trend_state)",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R0_market_trend_state|mark_index_basis_bps,Delta|GroupNeutralize|Rank,12,skeleton-93ce4b9755fbcc1f,a7al2z1::Z3_basis_price_trend_reversal::R0_market_trend_state|mark_index_basis_bps::Delta|GroupNeutralize|Rank::12,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9688902100673801,0.9991598520766943,True,-0.49479166666666713,0.4947916666666671,,True,True
a7al2z1_2193f2355135ba3d,"GroupNeutralize(Rank(Delta(premium_close_bps,168)),R0_market_trend_state)",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R0_market_trend_state|premium_close_bps,Delta|GroupNeutralize|Rank,168,skeleton-93ce4b9755fbcc1f,a7al2z1::Z3_basis_price_trend_reversal::R0_market_trend_state|premium_close_bps::Delta|GroupNeutralize|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9623102457391993,0.99793701060635,True,-0.49479166666666724,0.4947916666666672,,True,True
a7al2z1_118d9e3951e724ca,"Mul(Rank(Delta(mark_index_basis_bps,48)),Neg(Rank(Delta(index_close,48))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,index_close|mark_index_basis_bps,Delta|Mul|Neg|Rank,48,skeleton-d8c77be249a1b7db,a7al2z1::Z3_basis_price_trend_reversal::index_close|mark_index_basis_bps::Delta|Mul|Neg|Rank::48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9962386048355133,1.0,True,-1.0,-0.00010850694444444444,,True,True
a7al2z1_1596b15a56aa40e3,"Mul(Rank(Delta(premium_close_bps,48)),Neg(Rank(Delta(trade_close,48))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,premium_close_bps|trade_close,Delta|Mul|Neg|Rank,48,skeleton-d8c77be249a1b7db,a7al2z1::Z3_basis_price_trend_reversal::premium_close_bps|trade_close::Delta|Mul|Neg|Rank::48,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9966146452635751,1.0,True,-1.0,-0.00010850694444444444,,True,True
a7al2z1_1e1f29f96b2684ea,"Mul(Rank(Delta(mark_index_basis_bps,168)),Neg(Rank(Delta(trade_close,168))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,mark_index_basis_bps|trade_close,Delta|Mul|Neg|Rank,168,skeleton-d8c77be249a1b7db,a7al2z1::Z3_basis_price_trend_reversal::mark_index_basis_bps|trade_close::Delta|Mul|Neg|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9904122076892589,1.0,True,-1.0,-0.00010850694444444444,,True,True
a7al2z1_25a51da6deb9bdc6,"Mul(Rank(Delta(mark_index_basis_bps,24)),Neg(Rank(Delta(index_close,24))))",Z3_basis_price_trend_reversal,a7al2z1_broader_non_oi_dry_generation,basis_premium|price,index_close|mark_index_basis_bps,Delta|Mul|Neg|Rank,24,skeleton-d8c77be249a1b7db,a7al2z1::Z3_basis_price_trend_reversal::index_close|mark_index_basis_bps::Delta|Mul|Neg|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9974038842647641,1.0,True,-1.0,-0.00010850694444444444,,True,True
a7al2z1_000f7a58ee0cecab,"GroupNeutralize(Rank(Mean(trade_quote_volume,168)),R10_stress_proxy_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,liquidity|state,R10_stress_proxy_state|trade_quote_volume,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R10_stress_proxy_state|trade_quote_volume::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9696630994847404,0.9999243805335055,True,-0.49479166666666713,0.4947916666666671,,True,True
a7al2z1_00031079a29042a5,"LatentNeutralRank(Delta(mark_index_basis_bps,24),R10_stress_proxy_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R10_stress_proxy_state|mark_index_basis_bps,Delta|LatentNeutralRank,24,skeleton-619f11aa0aaa14be,a7al2z1::Z4_upper_regime_relative_value::R10_stress_proxy_state|mark_index_basis_bps::Delta|LatentNeutralRank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9688664288545382,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_01144b6aeae51153,"GroupNeutralize(Rank(Delta(mark_index_basis_bps,72)),R1_market_volatility_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R1_market_volatility_state|mark_index_basis_bps,Delta|GroupNeutralize|Rank,72,skeleton-93ce4b9755fbcc1f,a7al2z1::Z4_upper_regime_relative_value::R1_market_volatility_state|mark_index_basis_bps::Delta|GroupNeutralize|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9665358699960365,0.9990870674206604,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_02f0aa46165930ef,"GroupNeutralize(Rank(Mean(premium_close_bps,72)),R3_liquidity_cycle_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R3_liquidity_cycle_state|premium_close_bps,GroupNeutralize|Mean|Rank,72,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R3_liquidity_cycle_state|premium_close_bps::GroupNeutralize|Mean|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.969302417756639,0.9995522479605815,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_03adf58750b956c5,"GroupNeutralize(Rank(Mean(mark_index_basis_bps,72)),R5_basis_premium_dislocation_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R5_basis_premium_dislocation_state|mark_index_basis_bps,GroupNeutralize|Mean|Rank,72,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R5_basis_premium_dislocation_state|mark_index_basis_bps::GroupNeutralize|Mean|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.968962544589774,0.9992013310467472,True,-0.49479166666666713,0.4947916666666671,,True,True
a7al2z1_09d7f79331848fdb,"GroupNeutralize(Rank(Mean(mark_index_basis_bps,24)),R5_basis_premium_dislocation_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R5_basis_premium_dislocation_state|mark_index_basis_bps,GroupNeutralize|Mean|Rank,24,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R5_basis_premium_dislocation_state|mark_index_basis_bps::GroupNeutralize|Mean|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9689149821640903,0.9991522035038847,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_09e2fd4a441553b4,"GroupNeutralize(Rank(Mean(mark_index_basis_bps,24)),R0_market_trend_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R0_market_trend_state|mark_index_basis_bps,GroupNeutralize|Mean|Rank,24,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R0_market_trend_state|mark_index_basis_bps::GroupNeutralize|Mean|Rank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.968868410622275,0.9991521627520245,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_0b6e676dd75c1780,"GroupNeutralize(Rank(Mean(premium_close_bps,72)),R0_market_trend_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R0_market_trend_state|premium_close_bps,GroupNeutralize|Mean|Rank,72,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R0_market_trend_state|premium_close_bps::GroupNeutralize|Mean|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9692558462148236,0.9995522264466511,True,-0.49479166666666713,0.4947916666666672,,True,True
a7al2z1_13af2e476c2f9448,"GroupNeutralize(Rank(Mean(funding_rate,168)),R2_market_breadth_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,funding|state,R2_market_breadth_state|funding_rate,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R2_market_breadth_state|funding_rate::GroupNeutralize|Mean|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.21600178359096314,0.9823385583676241,True,-0.4838709677419356,0.4838709677419356,,True,True
a7al2z1_013bc4e85cf82308,"LatentNeutralRank(Delta(trade_quote_volume,24),R2_market_breadth_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,liquidity|state,R2_market_breadth_state|trade_quote_volume,Delta|LatentNeutralRank,24,skeleton-619f11aa0aaa14be,a7al2z1::Z4_upper_regime_relative_value::R2_market_breadth_state|trade_quote_volume::Delta|LatentNeutralRank::24,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9696155370590567,1.0,True,0.010416666666666666,1.0,,True,True
a7al2z1_0417b7031aaf2f21,"GroupNeutralize(Rank(Delta(premium_close_bps,72)),R0_market_trend_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R0_market_trend_state|premium_close_bps,Delta|GroupNeutralize|Rank,72,skeleton-93ce4b9755fbcc1f,a7al2z1::Z4_upper_regime_relative_value::R0_market_trend_state|premium_close_bps::Delta|GroupNeutralize|Rank::72,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9669238010305192,0.997793649337813,True,-0.49479166666666724,0.4947916666666673,,True,True
a7al2z1_08a69b564ec2fd77,"GroupNeutralize(Rank(Delta(premium_close_bps,168)),R3_liquidity_cycle_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R3_liquidity_cycle_state|premium_close_bps,Delta|GroupNeutralize|Rank,168,skeleton-93ce4b9755fbcc1f,a7al2z1::Z4_upper_regime_relative_value::R3_liquidity_cycle_state|premium_close_bps::Delta|GroupNeutralize|Rank::168,True,True,True,True,True,,selected_for_future_non_oi_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9623102457391993,0.99793701060635,True,-0.49479166666666724,0.4947916666666672,,True,True
a7al2z1_1f7b91b01c23c231,"GroupNeutralize(Rank(Mean(premium_close_bps,24)),R2_market_breadth_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R2_market_breadth_state|premium_close_bps,GroupNeutralize|Mean|Rank,24,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R2_market_breadth_state|premium_close_bps::GroupNeutralize|Mean|Rank::24,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9692786365437971,0.9995277020147292,True,-0.49479166666666713,0.4947916666666672,,True,False
a7al2z1_272ab0e782d365d1,"GroupNeutralize(Rank(Mean(trade_quote_volume,168)),R1_market_volatility_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,liquidity|state,R1_market_volatility_state|trade_quote_volume,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R1_market_volatility_state|trade_quote_volume::GroupNeutralize|Mean|Rank::168,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9684988109393579,0.9999242896269627,True,-0.49479166666666713,0.4947916666666671,,True,False
a7al2z1_27b834f852d4445d,"GroupNeutralize(Rank(Mean(funding_rate,168)),R0_market_trend_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,funding|state,R0_market_trend_state|funding_rate,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R0_market_trend_state|funding_rate::GroupNeutralize|Mean|Rank::168,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.21600178359096314,0.9823385583676241,True,-0.4838709677419356,0.4838709677419356,,True,False
a7al2z1_28f1910fe86e39c5,"GroupNeutralize(Rank(Mean(premium_close_bps,168)),R3_liquidity_cycle_state)",Z4_upper_regime_relative_value,a7al2z1_broader_non_oi_dry_generation,basis_premium|state,R3_liquidity_cycle_state|premium_close_bps,GroupNeutralize|Mean|Rank,168,skeleton-2d05b222193f0313,a7al2z1::Z4_upper_regime_relative_value::R3_liquidity_cycle_state|premium_close_bps::GroupNeutralize|Mean|Rank::168,True,True,True,True,False,,dry_generated_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True,True,0.9693499801823227,0.9996013362391492,True,-0.49479166666666713,0.4947916666666672,,True,False
