object,may_hours,may_total_return_sum,may_mean_hour,may_worst_hour,may_top3_loss_sum,may_top10_loss_sum,may_mean_turnover,may_mean_gross
B0_Core4,440,-0.12217324916576441,-0.0002776664753767373,-0.00725722333889216,-0.01965039503875575,-0.05597305273307489,0.09598368694751168,0.4919323034292069
B1_funding_only,440,-0.10656026051198939,-0.00024218241025452132,-0.008093911925704848,-0.022183224060740907,-0.06220247088478941,0.033079373278236915,0.49204545454545456
B2_price_only,440,-0.08239439067421331,-0.00018725997880503025,-0.007123067706520124,-0.019139763045995323,-0.04744643708304732,0.1496212121212121,0.49204545454545456
B3_basis_only,440,-0.14528745573906007,-0.00033019876304331833,-0.01206604712952419,-0.02863446668834561,-0.06443027566554121,0.13892045454545454,0.49204545454545456
B4_price_x_funding,440,-0.11377441735763373,-0.00025857822126734936,-0.007433994254272922,-0.020422687273606015,-0.05883444330006818,0.09270724826297762,0.4916203749442429
B5_basis_x_funding,440,-0.13148747472482003,-0.00029883516982913644,-0.007080452423511398,-0.020156072850988093,-0.057026256593622794,0.10006876457809324,0.4918947814406716
B6_Core4_residual_vs_funding,440,-0.03845454418858693,-8.739669133769757e-05,-0.004578485432719264,-0.01123193038712465,-0.029937004131991452,0.09598368694751168,0.4919323034292069
