timestamp,n_obs,ic_spearman,decile_spread,signal_name,field_family,label_horizon
2026-04-26 17:00:00+00:00,99,-0.004231521120486996,0.003911556078980401,mark_basis_okx_minus_binance,basis,1h
2026-04-26 18:00:00+00:00,194,0.05059992022702589,0.002606731025729802,mark_basis_okx_minus_binance,basis,1h
2026-04-26 19:00:00+00:00,214,0.11697111953120164,0.0016230656222116307,mark_basis_okx_minus_binance,basis,1h
2026-04-26 20:00:00+00:00,214,-0.017082790839545756,-0.0035940842327037534,mark_basis_okx_minus_binance,basis,1h
2026-04-26 21:00:00+00:00,214,0.016723008145018068,0.007780930681034242,mark_basis_okx_minus_binance,basis,1h
2026-04-26 22:00:00+00:00,214,-0.12396444042488239,-0.002051107406224954,mark_basis_okx_minus_binance,basis,1h
2026-04-26 23:00:00+00:00,214,-0.012792966847687198,-0.010148580351814686,mark_basis_okx_minus_binance,basis,1h
2026-04-27 00:00:00+00:00,214,0.04330792446001682,-0.0007756704959455975,mark_basis_okx_minus_binance,basis,1h
2026-04-27 01:00:00+00:00,214,-0.03503904826923254,-0.0006058560184379323,mark_basis_okx_minus_binance,basis,1h
2026-04-27 02:00:00+00:00,214,-0.011750515836674141,9.543303181958648e-05,mark_basis_okx_minus_binance,basis,1h
2026-04-27 03:00:00+00:00,214,0.1193562313923151,0.00278137938874917,mark_basis_okx_minus_binance,basis,1h
2026-04-27 04:00:00+00:00,214,-0.12995377790219448,-0.02366242015314209,mark_basis_okx_minus_binance,basis,1h
2026-04-27 05:00:00+00:00,214,0.03358633649406871,0.0173565897876738,mark_basis_okx_minus_binance,basis,1h
2026-04-27 06:00:00+00:00,214,-0.04421334919125428,-0.0005468821166213552,mark_basis_okx_minus_binance,basis,1h
2026-04-27 07:00:00+00:00,214,-0.1605837137715987,-0.0078038180050462765,mark_basis_okx_minus_binance,basis,1h
2026-04-27 08:00:00+00:00,214,0.18318674287533637,0.003236805155223784,mark_basis_okx_minus_binance,basis,1h
2026-04-27 09:00:00+00:00,214,0.05819464238757889,0.0031123458369260895,mark_basis_okx_minus_binance,basis,1h
2026-04-27 10:00:00+00:00,214,0.15807040209651052,0.008712237889854521,mark_basis_okx_minus_binance,basis,1h
2026-04-27 11:00:00+00:00,214,-0.0166993522842467,0.0020855954376775856,mark_basis_okx_minus_binance,basis,1h
2026-04-27 12:00:00+00:00,214,0.052116965323957015,0.0035070914852070576,mark_basis_okx_minus_binance,basis,1h
2026-04-27 13:00:00+00:00,214,-0.0534678304708662,-0.00472924104871891,mark_basis_okx_minus_binance,basis,1h
