candidate_id,split,offset,n_dates,mean_spread,tstat,positive
a7al2k_01759e5da72c472c,validation_2025H1,0,180,0.0010049117992158342,0.9872478933295111,True
a7al2k_01759e5da72c472c,validation_2025H1,1,180,0.0012169586903249467,1.1609821948641064,True
a7al2k_01759e5da72c472c,validation_2025H1,2,180,0.0012774282507320195,1.24977830684486,True
a7al2k_01759e5da72c472c,validation_2025H1,3,180,0.0013444687883246243,1.2773739191943059,True
a7al2k_01759e5da72c472c,validation_2025H1,4,180,0.0011306876153409748,1.0844611120170138,True
a7al2k_01759e5da72c472c,validation_2025H1,5,180,0.0011122010725062058,1.0628568419745594,True
a7al2k_01759e5da72c472c,validation_2025H1,6,180,0.001280949114047574,1.1655533291724967,True
a7al2k_01759e5da72c472c,validation_2025H1,7,180,0.0013273590115329573,1.3215158702165943,True
a7al2k_01759e5da72c472c,validation_2025H1,8,180,0.0013847166450393763,1.3168929846365438,True
a7al2k_01759e5da72c472c,validation_2025H1,9,180,0.0012368464247325115,1.196853974186786,True
a7al2k_01759e5da72c472c,validation_2025H1,10,180,0.0014054786554504157,1.319771122747628,True
a7al2k_01759e5da72c472c,validation_2025H1,11,180,0.0013428507217124333,1.3021941485333501,True
a7al2k_01759e5da72c472c,validation_2025H1,12,180,0.000986588902043235,0.9048236324240178,True
a7al2k_01759e5da72c472c,validation_2025H1,13,180,0.0010951596340382725,1.0352044242871796,True
a7al2k_01759e5da72c472c,validation_2025H1,14,180,0.0012110053292799675,1.1142519763021308,True
a7al2k_01759e5da72c472c,validation_2025H1,15,180,0.0013038275737932725,1.2588831109042335,True
a7al2k_01759e5da72c472c,validation_2025H1,16,180,0.0011740341163015585,1.1304143684751258,True
a7al2k_01759e5da72c472c,validation_2025H1,17,180,0.0011838822509487232,1.1361697948393823,True
a7al2k_01759e5da72c472c,validation_2025H1,18,180,0.0012096587333501093,1.1943721268880658,True
a7al2k_01759e5da72c472c,validation_2025H1,19,180,0.0012030691087169209,1.1946429271481196,True
a7al2k_01759e5da72c472c,validation_2025H1,20,180,0.0012961041025824622,1.2825967106426883,True
a7al2k_01759e5da72c472c,validation_2025H1,21,180,0.0012280982581610407,1.2467069909866917,True
a7al2k_01759e5da72c472c,validation_2025H1,22,180,0.0014193253132548742,1.4493686596258792,True
a7al2k_01759e5da72c472c,validation_2025H1,23,179,0.0009026212162691024,0.8789041102649457,True
a7al2k_01759e5da72c472c,test_2025H2,0,183,0.0026465379804190997,2.420598860286234,True
a7al2k_01759e5da72c472c,test_2025H2,1,183,0.0025940720890118138,2.3770299723785517,True
a7al2k_01759e5da72c472c,test_2025H2,2,183,0.0026441853420714626,2.3245658900662227,True
a7al2k_01759e5da72c472c,test_2025H2,3,183,0.002571923165756234,2.29121889245793,True
a7al2k_01759e5da72c472c,test_2025H2,4,183,0.0030536232222979657,2.608848855300607,True
a7al2k_01759e5da72c472c,test_2025H2,5,183,0.0032985307302081527,2.6927066318980013,True
a7al2k_01759e5da72c472c,test_2025H2,6,183,0.00322025844491304,2.6919939537044306,True
a7al2k_01759e5da72c472c,test_2025H2,7,183,0.003207206286523675,2.6125559231561137,True
a7al2k_01759e5da72c472c,test_2025H2,8,183,0.0035144330435222435,2.9533602584703296,True
a7al2k_01759e5da72c472c,test_2025H2,9,183,0.0035006171422102346,2.870880735995605,True
a7al2k_01759e5da72c472c,test_2025H2,10,183,0.0036761980842922736,3.01906933722389,True
a7al2k_01759e5da72c472c,test_2025H2,11,183,0.003625662344338998,2.9935050995348504,True
a7al2k_01759e5da72c472c,test_2025H2,12,183,0.003340026605607357,2.84392382093919,True
a7al2k_01759e5da72c472c,test_2025H2,13,183,0.0028122703368832235,2.3975659868962937,True
a7al2k_01759e5da72c472c,test_2025H2,14,183,0.002991376609819541,2.3913650761435217,True
