candidate_id,non_may_original_spread_score,entry_shift_aligned_label,one_bar_lag_survival_recent,control_dominance_margin,timevarying_latent_positive_premay_splits,family,cell,field_families,replay_aware_selector_score_no_may,uses_may
a7al2k_0cf817ef95787b3d,0.003407917840936718,label_t1_to_t25,0.967108310046891,-0.0388686504706397,2,derived_upper_regime_proxy,J4_upper_regime_interaction,basis|liquidity,0.0036642639406307166,False
a7al2k_134ec76b5d7444f9,0.002811178997600509,label_t1_to_t25,0.971546179276137,-0.062067289623535915,2,derived_liquidity_lifecycle,J2_liquidity_lifecycle,liquidity|price,0.003053504984502102,False
a7al2k_01759e5da72c472c,0.002047623251922958,label_t1_to_t25,0.9815500034166228,0.03581679097228696,1,derived_upper_regime_proxy,J4_upper_regime_interaction,basis|liquidity,0.0021634700073118705,False
a7al2k_01298a6b5902f416,0.0013818245587966403,label_t1_to_t25,0.984298095607153,0.22551241768568242,1,derived_oi_price_state,J0_oi_derived_state,open_interest,0.0016318322989801945,False
