shard,decision,label_family,count
00,A7FF12S00_NUMERIC_CLUE,L0_raw_forward_return,9
00,A7FF12S00_NUMERIC_CLUE,L1_cross_sectional_relative_return,9
00,A7FF12S00_NUMERIC_CLUE,L3_liquidity_tier_relative_return,9
00,A7FF12S00_NUMERIC_CLUE,L5_vol_adjusted_return,11
00,A7FF12S00_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,17
00,HOLD_A7FF12S00_CONTROL_DOMINATED,L0_raw_forward_return,116
00,HOLD_A7FF12S00_CONTROL_DOMINATED,L1_cross_sectional_relative_return,115
00,HOLD_A7FF12S00_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,110
00,HOLD_A7FF12S00_CONTROL_DOMINATED,L5_vol_adjusted_return,110
00,HOLD_A7FF12S00_CONTROL_DOMINATED,L7_ranked_future_return,102
00,HOLD_A7FF12S00_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
00,HOLD_A7FF12S00_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
00,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,22
00,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,23
00,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,24
00,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,30
00,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,43
00,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L0_raw_forward_return,212
00,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,212
00,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,217
00,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,209
00,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L7_ranked_future_return,198
01,A7FF12S01_NUMERIC_CLUE,L0_raw_forward_return,33
01,A7FF12S01_NUMERIC_CLUE,L1_cross_sectional_relative_return,35
01,A7FF12S01_NUMERIC_CLUE,L3_liquidity_tier_relative_return,36
01,A7FF12S01_NUMERIC_CLUE,L5_vol_adjusted_return,56
01,A7FF12S01_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,41
01,HOLD_A7FF12S01_CONTROL_DOMINATED,L0_raw_forward_return,90
01,HOLD_A7FF12S01_CONTROL_DOMINATED,L1_cross_sectional_relative_return,90
01,HOLD_A7FF12S01_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,90
01,HOLD_A7FF12S01_CONTROL_DOMINATED,L5_vol_adjusted_return,89
01,HOLD_A7FF12S01_CONTROL_DOMINATED,L7_ranked_future_return,83
01,HOLD_A7FF12S01_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
01,HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,14
01,HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,13
01,HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,15
01,HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,19
01,HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,53
01,HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L0_raw_forward_return,222
01,HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,222
01,HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,219
01,HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,196
01,HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L7_ranked_future_return,183
02,A7FF12S02_NUMERIC_CLUE,L0_raw_forward_return,10
02,A7FF12S02_NUMERIC_CLUE,L1_cross_sectional_relative_return,9
02,A7FF12S02_NUMERIC_CLUE,L3_liquidity_tier_relative_return,8
02,A7FF12S02_NUMERIC_CLUE,L5_vol_adjusted_return,13
02,A7FF12S02_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,15
02,HOLD_A7FF12S02_CONTROL_DOMINATED,L0_raw_forward_return,74
02,HOLD_A7FF12S02_CONTROL_DOMINATED,L1_cross_sectional_relative_return,76
02,HOLD_A7FF12S02_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,64
02,HOLD_A7FF12S02_CONTROL_DOMINATED,L5_vol_adjusted_return,83
02,HOLD_A7FF12S02_CONTROL_DOMINATED,L7_ranked_future_return,108
02,HOLD_A7FF12S02_COST2_PROXY_FRAGILE,L0_raw_forward_return,3
02,HOLD_A7FF12S02_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
02,HOLD_A7FF12S02_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,3
02,HOLD_A7FF12S02_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,13
02,HOLD_A7FF12S02_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,14
02,HOLD_A7FF12S02_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,15
02,HOLD_A7FF12S02_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,20
02,HOLD_A7FF12S02_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,35
02,HOLD_A7FF12S02_PRE_MAY_UNSTABLE,L0_raw_forward_return,260
02,HOLD_A7FF12S02_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,260
02,HOLD_A7FF12S02_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,270
02,HOLD_A7FF12S02_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,244
02,HOLD_A7FF12S02_PRE_MAY_UNSTABLE,L7_ranked_future_return,202
03,A7FF12S03_NUMERIC_CLUE,L0_raw_forward_return,12
03,A7FF12S03_NUMERIC_CLUE,L1_cross_sectional_relative_return,12
03,A7FF12S03_NUMERIC_CLUE,L3_liquidity_tier_relative_return,14
03,A7FF12S03_NUMERIC_CLUE,L5_vol_adjusted_return,21
03,A7FF12S03_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,15
03,HOLD_A7FF12S03_CONTROL_DOMINATED,L0_raw_forward_return,94
03,HOLD_A7FF12S03_CONTROL_DOMINATED,L1_cross_sectional_relative_return,92
03,HOLD_A7FF12S03_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,81
03,HOLD_A7FF12S03_CONTROL_DOMINATED,L5_vol_adjusted_return,90
03,HOLD_A7FF12S03_CONTROL_DOMINATED,L7_ranked_future_return,103
03,HOLD_A7FF12S03_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
03,HOLD_A7FF12S03_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,2
03,HOLD_A7FF12S03_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
03,HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,17
03,HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,18
03,HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,21
03,HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,30
03,HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,43
03,HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L0_raw_forward_return,236
03,HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,236
03,HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,243
03,HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,219
03,HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L7_ranked_future_return,199
04,A7FF12S04_NUMERIC_CLUE,L0_raw_forward_return,17
04,A7FF12S04_NUMERIC_CLUE,L1_cross_sectional_relative_return,19
04,A7FF12S04_NUMERIC_CLUE,L3_liquidity_tier_relative_return,19
04,A7FF12S04_NUMERIC_CLUE,L5_vol_adjusted_return,23
04,A7FF12S04_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,24
04,HOLD_A7FF12S04_CONTROL_DOMINATED,L0_raw_forward_return,98
04,HOLD_A7FF12S04_CONTROL_DOMINATED,L1_cross_sectional_relative_return,96
04,HOLD_A7FF12S04_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,79
04,HOLD_A7FF12S04_CONTROL_DOMINATED,L5_vol_adjusted_return,97
04,HOLD_A7FF12S04_CONTROL_DOMINATED,L7_ranked_future_return,100
04,HOLD_A7FF12S04_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
04,HOLD_A7FF12S04_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
04,HOLD_A7FF12S04_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,4
04,HOLD_A7FF12S04_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,21
04,HOLD_A7FF12S04_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,21
04,HOLD_A7FF12S04_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,23
04,HOLD_A7FF12S04_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,38
04,HOLD_A7FF12S04_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,63
04,HOLD_A7FF12S04_PRE_MAY_UNSTABLE,L0_raw_forward_return,223
04,HOLD_A7FF12S04_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,223
04,HOLD_A7FF12S04_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,235
04,HOLD_A7FF12S04_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,202
04,HOLD_A7FF12S04_PRE_MAY_UNSTABLE,L7_ranked_future_return,173
05,A7FF12S05_NUMERIC_CLUE,L0_raw_forward_return,10
05,A7FF12S05_NUMERIC_CLUE,L1_cross_sectional_relative_return,10
05,A7FF12S05_NUMERIC_CLUE,L3_liquidity_tier_relative_return,10
05,A7FF12S05_NUMERIC_CLUE,L5_vol_adjusted_return,10
05,A7FF12S05_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,12
05,HOLD_A7FF12S05_CONTROL_DOMINATED,L0_raw_forward_return,89
05,HOLD_A7FF12S05_CONTROL_DOMINATED,L1_cross_sectional_relative_return,89
05,HOLD_A7FF12S05_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,77
05,HOLD_A7FF12S05_CONTROL_DOMINATED,L5_vol_adjusted_return,92
05,HOLD_A7FF12S05_CONTROL_DOMINATED,L7_ranked_future_return,103
05,HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,21
05,HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,21
05,HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,22
05,HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,32
05,HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,47
05,HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L0_raw_forward_return,240
05,HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,240
05,HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,251
05,HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,226
05,HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L7_ranked_future_return,198
06,A7FF12S06_NUMERIC_CLUE,L0_raw_forward_return,3
06,A7FF12S06_NUMERIC_CLUE,L1_cross_sectional_relative_return,4
06,A7FF12S06_NUMERIC_CLUE,L3_liquidity_tier_relative_return,5
06,A7FF12S06_NUMERIC_CLUE,L5_vol_adjusted_return,8
06,A7FF12S06_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,11
06,HOLD_A7FF12S06_CONTROL_DOMINATED,L0_raw_forward_return,86
06,HOLD_A7FF12S06_CONTROL_DOMINATED,L1_cross_sectional_relative_return,87
06,HOLD_A7FF12S06_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,77
