panel_id,lane_id,proposal_id,reason
bbo_micro,bbo_typed_temporal,epoch-candidate:6fa5c284ad461e2dbf9ce391,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:4a17b208996d93ec93c08fbc,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:f27c9f35ef3b3f56a493bc42,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:4c4230b3d3bde3ff9f35fe13,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:e4a8da216689631cea1fa643,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:82760fda571d1b83e9690d0f,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:da84c596bc873bccc26b2ca2,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:468b92f6dd4c83756fcf587e,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:f2ff0296d10b0acb70e79c8d,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:1b2c6d2c3eb17ff7f989c038,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:4f575e04945a1ad96cb22adc,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:a31687a7dda6df6f9e75929c,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:741c55e48e720bc8f0dbce3c,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:d5bac78d73cdb9c8e896cfe8,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:b03d8b804dc9f8573b65b237,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:d44d926c514a93a25732d8b0,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:9412194302cad815b6e25db5,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:c7e2b61a51747b4fbc963dc7,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:9beaaa9b9b04d6035237ca6d,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:a8883eba8fc97a6cfe170673,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:97a356261dad8db7e24bb78b,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:f29e1170fe4f2701a79a714b,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:f32410dcb2b0a103e8c95b51,FAMILY_BUDGET_CAP
bbo_micro,bbo_typed_temporal,epoch-candidate:6d8c552fcb6a817b58c3bba1,FAMILY_BUDGET_CAP
