panel_id,arm,proposal_id,pareto_rank,candidate_promotion
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:04ae6a521f8243bd63c6b687,0,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:0ee8d57746d5638ccfd3f3b3,1,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:29191bcaa0333674d8a5142d,2,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:318562b2b2e4012eb418e00c,3,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:428cbee8596521ab132278e9,4,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:51e353fab9021bfb8e7101fd,5,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:5267de7576f8861bd7a66744,6,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:52ef73da01cd4380c2f8324e,7,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:5412b272a9c3f60d199894e8,8,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:5636da80ecf99a8e72c145a4,9,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:5b9b4b37ca584bbf4ed7b64d,10,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:5d3c7503383b57acc59da985,11,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:5fcb5347ce72040151826b01,12,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:6169d74efda98081c9e77a16,13,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:61c8661d0d9a192baceb7cd8,14,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:665a73c73e5ad4258d4c320f,15,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:6ed9057a92be24d4ca14ed5f,16,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:b90eca18ce17e0c868e0b130,17,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:b9732022184417735c6439ad,18,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:c33069023f3f6011304783e7,19,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:c3abfe157fc723421a7dfc86,20,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:c5a45253e50a803b286bb075,21,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:c83e51290be063b08a9f1c52,22,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:cf47dcf7ae23e7936db95d57,23,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:d0f6d05d4408d00b48d01b21,24,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:da33bc97a4872032998572d1,25,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:e3db9338f7ba5c91b056745d,26,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:f1df9ca8750847908841dbe8,27,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:f403f8ce917501c75b297344,28,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:f58b2f2af327782658c9c39c,29,False
bbo_micro,GLOBAL_TOP_K_CONTROL,epoch-candidate:f7c1defe23ff8013950123de,30,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:08038633f0c796d7c81fd85c,0,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:0d882505281cf6ab60fe1d46,1,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:3b1a308c164a3b8ca5c50c89,2,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:3e49389a5f9573aad94d5753,3,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:4804beb687a243938a840fb2,4,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:53dbd8578f7231087ed27dca,5,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:bd2615382e3bc819f8dec854,6,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:d18ec8bfd126a6d7de56c863,7,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:dd5920a41be33dde100fef91,8,False
bbo_micro,STRATIFIED_ADMISSION,epoch-candidate:fda1186afa864490911e169c,9,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:01c56f8afa825b7cb2e88cc8,0,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0239477548a1678d7f8884b7,1,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:023b48e5cff2127820636db3,2,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:028a5e01be4810722385d615,3,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:02cbb42f40f66bbe031203c7,4,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0309ff9d12392d7bb63f6fcc,5,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:03d091ddae21bd7d3d144962,6,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:04c95721e7ca3ba280fd3986,7,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:05b509276921786e0ec38f57,8,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:06018c014c8c6d2ff1690f84,9,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:08589be8519b033100cb4462,10,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:095b73a4642b95e56a24def9,11,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:09d8ad43899d74ea07c2ae86,12,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0b18797b50e2393440fa25c9,13,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0cd2d427095ad3f60781187f,14,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0d19e69733ef499f5f403fbb,15,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0d5d0b45a5bdea0770ce2590,16,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0dafd319f9d5958da2cfbd5d,17,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0e77c7e2fd75c2a4c705a7c6,18,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0e892f442100eee6a83cf230,19,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0ec321b4f65ae6549ccbcd4c,20,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:0f00121f61b1b5d5868fe02e,21,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:11123f6a06ce94d05d5773c0,22,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1295e093920cc70f8049d015,23,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:12fb1c16b85e477ede850d3e,24,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1354437e493c61f80d5eafb4,25,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:146ad3fa4c3a05e56055b0fd,26,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:16d4ec6b7931b413407b1791,27,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:171ec3e8efff5d0f0ab83d0f,28,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:17480ddf5e0e50a312eeaf43,29,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1ddf5e3ede21e41ac966409a,30,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1f1ef46a00388114dadb5ea3,31,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1fae521ceaf9576dea994c11,32,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:1fcda12534ad55639bd28849,33,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:214ebb1947a913844367c582,34,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:217e0f0a69b2046b08739335,35,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:2319b646abbb11a8a13ab1eb,36,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:252fe6fc2f28958fee1cead4,37,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:254acf5f793652c1a9a87812,38,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:27b5185a2304d6cc81b80612,39,False
main,GLOBAL_TOP_K_CONTROL,epoch-candidate:27bac3ade7e096c82332dc58,40,False
