panel_id,arm,behaviour_cluster,strict_rows,exact_identities,economic_hypotheses,development_survivors
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:00a50498eb16169b60bf8033,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:00f86bad0bb9aeb54db263fb,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:017fe6e851dab0b387f24147,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:04347323c81db81233e720f7,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:05ae339f3ce698caedcc71f1,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:094710f63f9e5ed09f10061d,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:0c19b10d864a0b2dbbecc22a,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:0efb6ad60fbbdb2f6da6138a,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1130019d2f7639e14ae39ba5,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:13199b83f7834518ee0a267c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1486f4ca37e9b1cc5b5c36c2,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:14d110e13de11f9ee24e41da,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1712c67a8683f0923043a93c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1ba5ff7eca2f87bf1b404a2c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1c37a1a4aae82569b09735e1,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1f6a636968a5f8e51871d90c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:1f6b925581003c21ea2db36b,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:226cdbb6ad500d50b60c550c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:2292b23d3d272bc6f2a0646b,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:25e4c690bf407af64ae01e86,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:271852a75197b4d8a30bbc30,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:29ecabda1a3f7f55915f5c7c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:2d91a38b3e5961406fb4b53c,2,2,2,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:2e3807000a33f3f2113fedd8,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:2ea4e33308bed4a281947526,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:31760b76055cee6f4080c684,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:32f27e20af39abfe530cc7aa,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:36929d4732a576c6970dcd5f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:36c9793bd6ad0d23dd2046d5,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:36e0293218cf1a311367690d,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:39bf19f31c6d76b1d9141959,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:3fd3fb98c2982f544892ebde,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:41e1de8271b70cc686ad0a9a,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:43b7d6438c5df0c1d275ca9d,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:4435dff534a5871f1f426c73,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:4603b8cfd1fe3df0d4070669,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:4b941321c2b8e0adc8c8a017,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:4b9734d0c4daecd9a69cdc6c,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:4c19f31c04f0f89d7e8e0d91,2,2,2,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:4fbf86975ae4a576451a9467,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:508a470df2b42c2c1b472c7a,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:52543b5e55fd74378028c272,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:56504ba6a4a48ae7d58c659f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:57326b922c19d5ff6d6dfc95,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:58736002768750bae6e4de73,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:58a872c5ebc652208253a0dd,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:59a7f446622b957df65fca15,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:59b1e899080083e2ad5447f0,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:5cfefb71c90fc1bfb5e927c1,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:5dac0276bcba95cfab5981cf,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:5f45385967ffc1122050913f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:60b8de651e9a6e216a9fe3a6,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:6339baa8ed9b9dbe236eb037,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:6558f1d34ad9d6df1a55b36f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:6a4182fb8612c82d4a8c8d2b,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:6b1a4a92731c1ead13a3e1ba,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:6fb61bf0e25e17b2588f5c2a,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:70daed6d2b515c871d1be87f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:70dc24ba9a1911d8c9f52ec2,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:775bdeb4db40539bada569c4,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:794b0b7910c9e950e001d750,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:79d6a4023116b337ef65cc81,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:7ae3ab2627869ff0f090da1d,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:7c387f56de36d86b5d94502f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:81603aba5d2ebb21758bdf9f,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8510c5997a7bff5808fd8548,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:852a4ede2e2d30cfbde973c6,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:870a3ccacd7e3f0d754b1d70,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8738392a220158cd8c57cffd,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:89ea4e84baf65576e970c486,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8af0b636fc88b5de8ec41b27,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8c45fa22ffd4a8ff70194fcc,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8e0a290b5a5341f3a7c4f08b,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8e4095432e3e3bcc89f941f2,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:8fb6649893baa3c02d24373d,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:9016430cfc19d4d8f83437e4,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:923d39f05e4c0b352b92a43a,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:9397eb497756c8eebb1f6050,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:95be3385ff623b56424206ec,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:9639bb753f924d6c1184716e,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:991141d8dd4d7e97230e7813,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:9cc273332fc8736a334186fe,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:a0c5f06fea98f7e7acafaa28,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:a3ef27f63351cfe8b3eea7dc,1,1,1,0
bbo_micro,GLOBAL_TOP_K_CONTROL,behaviour-cluster:a6f48ddf3d07d96474681b21,1,1,1,0
