arm,proposal_id,panel_id,lane_id,proposal_sketch_identity,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,mechanism_id,algorithm,proxy_score,coordinate_coverage,observations,ic_mean,ic_lcb,gross_mean,net_mean,net_lcb,return_risk,worst_horizon_net_mean,time_block_positive_fraction,time_block_stability,turnover_mean,cost_drag_mean,max_weight_mean,concentration_hhi_mean,complexity,behaviour_novelty,benchmark_incremental_mean,benchmark_incremental_lcb,placebo_ic_abs,wrong_lag_ic_abs,hard_gate_pass,hard_gate_reasons,lane_scalar,development_survivor,candidate_promotion,feedback_persisted
STRATIFIED_ADMISSION,epoch-candidate:4ee4ebc779f2cf67219bbd1a,bbo_micro,bbo_typed_temporal,exact-signal:fe64c472bac1fd101447ad6e,exact-signal:c0490ef43d009354d99b29cd,activation:ad5c341848094b3471f0e301,behaviour-cluster:0adf5b35ae29435a9ecd1add,bbo_top_level_liquidity,liquidity_top_level,typed_ast,0.09892782093635052,0.0,0,,,,,,,,0.0,0.0,,,,,4,3.4965075614664802,,,inf,inf,False,COVERAGE|OBSERVATIONS|IC_NON_FINITE|CONCENTRATION|PLACEBO,-999.0,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:d912e74f40932a4eb038e4ae,bbo_micro,bbo_typed_temporal,exact-signal:ba7df6849e5d57de0ee324fc,exact-signal:75d451e502869ced625951e3,activation:7738f59464b165ed3249e6fe,behaviour-cluster:734f8dae23e74cf390509f60,bbo_spread_state,liquidity_top_level,typed_ast,1.4340116307435844,0.55625,801,0.014910714664369351,-0.00759403693101156,6.118439413045449e-05,-0.00040286941206858697,-0.0005710459079179963,-4.695210491015851,-0.00040286941206858697,0.0,1.0,0.9281076123980829,0.0004640538061990414,0.24204367556427492,0.12799148426138338,3,3.4965075614664802,-0.0005275130803371565,-0.0007268577734943957,0.015373888677473456,0.002346563635442268,False,COVERAGE,2.223347210526549,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:faffc040cd13335763294267,bbo_micro,bbo_typed_temporal,exact-signal:4860f791d76945abdd50c8fd,exact-signal:6de7b4a332ee56ffc7a1dda2,activation:8efeba0a7ba6d7a029498b6b,behaviour-cluster:e74bbb5f828834dc25a89557,bbo_quote_imbalance,liquidity_top_level,typed_ast,0.27095302390323867,0.7743055555555556,1115,-0.005260782093393571,-0.02305685994661024,-6.394712960308344e-05,-0.0001483653336946413,-0.0002620728589409143,-2.5574037726322647,-0.00014836533369464133,0.0,1.0,0.1688364081831158,8.441820409155791e-05,0.19713993640167826,0.1522823838345034,4,3.4965075614664802,-0.0001500972564679184,-0.00029329363656963075,0.006881726692607656,0.004607268360663023,False,COVERAGE,2.8468042874380264,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:a2b6137e1c688ff0e50d3ee0,bbo_micro,bbo_typed_temporal,exact-signal:498ecde37792be234cca32dd,exact-signal:01aa3202c2ee306b8916f5b1,activation:c2879e506576d9e902b7a0e3,behaviour-cluster:d79e717a071c491a29062282,bbo_top_level_liquidity,liquidity_top_level,typed_ast,0.03777576618917474,0.9756944444444444,1405,0.006606804091446825,-0.010148448817208685,-8.396291095172137e-06,-0.000600841978266838,-0.0007031115373935865,-11.515159422399321,-0.000600841978266838,0.0,1.0,1.1848913743433316,0.0005924456871716657,0.18469948082759471,0.13770301668465,2,3.4965075614664802,-0.0006373416371576843,-0.0007750954143223949,0.013893163539921715,6.567415296790652e-05,True,,1.470057840918152,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:4804beb687a243938a840fb2,bbo_micro,bbo_typed_temporal,exact-signal:658e019756a8984fa75ee380,exact-signal:6c79e0a82a2be718686b207a,activation:a826baa3adea05e940058caa,behaviour-cluster:fab3ceb291a4561e9e1e170b,bbo_spread_state,liquidity_top_level,typed_ast,-2.468946115752659,0.9923611111111111,1429,0.007965353839512728,-0.008634433432832146,5.821801612473584e-05,-0.00014024599402416365,-0.0002405233707562846,-2.741217982014783,-0.00014024599402416368,0.0,1.0,0.396928020297799,0.0001984640101488995,0.16778063872297272,0.12212789540356095,2,3.4965075614664802,-0.0001855992394988533,-0.0003162884510401321,0.002860926654073305,0.014368669262070765,True,,2.8517131774786515,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:3b1a308c164a3b8ca5c50c89,bbo_micro,bbo_typed_temporal,exact-signal:be27814713d9b1bf2a943032,exact-signal:b83be1151aaba968aea59306,activation:3ad9c022139ded61cc935f47,behaviour-cluster:cc542547e88217e02f8d89ab,bbo_top_level_liquidity,liquidity_top_level,typed_ast,1.4421968551481905,0.9347222222222222,1346,0.0035301273989652186,-0.013653097470942344,6.441374354189541e-06,-0.0001502362917142641,-0.0002543376520270375,-2.8286194423899995,-0.0001502362917142641,0.0,1.0,0.31335533213690725,0.00015667766606845362,0.1852867884962982,0.13819801991832636,3,3.4965075614664802,-0.00016928581724428332,-0.00030508691447859743,0.004953015878396193,0.006067275288917687,True,,2.8382785462582683,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:53dbd8578f7231087ed27dca,bbo_micro,bbo_typed_temporal,exact-signal:844ec3b811dc695e8f38a61b,exact-signal:4a487ab388f789327763179b,activation:baa6660dcd9bac9258610acc,behaviour-cluster:259dc8a6ae51b3a5939a006c,bbo_spread_state,liquidity_top_level,typed_ast,-0.701187026461233,0.8923611111111112,1285,0.0003076134472350076,-0.017136696331262857,1.848559829641977e-05,-2.3375705121303925e-05,-0.00012674362561446582,-0.4432359848120055,-2.3375705121303925e-05,0.0,1.0,0.08372260683544734,4.186130341772367e-05,0.18676739602809642,0.13943023311520963,3,3.4965075614664802,-3.721456737324664e-05,-0.0001781878970942409,0.010498081520118946,0.000960251675080423,True,,3.201263150224215,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:107f4d655aaaa3f280902ef0,bbo_micro,bbo_typed_temporal,exact-signal:b172ac0a3b46b71dfea4eedc,exact-signal:a052d45132102661decd2587,activation:9e6cf3f2f31a48f78d077267,behaviour-cluster:3fddfc180f284e0b2b67b108,bbo_top_level_liquidity,liquidity_top_level,typed_ast,1.1034970724464288,0.71875,1035,-0.005989009341852722,-0.025132520040834844,-0.00012936813536621852,-0.000752412174126938,-0.0008973106092971001,-10.177665890987337,-0.000752412174126938,0.0,1.0,1.2460880775214387,0.0006230440387607194,0.22312305794297488,0.14199445422471405,3,3.4965075614664802,-0.0007666870966231734,-0.0009450747976557713,0.008387472094022474,0.021289721873924677,False,COVERAGE,1.370831690672564,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:613cbe24846706c7b7a61218,bbo_micro,bbo_typed_temporal,exact-signal:a6ed8f9dfc0fb117f7b7f5ac,exact-signal:a74376446a8624c26cf0a76a,activation:ee5addc0d4334cafb2662ead,behaviour-cluster:80867b73d663871a9ba118c0,bbo_top_level_liquidity,liquidity_top_level,typed_ast,-0.49475013150702446,0.6340277777777777,913,0.011967804231602598,-0.009310943218118132,6.89025020332579e-05,-0.0004059010894370003,-0.0005809160071505276,-4.545704707290959,-0.0004059010894370003,0.0,1.0,0.9496071829405164,0.00047480359147025823,0.244053703993463,0.12876142981724037,4,3.4965075614664802,-0.0004414602122152057,-0.0006328059469285338,0.0010009768706203037,0.01570046748749442,False,COVERAGE,2.3244070117893525,False,False,False
STRATIFIED_ADMISSION,epoch-candidate:dd5920a41be33dde100fef91,bbo_micro,bbo_typed_temporal,exact-signal:01b2180c3faaf52cca46eb48,exact-signal:e9f43153a251945e3f37dca1,activation:b11581faa1eb7e8118393317,behaviour-cluster:2dd741b898068220d3bcd599,bbo_top_level_liquidity,liquidity_top_level,typed_ast,0.6098725982375727,0.9861111111111112,1420,-0.006131253941841233,-0.02337362710383859,-5.261637758157155e-05,-0.00017844945271281153,-0.0002727492936460244,-3.709029875934001,-0.0001784494527128115,0.0,1.0,0.2516661502624799,0.00012583307513123993,0.16372020062102985,0.11631006113212997,3,3.4965075614664802,-0.0002239189106494655,-0.0003548810291166787,0.010099282166192755,0.003950404752122863,True,,2.664645728827923,False,False,False
