panel_id,lane_id,proposals,legal_rate,canonical_identities,exact_identities,activation_identities,behaviour_clusters,economic_hypotheses,n_eff,top_1_cluster_share,top_3_cluster_share,strict_evaluations,development_survivors,new_behaviour_clusters_per_100_strict,runtime_seconds,failure_rate
bbo_micro,bbo_typed_temporal,2048,0.97802734375,2048,1968,32,32,3,32.0,0.03125,0.09375,32,0,100.0,40.34422060003271,0.02197265625
main,cem,3840,0.91328125,3839,3219,98,98,28,90.13333333333334,0.028846153846153848,0.07692307692307693,104,0,94.23076923076923,100.1819237000309,0.08671875
main,evolutionary,3840,0.8875,2912,1817,98,101,25,95.8695652173913,0.02857142857142857,0.06666666666666667,105,0,96.19047619047619,239.34035539999604,0.1125
main,llm_proposal_repair,3840,0.7359375,3840,2770,86,85,29,79.34862385321101,0.021505376344086023,0.06451612903225806,93,0,91.39784946236558,47.28910100000212,0.2640625
main,orthogonal_exile,3840,0.6463541666666667,3836,2394,83,75,18,59.645161290322584,0.05813953488372093,0.12790697674418605,86,0,87.20930232558139,349.92428690003,0.3536458333333333
main,surrogate,3840,0.7151041666666667,3839,2702,93,89,29,81.30630630630631,0.031578947368421054,0.08421052631578947,95,0,93.6842105263158,338.17087410000386,0.28489583333333335
main,typed_ast,3840,0.73125,3840,2766,97,95,27,88.70434782608696,0.0297029702970297,0.06930693069306931,101,0,94.05940594059405,1.900473499961663,0.26875
main,typed_random_fresh,3840,0.73125,3840,2766,93,91,25,84.76576576576576,0.030927835051546393,0.07216494845360824,97,0,93.81443298969072,121.7839999999851,0.26875
main,uct_mcts,3840,0.9825520833333333,3815,3411,103,104,20,89.6,0.044642857142857144,0.08035714285714286,112,0,92.85714285714286,204.33097710000584,0.017447916666666667
