second_pass_family,left_field,left_transform,operator,right_field,right_transform,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,h2_repair_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L0_raw_forward_return,1,-1.0,2,False,2.8223505972250105,0.00022486351516088873,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,674,-0.00029036236775607403,-1.827162640638992,-1.827162640638992,-1.827162640638992,0.4495548961424332,671,5.087835412218319e-05,0.44821142968601546,0.44821142968601546,0.44821142968601546,0.5126676602086438,670,-0.0003070907102993258,-2.6628358666448735,-2.6628358666448735,-2.6628358666448735,0.4746268656716418,714,-0.0005071804806314384,-2.7657045345228704,-2.7657045345228704,-2.7657045345228704,0.4481792717086835,62.763888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L1_cross_sectional_relative_return,1,-1.0,2,False,2.8223505972250122,0.00022486351516088873,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,674,-0.0002903623677560739,-1.8271626406389914,-1.8271626406389914,-1.8271626406389914,0.4495548961424332,671,5.087835412218316e-05,0.4482114296860153,0.4482114296860153,0.4482114296860153,0.5126676602086438,670,-0.0003070907102993258,-2.6628358666448735,-2.6628358666448735,-2.6628358666448735,0.4746268656716418,714,-0.0005071804806314384,-2.7657045345228704,-2.7657045345228704,-2.7657045345228704,0.4481792717086835,62.763888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L3_liquidity_tier_relative_return,1,-1.0,2,False,2.4581960273527788,0.00021040708432362514,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,674,-0.000347846504086876,-2.3803822291096886,-2.3803822291096886,-2.3803822291096886,0.4540059347181009,671,5.7209559326960914e-05,0.5064874189274777,0.5064874189274777,0.5064874189274777,0.5171385991058122,670,-0.0003100244355819847,-2.6861407104748674,-2.6861407104748674,-2.6861407104748674,0.4597014925373134,714,-0.0004445520700784206,-2.4398735949155457,-2.4398735949155457,-2.4398735949155457,0.4369747899159664,62.763888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L5_vol_adjusted_return,1,-1.0,2,False,4.598959653485912,0.019006476936764837,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,674,-0.02002433878969513,-1.9127309742095504,-1.9127309742095504,-1.9127309742095504,0.4465875370919881,671,0.0040130726295820335,0.32900425603081096,0.32900425603081096,0.32900425603081096,0.5126676602086438,670,-0.03055829916056641,-2.4222572937485407,-2.4222572937485407,-2.4222572937485407,0.46417910447761196,714,-0.041155581688804496,-2.155227713475075,-2.155227713475075,-2.155227713475075,0.4635854341736695,62.763888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L0_raw_forward_return,4,-1.0,3,True,0.9527501409528019,3.18509931918733e-05,False,True,False,A7FFCORE16KE_H2_REPAIR_CANDIDATE_LAG_FRAGILE,671,-0.00023090650696819132,-0.7931515200431208,-0.5558651341668301,-0.7928648555949241,0.45752608047690013,668,-0.00012317370114348674,-0.4601131693035255,-0.2426644793872225,-1.0842575240947108,0.49550898203592814,667,-0.00036207392552955943,-1.8464750993276422,-0.8378924227509746,-1.6237820813858936,0.47226386806596704,711,-0.0007630103491254108,-2.0935438343555686,-1.0433943258288165,-1.3492158436178585,0.45569620253164556,62.513888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L1_cross_sectional_relative_return,4,-1.0,3,True,0.9527501409528031,3.185099319187352e-05,False,True,False,A7FFCORE16KE_H2_REPAIR_CANDIDATE_LAG_FRAGILE,671,-0.00023090650696819132,-0.793151520043121,-0.5558651341668297,-0.7928648555949237,0.45752608047690013,668,-0.00012317370114348663,-0.4601131693035252,-0.24266447938722246,-1.0842575240947108,0.49550898203592814,667,-0.00036207392552955954,-1.8464750993276429,-0.8378924227509748,-1.6237820813858936,0.47226386806596704,711,-0.0007630103491254108,-2.0935438343555686,-1.0433943258288163,-1.3492158436178576,0.45569620253164556,62.513888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L3_liquidity_tier_relative_return,4,-1.0,3,True,1.374617526308928,-7.688732064470534e-05,False,False,True,A7FFCORE16KE_NEAR_MISS_CONTROL_MARGIN,671,-0.00033218777407417174,-1.1941357420038945,-0.5339253558088151,-1.2682098074804329,0.46348733233979134,668,-0.00010712576952395685,-0.41558762026246054,-0.3791840285429968,-0.9588710708814399,0.5044910179640718,667,-0.0003299814887045199,-1.6910040550329448,-0.8537709837672162,-1.300539501826819,0.4707646176911544,711,-0.0005978447679012753,-1.6331474790978806,-0.7348766333440326,-1.2936898876750669,0.459915611814346,62.513888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L5_vol_adjusted_return,4,-1.0,3,True,25.018195962747274,0.014986643643739072,False,False,False,HOLD_A7FFCORE16KE_CONTROL_LIKE,671,-0.0178311820165372,-0.8987486139547152,-0.6643096898783445,-1.0129748079172936,0.46795827123695977,668,-0.0004409589620688304,-0.01573759633013352,0.15542505471191623,-1.0603340806070525,0.5119760479041916,667,-0.032536187592995744,-1.359921174599258,-0.58119583585313,-1.6027519566169655,0.4707646176911544,711,-0.0889428434441793,-2.2170306905602484,-1.4384057555327825,-1.7486450680145136,0.4781997187060478,62.513888888888886,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L0_raw_forward_return,8,-1.0,2,False,1.8457826210629706,0.00040235082418150646,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,667,-0.0005943402230795858,-1.5236029567882625,-0.7572693283483343,-1.6500062040592942,0.44677661169415295,664,0.00017230578419909982,0.5498501198897754,0.4834024681116864,-1.2084168996260731,0.5030120481927711,664,-0.000494845011978524,-1.7812999859664622,-0.4756041793015562,-1.1374551714317713,0.463855421686747,707,-0.0008631963873353041,-1.6858270553175383,-0.7419927039544822,-1.669591342183204,0.4667609618104668,62.1125,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,delta_2h,SafeDiv,median_quote_volume_168h,delta_2h,core16ke_H2_kline_taker_buy_quote_share_delta_2h_SafeDiv_median_quote_volume_168h_delta_2h,L1_cross_sectional_relative_return,8,-1.0,2,False,1.8457826210629702,0.00040235082418150646,True,False,False,HOLD_A7FFCORE16KE_PREMAY_UNSTABLE,667,-0.0005943402230795858,-1.5236029567882627,-0.7572693283483347,-1.650006204059294,0.44677661169415295,664,0.0001723057841990998,0.5498501198897754,0.48340246811168647,-1.2084168996260731,0.5030120481927711,664,-0.0004948450119785242,-1.7812999859664633,-0.4756041793015561,-1.1374551714317713,0.463855421686747,707,-0.0008631963873353041,-1.6858270553175383,-0.7419927039544822,-1.669591342183205,0.4667609618104668,62.1125,
