subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate
sg_190cb17eeca6c210,"Mean(Mul(Mean(trade_count,4),Mean(trade_high,24)),4)",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_190d4b1d4fd6f989,"SafeDiv(Mean(trade_count,4),Abs(Mean(trade_low,4)))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only
sg_19179b4b4e9ddeb9,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Delta(open_interest_value_last,24)))",open_interest_value_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1920936b76bf0cf4,"SafeDiv(Delta(taker_buy_quote_volume,8),Abs(Delta(mark_high,8)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1925fde52294c399,"SafeDiv(Mean(trade_count,8),Abs(Mean(age_x_volatility,24)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only
sg_193c23ca5e848b82,"SafeDiv(Delta(trade_count,8),Abs(Delta(trade_high,24)))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,safe_div_abs,diagnostic_or_repair_root_only
sg_19413afeb2f08605,"Mul(Delta(open_interest_last,24),Sub(CSRank(open_interest_last),CSRank(Mean(global_long_short_account_ratio_mean,24))))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_194669444cd5ada0,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(ZScore(Mean(trade_close,24))))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_19522c555d6bc56c,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(trade_return_1h,4))))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_19542147dc24b37d,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(mark_high,24)),4)",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,diagnostic_or_repair_root_only
sg_195abdd1d6972583,"SafeDiv(Mean(taker_buy_quote_volume,8),Abs(open_interest_mean))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1969f686cd8824c9,"Mul(Mean(taker_buy_quote_volume,24),Sign(ZScore(Mean(mark_close,8))))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only
sg_1970598c8ba86fc4,"Mean(Mul(ZScore(Mean(trade_count,4)),ZScore(Mean(age_x_volatility,8))),4)",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_19b7b6cdf8532dfb,"Mul(ZScore(Mean(taker_buy_quote_volume,4)),Sign(Mean(mark_high,8)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only
sg_19bdd62bdc47836c,"SafeDiv(Mean(taker_buy_quote_volume,24),Abs(ZScore(Mean(open_interest_last,24))))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_19dd400a0e7a5447,"Mean(Mul(trade_count,Delta(realized_vol_168h,8)),4)",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_19e383b6f35105a2,"SafeDiv(open_interest_last,Abs(ZScore(Mean(top_long_short_account_ratio_last,8))))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,diagnostic_or_repair_root_only
sg_19e73259186f5296,"Delta(volume_volatility_ratio_168h,24)",volume_volatility_ratio_168h,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_19f3313cb3094535,"Mul(Sub(CSRank(Mean(open_interest_last,24)),CSRank(ZScore(Mean(top_long_short_account_ratio_last,8)))),Sign(ZScore(Mean(top_long_short_account_ratio_last,8))))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,diagnostic_or_repair_root_only
sg_19f7b4bc61066ed4,"Mul(Delta(Mean(taker_buy_quote_volume,24),4),ZScore(Delta(mark_close,8)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,relative_shock,diagnostic_or_repair_root_only
sg_19fefb2e355a0853,"Mul(Neg(ZScore(Delta(trade_count,4))),Sign(Delta(age_x_volatility,4)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1a049a1231cbc198,"Mul(Neg(ZScore(Mean(open_interest_last,24))),Sign(Mean(trade_return_24h,8)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1a0b4327c01779e2,"SafeDiv(open_interest_last,Abs(Mean(top_long_short_account_ratio_mean,4)))",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1a1011eba8b92f2f,"SafeDiv(Delta(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_last,24)))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1a1dbf454e6f5750,"Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(ZScore(Mean(age_x_volatility,24)))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only
sg_1a1e75805b959e34,"Mean(Mul(ZScore(Mean(open_interest_last,24)),ZScore(Mean(global_long_short_account_ratio_mean,8))),4)",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1a236151f2226bb5,"Mul(Delta(Mean(open_interest_last,24),24),Sub(CSRank(Mean(open_interest_last,24)),CSRank(Mean(trade_return_1h,24))))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1a4a7c978f273218,"Mean(Mul(ZScore(Mean(open_interest_mean,24)),Delta(trade_close,8)),4)",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,smooth_mul,diagnostic_or_repair_root_only
sg_1a4e117a4a8524e0,"Mul(Delta(Delta(trade_count,4),24),Abs(ZScore(Mean(age_x_volatility,4))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only
sg_1a5d47fa8216f90d,"Mul(Delta(open_interest_mean,24),Sub(CSRank(open_interest_mean),CSRank(trade_return_1h)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1a6b986d3edf19f9,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Mean(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1a6bf0fef09577ea,"SafeDiv(Mean(open_interest_last,4),Abs(Mean(global_long_short_account_ratio_mean,8)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1a6d06cde78a3246,"Mul(Neg(ZScore(ZScore(Mean(open_interest_mean,24)))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1a7f396eeecf000e,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_value_mean,24),24))",open_interest_value_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only
sg_1a80e25daccd397e,"Mul(Neg(ZScore(Delta(trade_count,4))),Sign(ZScore(Mean(realized_vol_168h,24))))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1a82a26ef9ba1702,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,4)),Delta(mark_low,4)),4)",mark_low;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,diagnostic_or_repair_root_only
sg_1a83c092d5200302,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,8))),Delta(Delta(open_interest_value_last,8),24))",open_interest_value_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only
sg_1a85c72036c87ade,"Mul(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,8))),Sign(Delta(global_long_short_account_ratio_mean,8)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,diagnostic_or_repair_root_only
sg_1a878f83a4afcb42,"Mul(Neg(ZScore(ZScore(Mean(open_interest_last,24)))),Sign(Delta(trade_return_24h,4)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1aa0b69cc4528a3c,"Mean(Mul(Delta(trade_count,8),ZScore(Mean(age_x_volatility,8))),4)",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1aa1f531cbc75ce3,"Mean(Mul(taker_buy_quote_volume,Delta(open_interest_value_mean,8)),4)",open_interest_value_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,diagnostic_or_repair_root_only
sg_1aa2ddf83eb32769,"Mul(Delta(open_interest_last,24),Sub(CSRank(open_interest_last),CSRank(ZScore(Mean(global_long_short_account_ratio_last,24)))))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1aac3a9a73fece8a,"Mul(Delta(ZScore(Mean(taker_buy_quote_volume,24)),4),ZScore(Delta(open_interest_last,24)))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,diagnostic_or_repair_root_only
sg_1aacd9178af910c4,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(Mean(index_close,8)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,relative_shock,diagnostic_or_repair_root_only
sg_1ab830b290d15780,"SafeDiv(ZScore(Mean(open_interest_last,24)),Abs(global_long_short_account_ratio_last))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1abeabba98898688,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Mean(age_x_volatility,24))))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only
sg_1ac6c1860f7840ba,"Mul(Delta(open_interest_mean,24),Sub(CSRank(open_interest_mean),CSRank(ZScore(Mean(trade_return_1h,4)))))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1aca1a0edc9c935b,"SafeDiv(Delta(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,24)))",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1acb4e6b6bff82ab,"Mul(Delta(Delta(trade_count,24),24),Abs(ZScore(Delta(trade_high,8))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only
sg_1ace96640c772774,"Mul(Neg(ZScore(Delta(trade_count,4))),Sign(ZScore(Mean(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1ae0e5a557c44c74,"Mul(ZScore(ZScore(Mean(taker_buy_quote_volume,4))),Delta(ZScore(Mean(open_interest_last,4)),24))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,diagnostic_or_repair_root_only
sg_1ae36bc7cab35780,"Mean(Mul(ZScore(Mean(trade_count,24)),Delta(trade_high,8)),4)",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1af23a43034f8a61,"Mean(Mul(ZScore(Mean(open_interest_last,8)),Mean(top_long_short_account_ratio_last,8)),4)",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b020c6fe4586d8f,"Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Mean(trade_high,4))))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,diagnostic_or_repair_root_only
sg_1b0919b531749144,"SafeDiv(Mean(taker_buy_quote_volume,4),Abs(Mean(mark_low,8)))",mark_low;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1b0c2b96c7d6c30a,"Mean(Mul(Delta(taker_buy_quote_volume,24),ZScore(Mean(mark_close,4))),4)",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b0c894713a90890,"Mean(Mul(Delta(open_interest_mean,4),Mean(trade_close,8)),4)",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b36ecf8bad8b401,"Mean(Mul(open_interest_mean,Delta(trade_close,24)),4)",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b3b2b9db071c082,"Mul(Mean(taker_buy_quote_volume,24),Sign(Mean(mark_high,8)))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only
sg_1b41ee9109e27351,"Delta(age_x_liquidity,8)",age_x_liquidity,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
sg_1b4dba189c66638a,"Mean(Mul(Delta(taker_buy_quote_volume,8),Mean(mark_close,4)),4)",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b507ceeec607d78,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Delta(mark_index_basis_bps,24)))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1b544176cd02d157,"Mean(Mul(open_interest_last,ZScore(Mean(trade_return_24h,24))),4)",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b5501f1994620f3,"SafeDiv(Mean(taker_buy_quote_volume,8),Abs(open_interest_value_mean))",open_interest_value_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1b5573fff50fdf4f,"Mean(Mul(Delta(open_interest_last,8),Mean(global_long_short_account_ratio_mean,4)),4)",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b5e0e910e4fc230,"Mul(ZScore(Mean(taker_buy_quote_volume,8)),Sign(Mean(index_close,4)))",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only
sg_1b6168b426af2f40,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,24)),Abs(Delta(open_interest_value_last,8)))",open_interest_value_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1b664c7b927e7187,"Mean(Mul(trade_count,realized_vol_168h),4)",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1b79cefbecd93454,"Mul(Neg(ZScore(Delta(open_interest_mean,8))),Sign(ZScore(Mean(trade_return_1h,4))))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1b938bf30d8a3f27,"Mean(Mul(Delta(trade_count,24),Mean(age_x_volatility,4)),4)",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1ba96f1c7a859e78,"Mean(Mul(Mean(open_interest_last,24),ZScore(Mean(global_long_short_account_ratio_last,8))),4)",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1bae65443c4cfc3c,"Mul(Mean(taker_buy_quote_volume,8),Sign(Delta(open_interest_value_mean,8)))",open_interest_value_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,diagnostic_or_repair_root_only
sg_1bc028a87a2532a9,"Mean(Mul(ZScore(Mean(taker_buy_quote_volume,24)),Mean(index_close,4)),4)",index_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,diagnostic_or_repair_root_only
sg_1bc858d435b24f6d,"Mul(Neg(ZScore(Delta(trade_count,8))),Sign(Mean(realized_vol_168h,4)))",realized_vol_168h;trade_count,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1bca1274194abf81,"Mul(Delta(Delta(taker_buy_quote_volume,8),4),ZScore(Mean(open_interest_mean,8)))",open_interest_mean;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,diagnostic_or_repair_root_only
sg_1bd07ea6ced7c06a,"Mul(Delta(open_interest_last,24),Sub(CSRank(open_interest_last),CSRank(Delta(top_long_short_account_ratio_last,24))))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1bd174b74d84ec81,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_last,4)),4)",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1be17c96f14a21dd,"SafeDiv(ZScore(Mean(taker_buy_quote_volume,4)),Abs(Mean(mark_index_basis_bps,4)))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1be40368b2bf5a9d,"Mul(Delta(Mean(open_interest_last,4),24),Sub(CSRank(Mean(open_interest_last,4)),CSRank(global_long_short_account_ratio_mean)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1bf83af675d814f4,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(mark_high))",mark_high;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,relative_shock,diagnostic_or_repair_root_only
sg_1bf861edfe3bf617,"Mean(Mul(Delta(trade_count,24),Mean(trade_low,24)),4)",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c001cae468b6c3b,"Mul(Neg(ZScore(Mean(trade_count,4))),Sign(Delta(trade_low,24)))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1c0d1d767d3849d9,"Mul(Delta(Delta(open_interest_last,4),24),Sub(CSRank(Delta(open_interest_last,4)),CSRank(Delta(trade_return_1h,8))))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1c0d39f148c4c8ff,"Mean(Mul(Mean(open_interest_last,4),Delta(trade_return_1h,4)),4)",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c17b0109cbbf1ae,"Mul(Delta(ZScore(Mean(open_interest_last,8)),24),Sub(CSRank(ZScore(Mean(open_interest_last,8))),CSRank(top_long_short_account_ratio_last)))",open_interest_last;top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1c1c7be7090f4e35,"Mul(Neg(ZScore(Delta(trade_count,8))),Sign(Delta(trade_high,24)))",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1c1e334164fd6d0c,"Mul(Delta(Mean(open_interest_last,4),24),Sub(CSRank(Mean(open_interest_last,4)),CSRank(Mean(global_long_short_account_ratio_last,8))))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1c220953b5604ea6,"Mul(Mean(taker_buy_quote_volume,24),Sign(Delta(mark_close,24)))",mark_close;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only
sg_1c27921e3af8e569,"Mean(Mul(ZScore(Mean(open_interest_last,8)),trade_return_24h),4)",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c3563f33667710b,"Sub(CSRank(Mean(trade_count,4)),CSRank(Mean(age_x_volatility,24)))",age_x_volatility;trade_count,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,diagnostic_or_repair_root_only
sg_1c3865402063432f,"Mean(Mul(ZScore(Mean(trade_count,8)),Delta(trade_high,4)),4)",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c3d5feec5c5f6a5,"Mul(Delta(taker_buy_quote_volume,24),Sign(ZScore(Mean(mark_index_basis_bps,24))))",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,diagnostic_or_repair_root_only
sg_1c42a6c46b58aeea,"Mul(Neg(ZScore(Mean(open_interest_mean,4))),Sign(Delta(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1c44cebada671608,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Mean(open_interest_value_last,24)))",open_interest_value_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1c6081a84e91db63,"SafeDiv(Delta(taker_buy_quote_volume,24),Abs(Delta(open_interest_value_last,8)))",open_interest_value_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1c6095f2a9f01fc4,"Mean(Mul(taker_buy_quote_volume,ZScore(Mean(mark_index_basis_bps,4))),4)",mark_index_basis_bps;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|basis_premium_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c6b8ee03997cb52,"Mean(Mul(Mean(open_interest_last,8),global_long_short_account_ratio_mean),4)",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c6eca1b7a10fe7e,"Sub(CSRank(ZScore(Mean(trade_count,24))),CSRank(Mean(trade_low,8)))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,diagnostic_or_repair_root_only
sg_1c727184b3016618,"Mul(Delta(ZScore(Mean(open_interest_last,8)),24),Sub(CSRank(ZScore(Mean(open_interest_last,8))),CSRank(ZScore(Mean(trade_return_1h,4)))))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1c7ba8cfe3c390ea,"Mean(Mul(Mean(trade_count,4),Delta(trade_high,24)),4)",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c7d60562258231f,"Mean(Mul(trade_count,ZScore(Mean(trade_high,8))),4)",trade_count;trade_high,role_mixed_allowed,liquidity_like|volatility_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c84d032675097ee,"Mul(Sub(CSRank(ZScore(Mean(open_interest_last,24))),CSRank(Mean(global_long_short_account_ratio_last,8))),Sign(Mean(global_long_short_account_ratio_last,8)))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,diagnostic_or_repair_root_only
sg_1c8afb05ced1a847,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,24))),4)",open_interest_last;top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c8d475ddfa986b9,"Mean(Mul(Delta(taker_buy_quote_volume,8),Mean(open_interest_last,24)),4)",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,smooth_mul,diagnostic_or_repair_root_only
sg_1c9baf8c2d1c6561,"Mul(Delta(Mean(open_interest_last,4),24),Sub(CSRank(Mean(open_interest_last,4)),CSRank(Mean(trade_return_1h,4))))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1c9db871a7cb4e21,"Mul(Neg(ZScore(ZScore(Mean(trade_count,24)))),Sign(Mean(trade_low,24)))",trade_count;trade_low,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,diagnostic_or_repair_root_only
sg_1cb38d4caa53246e,"Mul(Sub(CSRank(Delta(open_interest_last,24)),CSRank(Delta(global_long_short_account_ratio_mean,4))),Sign(Delta(global_long_short_account_ratio_mean,4)))",global_long_short_account_ratio_mean;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,signed_spread,diagnostic_or_repair_root_only
sg_1cb4c60610aea153,"Mul(Delta(ZScore(Mean(open_interest_last,8)),24),Sub(CSRank(ZScore(Mean(open_interest_last,8))),CSRank(Delta(global_long_short_account_ratio_last,24))))",global_long_short_account_ratio_last;open_interest_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence,diagnostic_or_repair_root_only
sg_1cb78fe68e3b873b,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Delta(open_interest_last,8)))",open_interest_last;taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,safe_div_abs,diagnostic_or_repair_root_only
sg_1cc99b77edbf5714,"Delta(log_quote_volume_168h,8)",log_quote_volume_168h,exploratory_signal_probe,liquidity_like,single,diagnostic_or_repair_root_only
