subgraph_id,subgraph_kind,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate,pit_policy,role_policy
sg_bff9736ff2c47f65,typed_transform_subgraph,"CSRank(Delta(top_long_short_account_ratio_last,8))",top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c0178941d922c45b,typed_transform_subgraph,"CSRank(Delta(global_long_short_account_ratio_mean,8))",global_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c37d826bf49fb343,typed_transform_subgraph,"CSRank(ZScore(Mean(trade_return_1h,4)))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c736d24de0087cfd,typed_transform_subgraph,"Neg(ZScore(Delta(open_interest_last,24)))",open_interest_last,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_d2b440f7a6628c12,typed_transform_subgraph,"Neg(ZScore(ZScore(Mean(open_interest_last,8))))",open_interest_last,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_d3d1d72ec6579d36,typed_transform_subgraph,"ZScore(Delta(taker_buy_quote_volume,24))",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_d456f8e975cbeaea,typed_transform_subgraph,"Neg(ZScore(ZScore(Mean(open_interest_last,4))))",open_interest_last,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_d57d7bfccc348b5e,typed_transform_subgraph,Neg(ZScore(open_interest_last)),open_interest_last,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_e194c9c7ff1f076d,typed_transform_subgraph,"CSRank(Mean(global_long_short_account_ratio_last,24))",global_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_e430ab337f95dfbb,typed_transform_subgraph,"CSRank(Delta(top_long_short_account_ratio_last,24))",top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_e83d46d673951b9e,typed_transform_subgraph,CSRank(trade_return_1h),trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_eb21411eb75cb880,typed_transform_subgraph,"CSRank(ZScore(Mean(top_long_short_account_ratio_last,24)))",top_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f184f09cef0a1bfd,typed_transform_subgraph,"CSRank(Mean(trade_return_1h,4))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f36ecf15f7374d32,typed_transform_subgraph,"CSRank(Mean(trade_return_1h,24))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f3db78a78c6293a6,typed_transform_subgraph,"CSRank(ZScore(Mean(global_long_short_account_ratio_mean,4)))",global_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f54d1102b4b0aec4,typed_transform_subgraph,"Neg(ZScore(ZScore(Mean(open_interest_last,24))))",open_interest_last,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f920802b5b98d225,typed_transform_subgraph,"Neg(ZScore(ZScore(Mean(trade_count,8))))",trade_count,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_fbd0caf74ca6ae51,typed_transform_subgraph,"CSRank(Mean(global_long_short_account_ratio_last,8))",global_long_short_account_ratio_last,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_fe40d4be9dc0438c,typed_transform_subgraph,"ZScore(ZScore(Mean(taker_buy_quote_volume,24)))",taker_buy_quote_volume,role_mixed_allowed,taker_flow_like|open_interest_like,flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_361e573e4071c956,typed_transform_subgraph,"ZScore(Mean(mark_low,24))",mark_low,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_51aa9c171b22c173,typed_transform_subgraph,"ZScore(Mean(mark_low,4))",mark_low,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_775034233c088163,typed_transform_subgraph,"ZScore(Mean(mark_low,8))",mark_low,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_05cbb681c82c099a,typed_transform_subgraph,"ZScore(ZScore(Mean(open_interest_mean,8)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,mean_reversion_gate;relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_0d7ebfa1999aad18,typed_transform_subgraph,"CSRank(Delta(open_interest_mean,24))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_13cb9e5ae1cc12e3,typed_transform_subgraph,"Sign(Mean(trade_close,4))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_14290792a9fcd534,typed_transform_subgraph,"CSRank(Mean(open_interest_mean,8))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_155799d90b1c42cd,typed_transform_subgraph,"Sign(ZScore(Mean(trade_close,8)))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_16b4b5d42152ff90,typed_transform_subgraph,"Abs(ZScore(Mean(trade_low,24)))",trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_17e6182396902bd7,typed_transform_subgraph,"Sign(Mean(trade_close,24))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_1bd4f1334011f2ed,typed_transform_subgraph,"CSRank(ZScore(Mean(open_interest_mean,24)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_1d5f89e0a6a21528,typed_transform_subgraph,"CSRank(Delta(trade_return_24h,4))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_24af2ddde4474aa9,typed_transform_subgraph,"Neg(ZScore(Delta(open_interest_mean,4)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_255d636e217c4326,typed_transform_subgraph,"Delta(mark_low,4)",mark_low,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_2d1e80803aec7494,typed_transform_subgraph,"Sign(Mean(trade_close,8))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3244e53d4eafc0a2,typed_transform_subgraph,"Abs(ZScore(Mean(trade_low,4)))",trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_33764101d963c7f7,typed_transform_subgraph,"Abs(ZScore(Mean(age_x_volatility,24)))",age_x_volatility,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3622c6dd9c7d405b,typed_transform_subgraph,"CSRank(Delta(trade_return_24h,24))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3a410f7ff6caf5ec,typed_transform_subgraph,"CSRank(Mean(trade_return_24h,4))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3fab9772687c3b06,typed_transform_subgraph,"Delta(Delta(open_interest_mean,24),24)",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_4075976ecbc428ea,typed_transform_subgraph,"CSRank(ZScore(Mean(trade_return_24h,24)))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_413b47602b0824cb,typed_transform_subgraph,"Delta(Mean(open_interest_mean,24),24)",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_43b8cb228264a814,typed_transform_subgraph,"Delta(Mean(open_interest_mean,8),24)",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_442cacff6d1aa7de,typed_transform_subgraph,"CSRank(ZScore(Mean(trade_return_24h,8)))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_4b604ba920f07f9d,typed_transform_subgraph,"CSRank(Mean(trade_return_24h,8))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_506f44dbe4967f71,typed_transform_subgraph,"Abs(ZScore(Mean(trade_high,4)))",trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_51e2897660d98c95,typed_transform_subgraph,"CSRank(Mean(trade_return_24h,24))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_550fd868b9558feb,typed_transform_subgraph,"Sign(ZScore(Mean(trade_close,24)))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_5b330268208a5990,typed_transform_subgraph,Sign(trade_close),trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_5b461188d099c5cf,typed_transform_subgraph,"Neg(ZScore(Delta(open_interest_mean,8)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_625d4774369932e5,typed_transform_subgraph,"Abs(ZScore(Mean(trade_low,8)))",trade_low,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_6595a6bc1cb9670a,typed_transform_subgraph,"Delta(mark_low,24)",mark_low,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_7a55b7f66a352e02,typed_transform_subgraph,CSRank(trade_return_24h),trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_90a0c945f415d932,typed_transform_subgraph,"Abs(ZScore(Mean(trade_high,24)))",trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_90d7710e6a5b12cf,typed_transform_subgraph,"Abs(ZScore(Mean(trade_high,8)))",trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_96feb0ae25af4d47,typed_transform_subgraph,"ZScore(Delta(open_interest_mean,24))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,mean_reversion_gate;relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_9bc3117cb063ea85,typed_transform_subgraph,"CSRank(ZScore(Mean(trade_return_24h,4)))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a724b6ef7d7133ac,typed_transform_subgraph,"CSRank(Delta(trade_return_24h,8))",trade_return_24h,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a9a705ba34160757,typed_transform_subgraph,"Abs(ZScore(Mean(age_x_volatility,8)))",age_x_volatility,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_aafb029f5c327c6e,typed_transform_subgraph,"Delta(mark_low,8)",mark_low,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign;relative_shock;safe_div_abs;smooth_mul,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b28ee27140ca9e0f,typed_transform_subgraph,"Sign(Delta(trade_close,8))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b59f9e1c75dd0d28,typed_transform_subgraph,"Neg(ZScore(ZScore(Mean(open_interest_mean,4))))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b931bce5d20ed06e,typed_transform_subgraph,Neg(ZScore(open_interest_mean)),open_interest_mean,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b97f73af77eb10fb,typed_transform_subgraph,"Abs(ZScore(Mean(age_x_volatility,4)))",age_x_volatility,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_cb4c2f72cfde6c31,typed_transform_subgraph,"CSRank(Mean(open_interest_mean,24))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_ccc3c11b9ca70ad9,typed_transform_subgraph,"Neg(ZScore(Mean(open_interest_mean,4)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_cd5e02bd86b2bc2c,typed_transform_subgraph,"Sign(Delta(trade_close,4))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_dcda0ca0488c9160,typed_transform_subgraph,"ZScore(ZScore(Mean(open_interest_mean,24)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,mean_reversion_gate;relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_e6742454bd2ad1c5,typed_transform_subgraph,"Sign(Delta(trade_close,24))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_ef36c0577408391b,typed_transform_subgraph,"Sign(ZScore(Mean(trade_close,4)))",trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f6e3baf35ad9cd1f,typed_transform_subgraph,"Delta(ZScore(Mean(open_interest_mean,24)),24)",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_f7f9138a6c6e3fba,typed_transform_subgraph,"Delta(ZScore(Mean(open_interest_mean,8)),24)",open_interest_mean,role_mixed_allowed,open_interest_like|price_like;taker_flow_like|open_interest_like,delta_x_divergence;flow_x_leverage,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_fd31fe102a52adc8,typed_transform_subgraph,"CSRank(ZScore(Mean(open_interest_mean,8)))",open_interest_mean,role_mixed_allowed,open_interest_like|price_like,delta_x_divergence;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_0505105e3da4537e,typed_transform_subgraph,"CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8)))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_4bd9bf285eb7c4ee,typed_transform_subgraph,"CSRank(Delta(top_long_short_account_ratio_mean,4))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_6dc47405b48b969b,typed_transform_subgraph,"CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4)))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_823d8f76659fef91,typed_transform_subgraph,"CSRank(Delta(top_long_short_account_ratio_mean,24))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_8b9a73f8e897bd38,typed_transform_subgraph,"CSRank(Mean(top_long_short_account_ratio_mean,24))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_a1e59f6395c38e87,typed_transform_subgraph,"CSRank(Mean(top_long_short_account_ratio_mean,4))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_ba4032bb29a50a0e,typed_transform_subgraph,"CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_bf42d0c12f56d749,typed_transform_subgraph,"CSRank(Delta(top_long_short_account_ratio_mean,8))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c53007ee08b78979,typed_transform_subgraph,"CSRank(Mean(top_long_short_account_ratio_mean,8))",top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_fe7068dcd078c8d3,typed_transform_subgraph,CSRank(top_long_short_account_ratio_mean),top_long_short_account_ratio_mean,role_mixed_allowed,open_interest_like|positioning_like,delta_x_divergence;signed_spread;spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_07b47cf38342d858,typed_transform_subgraph,"Sign(Delta(trade_return_1h,24))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_2a8a2548f9dab8b4,typed_transform_subgraph,"Sign(ZScore(Mean(trade_return_1h,4)))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_3bda1a6d8dec8ac8,typed_transform_subgraph,"Sign(Mean(trade_return_1h,4))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_562667c36840959a,typed_transform_subgraph,"Sign(Delta(trade_return_1h,4))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_6283b9d106da565e,typed_transform_subgraph,"Sign(Mean(trade_return_1h,8))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_8af2d8b0218c3c0b,typed_transform_subgraph,"Sign(Delta(trade_return_1h,8))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_98b4923640778607,typed_transform_subgraph,"Sign(Mean(trade_return_1h,24))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_b8cfd2e06b736a99,typed_transform_subgraph,"Sign(ZScore(Mean(trade_return_1h,24)))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c0442cf97cbc93f0,typed_transform_subgraph,Sign(trade_return_1h),trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_c700cb4e365ee001,typed_transform_subgraph,"Sign(ZScore(Mean(trade_return_1h,8)))",trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_13fb9a2f7d14f92d,typed_transform_subgraph,"Abs(ZScore(Mean(realized_vol_168h,24)))",realized_vol_168h,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_7b02ed08372be3ec,typed_transform_subgraph,"Abs(ZScore(Mean(realized_vol_168h,4)))",realized_vol_168h,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_8c66ad379f2189a3,typed_transform_subgraph,"Abs(ZScore(Mean(realized_vol_168h,8)))",realized_vol_168h,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock;safe_div_abs,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_00f31e2db55a09f1,typed_transform_subgraph,"Sign(ZScore(Mean(open_interest_value_last,4)))",open_interest_value_last,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_0197364c816defc1,typed_transform_subgraph,CSRank(trade_high),trade_high,role_mixed_allowed,liquidity_like|volatility_like,spread_rank,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_030adf09e242593e,typed_transform_subgraph,"Sign(ZScore(Mean(open_interest_mean,8)))",open_interest_mean,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_0431eb9de7e6ba31,typed_transform_subgraph,"Sign(Delta(open_interest_value_last,8))",open_interest_value_last,role_mixed_allowed,taker_flow_like|open_interest_like,gated_sign,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_04ed8fe6da925acc,typed_transform_subgraph,"ZScore(Delta(open_interest_value_last,8))",open_interest_value_last,role_mixed_allowed,taker_flow_like|open_interest_like,relative_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_05d780cb68739fa9,typed_transform_subgraph,"Sign(ZScore(Mean(trade_high,8)))",trade_high,role_mixed_allowed,liquidity_like|volatility_like,mean_reversion_gate,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_070297886e987975,typed_transform_subgraph,Sign(mark_index_basis_bps),mark_index_basis_bps,role_mixed_allowed,taker_flow_like|basis_premium_like,gated_sign,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
sg_082ab6199bfa026f,typed_transform_subgraph,ZScore(trade_high),trade_high,role_mixed_allowed,liquidity_like|volatility_like,liquidity_shock,feature_factory_reusable_subgraph,inherit_from_field_contract,role_enforced_no_label_feature
