candidate_id,arm,family,object_type,expression,expr_hash,horizon,source_fields,source_field_families,static_gate_pass,static_gate_failures
k0_basis_premium_clean_239,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(premium_index),ZScore(ret_6)),Rank(avg_trade_size_quote))",83d243eddd10f163,24,avg_trade_size_quote;premium_index;ret_6,basis;liquidity;price,True,
k0_basis_premium_clean_240,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(premium_index),Rank(ret_12))",99a23ea87d7ae1f1,12,premium_index;ret_12,basis;price,True,
k0_basis_premium_clean_241,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(premium_index),ZScore(ret_12))",9995abf9ad03a822,24,premium_index;ret_12,basis;price,True,
k0_basis_premium_clean_242,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Rank(premium_index),ZScore(ret_12))",052ee6b7f836bf6c,12,premium_index;ret_12,basis;price,True,
k0_basis_premium_clean_243,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(ZScore(premium_index),Rank(ret_12))",abb218065f7d03c8,24,premium_index;ret_12,basis;price,True,
k0_basis_premium_clean_244,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(premium_index),ZScore(ret_12)),Rank(ret_3))",da02d8b1ad6b075c,12,premium_index;ret_12;ret_3,basis;price,True,
k0_basis_premium_clean_245,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(premium_index),Rank(ret_12)),ZScore(ret_6))",47026f3f25708e12,24,premium_index;ret_12;ret_6,basis;price,True,
k0_basis_premium_clean_246,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(premium_index),Rank(ret_12)),ZScore(ret_24))",b2ecab18a6249a5d,12,premium_index;ret_12;ret_24,basis;price,True,
k0_basis_premium_clean_247,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(premium_index),ZScore(ret_12)),Rank(realized_vol_12))",4e442c9f983d29c8,24,premium_index;realized_vol_12;ret_12,basis;price;volatility,True,
k0_basis_premium_clean_248,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(ZScore(premium_index),Rank(ret_12)),ZScore(realized_vol_24))",076e367d896df35d,12,premium_index;realized_vol_24;ret_12,basis;price;volatility,True,
k0_basis_premium_clean_249,K0_basis_premium_clean,basis_premium_clean,generated_candidate,"Mul(Mul(Rank(premium_index),ZScore(ret_12)),Rank(hl_range))",51bd4a3677e36a92,24,hl_range;premium_index;ret_12,basis;price;volatility,True,
k1_flow_liquidity_clean_000,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),Rank(ret_6))",851d1d1f80b20c4b,12,quote_asset_volume;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_001,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),ZScore(ret_6))",22cdce58509c280e,24,quote_asset_volume;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_002,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),ZScore(ret_6))",17bc681134926917,12,quote_asset_volume;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_003,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),Rank(ret_6))",99bb0ebcd16325aa,24,quote_asset_volume;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_004,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(ret_6)),ZScore(ret_12))",a95f4aaec5e7a965,12,quote_asset_volume;ret_12;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_005,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(ret_6)),Rank(realized_vol_12))",377ec55abb715cd2,24,quote_asset_volume;realized_vol_12;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_006,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(ret_6)),ZScore(realized_vol_24))",b9a76dcbe41b9695,12,quote_asset_volume;realized_vol_24;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_007,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(ret_6)),Rank(mark_index_ratio))",5122deca41a5a90d,24,mark_index_ratio;quote_asset_volume;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_008,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(ret_6)),ZScore(premium_index))",f687418e55d1545b,12,premium_index;quote_asset_volume;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_009,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),Rank(ret_12))",6247b3a81d412540,24,quote_asset_volume;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_010,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),ZScore(ret_12))",0440569cc245f747,12,quote_asset_volume;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_011,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),ZScore(ret_12))",fa22ca4339c40c8a,24,quote_asset_volume;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_012,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),Rank(ret_12))",1f2ea360e8018625,12,quote_asset_volume;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_013,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(ret_12)),Rank(ret_6))",9cc4e6d5cad7acf0,24,quote_asset_volume;ret_12;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_014,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(ret_12)),Rank(realized_vol_12))",e7107b76da1d1f19,12,quote_asset_volume;realized_vol_12;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_015,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(ret_12)),ZScore(realized_vol_24))",6993066beec6fc6f,24,quote_asset_volume;realized_vol_24;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_016,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(ret_12)),Rank(mark_index_ratio))",a7558ea6bfee8986,12,mark_index_ratio;quote_asset_volume;ret_12,basis;liquidity;price,True,
k1_flow_liquidity_clean_017,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(ret_12)),ZScore(premium_index))",120bf755b9ce20bc,24,premium_index;quote_asset_volume;ret_12,basis;liquidity;price,True,
k1_flow_liquidity_clean_018,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),Rank(realized_vol_12))",2dc41746775cd3d4,12,quote_asset_volume;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_019,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),ZScore(realized_vol_12))",c619fdd9fdeac9e2,24,quote_asset_volume;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_020,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),ZScore(realized_vol_12))",354a658460a57009,12,quote_asset_volume;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_021,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),Rank(realized_vol_12))",9751254b8a683f5a,24,quote_asset_volume;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_022,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_12)),Rank(ret_6))",447c57ca0e750ed9,12,quote_asset_volume;realized_vol_12;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_023,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(realized_vol_12)),ZScore(ret_12))",0c1df04da0700eb2,24,quote_asset_volume;realized_vol_12;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_024,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(realized_vol_12)),ZScore(realized_vol_24))",87a635490e22e5c0,12,quote_asset_volume;realized_vol_12;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_025,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_12)),Rank(mark_index_ratio))",0443d337f2bf6e9b,24,mark_index_ratio;quote_asset_volume;realized_vol_12,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_026,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(realized_vol_12)),ZScore(premium_index))",cd435da1ce54795b,12,premium_index;quote_asset_volume;realized_vol_12,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_027,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),Rank(realized_vol_24))",e07b6322525c13b4,24,quote_asset_volume;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_028,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),ZScore(realized_vol_24))",c1019af647cacd03,12,quote_asset_volume;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_029,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),ZScore(realized_vol_24))",4b30d6e6ca1cac6f,24,quote_asset_volume;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_030,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),Rank(realized_vol_24))",1f03bf3557d38f10,12,quote_asset_volume;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_031,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_24)),Rank(ret_6))",22d10d405312fa13,24,quote_asset_volume;realized_vol_24;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_032,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(realized_vol_24)),ZScore(ret_12))",5bdb0a34dbca5e63,12,quote_asset_volume;realized_vol_24;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_033,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_24)),Rank(realized_vol_12))",1d33151b3ce37e96,24,quote_asset_volume;realized_vol_12;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_034,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_24)),Rank(mark_index_ratio))",3434984ce383c08c,12,mark_index_ratio;quote_asset_volume;realized_vol_24,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_035,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(realized_vol_24)),ZScore(premium_index))",77b2e53ead889a64,24,premium_index;quote_asset_volume;realized_vol_24,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_036,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),Rank(mark_index_ratio))",29293c92c0296ab6,12,mark_index_ratio;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_037,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),ZScore(mark_index_ratio))",0ee7d38045ff9dbc,24,mark_index_ratio;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_038,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),ZScore(mark_index_ratio))",f1ca734eda3409db,12,mark_index_ratio;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_039,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),Rank(mark_index_ratio))",a9ccc15da5f9cc07,24,mark_index_ratio;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_040,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(mark_index_ratio)),Rank(ret_6))",94c7903860884b88,12,mark_index_ratio;quote_asset_volume;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_041,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(mark_index_ratio)),ZScore(ret_12))",ab3f7e6892cba342,24,mark_index_ratio;quote_asset_volume;ret_12,basis;liquidity;price,True,
k1_flow_liquidity_clean_042,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(mark_index_ratio)),Rank(realized_vol_12))",e6111dd370fe34a6,12,mark_index_ratio;quote_asset_volume;realized_vol_12,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_043,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(mark_index_ratio)),ZScore(realized_vol_24))",e5cfb8f2d1d8b1bb,24,mark_index_ratio;quote_asset_volume;realized_vol_24,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_044,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(mark_index_ratio)),ZScore(premium_index))",f40d39e2bc17552d,12,mark_index_ratio;premium_index;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_045,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),Rank(premium_index))",e88f919d7a591d2a,24,premium_index;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_046,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),ZScore(premium_index))",46b045f230fb655d,12,premium_index;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_047,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(quote_asset_volume),ZScore(premium_index))",714de8854f2141f3,24,premium_index;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_048,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(quote_asset_volume),Rank(premium_index))",7bbbed9388e7698a,12,premium_index;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_049,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(premium_index)),Rank(ret_6))",d92d5e0fd799f4f0,24,premium_index;quote_asset_volume;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_050,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(premium_index)),ZScore(ret_12))",7a650930a93baf5d,12,premium_index;quote_asset_volume;ret_12,basis;liquidity;price,True,
k1_flow_liquidity_clean_051,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(premium_index)),Rank(realized_vol_12))",7cb5d9bb194c8940,24,premium_index;quote_asset_volume;realized_vol_12,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_052,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(quote_asset_volume),Rank(premium_index)),ZScore(realized_vol_24))",c9b1dfd8b2698817,12,premium_index;quote_asset_volume;realized_vol_24,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_053,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(quote_asset_volume),ZScore(premium_index)),Rank(mark_index_ratio))",597ffa481e0efae5,24,mark_index_ratio;premium_index;quote_asset_volume,basis;liquidity,True,
k1_flow_liquidity_clean_054,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),Rank(ret_6))",520b7712fd632cf1,12,number_of_trades;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_055,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),ZScore(ret_6))",b2532b9b21c9125b,24,number_of_trades;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_056,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),ZScore(ret_6))",033874564e94c8b2,12,number_of_trades;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_057,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),Rank(ret_6))",eb6e942f947ef26f,24,number_of_trades;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_058,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(ret_6)),ZScore(ret_12))",4a9840a7e9298940,12,number_of_trades;ret_12;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_059,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(ret_6)),Rank(realized_vol_12))",c534d2c5308a52cd,24,number_of_trades;realized_vol_12;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_060,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(ret_6)),ZScore(realized_vol_24))",87ca3125827ed952,12,number_of_trades;realized_vol_24;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_061,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(ret_6)),Rank(mark_index_ratio))",5502c419b1d07468,24,mark_index_ratio;number_of_trades;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_062,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(ret_6)),ZScore(premium_index))",af731995ffbee488,12,number_of_trades;premium_index;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_063,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),Rank(ret_12))",01939e94ea43d6ec,24,number_of_trades;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_064,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),ZScore(ret_12))",f9911dc122be0883,12,number_of_trades;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_065,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),ZScore(ret_12))",4e3b416704920868,24,number_of_trades;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_066,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),Rank(ret_12))",00a79928fc580b29,12,number_of_trades;ret_12,liquidity;price,True,
k1_flow_liquidity_clean_067,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(ret_12)),Rank(ret_6))",a61ef1407c877f34,24,number_of_trades;ret_12;ret_6,liquidity;price,True,
k1_flow_liquidity_clean_068,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(ret_12)),Rank(realized_vol_12))",585f5490115e4460,12,number_of_trades;realized_vol_12;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_069,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(ret_12)),ZScore(realized_vol_24))",c21a7bfddc250d3a,24,number_of_trades;realized_vol_24;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_070,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(ret_12)),Rank(mark_index_ratio))",71011bb25c4c6b7e,12,mark_index_ratio;number_of_trades;ret_12,basis;liquidity;price,True,
k1_flow_liquidity_clean_071,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(ret_12)),ZScore(premium_index))",3d2dc6ce347bdd2a,24,number_of_trades;premium_index;ret_12,basis;liquidity;price,True,
k1_flow_liquidity_clean_072,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),Rank(realized_vol_12))",0e29d0b1759bb397,12,number_of_trades;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_073,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),ZScore(realized_vol_12))",52e985a6cd501a7d,24,number_of_trades;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_074,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),ZScore(realized_vol_12))",c51727deb93d4dc1,12,number_of_trades;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_075,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),Rank(realized_vol_12))",21ab51a0845a733d,24,number_of_trades;realized_vol_12,liquidity;volatility,True,
k1_flow_liquidity_clean_076,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_12)),Rank(ret_6))",31b3189490e4fdaf,12,number_of_trades;realized_vol_12;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_077,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(realized_vol_12)),ZScore(ret_12))",99378880e8d1fcfc,24,number_of_trades;realized_vol_12;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_078,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(realized_vol_12)),ZScore(realized_vol_24))",3713b19bbd7e333d,12,number_of_trades;realized_vol_12;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_079,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_12)),Rank(mark_index_ratio))",6bcc8c31cfad7716,24,mark_index_ratio;number_of_trades;realized_vol_12,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_080,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(realized_vol_12)),ZScore(premium_index))",6840867360967415,12,number_of_trades;premium_index;realized_vol_12,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_081,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",c1f41d6f438158bc,24,number_of_trades;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_082,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),ZScore(realized_vol_24))",97e30c564f6801b1,12,number_of_trades;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_083,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),ZScore(realized_vol_24))",bd545e0e238f09cc,24,number_of_trades;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_084,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),Rank(realized_vol_24))",920cda8211c5cf11,12,number_of_trades;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_085,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_24)),Rank(ret_6))",0eb54b742d331611,24,number_of_trades;realized_vol_24;ret_6,liquidity;price;volatility,True,
k1_flow_liquidity_clean_086,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(realized_vol_24)),ZScore(ret_12))",d0793f338a8174ba,12,number_of_trades;realized_vol_24;ret_12,liquidity;price;volatility,True,
k1_flow_liquidity_clean_087,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_24)),Rank(realized_vol_12))",528e4a87ca4742b0,24,number_of_trades;realized_vol_12;realized_vol_24,liquidity;volatility,True,
k1_flow_liquidity_clean_088,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_24)),Rank(mark_index_ratio))",f065c16d97a68abc,12,mark_index_ratio;number_of_trades;realized_vol_24,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_089,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(realized_vol_24)),ZScore(premium_index))",12b126efa5cdb31f,24,number_of_trades;premium_index;realized_vol_24,basis;liquidity;volatility,True,
k1_flow_liquidity_clean_090,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),Rank(mark_index_ratio))",9acb0c2722fb3bb2,12,mark_index_ratio;number_of_trades,basis;liquidity,True,
k1_flow_liquidity_clean_091,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),ZScore(mark_index_ratio))",f4e62ab33db2b68c,24,mark_index_ratio;number_of_trades,basis;liquidity,True,
k1_flow_liquidity_clean_092,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Rank(number_of_trades),ZScore(mark_index_ratio))",cde1fb4d4265b001,12,mark_index_ratio;number_of_trades,basis;liquidity,True,
k1_flow_liquidity_clean_093,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(ZScore(number_of_trades),Rank(mark_index_ratio))",7b8df0c305499354,24,mark_index_ratio;number_of_trades,basis;liquidity,True,
k1_flow_liquidity_clean_094,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(Rank(number_of_trades),ZScore(mark_index_ratio)),Rank(ret_6))",c7b1dd6515e3171a,12,mark_index_ratio;number_of_trades;ret_6,basis;liquidity;price,True,
k1_flow_liquidity_clean_095,K1_flow_liquidity_clean,flow_liquidity_clean,generated_candidate,"Mul(Mul(ZScore(number_of_trades),Rank(mark_index_ratio)),ZScore(ret_12))",c3d998eba60ebf3a,24,mark_index_ratio;number_of_trades;ret_12,basis;liquidity;price,True,
