left,right,activation_jaccard,sign_agreement,rank_correlation,top_bottom_overlap,holding_weight_distance,persistence_difference,symbol_month_stability_difference,same_behaviour_cluster_edge
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,0.999602930867,1,0.999999993947,0.999602636974,0.000196039279769,0.000268869280683,0.000399286429294,True
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,779bfba96e6b66a9839e83ade5afe1eb4c28e412c0544efe666f0c7d6ae1414c,0.992744159943,0.317738691516,-0.474946037179,0.359080002489,0.803732945148,0.180645051621,0.00600434953634,False
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,92e52bf59f8b844fad64fdedc0ff9fbc6fad3ebb09494d729f154a564a72fb77,0.999455104262,0.113299238954,-0.906621357267,0.641716828345,0.962078471201,0.0148920070447,0.000428540870937,False
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,a026c1e4b0e069ee9325996ba0d51191615dcce497c8c41b767aaa5ecd5f2084,0.999602930867,1,0.999999986549,0.999602636974,0.000196273039344,0.000268761446145,0.000399286429294,True
25fc6c78ee80f71e044454d707a521b0cf89f2af16d7b2b1eccfc9995275f5a6,b418202d6258a693e911d827b8a8c567c6c338cc21b6e81620604fcd2d2d8eb2,0.985710874533,0.511573513324,0.046901311458,0.141522493962,0.635576573613,0.278662780621,0.0135145177296,False
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,779bfba96e6b66a9839e83ade5afe1eb4c28e412c0544efe666f0c7d6ae1414c,0.992352470651,0.317738691516,-0.474946013615,0.358983162435,0.803928750668,0.180865350997,0.00638010829671,False
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,92e52bf59f8b844fad64fdedc0ff9fbc6fad3ebb09494d729f154a564a72fb77,0.999852144041,0.113319396969,-0.906610084147,0.641900361713,0.962260144892,0.0151568723222,9.20973162807e-05,False
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,a026c1e4b0e069ee9325996ba0d51191615dcce497c8c41b767aaa5ecd5f2084,1,1,0.999999988571,1,3.61264797406e-07,1.07863528135e-07,0,True
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,b418202d6258a693e911d827b8a8c567c6c338cc21b6e81620604fcd2d2d8eb2,0.985807074991,0.511565470421,0.0468721199121,0.141520962311,0.635692353781,0.278468783042,0.0133387683104,False
779bfba96e6b66a9839e83ade5afe1eb4c28e412c0544efe666f0c7d6ae1414c,92e52bf59f8b844fad64fdedc0ff9fbc6fad3ebb09494d729f154a564a72fb77,0.992351447101,0.657956724497,0.423952152757,0.310467089745,0.444745795592,0.168965742455,0.00637903012922,False
779bfba96e6b66a9839e83ade5afe1eb4c28e412c0544efe666f0c7d6ae1414c,a026c1e4b0e069ee9325996ba0d51191615dcce497c8c41b767aaa5ecd5f2084,0.992352470651,0.317738691516,-0.474946100466,0.358983162435,0.80392879317,0.180865262642,0.00638010829671,False
779bfba96e6b66a9839e83ade5afe1eb4c28e412c0544efe666f0c7d6ae1414c,b418202d6258a693e911d827b8a8c567c6c338cc21b6e81620604fcd2d2d8eb2,0.991081823578,0.501152791127,-0.00609876501941,0.133714643026,0.652408926672,0.408968779852,0.0081990772648,False
92e52bf59f8b844fad64fdedc0ff9fbc6fad3ebb09494d729f154a564a72fb77,a026c1e4b0e069ee9325996ba0d51191615dcce497c8c41b767aaa5ecd5f2084,0.999852144041,0.113319396969,-0.906610062633,0.641900361713,0.962260166143,0.0151567660935,9.20973162807e-05,False
92e52bf59f8b844fad64fdedc0ff9fbc6fad3ebb09494d729f154a564a72fb77,b418202d6258a693e911d827b8a8c567c6c338cc21b6e81620604fcd2d2d8eb2,0.985808090207,0.492468951669,-0.0312382380172,0.13024969198,0.66785613981,0.289404939574,0.0133419927523,False
a026c1e4b0e069ee9325996ba0d51191615dcce497c8c41b767aaa5ecd5f2084,b418202d6258a693e911d827b8a8c567c6c338cc21b6e81620604fcd2d2d8eb2,0.985807074991,0.511565470421,0.0468718683588,0.141520962311,0.635692417534,0.278468860869,0.0133387683104,False
