pack_exact_fingerprint,profile_type,profile_key,activation_share
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ADAUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-01,0.676075268817
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-02,0.971264367816
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,AGLDUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-01,0.676075268817
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-02,0.962643678161
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALGOUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-01,0.676075268817
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-02,0.952586206897
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALICEUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-01,0
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-02,0.846264367816
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ALTUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-01,0.676075268817
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-02,0.971264367816
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,ANKRUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-01,0.676075268817
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-02,0.969827586207
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2025-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2026-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2026-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2026-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,APEUSDT|2026-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-01,0.676075268817
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-02,0.971264367816
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-06,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-07,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-08,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-09,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-10,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-11,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2024-12,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2025-01,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2025-02,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2025-03,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2025-04,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2025-05,1
5b7a6047a5077efb5fa1eadcaa1eba83b69ab3fc78e526402b0f914a8da43dfb,symbol_month,API3USDT|2025-06,1
