time_slice,timestamp_count,pair_cluster_assignment_agreement,median_pair_rank_correlation,behaviour_cluster_count
2024Q1,2184,1,-0.0214609235135,4
2024Q2,2184,1,-0.0158316148716,4
2024Q3,2208,1,-0.0341118681735,4
2024Q4,2208,1,-0.0304306957268,4
2025Q1,2160,1,-0.08105279264,4
2025Q2,2184,1,-0.0299372802169,4
2025Q3,2208,1,-0.0443636491044,4
2025Q4,2208,1,0.00211270444185,4
2026Q1,2160,1,-0.0566458095768,4
2026Q2,720,1,-0.0395380113338,4
