family_id,seed,algorithm,proposal_count,unique_candidate_count,positive_reachable,survivor_id,survivor_variant,survivor_aligned_outcome,survivor_strict_feasibility_distance,survivor_strict_feasible,positive_survived,independent_behavior,behavior_hash,run_qualified,canonical_mechanism_reproduction,behavior_reproduction,evidence_scope,economic_increment_claimed,repo_ref,verified_branch,source_commit_sha,accepted_closure_tag,accepted_closure_sha,market_data_read,sealed_data_read
CROSS_SECTIONAL_RELATIVE_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,d53e00956d2897072f99acb17205f7b02e09d6f49a40a266dda107a70e19ad19,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
CROSS_SECTIONAL_RELATIVE_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,5f45b6d7510857a26b33fa5d83a1819a87752f1adf15a5b202560b39907ca313,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
CROSS_SECTIONAL_RELATIVE_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,3295db80b663ab4eba53b3d48fcb656e1ec956a098bc815c944c07cae2296bff,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
CROSS_SECTIONAL_RELATIVE_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,4f8c6e1376d0f30da60cddded39fb79bdc5d5d6be24f52c271dd31408b056be0,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,7eebb0a2bc033aaf1add4f299f2149559f568ddfe3aaa7256ef761c988252c21,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,5037591883711a0186386bfa9638240976869e1aa7b55d234e49bed4f3e854fb,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,012e4f046b0fb82823aa6f1d90bfb7cdcfec9faf734def1498d350cede156e3e,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
MARKET_DIRECTIONAL_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:a2a4c34dfcc6c98670a29070,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,6fc5902d2908c22d26daf8f5193b8df87b5cf052b093f0d47a9cfef92a3b693f,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,f488eb3abe54fe6e9d00cb05e26bbd055eed744429738fbfc6a9d4d7d6db0bb6,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,f4b58f7aa58cfad573386ef190936f3f0360949c0a856a25279466fe934461c9,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,a174aa0794ab8f3ae1b45c24ac4c9a678197cd6b5cbc7948411c1633587b4fd4,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
PERSISTENT_LOW_TURNOVER_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:3396316032ef3f5ef3dae672,positive,STRICT_FEASIBLE,1.4791666666666659,True,True,True,b03273e33cf20230fd30693d235e063991c8f6df1bdaf438869b34bfa7cc5ecf,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,1cfc69da36e5fe845746eb201b006116127d964669cdbe739e39664dc4b53f45,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,5dd3591700d4a943a5ddebcff42590bc0195fc4ba6ffe34724c621d700ccc562,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,5197b062cd990be9484356c9c4399be11b800f236db5ff360f469361b0d02a86,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,aa325b477c73de1e45004510984bfd6640b15aca20ae29c29729e361263baef3,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,f523e7e0f8f34186094277320da61cbc50c4bdb8391853d60d38ad50ed729f6b,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,5dee3b10ede6e597da53554edbab43af5571f295304d2c02d8b19d143b968222,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,c0216f3572814434afaf38417e3ebf805dc71d93fddbbf5d9d47ad35c9146497,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,4dcf1e55e2fe9634e358a19571261bbd5f5119b3e83cc9d449847b0f3bd81879,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,8b4bc6dd355ebd8acae23b31d26e70a35c40023b73df7ac52e715c02b24bfe4f,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,017e7d161c639234754476883a7e472dd08961548a52bfae2bfa37f7f00d1e2b,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,bb4ae5848457a97e10bbbefb353b92d65edb00015901659cba72edcd4504bd44,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,a8e6b7a2eab20d4c0f4be548c31040f8ccb3aa8d584431ea927d645373428db7,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260715,canonical_typed_random,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,efe80d3ca2568ff0b2fd456a3dc3666a2cfaa1e8c88dc87e3946a564db57b5a7,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260715,cem_like,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,5c4344b5cc4e95037ef966a034e41245162921299bd5df2dfd69d8bbf6d1f8ba,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260715,uct_ucb_like,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,2ace114892bf930b781a4932bdc3ddf2bdbddba358739f4f803eedd6ab271888,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260715,evolutionary,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,f8ea496eaac504ad768b50e0f0ed46fb0ec4bfb37c5322bb85a9f3dfab7ce7ae,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
CROSS_SECTIONAL_RELATIVE_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,1298c320e305580b24e567eb9dcc38e7980f0be4e5d12714148c9d02073bc7a3,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
CROSS_SECTIONAL_RELATIVE_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,43f508584149a89a176f504e2278b8a6567a22f0c70674cc6c3250cd661542c8,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
CROSS_SECTIONAL_RELATIVE_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:88ce9ddac17793c24dc3ebc5,positive,STRICT_FEASIBLE,1.0000000000000009,True,True,True,b1462f42324b3d002f19c2a761a775469e654cb2b332ce01201473a6ba176339,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
