blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,L5_vol_adjusted_return,8,-1.0,3,True,0.6196426762880531,0.24747379537138398,True,0.6269007657003582,2.3257390719032007,True,0.38984782133791823,0.38924782133791824,0.38824782133791824,94.93333333333334,A7INPUT3_NUMERIC_CLUE,700,-0.015016140896440416,-0.519621626564993,-0.17528770953736839,-1.634500348988936,0.48,712,-0.05572624080902695,-2.0187829422163017,-0.6269007657003582,-2.5267199939028933,0.4410112359550562,712,-0.13783164394771266,-3.261928771816353,-1.3296474739505553,-2.3257390719032007,0.4508426966292135,712,-0.39024782133791824,-5.507263806737558,-2.3333393520725183,-3.2785563652734826,0.41151685393258425,1.0,395.6281786616302,skel_1d39996e97d5ace0,0.9962654409652398,0.9984290897731641
a7ff24r_650915032f2a5979,"Mul(Delta(mark_index_basis_bps,12),Sign(realized_vol_24h))",basis_premium_like|volatility_like,gated_sign,L5_vol_adjusted_return,8,-1.0,3,True,0.7531732636096448,0.24747379537138398,True,0.6269007657003582,2.3257390719032007,True,0.38984782133791823,0.38924782133791824,0.38824782133791824,94.93333333333334,A7INPUT3_NUMERIC_CLUE,700,-0.015016140896440416,-0.519621626564993,-0.17528770953736839,-1.634500348988936,0.48,712,-0.05572624080902695,-2.0187829422163017,-0.6269007657003582,-2.5267199939028933,0.4410112359550562,712,-0.13783164394771266,-3.261928771816353,-1.3296474739505553,-2.3257390719032007,0.4508426966292135,712,-0.39024782133791824,-5.507263806737558,-2.3333393520725183,-3.2785563652734826,0.41151685393258425,1.0,395.4946480743086,skel_136259b72205469f,0.8239011778224649,0.9982965771734077
a7ff24r_eab92902c63036e3,"Delta(mark_index_basis_bps,2)",basis_premium_like,single,L5_vol_adjusted_return,24,-1.0,3,True,0.6632444788987588,0.1655485597036653,True,0.3359136489520894,2.119775533823057,True,0.28236262298206616,0.28176262298206617,0.28076262298206617,92.8,A7INPUT3_NUMERIC_CLUE,694,-0.07552307638437075,-1.4990668915538983,-0.2746742325430641,-1.8686682051506416,0.46829971181556196,696,-0.06430554861089174,-1.3493608882886219,-0.3359136489520894,-2.119775533823057,0.4640804597701149,696,-0.21424406675643307,-3.392030909350317,-0.8317508191506213,-2.810864147319532,0.4396551724137931,696,-0.28276262298206617,-2.4611718355845618,-0.5392877652628694,-2.517298796364679,0.46551724137931033,1.0,288.0993785031674,skel_1d39996e97d5ace0,0.9991381786842861,0.9986791978148362
a7ff24r_58cd9af618657156,"Mul(Delta(mark_index_basis_bps,2),realized_vol_24h)",basis_premium_like|volatility_like,mul,L5_vol_adjusted_return,24,-1.0,3,True,0.9041663838444192,0.18580434233198548,True,0.31111129230224255,1.7041497048873777,True,0.2709412617750502,0.2703412617750502,0.2693412617750502,92.8,A7INPUT3_NUMERIC_CLUE,694,-0.01267495271253333,-0.24987381214255616,-0.04095379014075132,-1.425771711727403,0.49855907780979825,696,-0.08400636530891989,-1.787006626917736,-0.33330837524177637,-1.8734141891816767,0.4640804597701149,696,-0.19277301892321574,-2.8279422140341945,-0.6843884199118973,-1.7041497048873777,0.4425287356321839,696,-0.2713412617750502,-2.3465099498278694,-0.31111129230224255,-2.3711361143089724,0.47126436781609193,1.0,276.4370953912058,skel_0994b3a36a4d53ba,0.826773915541511,0.9985413771137364
a7ff24r_503edc81504e964a,"Sub(Delta(mark_index_basis_bps,2),trade_return_1h)",basis_premium_like|price_like,sub,L5_vol_adjusted_return,8,-1.0,3,True,0.848413243642723,0.10864930993973049,True,0.7818355050044697,2.560371706826518,True,0.21308725864491032,0.21248725864491033,0.21148725864491033,94.93333333333334,A7INPUT3_NUMERIC_CLUE,710,-0.0458208809428328,-1.6131226630729227,-0.6180218433480018,-1.634025324833971,0.4704225352112676,712,-0.09353154170734092,-3.109582696055417,-0.7818355050044697,-2.9681517451001334,0.4241573033707865,712,-0.11904074049494644,-3.108843147252157,-0.8896876342099529,-3.735234011794421,0.44803370786516855,712,-0.21348725864491033,-3.0727004640341655,-1.3660215906964224,-2.560371706826518,0.45786516853932585,1.0,218.63884540126762,skel_0994b3a36a4d53ba,0.9988509049123815,0.9996884287220784
a7ff24r_610c51dfffdc8f01,"Mul(Delta(mark_index_basis_bps,4),realized_vol_168h)",basis_premium_like|volatility_like,mul,L5_vol_adjusted_return,8,-1.0,3,True,0.6305838789396963,0.11955489230642483,True,0.1976771052436955,2.414969361980517,True,0.20035489813703847,0.19975489813703848,0.19875489813703848,94.93333333333334,A7INPUT3_NUMERIC_CLUE,708,-0.010692498652837211,-0.3821109472821549,-0.04808275457649926,-1.2146779754969872,0.4901129943502825,712,-0.05848019855523174,-1.9409107494862459,-0.723600968232629,-2.414969361980517,0.4592696629213483,712,-0.08076962443064174,-2.0291117461175667,-0.1976771052436955,-3.594223542718108,0.45786516853932585,712,-0.20075489813703848,-3.138005941009978,-1.3038569655731447,-4.5023243532891914,0.46769662921348315,1.0,206.1243142580988,skel_0994b3a36a4d53ba,0.8261993679977018,0.998199901483542
a7ff24r_1c490f81c21f5f03,"SafeDiv(Delta(mark_index_basis_bps,12),Abs(trade_return_1h))",basis_premium_like|price_like,safe_div_abs,L5_vol_adjusted_return,8,-1.0,3,True,0.9958292623185901,0.12428616392654358,True,0.7115435866105484,2.0229102101863314,True,0.19945302215720206,0.19885302215720208,0.19785302215720207,89.9125,A7INPUT3_NUMERIC_CLUE,700,-0.01714697282167554,-0.6471034116535491,-0.3313203309207572,-1.2694983183845043,0.48714285714285716,712,-0.05322721774036248,-2.160821903244662,-0.7926240571376946,-2.0229102101863314,0.46769662921348315,712,-0.09101522493881549,-2.853203047082966,-0.7115435866105484,-3.8760459996765175,0.4311797752808989,712,-0.19985302215720208,-4.088527353699916,-1.3713701925799702,-3.5480687218694094,0.4297752808988764,1.0,204.8571928948835,skel_136259b72205469f,0.960448984966006,0.9987350409242302
a7ff24r_389e925b81a0c645,"Mean(Mul(Delta(mark_index_basis_bps,1),realized_vol_168h),4)",basis_premium_like|volatility_like,smooth_mul,L5_vol_adjusted_return,8,-1.0,3,True,0.5828416883821177,0.11202044968973895,True,0.08396261071836922,2.514335089972677,True,0.19308213675108338,0.1924821367510834,0.1914821367510834,94.93333333333334,A7INPUT3_NUMERIC_CLUE,708,-0.008843374584104908,-0.3160813221819722,0.032938869276461724,-1.2148596729780692,0.4915254237288136,712,-0.05444692062802736,-1.8087403029491573,-0.669007230262564,-2.514335089972677,0.46348314606741575,712,-0.07824495713138768,-1.9510411824770493,-0.08396261071836922,-3.6080125908756893,0.45786516853932585,712,-0.1934821367510834,-3.0625534130338226,-1.4232514425023124,-4.55331263053073,0.45786516853932585,1.0,198.89929506270124,skel_8184698cb7b24c02,0.8261993679977018,0.9998297693555864
a7ff24r_20b072602eeb21eb,"Sub(Delta(mark_index_basis_bps,1),trade_return_1h)",basis_premium_like|price_like,sub,L5_vol_adjusted_return,8,-1.0,3,True,0.7051292172482307,0.10369436635404092,True,0.5979527545654563,2.256916344286432,True,0.18672251058858233,0.18612251058858234,0.18512251058858234,94.93333333333334,A7INPUT3_NUMERIC_CLUE,711,-0.03359668849592126,-1.2707176614568128,-0.32802359578546925,-1.6449158302096414,0.49507735583684953,712,-0.08670204674268801,-2.893849351841725,-1.0802506655674144,-3.0573151060477644,0.44241573033707865,712,-0.08901029756125137,-2.3347995190601316,-0.5979527545654563,-2.724180557453245,0.4339887640449438,712,-0.18712251058858234,-2.9807747251904764,-1.2182186852302042,-2.256916344286432,0.4648876404494382,1.0,192.4173813713341,skel_0994b3a36a4d53ba,0.9991381786842861,0.9995327774583094
a7ff24r_1e349d20bff26d23,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,8,-1.0,3,True,0.8330927502474246,0.10807421406711812,True,0.573979673932743,1.4227806243776424,True,0.18581951641588754,0.18521951641588755,0.18421951641588755,94.93333333333334,A7INPUT3_NUMERIC_CLUE,709,-0.01919862210049059,-0.7705671271939495,-0.44585893910314234,-0.9880552325260136,0.4823695345557123,712,-0.035379459106898346,-1.2349262881888592,-0.573979673932743,-1.4227806243776424,0.45365168539325845,712,-0.11010623365268155,-2.486248172616905,-1.0692324386542489,-2.1070471165993325,0.4845505617977528,712,-0.18621951641588755,-3.506907896865537,-1.2044466463946453,-3.3124918529929563,0.45646067415730335,1.0,191.3864236656401,skel_c80f62c274b367a9,0.9988509049123815,0.98739933851021
