panel_id,hybrid_rows,expected_quality_identity_rows,observed_quality_prefix_identity_rows,expected_quality_share,observed_quality_share,contract_pass,cause,rerun_performed
main,744,446,54,0.6,0.07258064516129033,False,QUALITY_SHARE_APPLIED_TO_RAW_PROPOSAL_PREFIX_BEFORE_EXACT_IDENTITY_DEDUP,False
bbo_micro,24,14,4,0.6,0.16666666666666666,False,QUALITY_SHARE_APPLIED_TO_RAW_PROPOSAL_PREFIX_BEFORE_EXACT_IDENTITY_DEDUP,False
