admission_policy,proposal_id,lane_id,parent_row_id,repair_action,blocker_type,parent_failed_gate,child_failed_gates,blocker_distance_before,blocker_distance_after,blocker_distance_delta,target_gate_improved,target_gate_passed,parent_scalar,child_scalar,scalar_improved,survivor,near_miss
GLOBAL_QUALITY,epoch-candidate:fd00a0ed337338af6a3e80ed,evolutionary_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:6af3a9d62e20d1f07bd9ff39,improve_net_lcb:interaction=condition,NET_LCB_NEAR_ZERO,NET_LCB,HARD_GATE|IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-3.441341484234787e-05,-0.0002751459267846,-0.0002407325119422521,False,False,0.5188652566435028,-4.779281240346901,False,False,False
GLOBAL_QUALITY,epoch-candidate:936ceb750011f7a479879713,local_mcts_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:4fb427565c03f9d5dde00722,mcts_two_step:improve_net_lcb:interaction=residual->improve_net_lcb:interaction=condition,NET_LCB_NEAR_ZERO,NET_LCB,HARD_GATE|IC_LCB|NET_LCB|BENCHMARK_INCREMENT|WORST_BLOCK,-5.595688981617007e-05,-0.0018068055563976,-0.00175084866658143,False,False,0.2282298633012566,-22.586065291988557,False,False,False
GLOBAL_QUALITY,epoch-candidate:18070cf9d0eb17cc93fda54c,llm_typed_repair,STRATIFIED_ADMISSION|epoch-candidate:1bb1327af002100b7d27ac2d,llm_typed_reduce_turnover:window=48,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.074172647014353e-05,-6.823114408365967e-05,-1.7489417613516137e-05,False,False,0.2798332959539765,-0.2829135902834875,False,False,False
GLOBAL_QUALITY,epoch-candidate:036d4bd661052b7f3038421c,local_mcts_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:af2682a275e1cbf5a568d2ff,mcts_two_step:reduce_turnover:window=48->reduce_turnover:window=72,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-6.821712049635993e-05,-6.104540874506852e-05,7.171711751291412e-06,True,False,-0.103703048332491,-0.3269354260597104,False,False,False
GLOBAL_QUALITY,epoch-candidate:0c7c2d38970f6f81707956d0,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:66ac99836b94d7bca1d0ea2d,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB,-4.890690517483365e-05,-4.623729492189245e-05,2.669610252941202e-06,True,False,0.0195872257490184,0.0477974047595588,True,False,False
GLOBAL_QUALITY,epoch-candidate:187f644743e81a01eeeb5b2d,evolutionary_repair,STRATIFIED_ADMISSION|epoch-candidate:f696246865364dca32defbfc,reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.145564311023675e-05,-9.868558279734608e-05,-4.7229939687109325e-05,False,False,0.1024616686419431,-0.5034749320108911,False,False,False
GLOBAL_QUALITY,epoch-candidate:5da43764e63d648978d8b7bd,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:d1678e9f8148f5dd526c110c,random_mutation_control,COST_ONLY,NET_LCB,IC_LCB|NET_LCB,-5.448024629928664e-05,-3.9605913807582166e-05,1.487433249170447e-05,True,False,0.1163866152360585,0.1968814710292152,True,False,False
GLOBAL_QUALITY,epoch-candidate:8c34f7058e63d70e82014da7,llm_typed_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:3d48f853e13c2bbcfb38713c,llm_typed_reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB,-4.877384075422927e-05,-4.982712774702438e-05,-1.0532869927951073e-06,False,False,0.0285622556177762,-0.1639039648559046,False,False,False
GLOBAL_QUALITY,epoch-candidate:14bbdb2fc4eb93bfbbc36828,llm_typed_repair,STRATIFIED_ADMISSION|epoch-candidate:1298ff4363a0ea8998a045b3,llm_typed_reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-0.0001089579417408,-5.7561773692913474e-05,False,False,-0.0263245506805251,-0.8339494004764929,False,False,False
GLOBAL_QUALITY,epoch-candidate:0ac6d6d84cd81cd11a0f91b9,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:ee39df66ca3db270635ef321,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-3.4904594963626295e-05,-9.988328496332028e-05,-6.497868999969398e-05,False,False,0.1715598968501795,-0.6954358203674937,False,False,False
GLOBAL_QUALITY,epoch-candidate:6b13bd9b33ee7cb2807665b5,evolutionary_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:1298ff4363a0ea8998a045b3,reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-9.40234536988291e-05,-4.262728565094257e-05,False,False,-0.0263245506805251,-0.620748864206536,False,False,False
GLOBAL_QUALITY,epoch-candidate:097b3c1d8a0f447c3c7ce2e2,local_mcts_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:1e46952c98bdc8415949240d,mcts_two_step:improve_net_lcb:interaction=condition->improve_net_lcb:interaction=none,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.408047004074138e-05,-7.480340020043202e-05,-2.072293015969064e-05,False,False,0.2366228900405368,-0.3196131899552636,False,False,False
GLOBAL_QUALITY,epoch-candidate:44ecc222126b412f9e8bc31c,evolutionary_repair,STRATIFIED_ADMISSION|epoch-candidate:1298ff4363a0ea8998a045b3,reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-9.814649510831164e-05,-4.6750327060425114e-05,False,False,-0.0263245506805251,-0.6673068597036215,False,False,False
GLOBAL_QUALITY,epoch-candidate:b20ab1a3ae1418c5bd86c182,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:ea150559c8067dbd8fd313e2,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-4.920372012264303e-05,-7.596948717642507e-05,-2.6765767053782042e-05,False,False,-0.1334198106994626,-0.2670146192768808,False,False,False
GLOBAL_QUALITY,epoch-candidate:21dfbfe22ed8c8f8cf786c12,evolutionary_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:5105f6bea4f946dbda01ad4b,reduce_turnover:window=24,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.603900721452064e-05,-8.051163048509094e-05,-2.44726232705703e-05,False,False,0.1242220463909708,-0.5101455174250523,False,False,False
GLOBAL_QUALITY,epoch-candidate:075163f1b2f77488f924a801,llm_typed_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:efae8495283290eb9ac012b2,llm_typed_improve_net_lcb:interaction=none,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-2.8732187205181585e-05,-7.431453210915712e-05,-4.5582344903975536e-05,False,False,0.4870436644921699,0.0686262519055366,False,False,False
GLOBAL_QUALITY,epoch-candidate:15457774e93281d9417ee3ab,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.522979119696622e-05,-1.8527426358187681e-06,False,False,0.2512011637782935,0.2446023591251653,False,False,True
GLOBAL_QUALITY,epoch-candidate:96ff2842f7f4d220af91f2a7,llm_typed_repair,STRATIFIED_ADMISSION|epoch-candidate:1298ff4363a0ea8998a045b3,llm_typed_reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-0.0001055856167653,-5.418944871741348e-05,False,False,-0.0263245506805251,-3.401253655502739,False,False,False
GLOBAL_QUALITY,epoch-candidate:cc556ccb5a6aa6a6edc661c6,local_mcts_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:4fb427565c03f9d5dde00722,mcts_two_step:improve_net_lcb:interaction=none->improve_net_lcb:interaction=residual,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.595688981617007e-05,-8.012714543218797e-05,-2.4170255616017896e-05,False,False,0.2282298633012566,-0.4162995526942117,False,False,False
GLOBAL_QUALITY,epoch-candidate:f30c4837a104272d047fb996,evolutionary_repair,STRATIFIED_ADMISSION|epoch-candidate:1298ff4363a0ea8998a045b3,reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-9.978782438204646e-05,-4.839165633415993e-05,False,False,-0.0263245506805251,-0.6499401792244588,False,False,False
GLOBAL_QUALITY,epoch-candidate:25a1239104a7134599cdec04,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c961eeb93305e5c736e24f80,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.633839573158951e-05,-7.492506689621252e-09,False,False,0.2179595475620147,0.2155729467107777,False,False,True
GLOBAL_QUALITY,epoch-candidate:1cad9d3007c59c3bb127c1f3,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.436268272904072e-05,-9.85634167893266e-07,False,False,0.2512011637782935,0.2351823264331368,False,False,True
GLOBAL_QUALITY,epoch-candidate:725bd8cb3bba565280032117,evolutionary_repair,STRATIFIED_ADMISSION|epoch-candidate:1298ff4363a0ea8998a045b3,reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-0.0001092688807315,-5.7872712683613477e-05,False,False,-0.0263245506805251,-0.7612715071599407,False,False,False
GLOBAL_QUALITY,epoch-candidate:1cbed1ddf437a8c6f599fa58,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.474464663849526e-05,-1.3675980773478078e-06,False,False,0.2512011637782935,0.2345247959487688,False,False,True
GLOBAL_QUALITY,epoch-candidate:23a29f4c8ad90416284a5234,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.902753790247133e-05,-4.24080286883788e-06,False,False,0.2376572108425396,0.203725610499717,False,False,True
GLOBAL_QUALITY,epoch-candidate:04e655bc53bc14a0720ea0a7,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB|BENCHMARK_INCREMENT,-5.3377048561147454e-05,-8.923691468116102e-05,-3.585986612001357e-05,False,False,0.2512011637782935,-0.4097578546231071,False,False,False
GLOBAL_QUALITY,epoch-candidate:40b74765c18780f5fb178d7c,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:74839d6f9e1d6f2c65843580,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB,-2.728978514334602e-05,-2.11702850319956e-05,6.119500111350421e-06,True,False,0.5048870855720693,0.2267333556891054,False,False,False
GLOBAL_QUALITY,epoch-candidate:ab872b66b7f6409547535eab,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:66dee78a917329e65d6ee49c,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.533068364115316e-05,-5.439486075197087e-07,False,False,0.2376572108425396,0.2296896054061787,False,False,True
GLOBAL_QUALITY,epoch-candidate:29fc7a448986186f966458e6,llm_random_repair_control,STRATIFIED_ADMISSION|epoch-candidate:c80ed2fe59fca6bf734f3ca7,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.7528173554494224e-05,-1.1972703295943374e-06,False,False,0.2179595475620147,0.1580702805018528,False,False,True
GLOBAL_QUALITY,epoch-candidate:652b658d1bdb6442c5c0dcc1,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.511734813935259e-05,-1.7402995782051387e-06,False,False,0.2512011637782935,0.2099156364556182,False,False,True
GLOBAL_QUALITY,epoch-candidate:1050d8cef6ff24880bcd0ecd,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.57484669924222e-05,-9.617319587887458e-07,False,False,0.2376572108425396,0.1696425935515055,False,False,True
GLOBAL_QUALITY,epoch-candidate:0174aa1a2842620fa603d818,evolutionary_repair,STRATIFIED_ADMISSION|epoch-candidate:ea150559c8067dbd8fd313e2,improve_net_lcb:interaction=residual,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-4.920372012264303e-05,-7.704967565391648e-05,-2.784595553127345e-05,False,False,-0.1334198106994626,-0.366376020002616,False,False,False
GLOBAL_QUALITY,epoch-candidate:0e48c8aa04a3095dcd97a83f,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:c80ed2fe59fca6bf734f3ca7,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.504899985503824e-05,1.2819033698616462e-06,True,False,0.2179595475620147,0.2279195076253333,True,False,True
GLOBAL_QUALITY,epoch-candidate:1e8f4c2db1749cce05ddcdc0,local_mcts_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:1e46952c98bdc8415949240d,mcts_two_step:improve_net_lcb:interaction=condition->improve_net_lcb:interaction=none,NET_LCB_NEAR_ZERO,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.408047004074138e-05,-7.530552402804474e-05,-2.1225053987303358e-05,False,False,0.2366228900405368,-0.3314056490872836,False,False,False
GLOBAL_QUALITY,epoch-candidate:031350a2d4b2c97991f4923f,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c961eeb93305e5c736e24f80,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.6330903224899886e-05,0.0,False,False,0.2179595475620147,0.2179595475620147,False,False,True
GLOBAL_QUALITY,epoch-candidate:1c6657582da60a780d3f4e9a,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:c80ed2fe59fca6bf734f3ca7,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.512953323007158e-05,1.2013699948283045e-06,True,False,0.2179595475620147,0.2300206547096677,True,False,True
GLOBAL_QUALITY,epoch-candidate:0417478beef60faaa78b3b68,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.504061665877185e-05,-1.6635680976243974e-06,False,False,0.2512011637782935,0.2542198008189597,True,False,True
GLOBAL_QUALITY,epoch-candidate:151c74fed04fdb3d9f4c9507,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:9001c6078096e336b97f0868,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.3377048561147454e-05,-5.602897845563417e-05,-2.6519298944867147e-06,False,False,0.2512011637782935,0.1519884848052537,False,False,True
GLOBAL_QUALITY,epoch-candidate:54d0ed72a2493fcfc7d5a4bf,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c961eeb93305e5c736e24f80,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.453699758143442e-05,1.7939056434654685e-06,True,False,0.2179595475620147,0.2213985292030005,True,False,True
GLOBAL_QUALITY,epoch-candidate:0b13d659b482c08394e18dfa,evolutionary_random_control,STRATIFIED_ADMISSION|epoch-candidate:2653ffb0670adc728c7804ee,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.478673503363345e-05,-5.926769738455267e-05,-4.480962350919214e-06,False,False,0.2376572108425396,0.190812815250595,False,False,True
GLOBAL_QUALITY,epoch-candidate:0c4fad75ee1fff58a03f4007,evolutionary_random_control,GLOBAL_TOP_K_CONTROL|epoch-candidate:c961eeb93305e5c736e24f80,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,NET_LCB,-5.6330903224899886e-05,-5.415728278147313e-05,2.1736204434267593e-06,True,False,0.2179595475620147,0.2328335017501442,True,False,True
GLOBAL_QUALITY,epoch-candidate:f84ac899263cd8dcc0020a1a,evolutionary_repair,GLOBAL_TOP_K_CONTROL|epoch-candidate:1298ff4363a0ea8998a045b3,reduce_turnover:window=168,COST_ONLY,NET_LCB,IC_LCB|NET_LCB|BENCHMARK_INCREMENT,-5.139616804788653e-05,-7.096009695509715e-05,-1.956392890721062e-05,False,False,-0.0263245506805251,-2.90743136455264,False,False,False
