seed_id,semantic_pair,operator,operator_origin,expression,materialization_status,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std,stale_signal,sign_flip_signal,time_shuffle_signal,symbol_shuffle_signal,stale_signal_corr,sign_flip_signal_corr,time_shuffle_signal_corr,symbol_shuffle_signal_corr,abs_stale_corr,abs_time_shuffle_corr,abs_symbol_shuffle_corr,active_ratio_num,stale_risk_tier
a7ffcore48se_1552,price_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(trade_return_1h,4))",pass,6949596,6945612,6945612,3984,0,6945612,0.999427,0.999427,0.2886741642,6945612,6945612,6934158,6924595,-0.0334830232383538,-1.0,0.000634116453261,0.0023500821250393,0.0334830232383538,0.000634116453261,0.0023500821250393,0.999427,low
a7ffcore48se_0213,price_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(trade_close,4))",pass,6949596,6947106,6947106,2490,0,6947106,0.999642,0.999642,0.28867231,6947106,6947106,6935652,6926086,0.5848077461150707,-1.0,-0.014056099439312,0.0158419026205583,0.5848077461150707,0.014056099439312,0.0158419026205583,0.999642,medium
a7ffcore48se_0214,price_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(trade_close,4)),ZScore(Mean(trade_close,16)))",pass,6949596,6941628,6941628,7968,0,6941628,0.998853,0.998853,0.0012768616,6941628,6941628,6930174,6920619,0.9511091958842376,-1.0,0.1049357467341308,0.0041423769786587,0.9511091958842376,0.1049357467341308,0.0041423769786587,0.998853,high
a7ffcore48se_0757,price_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(trade_close,24)),-3,3)",pass,6949596,6937146,6937146,12450,0,6937146,0.998209,0.998209,0.2379817343,6937146,6937146,6925692,6916146,0.8261752342550922,-1.0,-0.0364231616569121,0.0297858566485724,0.8261752342550922,0.0364231616569121,0.0297858566485724,0.998209,high
a7ffcore48se_1554,price_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(trade_return_1h,4)),-3,3)",pass,6949596,6945612,6945612,3984,0,6945612,0.999427,0.999427,0.8156366311,6945612,6945612,6934158,6924595,-0.0228624668858061,-1.0,-0.0028665067584849,0.0053845498750063,0.0228624668858061,0.0028665067584849,0.0053845498750063,0.999427,low
a7ffcore48se_0215,price_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(trade_close,4)),-3,3)",pass,6949596,6947106,6947106,2490,0,6947106,0.999642,0.999642,0.2407614045,6947106,6947106,6935652,6926086,0.522313863255653,-1.0,-0.0021527717635789,0.028900036898923,0.522313863255653,0.0021527717635789,0.028900036898923,0.999642,medium
a7ffcore48se_0758,price_like|price_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(trade_close,24)),Sign(Delta(trade_return_1h,24)))",pass,6949596,6935652,6935652,13944,0,6895833,0.997994,0.992264,108.7731706974,6935652,6935652,6924198,6914655,-0.0378093828173466,-1.0,-0.2214844158401813,0.0003994633660394,0.0378093828173466,0.2214844158401813,0.0003994633660394,0.992264,low
a7ffcore48se_1555,price_like|price_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(trade_close,4)),Sign(Delta(trade_return_24h,4)))",pass,6949596,6636354,6636354,313242,0,6566275,0.954927,0.944843,46.3148565857,6636354,6636354,6636354,6615958,0.6728051496069611,-1.0,-0.2392873419274591,0.0006102715665515,0.6728051496069611,0.2392873419274591,0.0006102715665515,0.944843,medium
a7ffcore48se_0217,price_like|price_like,CSRank,native,"Mul(CSRank(trade_close),Sign(Delta(trade_return_1h,4)))",pass,6949596,6945612,6945612,3984,0,6926567,0.999427,0.996686,0.5779385913,6945612,6945612,6934158,6924595,-0.0181665865080523,-1.0,-0.0063187283712281,0.2834727477809958,0.0181665865080523,0.0063187283712281,0.2834727477809958,0.996686,low
a7ffcore48se_1556,price_like|price_like,CSRank,native,"Mul(CSRank(trade_close),Sign(Delta(trade_return_24h,4)))",pass,6949596,6636354,6636354,313242,0,6628682,0.954927,0.953823,0.5783650428,6636354,6636354,6636354,6615958,0.5207552789815589,-1.0,-0.3364203297131448,0.295609334277988,0.5207552789815589,0.3364203297131448,0.295609334277988,0.953823,medium
