candidate_id,objective_family,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,oriented_may_stress_spread,may_stress_n_dates,one_bar_lag_recent_oriented,cost10_recent_proxy,control_dominance_ratio_premay_max,pre_may_positive,lag_ok,may_stress_clean,decision
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,1.0,,,0.005652018879801983,-0.018277055407077154,72,0.005768105423745233,0.003652018879801983,2.031201768504538,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_5d8b43fa29769147,Z0_funding_basis_premium_dislocation,1.0,-0.00012177938532980241,-0.000924939477961667,-0.0010277715059407826,0.0075168555161230196,240,-0.0011575911892530153,-0.0030277715059407826,9.283850288899172,False,False,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_902f31baa5005418,Z0_funding_basis_premium_dislocation,1.0,,,0.0018428639854962425,-0.009795086447023434,72,0.0019912170903066003,-0.00015713601450375756,3.937405998559091,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_b7d8223ba0236850,Z0_funding_basis_premium_dislocation,1.0,,,0.009641005278449799,-0.022550660683853283,72,0.009748089581912308,0.007641005278449799,0.4103111729883386,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_d0cb162ee47ff62d,Z0_funding_basis_premium_dislocation,1.0,0.001666786632870357,-0.005114322673796756,-0.0003805336196321951,-0.001485177177447944,240,-0.0003514860251402416,-0.002380533619632195,12.63250172361901,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_e2abe5031d2b5181,Z0_funding_basis_premium_dislocation,1.0,0.0024261522191886373,0.0034957153738564674,-0.006245024900527084,0.009648985113751075,240,-0.006219239396652531,-0.008245024900527084,1.1682539533721237,False,False,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0025716230424fb7,Z0_funding_basis_premium_dislocation,-1.0,0.0024470844430682114,0.0022761331078204575,-0.0026348711619251725,0.002236695983850427,576,-0.002825262480678486,-0.0046348711619251725,1.5988758914369066,False,False,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0313bc007ac9963d,Z0_funding_basis_premium_dislocation,1.0,0.0012612778496569293,0.0014604747220725335,-0.007357173819508316,-0.0065571757275258175,576,-0.007326208419385987,-0.009357173819508315,4.897511486408305,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_23cc7365fa741d7c,Z0_funding_basis_premium_dislocation,1.0,0.0012548740394627497,-0.0003815078871141297,-0.0021482487604689397,-0.007713008401610371,576,-0.0019907886211151713,-0.00414824876046894,11.308420291074842,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2877ae50ae09b29b,Z0_funding_basis_premium_dislocation,1.0,0.0022433185851274545,0.00021759943482214093,-0.003857820711924844,-0.0073932434381385964,576,-0.003842909286220527,-0.005857820711924843,36.81964905223251,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2d8189ddb782e0f0,Z0_funding_basis_premium_dislocation,-1.0,0.0008286294413723832,-0.001901439199201641,-0.007937383098620946,0.003752636261336844,576,-0.007886217211113836,-0.009937383098620946,3.2478578269389744,False,False,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1fa487e13f578276,Z0_funding_basis_premium_dislocation,1.0,-0.0012924681593302228,0.0004965398282594361,-3.715691036457905e-05,-0.0038048445754266056,564,-0.0003253132292558374,-0.002037156910364579,550.9709166097783,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_094c52bafda2cb02,Z0_funding_basis_premium_dislocation,1.0,0.0005538088373409361,-0.0014617849526674413,0.0012680200637128418,,0,0.002012143638537266,-0.0007319799362871583,19.954347709179782,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0a1368b901e4b360,Z0_funding_basis_premium_dislocation,-1.0,-0.0003818068265704056,0.0009152439098026609,0.001634068501120465,,0,-0.00024914373918604176,-0.000365931498879535,15.372795696140384,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2785f094943ec26b,Z0_funding_basis_premium_dislocation,1.0,0.00036411762472480304,0.0026832980731780723,0.0005379736661297444,,0,-0.0006879465959802372,-0.0014620263338702556,4.010275835019887,True,False,False,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
a7al2z1_069b0f75654dadde,Z0_funding_basis_premium_dislocation,1.0,,,0.006697289072916468,-0.024822009991680962,72,0.007125777039866993,0.004697289072916468,1.6166526852505425,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_086296df472ad4ae,Z1_price_range_volatility_structure,-1.0,0.0019470094640570777,-0.002264646665904141,-0.007945055402994906,-0.0013246473566485022,576,-0.008292799027877435,-0.009945055402994906,5.817891962681661,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_15a4669eff9c2869,Z1_price_range_volatility_structure,-1.0,-0.0005359444162955864,0.00022215434824792582,0.002419490561456858,-0.0005023741313983925,576,0.002150119455296825,0.0004194905614568578,193.73792030258159,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2b6e448dc85041e6,Z1_price_range_volatility_structure,1.0,-0.002940107368788679,0.0003523360662198425,0.0003077799471963581,0.0009259305424494102,576,0.0008704448684519032,-0.001692220052803642,150.02646379306103,False,True,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_18a394084ddac9b5,Z1_price_range_volatility_structure,-1.0,0.0005134864580533389,-0.0008183686048106473,0.0009093284165221274,0.00039106709312088924,576,0.0009335326915485498,-0.0010906715834778727,49.92669714794793,False,True,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_066701faa05eebbc,Z1_price_range_volatility_structure,-1.0,-0.0015173592817427418,-0.0008545052350453975,-0.005366672296963876,7.710950864776243e-05,576,-0.005503468171247981,-0.007366672296963876,2.3160350682883997,False,False,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_1919cb4f0227005e,Z1_price_range_volatility_structure,-1.0,-0.0007375307235250013,0.004399336500772169,0.002325554285125335,0.0022299713244419805,576,0.002221354370502182,0.00032555428512533484,25.378424605215375,False,True,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0137caa89f7a1268,Z1_price_range_volatility_structure,-1.0,0.00015466970694687102,0.0036836111580114397,0.0074314887529860815,0.005829350407022875,576,0.007279597242914322,0.005431488752986081,39.89542623479131,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_09ec291c3c80efca,Z1_price_range_volatility_structure,1.0,-0.0034693241783503347,0.014259214018868753,0.030811896586949675,0.013894050888971329,116,0.029046424768642307,0.028811896586949673,2.042445368546339,False,True,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0e268536d1126a2d,Z1_price_range_volatility_structure,1.0,-0.0019166565558061518,-0.00047385011433343524,-0.013755409797084636,-0.009877363711848167,180,-0.013051764954505943,-0.015755409797084636,3.002414754250469,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0b6494a3a4ef9490,Z1_price_range_volatility_structure,1.0,0.003562209492087867,0.0018281733677369414,-0.0008621573806423265,,0,-0.0008099433029262227,-0.0028621573806423264,4.954036166324141,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_48338dedf315f7a2,Z1_price_range_volatility_structure,1.0,0.0037440168008554785,0.0016580508698592737,-0.0012286948813928986,-0.0010599254104054247,576,-0.0011918006584615973,-0.0032286948813928986,1.2813215718954278,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_028db6316a60db86,Z1_price_range_volatility_structure,1.0,-0.0021019594347664048,-0.0006556618971911316,-0.004848582435472911,-2.7899501378283236e-05,576,-0.005158724542683873,-0.006848582435472911,3.525250109953105,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_10d47299f1a5d1ee,Z1_price_range_volatility_structure,1.0,-0.0032246829466083364,0.0003723688377819026,-0.0026188231810472776,-0.0009675682535237229,576,-0.0025730796856735997,-0.004618823181047277,4.5918565441796435,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_07116c7a8a24208e,Z1_price_range_volatility_structure,-1.0,-0.0013379829154800483,-0.001074252566361732,-0.0005251671314025674,-0.00043198137686653354,576,0.00016876100559334005,-0.0025251671314025677,2.284551167085074,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0f752369161ae869,Z1_price_range_volatility_structure,-1.0,-0.00025407640457249454,-0.000356106730660333,0.001008042708977144,0.00040482218621234204,576,0.00022923400905747803,-0.0009919572910228561,12.790441556271277,False,False,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_2d6e3bd57d32e9b1,Z1_price_range_volatility_structure,-1.0,0.0009476058476059052,0.001734513234982434,0.0008168698191726848,0.0010426454479361138,576,0.00032749420963507336,-0.0011831301808273153,49.474717434322834,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_9481b2170c90544c,Z2_liquidity_taker_microstructure_lite,-1.0,0.00029946026809900993,-0.00014639594512106944,0.00024321364834949745,0.00014101096385826215,576,0.0003414843128308451,-0.0017567863516505025,9.514007624774575,False,True,True,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_06158e66c283198d,Z2_liquidity_taker_microstructure_lite,-1.0,0.0006841210757328445,0.000696670374614185,-0.0009973299414203004,-0.0019754626890578957,576,-0.0014806922496737908,-0.0029973299414203,4.220283124123201,False,False,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
a7al2z1_0713ad23e3e4f1a1,Z2_liquidity_taker_microstructure_lite,-1.0,-0.002562938883086874,2.101123287290429e-05,0.001984116681367727,-0.0004871144881543213,576,0.001742580136893652,-1.5883318632272866e-05,314.00397934608174,False,True,False,HOLD_A7AL2Z4_PRE_MAY_UNSTABLE
