candidate_id,objective_family,variant,split,n_dates,avg_n_obs,mean_spread_24h,naive_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_spread_rate
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,original,train_2024,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,original,validation_2025H1,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,original,test_2025H2,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,original,recent_oos_2026JanApr,676,31.0,0.005652018879801983,3.0273295073855415,0.5039789658217533,0.27894972502487303,0.5103550295857988
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,original,known_may2026_stress,72,31.0,-0.018277055407077154,-11.139392129525048,-2.3915866607201144,-8.34448150539142,0.1388888888888889
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,one_bar_lag,train_2024,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,one_bar_lag,validation_2025H1,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,one_bar_lag,test_2025H2,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,one_bar_lag,recent_oos_2026JanApr,675,31.0,0.005768105423745233,3.0677465196837668,0.5517017080831921,0.29718760168696584,0.5155555555555555
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,one_bar_lag,known_may2026_stress,73,31.0,-0.018105574886765854,-11.015775896204424,-2.339450889965553,-7.969645981980873,0.1506849315068493
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,time_shuffle,train_2024,154,31.0,0.0002629025198240964,0.11971071628397535,-0.01900486940043883,-2.28527514335652,0.4675324675324675
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,time_shuffle,validation_2025H1,149,31.0,0.0004408872231238801,0.25083262521320315,0.21675756610368346,-1.5410649641820149,0.5302013422818792
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,time_shuffle,test_2025H2,148,31.0,-0.007585985509395459,-3.1085731839411497,-0.4426285555923419,-3.77487806698126,0.43243243243243246
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,time_shuffle,recent_oos_2026JanApr,168,31.0,0.009142309401868545,2.2345560111044414,0.4648530580725583,-1.2354276858927777,0.5476190476190477
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,time_shuffle,known_may2026_stress,127,31.0,-0.0053836299777120416,-2.4332873918836566,-0.6081393651113519,-2.9842946019482133,0.4251968503937008
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,symbol_shuffle,train_2024,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,symbol_shuffle,validation_2025H1,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,symbol_shuffle,test_2025H2,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,symbol_shuffle,recent_oos_2026JanApr,676,31.0,0.0016627854313884256,2.4320594758947167,0.5210974597849842,0.12054097186079338,0.5295857988165681
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,symbol_shuffle,known_may2026_stress,72,31.0,-0.007777572334371301,-8.853192577048983,-1.6844201469152813,-10.041196891495286,0.1388888888888889
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,same_family_random,train_2024,696,96.0,-0.0005033563826087656,-0.7974217749389271,-0.2531359190813819,-2.589167513509855,0.49137931034482757
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,same_family_random,validation_2025H1,696,96.0,-0.0003654650812819968,-0.9586522114147497,0.1463877727192936,-2.60666691248493,0.5086206896551724
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,same_family_random,test_2025H2,696,96.0,0.0003672011702556408,0.8107218931681893,0.24437525156952866,-1.5789566073566206,0.4885057471264368
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,same_family_random,recent_oos_2026JanApr,696,96.0,0.0009096081192214103,1.103365168553178,0.02262763901130647,-2.1441884968809357,0.5229885057471264
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,same_family_random,known_may2026_stress,576,96.0,0.0016684331312523263,2.5730944466889474,0.48092305393284207,-1.447932479542659,0.5746527777777778
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_future_24h,train_2024,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_future_24h,validation_2025H1,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_future_24h,test_2025H2,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_future_24h,recent_oos_2026JanApr,696,31.0,0.011480390744274826,5.749478446013213,1.20175929485934,0.5491615075966135,0.5344827586206896
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_future_24h,known_may2026_stress,48,31.0,-0.029897795884901057,-19.1087879575372,,,0.020833333333333332
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_stale_168h,train_2024,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_stale_168h,validation_2025H1,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_stale_168h,test_2025H2,0,,,,,,
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_stale_168h,recent_oos_2026JanApr,508,31.0,-0.006713112150546677,-2.4084499879915864,-0.48395679880142956,-0.7394765839143798,0.37598425196850394
a7al2z1_18a6b78a193210db,Z0_funding_basis_premium_dislocation,wrong_lag_stale_168h,known_may2026_stress,240,31.0,-0.003877417417200191,-3.3367835464973292,-0.6069545181882076,-1.359427586874239,0.525
