candidate_id,timestamp,net_10bps,gross,fee,turnover,gross_exposure,position_BTCUSDT,gross_pnl_BTCUSDT,position_ETHUSDT,gross_pnl_ETHUSDT,position_SOLUSDT,gross_pnl_SOLUSDT
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T00:00:00+00:00,0.0028762427377330146,0.0028762427377330146,0.0,0.0,1.0,0.5,0.009370530170084157,0.0,0.0,-0.5,-0.006494287432351142
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T01:00:00+00:00,0.007372896967601794,0.007372896967601794,0.0,0.0,1.0,0.5,0.013355905224153197,0.0,0.0,-0.5,-0.005983008256551403
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T02:00:00+00:00,0.007905958490778908,0.007905958490778908,0.0,0.0,1.0,0.5,0.011495333939450902,0.0,0.0,-0.5,-0.003589375448671994
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T03:00:00+00:00,0.005116613817428117,0.005116613817428117,0.0,0.0,1.0,0.5,0.008515540472168737,0.0,0.0,-0.5,-0.0033989266547406194
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T04:00:00+00:00,0.006456523478792886,0.006456523478792886,0.0,0.0,1.0,0.5,0.007650268256159554,0.0,0.0,-0.5,-0.0011937447773666676
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T05:00:00+00:00,0.007835127020046406,0.007835127020046406,0.0,0.0,1.0,0.5,0.00890642805563735,0.0,0.0,-0.5,-0.0010713010355909436
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T06:00:00+00:00,0.008509994992977776,0.008509994992977776,0.0,0.0,1.0,0.5,0.009345217520122517,0.0,0.0,-0.5,-0.0008352225271447411
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T07:00:00+00:00,0.008250532266941002,0.008250532266941002,0.0,0.0,1.0,0.5,0.007893006346311737,0.0,0.0,-0.5,0.0003575259206292647
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T08:00:00+00:00,0.007319854884737631,0.007319854884737631,0.0,0.0,1.0,0.5,0.003219545875942753,0.0,-0.0,-0.5,0.004100309008794878
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T09:00:00+00:00,0.007414580981502605,0.007414580981502605,0.0,0.0,1.0,0.5,0.005984647711721913,0.0,0.0,-0.5,0.0014299332697806921
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T10:00:00+00:00,0.0066079036804591595,0.0066079036804591595,0.0,0.0,1.0,0.5,0.005416150611694981,0.0,0.0,-0.5,0.0011917530687641786
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T11:00:00+00:00,0.006530253126192043,0.006530253126192043,0.0,0.0,1.0,0.5,0.004922536084391416,0.0,0.0,-0.5,0.001607717041800627
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T12:00:00+00:00,0.005541352678288591,0.005541352678288591,0.0,0.0,1.0,0.5,0.0029294566792383847,0.0,-0.0,-0.5,0.0026118959990502066
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T13:00:00+00:00,0.0008570050763114234,0.0008570050763114234,0.0,0.0,1.0,0.5,-0.0025129842816168924,0.0,-0.0,-0.5,0.0033699893579283158
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T14:00:00+00:00,0.0018233961773402307,0.0018233961773402307,0.0,0.0,1.0,0.5,4.150024006288611e-05,0.0,-0.0,-0.5,0.0017818959372773446
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T15:00:00+00:00,0.0037961370204192546,0.0037961370204192546,0.0,0.0,1.0,0.5,-0.00011288927666674997,0.0,-0.0,-0.5,0.003909026297086005
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T16:00:00+00:00,0.002019030078290296,0.002019030078290296,0.0,0.0,1.0,0.5,-0.0002436827953550269,0.0,-0.0,-0.5,0.002262712873645323
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T17:00:00+00:00,0.0007963284443977536,0.0007963284443977536,0.0,0.0,1.0,0.5,-0.0023513137933977024,0.0,-0.0,-0.5,0.003147642237795456
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T18:00:00+00:00,0.0002866689994521221,0.0002866689994521221,0.0,0.0,1.0,0.5,-0.0007258384454555955,0.0,0.0,-0.5,0.0010125074449077176
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T19:00:00+00:00,0.00014927940404330098,0.00014927940404330098,0.0,0.0,1.0,0.5,-0.0008644355631599598,0.0,-0.0,-0.5,0.0010137149672032608
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T20:00:00+00:00,0.0007513321987669963,0.0007513321987669963,0.0,0.0,1.0,0.5,0.0027884801915770696,0.0,0.0,-0.5,-0.0020371479928100733
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T21:00:00+00:00,-0.0010465301938831217,-0.0010465301938831217,0.0,0.0,1.0,0.5,0.0005667585250460627,0.0,0.0,-0.5,-0.0016132887189291845
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T22:00:00+00:00,-0.00043754448610711094,-0.00043754448610711094,0.0,0.0,1.0,0.5,0.0006375958794406777,0.0,0.0,-0.5,-0.0010751403655477887
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-01T23:00:00+00:00,-0.00019278505050623895,-0.00019278505050623895,0.0,0.0,1.0,0.5,-0.0005512079895743649,0.0,0.0,-0.5,0.00035842293906812595
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-02T00:00:00+00:00,-0.0009127660289511286,-0.0009127660289511286,0.0,0.0,1.0,0.5,-0.0008530930369474166,0.0,0.0,-0.5,-5.967299200371201e-05
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-02T01:00:00+00:00,0.0008852978977524906,0.0008852978977524906,0.0,0.0,1.0,0.5,0.00023053599299061034,0.0,0.0,-0.5,0.0006547619047618802
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-02T02:00:00+00:00,0.00015418766882357993,0.00015418766882357993,0.0,0.0,1.0,0.5,0.00039262352957702973,0.0,0.0,-0.5,-0.0002384358607534498
a7v3_rolling_self_reproduction_12_3eb1e9032578,2026-05-02T03:00:00+00:00,-0.000913018134766852,-0.000913018134766852,0.0,0.0,1.0,0.5,0.00045995225682815555,0.0,0.0,-0.5,-0.0013729703915950076
