candidate_id,engine,source_field_families,operator_signature,horizon,expression,a7m_rank_score,a7n_regime_invariant_score,a7n_min_non_may_raw,a7n_min_non_may_residual_funding,a7n_min_non_may_cost20,a7n_min_non_may_lag1,candidate_decision,reject_reasons
e0_current_a7l_manual_generator_s1_03073,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_12)),Rank(realized_vol_24))",5.283355651156893,1.0018484338805562,-0.1108166755343331,1.3838590608378898,-0.5917448324634269,-0.0240849503892279,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03113,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(quote_asset_volume),ZScore(realized_vol_6)),Rank(quote_volume_mean_12))",3.895155754660293,0.9073339561751532,-0.4158222963083025,2.0,-1.0334903012169423,-0.2855503945854354,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03117,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_asset_volume),ZScore(abs_ret_1)),Rank(hl_range))",-13.547760444221998,-9.836001165861946,-2.0,-0.6078640541507427,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03141,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(hl_range),Rank(quote_volume_mean_6)),Rank(realized_vol_12))",-0.2855852181305985,-0.3335045726830137,-0.3423390304687331,2.0,-2.0,-0.3517580535188162,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03161,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(hl_range),ZScore(number_of_trades)),Rank(quote_volume_mean_6))",-5.134154362372374,-5.2722186100817305,-2.0,1.436081415202995,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail
e0_current_a7l_manual_generator_s1_03173,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(hl_range),ZScore(realized_vol_12)),Rank(avg_trade_size_quote))",-15.052285830303886,-12.806241087711332,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive
e0_current_a7l_manual_generator_s1_03217,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(hl_range),ZScore(abs_ret_1)),Rank(number_of_trades))",-15.170511768374505,-12.84690585067588,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03345,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(number_of_trades),ZScore(realized_vol_24)),Rank(quote_volume_mean_6))",6.293750510005286,-2.22865635646259,-0.8886578533807026,0.964495767041458,-1.1219849884032655,-0.7265429935033674,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03349,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(number_of_trades),ZScore(quote_asset_volume)),Rank(realized_vol_24))",2.093926001569661,-1.137224152735683,-0.9204757846236596,2.0,-1.8031416897152373,-1.0759004673918138,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03413,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(number_of_trades),ZScore(abs_ret_1)),Rank(realized_vol_12))",-16.37673003595226,-12.625742520610734,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03417,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_12),Rank(avg_trade_size_quote)),Rank(realized_vol_12))",2.460067354165095,-4.49282487299616,-0.5083102183817844,-0.1821811377448556,-1.187546840568848,-0.4329450449991149,A7M_REJECTED,raw_recent_nonpositive;cost20_recent_negative;lag1_recent_negative;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03461,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(number_of_trades)),Rank(abs_ret_1))",-10.349045692991478,-9.87643195643141,-0.7054780494384726,-2.0,-1.9727533114788949,-0.9081039885890452,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03465,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(realized_vol_12)),Rank(realized_vol_6))",5.710256611375823,0.9371009466952143,-0.289260434010557,1.6659935752204955,-0.754061365887944,-0.2846769394327534,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03505,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(quote_volume_mean_12),ZScore(realized_vol_6)),Rank(quote_volume_mean_24))",4.200107197225231,1.3646911546865508,-0.2862558711336123,2.0,-0.8777410601754091,-0.1504512255449747,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03509,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_12),ZScore(abs_ret_1)),Rank(realized_vol_12))",-13.126378393789556,-9.661540656910812,-2.0,-0.5267595216025143,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03533,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(realized_vol_12),Rank(quote_volume_mean_6)),Rank(realized_vol_24))",6.032944167397743,0.7132506599976804,-0.1255185269971772,1.2392783687190705,-0.5295321901037283,-0.0471566504466662,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_03549,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(realized_vol_12),ZScore(hl_range)),Rank(quote_asset_volume))",-15.560555198248403,-12.747954813868603,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive
e0_current_a7l_manual_generator_s1_04313,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(quote_volume_mean_6)),Rank(hl_range))",-14.597899034183587,-12.044788208687313,-1.780213282830666,-2.0,-2.0,-1.67594413911879,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04329,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(hl_range)),Rank(avg_trade_size_quote))",-17.640586114273436,-12.473802837885687,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04337,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(number_of_trades)),Rank(realized_vol_12))",3.80778194159675,-2.1756345235463845,-1.3416879905078634,2.0,-2.0,-1.4392221236742313,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04377,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(realized_vol_6)),Rank(quote_asset_volume))",-15.936383670062837,-12.482068186531768,-2.0,-2.0,-2.0,-1.9572971955002836,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive
e0_current_a7l_manual_generator_s1_04381,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(quote_volume_mean_24),ZScore(abs_ret_1)),Rank(abs_ret_1))",-10.100188524916984,-7.424732178407515,-2.0,0.4103622505128465,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04385,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(realized_vol_6),ZScore(avg_trade_size_quote)),Rank(realized_vol_6))",7.827209609350702,4.6450652512806965,0.7116966946128277,2.0,-0.4474574167833643,0.8595551312342655,A7M_NEAR_MISS_COST_FAIL,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04405,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(realized_vol_6),Rank(quote_volume_mean_6)),Rank(hl_range))",3.9894869076903534,2.6453946337172294,0.2503994715409358,2.0,-0.9583792933408576,0.2622892067016544,A7M_REJECTED,cost20_validation_negative;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04421,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(realized_vol_6),ZScore(hl_range)),Rank(avg_trade_size_quote))",-16.774910201646833,-12.67411268616557,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive
e0_current_a7l_manual_generator_s1_04477,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(realized_vol_6),Rank(quote_volume_mean_24)),Rank(realized_vol_6))",3.362113464276809,1.6093546041869584,-0.1754853272520352,2.0,-0.873208797146168,-0.0612846224385658,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04517,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(abs_ret_1),Rank(quote_asset_volume)),Rank(quote_volume_mean_24))",-6.220028286895061,-4.3998723388071195,-1.7719336835819997,1.7264724827038922,-2.0,-1.8025299305404257,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04537,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(abs_ret_1),ZScore(realized_vol_12)),Rank(number_of_trades))",-14.59198604312215,-12.90432046382535,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_stress_material_fail
e0_current_a7l_manual_generator_s1_04661,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(ZScore(avg_trade_size_quote),ZScore(hl_range)),Rank(quote_volume_mean_12))",-17.669647355836954,-12.478203708116641,-2.0,-2.0,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;residual_funding_validation_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive
e0_current_a7l_manual_generator_s1_04677,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_12)),Rank(quote_volume_mean_12))",6.617501105510812,2.3183692857208404,-0.0528197847665436,2.0,-0.4592058335416201,-0.0717854890635763,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;lag1_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_04721,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Mul(Rank(avg_trade_size_quote),ZScore(abs_ret_1)),Rank(number_of_trades))",-6.458229890396029,-5.407554117459254,-2.0,1.495865203437603,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00097,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_12))",6.460273597974781,2.3864819862809354,0.0736633696298733,1.6831602242604409,-0.3748784785840227,0.0252953957115871,A7M_NEAR_MISS_COST_FAIL,cost20_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00137,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_6))",4.287350313130886,2.5235147374449443,0.1344602333140637,2.0,-0.8559617168138752,0.2062960749941329,A7M_REJECTED,cost20_validation_negative;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00141,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(avg_trade_size_quote),ZScore(abs_ret_1))",-7.282925562466454,-6.439238563613739,-2.0,1.0142509977576668,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00489,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(realized_vol_12))",7.155186959937221,2.069559539189899,0.0089506082916083,1.6131196518213242,-0.3048260899568884,-0.0188951872211224,A7M_REJECTED,cost20_validation_negative;lag1_validation_negative;core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00529,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(realized_vol_6))",4.8806033321394375,2.314365211697222,-0.022069935055585,2.0,-0.605536442792873,0.0544032188257437,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00533,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(quote_volume_mean_6),ZScore(abs_ret_1))",-7.341761629330076,-5.678817411390474,-2.0,1.3708993438778194,-2.0,-2.0,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00637,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(ZScore(realized_vol_24),Rank(avg_trade_size_quote))",9.848327804108942,5.95020741860762,0.8752594604897861,2.0,0.5594028160906569,0.9837736798765564,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00677,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(ZScore(realized_vol_24),Rank(number_of_trades))",10.497864157563267,3.0018842990665857,0.0205394340448239,1.8973331983896988,-0.2226522050843045,0.2295560346679593,A7M_NEAR_MISS_COST_FAIL,cost20_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00681,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",6.232576852110977,1.5425281347470912,0.7129408299030585,0.1117880351410502,0.5625639924247418,0.6438719324469969,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00721,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_24))",7.215971587475291,3.6839137171128975,0.8846027073022609,0.778183918850179,0.7532005131655616,0.7991553994621121,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00761,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(quote_asset_volume),ZScore(realized_vol_24))",9.848478399702213,4.1901257425562335,0.3307184468519595,2.0,0.0744391134803885,0.4369828482646358,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00765,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(Rank(quote_asset_volume),ZScore(hl_range))",0.8252192623096877,0.06003761145901432,-0.3079011653751382,2.0,-2.0,-0.2339279880276391,A7M_REJECTED,raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00829,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(ZScore(quote_asset_volume),Rank(abs_ret_1))",-6.34659814705106,-4.668437395854012,-0.5728157133113038,0.0451940662286606,-2.0,-0.4981679817130823,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00833,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(ZScore(hl_range),Rank(avg_trade_size_quote))",0.2547161120395244,-0.611457014321441,-0.5891659658515653,2.0,-2.0,-0.4943574411127379,A7M_REJECTED,raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00865,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(ZScore(hl_range),Rank(quote_asset_volume))",0.8252192623096877,0.06003761145901432,-0.3079011653751382,2.0,-2.0,-0.2339279880276391,A7M_REJECTED,raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00873,E0_current_A7L_manual_generator,liquidity;volatility,Mul;Rank;ZScore,24,"Mul(ZScore(hl_range),Rank(number_of_trades))",1.0865196557255703,0.34599773601820105,-0.214132900919474,2.0,-1.976969664025596,-0.103055215220189,A7M_REJECTED,raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
