candidate_id,base_candidate_id,control_mode,production_family,net_sum_10bps__validation_2025H1,net_sum_10bps__recent_oos_2025H2_2026Apr,net_sum_20bps__recent_oos_2025H2_2026Apr,net_sum_10bps__fresh_may_2026,val_recent_positive,recent20_positive
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_row_shuffle_e7c7ff27,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,row_shuffle,cross_symbol_self_reproduction_core3,-2.3283018148843624,-4.44771573263575,-9.39521573263575,-0.3674139249661523,False,False
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_sign_flip_402941e8,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,sign_flip,cross_symbol_self_reproduction_core3,-1.9166932228836575,-3.230190687472561,-3.595690687472562,0.1673821787387612,False,False
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_time_shuffle_93b1f488,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,time_shuffle,cross_symbol_self_reproduction_core3,-1.8064039001109504,-2.526537725184556,-5.443537725184557,-0.1004693148505706,False,False
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,wrong_lag,cross_symbol_self_reproduction_core3,-0.9057289810892212,1.9657736842546245,1.5967736842546243,-0.1230264402415254,False,True
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_row_shuffle_45b7259a,a7v3_rolling_self_reproduction_12_3eb1e9032578,row_shuffle,rolling_self_reproduction,-2.254706126036253,-4.143960787515344,-9.033460787515343,-0.507218948923526,False,False
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_sign_flip_e72bb551,a7v3_rolling_self_reproduction_12_3eb1e9032578,sign_flip,rolling_self_reproduction,-1.6442956480150293,-2.303111723498398,-2.7471117234983984,0.1801441003273887,False,False
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_time_shuffle_77ccedcc,a7v3_rolling_self_reproduction_12_3eb1e9032578,time_shuffle,rolling_self_reproduction,-0.567252961174304,-0.2446756145328775,-2.234175614532879,-0.4428799352472521,False,False
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_wrong_lag_7de5dd65,a7v3_rolling_self_reproduction_12_3eb1e9032578,wrong_lag,rolling_self_reproduction,-1.5912307871036302,0.3169759237976699,-0.1275240762023301,-0.2849235077620545,False,False
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_row_shuffle_d48624b4,a7v3_rolling_self_reproduction_12_519354de8b22,row_shuffle,rolling_self_reproduction,-3.067005790336223,-3.815758958054656,-8.700758958054655,-0.3927817518898219,False,False
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_sign_flip_76f95d3c,a7v3_rolling_self_reproduction_12_519354de8b22,sign_flip,rolling_self_reproduction,-1.749523273514927,-1.7036660421687526,-2.036166042168753,0.1974830928074899,False,False
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_time_shuffle_467eaaef,a7v3_rolling_self_reproduction_12_519354de8b22,time_shuffle,rolling_self_reproduction,-1.9155534135019927,-2.858064600643602,-6.466064600643602,-0.3968358945070286,False,False
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_wrong_lag_180c680e,a7v3_rolling_self_reproduction_12_519354de8b22,wrong_lag,rolling_self_reproduction,-2.1772992581536053,0.8854835990065514,0.5534835990065513,-0.4241867804599179,False,True
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_row_shuffle_27cffe8b,a7v3_rolling_self_reproduction_12_9fa317374c73,row_shuffle,rolling_self_reproduction,-3.73728676511924,-5.977330741621865,-10.849830741621863,-0.2558559909030565,False,False
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_sign_flip_463a901c,a7v3_rolling_self_reproduction_12_9fa317374c73,sign_flip,rolling_self_reproduction,-1.6312638662515522,-1.6365566902267357,-1.988556690226736,0.1781423530460964,False,False
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_time_shuffle_6fda6857,a7v3_rolling_self_reproduction_12_9fa317374c73,time_shuffle,rolling_self_reproduction,-2.420288952820893,-2.283951467598431,-5.7094514675984325,-0.4329602198198906,False,False
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_wrong_lag_f33e297c,a7v3_rolling_self_reproduction_12_9fa317374c73,wrong_lag,rolling_self_reproduction,-2.5950451561498284,0.7906740535442165,0.4381740535442167,-0.374687977489697,False,True
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_row_shuffle_06649ccf,a7v3_rolling_self_reproduction_12_b26d29c81a80,row_shuffle,rolling_self_reproduction,-2.8111581090307727,-6.317980233218808,-11.208980233218806,-0.3727542052018279,False,False
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_sign_flip_de4bbe7f,a7v3_rolling_self_reproduction_12_b26d29c81a80,sign_flip,rolling_self_reproduction,-1.1704957145814268,-2.295877013983403,-2.750377013983403,0.1709440879111581,False,False
