variant,seed,native_negative_sharpe_loss_mean,native_mean_return_loss_mean,native_max_drawdown_loss_mean,native_buy_hold_path_return_mean
CHALLENGER,1701,0.302517294883728,0.007085226941853762,0.04877713322639465,-0.007085227873176336
CHALLENGER,1709,0.30387142300605774,0.007075607776641846,0.04883083701133728,-0.007075607310980558
ASSET_ROTATED_CONTROL,1701,0.30602794885635376,0.007031185552477837,0.04872360825538635,-0.007031185552477837
ASSET_ROTATED_CONTROL,1709,0.3047926723957062,0.007006026804447174,0.04842941090464592,-0.007006026804447174
