candidate_id,cluster_id,family,expression,horizon,cost_tier,split,raw_ann,raw_dd,raw_hit_rate,residual_vs_funding_ann,residual_vs_funding_dd,residual_vs_core4_ann,residual_vs_core4_dd,funding_beta,funding_corr,core4_beta,core4_corr,wrong_lag_future_funding_beta,wrong_lag_future_funding_corr,mean_turnover,mean_gross_exposure
a7h_basis_rank_mark_ratio_h6,a7h_basis_001,basis_premium,Rank(mark_index_ratio),6,stress_10bp,train_2024,-2.090564832003535,-0.8929452283303511,0.455242673992674,-2.783182719699053e-16,-0.28601175091641706,3.506810226820807e-15,-0.29309962930010514,0.14130113905984737,0.15738300713247513,0.2727833187112559,0.2795838615200249,-0.11345768689870026,-0.11854264816599464,0.23384484417605378,0.49253710759553654
a7h_basis_rank_mark_ratio_h6,a7h_basis_001,basis_premium,Rank(mark_index_ratio),6,stress_10bp,validation_2025H1,-1.2458058417698357,-0.5032610759916156,0.4718342644320298,0.6883952095984319,-0.26903565768369286,0.6287667183508339,-0.23544952310021394,0.09599930731883932,0.11570338585855641,0.1849211030632621,0.19213217048971934,-0.10182581457871921,-0.11681685663232966,0.2634427374301676,0.5
a7h_basis_rank_mark_ratio_h6,a7h_basis_001,basis_premium,Rank(mark_index_ratio),6,stress_10bp,recent_oos_2025H2_2026Apr,-1.8444295849244041,-0.7862729581190275,0.434878587196468,0.25626167317275134,-0.30648603233436644,0.16144353485753535,-0.349194435597024,0.06681380096728667,0.0892767215360456,0.13468537552646473,0.1539678222684104,-0.08571164865148405,-0.10602548503655708,0.23360467255334805,0.5
a7h_basis_rank_mark_ratio_h6,a7h_basis_001,basis_premium,Rank(mark_index_ratio),6,stress_10bp,fresh_forward_2026May,-3.215269123825273,-0.13821600909676168,0.37244897959183676,-0.6010956310322101,-0.060235323440572475,-0.2961769933958182,-0.07119484209217186,0.1338784744565829,0.18718538133242485,0.09431814882338688,0.12948362526763993,-0.15420293820610836,-0.1434290928845106,0.25361394557823136,0.5
a7h_basis_z_mark_ratio_h12,a7h_basis_002,basis_premium,ZScore(mark_index_ratio),12,stress_10bp,train_2024,-1.7216686329209818,-0.8733492272297361,0.4735576923076923,1.0436935198871449e-16,-0.48097777567423583,2.3935371389411857e-15,-0.41555646082518494,0.19116602861363094,0.16605942158576786,0.37439322070969483,0.2992697996501632,-0.18369409522183994,-0.1496843936743966,0.21980785650723964,0.46331953532470516
a7h_basis_z_mark_ratio_h12,a7h_basis_002,basis_premium,ZScore(mark_index_ratio),12,stress_10bp,validation_2025H1,0.033566316781322596,-0.45401514582796065,0.5020949720670391,1.5436907034071878,-0.3005341178077875,1.458787048486512,-0.2695215811941363,0.13918093532105122,0.12222486472509238,0.27966039320090724,0.2117124624351722,-0.15028818397711857,-0.12562448820085778,0.25795321426938406,0.49014029388694114
a7h_basis_z_mark_ratio_h12,a7h_basis_002,basis_premium,ZScore(mark_index_ratio),12,stress_10bp,recent_oos_2025H2_2026Apr,-1.5552423303557121,-0.7502743070430454,0.46536975717439294,0.1801263241875096,-0.48206047367303695,0.05018751254004273,-0.5138172463851416,0.11544088301106867,0.1105018621475781,0.21135347448893635,0.17308395864041382,-0.08513501263219192,-0.07544257896495145,0.23360467255334805,0.5
a7h_basis_z_mark_ratio_h12,a7h_basis_002,basis_premium,ZScore(mark_index_ratio),12,stress_10bp,fresh_forward_2026May,-4.196142006907631,-0.1799140531262391,0.39285714285714285,-1.7660842633479807,-0.11071067269204204,-1.337325379860487,-0.11227620505934377,0.23293366908276392,0.20514176879829782,0.18286462263777745,0.15812841969464028,-0.12653236694693665,-0.07413220015109966,0.25361394557823136,0.5
a7h_basis_rank_mark_minus_h6,a7h_basis_003,basis_premium,Rank(mark_minus_index),6,stress_10bp,train_2024,-0.24773401504174894,-0.8021901644416385,0.4795100732600733,-2.2265461757592425e-16,-0.7584152507845607,1.2246003966675835e-15,-0.7534273085876757,0.006411849573178078,0.007412694177411376,0.1622724102531236,0.17263130703865676,-0.11121297323011121,-0.12060817139358487,0.06932436615800716,0.48692665131835966
a7h_basis_rank_mark_minus_h6,a7h_basis_003,basis_premium,Rank(mark_minus_index),6,stress_10bp,validation_2025H1,0.19605046786937924,-0.3574854368531106,0.5256052141527002,0.4366891328891999,-0.3474146148586392,0.3152957368981028,-0.32830933415537233,0.33344737323180434,0.3380209207420282,0.36142419170410983,0.31584146341290964,-0.28116017575089747,-0.27129371968967236,0.0773200220595761,0.48529466474575106
