candidate_id,family,expression,validation_residual_vs_funding_ann,recent_residual_vs_funding_ann,fresh_may_raw_ann,fresh_may_residual_vs_funding_ann,fresh_may_residual_vs_core4_ann,recent_funding_beta,recent_wrong_lag_future_funding_corr,method_smoke_pass
a7h_liquidity_size_h12,flow_liquidity,Rank(avg_trade_size_quote),1.0254006812211227,1.5319133701366705,-1.6260630495539186,0.6827024281965466,0.106977433599235,0.20794866153054034,0.09939736963227463,True
a7h_flow_rank_taker_imbalance_h6,flow_liquidity,Rank(taker_imbalance),0.4687097421312402,0.22136168217419044,-2.9742640932707998,0.5603755228931412,0.54249642724081,-0.035326118746604095,-0.00369141741180655,True
a7h_micro_ret_range_interaction_h12,microstructure_lite,"Mul(Rank(hl_range),Rank(ret_12))",4.854641042078985,3.961791926247377,-11.139823820020098,-5.620665096236524,-6.175501909110818,0.36701095500147574,0.06039672430323083,False
a7h_micro_ret_vol_interaction_h6,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(ret_12))",1.6215886590824227,2.627768212329166,-5.7475747891432,-1.9402169116902674,-2.363172871847298,0.22480265403308822,0.052211345506804334,False
a7h_flow_ret_interaction_h6,flow_liquidity,"Mul(Rank(taker_imbalance),Rank(ret_12))",1.9879836290179689,2.0177537476312852,-5.377346624554816,-0.7018770174877353,-0.8044620052263881,0.00242121231727246,-0.08557149126552585,False
a7h_micro_rank_realized_vol_h12,microstructure_lite,Rank(realized_vol_12),0.9779633049798899,1.7286842933984823,-5.904020349926508,-3.0739113994880367,-3.750049997611872,0.5012091158178577,0.11956065350696739,False
a7h_basis_ret_interaction_h6,basis_premium,"Mul(Rank(mark_index_ratio),Rank(ret_12))",1.8337767890315475,1.6515249796865683,-5.73327595517306,-2.2260722874260934,-2.0486768370566035,0.07960855809453207,-0.13614282057972268,False
a7h_micro_rank_hl_range_h6,microstructure_lite,Rank(hl_range),1.4447051824370731,1.4903598889726666,-3.7425652996053635,0.42387451276139454,-0.16424885779212683,0.2590394579015702,0.12883877362494392,False
a7h_micro_rank_absret_h6,microstructure_lite,Rank(abs_ret_1),0.9552210091921054,1.0827855554950956,-4.885651007003565,-0.4027735902100187,-0.7236748818396358,0.13606229508749662,0.09178162117816573,False
a7h_basis_rank_mark_ratio_h6,basis_premium,Rank(mark_index_ratio),0.6883952095984319,0.25626167317275134,-3.215269123825273,-0.6010956310322101,-0.2961769933958182,0.06681380096728667,-0.10602548503655708,False
a7h_basis_z_mark_ratio_h12,basis_premium,ZScore(mark_index_ratio),1.5436907034071878,0.1801263241875096,-4.196142006907631,-1.7660842633479807,-1.337325379860487,0.11544088301106867,-0.07544257896495145,False
a7h_flow_rank_quote_volume_h6,flow_liquidity,Rank(quote_asset_volume),-0.10143197429953497,-0.05613195531443463,-0.5507866889193335,0.14708008693292202,-0.05606481061219371,0.12885213941758306,0.06578259928511564,False
a7h_basis_rank_mark_minus_h6,basis_premium,Rank(mark_minus_index),0.4366891328891999,-0.1033559921472834,-3.594312925213182,-3.322819017006144,-2.8537074167411602,0.1766654821275906,0.017224418691791383,False
a7h_flow_z_taker_imbalance_h12,flow_liquidity,ZScore(taker_imbalance),-0.12708943405344622,-0.2068554961603312,-2.5386980183097743,-0.04179093984089602,-0.007363112501453482,0.02363798638563886,-0.010335627062913298,False
a7h_basis_rank_premium_h12,basis_premium,Rank(premium_index),-0.0024126211707870366,-0.44881105481991695,-3.9373940334942064,-2.1175258700706805,-1.7846316961112738,0.14016211979459142,-0.060255828521576314,False
