blueprint_id,expression,a7ls_lane,lane_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,skeleton_key,production_key,source_stage,source_seed_id,checkpoint_group
a7ls15_ce10425bfe733873,"Sub(funding_interval_hours,trade_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,sub,funding_interval_hours,trade_close,low_prior_axes,price_like,level,level,skel_337820bc5afcf6cc,prod_e379873a805f1c25,A7LS-14,,chk_8d2bf9f7fe81c91d
a7ls15_8ce9ba6c11d98074,"SafeDiv(source_market_funding,Abs(trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,safe_div_abs,source_market_funding,trade_close,low_prior_axes,price_like,level,level,skel_d9d4f69744bac825,prod_ea1b3abd0211fae5,A7LS-14,,chk_d1c6761c35b7eb59
a7ls15_e267b14e7dbae6bc,"Sub(CSRank(CSRank(premium_count)),CSRank(mark_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,spread_rank,premium_count,mark_close,low_prior_axes,price_like,csrank,level,skel_ea6cf56ff46594b4,prod_27070deb3abcbebc,A7LS-14,,chk_821de76a7cab0986
a7ls15_9cecc31b4a736414,"Mul(CSRank(funding_interval_hours),mark_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,mul,funding_interval_hours,mark_close,low_prior_axes,price_like,csrank,level,skel_37ba6246678096b3,prod_6ba4ee689c65b90c,A7LS-14,,chk_904e9427249c15dd
a7ls15_4ad847bee2bb0069,"Neg(Mul(CSRank(source_market_funding),mark_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,control_flip,source_market_funding,mark_close,low_prior_axes,price_like,csrank,level,skel_2c1f6cca0c55c1a2,prod_fcd09d0e63057115,A7LS-14,,chk_331579bc5b630b6c
a7ls15_b56cc4a37af4cc6f,"Sub(Clip(ZScore(premium_count),-3,3),index_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,sub,premium_count,index_close,low_prior_axes,price_like,clip_z,level,skel_2ea572aa7aa431a9,prod_fdd04f0f0f7a6361,A7LS-14,,chk_e3ec80bea2f2ee50
a7ls15_cb4df87e9b224dc9,"SafeDiv(Clip(ZScore(funding_interval_hours),-3,3),Abs(CSRank(index_close)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,safe_div_abs,funding_interval_hours,index_close,low_prior_axes,price_like,clip_z,csrank,skel_99250fb0b3bee329,prod_ec30c4cdadc4788d,A7LS-14,,chk_5ba30bd92354abff
a7ls15_8a0d0257d7cd9040,"Sub(CSRank(Clip(ZScore(source_market_funding),-3,3)),CSRank(CSRank(index_close)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,spread_rank,source_market_funding,index_close,low_prior_axes,price_like,clip_z,csrank,skel_2335ba7a348cfa65,prod_40fa04bac365e7b5,A7LS-14,,chk_0b0ea31a2ceada35
a7ls15_155404402141a92b,"Neg(Mul(trade_return_1h,mark_index_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,control_flip,trade_return_1h,mark_index_basis_bps,placebo,basis_premium_like,level,level,skel_ffedf527199147ee,prod_0b524e093717d266,A7LS-14,,chk_949ab9b5f0db04fb
a7ls15_6d93c00d77c7fa88,"SafeDiv(realized_vol_168h,Abs(mark_index_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,safe_div_abs,realized_vol_168h,mark_index_basis_bps,placebo,basis_premium_like,level,level,skel_d9d4f69744bac825,prod_e52d9408b0f036a6,A7LS-14,,chk_154c57e1aaf24b1f
a7ls15_4e2b4db324a70e30,"Sub(CSRank(CSRank(trade_return_1h)),CSRank(mark_trade_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,spread_rank,trade_return_1h,mark_trade_basis_bps,placebo,basis_premium_like,csrank,level,skel_ea6cf56ff46594b4,prod_32a917481b75cf6c,A7LS-14,,chk_c7ded16bd1701b53
a7ls15_5ad3e6efcb1f2f08,"Mul(CSRank(mark_index_basis_bps),mark_trade_basis_bps)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,mul,mark_index_basis_bps,mark_trade_basis_bps,placebo,basis_premium_like,csrank,level,skel_37ba6246678096b3,prod_19920e16f095017e,A7LS-14,,chk_87b796bf53f568b1
a7ls15_0ee7677bf0b782ce,"Neg(Mul(CSRank(realized_vol_168h),mark_trade_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,control_flip,realized_vol_168h,mark_trade_basis_bps,placebo,basis_premium_like,csrank,level,skel_2c1f6cca0c55c1a2,prod_ae92b0aa4535ad27,A7LS-14,,chk_7d6f625deddf809d
a7ls15_c65a990a66f284d2,"Sub(Clip(ZScore(trade_return_1h),-3,3),premium_close_bps)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,sub,trade_return_1h,premium_close_bps,placebo,basis_premium_like,clip_z,level,skel_2ea572aa7aa431a9,prod_1e0b9aba09a239d0,A7LS-14,,chk_a01e6fc816f7bc11
a7ls15_68b3a89cb1d41fa4,"SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(premium_close_bps)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,safe_div_abs,mark_index_basis_bps,premium_close_bps,placebo,basis_premium_like,clip_z,csrank,skel_99250fb0b3bee329,prod_3e8612866f4b9912,A7LS-14,,chk_ec24269b7448b60f
a7ls15_bcf5764a85834803,"Sub(CSRank(Clip(ZScore(realized_vol_168h),-3,3)),CSRank(CSRank(premium_close_bps)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,spread_rank,realized_vol_168h,premium_close_bps,placebo,basis_premium_like,clip_z,csrank,skel_2335ba7a348cfa65,prod_d72f0f708ce4325e,A7LS-14,,chk_fe9cf9df81b5ac70
a7ls15_97ae6c9de9a523ad,"Mul(Delta(trade_return_1h,1),CSRank(basis_abs_168h))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|basis_premium_like,mul,trade_return_1h,basis_abs_168h,placebo,basis_premium_like,delta_1h,csrank,skel_136259b72205469f,prod_9d56d127df0f53f7,A7LS-14,,chk_da4d423248acc35e
a7ls15_67ea8a29347031cd,"Neg(Mul(trade_return_1h,trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,control_flip,trade_return_1h,trade_close,placebo,price_like,level,level,skel_ffedf527199147ee,prod_1b4e96cd287d1612,A7LS-14,,chk_821d690fc19c8cc5
a7ls15_051d81fe40751a6b,"Sub(mark_index_basis_bps,trade_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,sub,mark_index_basis_bps,trade_close,placebo,price_like,level,level,skel_337820bc5afcf6cc,prod_6969656f79b80d8b,A7LS-14,,chk_87e4783ffab6c2a8
a7ls15_dcea18373cafa7b0,"SafeDiv(realized_vol_168h,Abs(trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,safe_div_abs,realized_vol_168h,trade_close,placebo,price_like,level,level,skel_d9d4f69744bac825,prod_9afed788ec02b59b,A7LS-14,,chk_17512f7d1c86283b
a7ls15_c6f46f55086627b2,"Sub(CSRank(CSRank(trade_return_1h)),CSRank(mark_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,spread_rank,trade_return_1h,mark_close,placebo,price_like,csrank,level,skel_ea6cf56ff46594b4,prod_af9b92fc05ab4fc6,A7LS-14,,chk_e70ba9d46d6c7fa8
a7ls15_b753b1be959cdbd8,"Mul(CSRank(mark_index_basis_bps),mark_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,mul,mark_index_basis_bps,mark_close,placebo,price_like,csrank,level,skel_37ba6246678096b3,prod_81cf3e272fa5a590,A7LS-14,,chk_5b7aed37fc1ce0aa
a7ls15_eb3094ac42306c84,"Neg(Mul(CSRank(realized_vol_168h),mark_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,control_flip,realized_vol_168h,mark_close,placebo,price_like,csrank,level,skel_2c1f6cca0c55c1a2,prod_64fa335360a3b769,A7LS-14,,chk_ead2c727aeabbd30
a7ls15_f93c1e6574f58892,"Sub(Clip(ZScore(trade_return_1h),-3,3),index_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,sub,trade_return_1h,index_close,placebo,price_like,clip_z,level,skel_2ea572aa7aa431a9,prod_5fa0e12532591bbc,A7LS-14,,chk_85b6ea1fcff75d26
a7ls15_fab17dd15e18c157,"SafeDiv(Clip(ZScore(mark_index_basis_bps),-3,3),Abs(CSRank(index_close)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,safe_div_abs,mark_index_basis_bps,index_close,placebo,price_like,clip_z,csrank,skel_99250fb0b3bee329,prod_6d004edec8e4beb8,A7LS-14,,chk_e6fc4e46026483aa
a7ls15_3cde8fd7cd8a6f96,"Sub(CSRank(Clip(ZScore(realized_vol_168h),-3,3)),CSRank(CSRank(index_close)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,spread_rank,realized_vol_168h,index_close,placebo,price_like,clip_z,csrank,skel_2335ba7a348cfa65,prod_b25672fb140e3ac6,A7LS-14,,chk_230d0e9d70cedb82
a7ls15_6de74b5213535c72,"Neg(Mul(funding_abs_state,trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,control_flip,funding_abs_state,trade_close,regime_state,price_like,level,level,skel_ffedf527199147ee,prod_9a8e8935fd1cc507,A7LS-14,,chk_d53519cb565aafa1
a7ls15_72bf163bfbaceaab,"Sub(basis_abs_state,trade_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,sub,basis_abs_state,trade_close,regime_state,price_like,level,level,skel_337820bc5afcf6cc,prod_29c5d955a76bd993,A7LS-14,,chk_eed1c7a4663ec3be
a7ls15_a0eeee489bc46e79,"SafeDiv(liquidity_state,Abs(trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,safe_div_abs,liquidity_state,trade_close,regime_state,price_like,level,level,skel_d9d4f69744bac825,prod_b22881e669874a01,A7LS-14,,chk_ac53fb7afc107693
a7ls15_407a6d307eabffaf,"Sub(CSRank(CSRank(volatility_state)),CSRank(trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,spread_rank,volatility_state,trade_close,regime_state,price_like,csrank,level,skel_ea6cf56ff46594b4,prod_519334a4ad344dcf,A7LS-14,,chk_3f1aa07d849776a2
a7ls15_e49e2d2820927fe5,"Mul(CSRank(coverage_state),trade_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,mul,coverage_state,trade_close,regime_state,price_like,csrank,level,skel_37ba6246678096b3,prod_6311d70a0f4c7da5,A7LS-14,,chk_8d74e986a0efb57c
a7ls15_ea081b4ce655c9eb,"Neg(Mul(CSRank(rolling_coverage_168h),trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,control_flip,rolling_coverage_168h,trade_close,regime_state,price_like,csrank,level,skel_2c1f6cca0c55c1a2,prod_18c60a169fc8d849,A7LS-14,,chk_674a26b2c94734b1
a7ls15_3433236cf9cbb5ce,"Sub(Clip(ZScore(market_breadth_state),-3,3),trade_close)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,sub,market_breadth_state,trade_close,regime_state,price_like,clip_z,level,skel_2ea572aa7aa431a9,prod_61bc2fd3b3bc9907,A7LS-14,,chk_3fb69183871210b5
a7ls15_07c9021fb1a78a86,"SafeDiv(Clip(ZScore(leverage_crowding_state),-3,3),Abs(CSRank(trade_close)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,safe_div_abs,leverage_crowding_state,trade_close,regime_state,price_like,clip_z,csrank,skel_99250fb0b3bee329,prod_aaf6265505362650,A7LS-14,,chk_efafb5bfc6b8ab17
a7ls15_2243a7d4afe4fb35,"Sub(CSRank(Clip(ZScore(basis_dislocation_state),-3,3)),CSRank(CSRank(trade_close)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,regime_state|price_like,spread_rank,basis_dislocation_state,trade_close,regime_state,price_like,clip_z,csrank,skel_2335ba7a348cfa65,prod_bfd15d8a029158df,A7LS-14,,chk_99d7d0133f78107b
a7ls15_6fac29af188b2476,"Neg(Mul(realized_vol_24h,trade_quote_volume))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,control_flip,realized_vol_24h,trade_quote_volume,volatility_like,liquidity_like,level,level,skel_ffedf527199147ee,prod_d1c2032865c4b821,A7LS-14,,chk_0d3d7d1e66faa63f
a7ls15_d77802069f0c2f46,"Sub(realized_vol_72h,trade_quote_volume)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,sub,realized_vol_72h,trade_quote_volume,volatility_like,liquidity_like,level,level,skel_337820bc5afcf6cc,prod_7a09b57b62ab636c,A7LS-14,,chk_68b3788883180e5b
a7ls15_6d5652ce0712fb25,"SafeDiv(realized_vol_168h,Abs(trade_quote_volume))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,safe_div_abs,realized_vol_168h,trade_quote_volume,volatility_like,liquidity_like,level,level,skel_d9d4f69744bac825,prod_5542ce239296af8e,A7LS-14,,chk_688295daa3c54dbf
a7ls15_5586862d66650d13,"Sub(CSRank(CSRank(realized_vol_24h)),CSRank(trade_volume))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,spread_rank,realized_vol_24h,trade_volume,volatility_like,liquidity_like,csrank,level,skel_ea6cf56ff46594b4,prod_fa2d54ac128c1d1a,A7LS-14,,chk_1be96906539fcbec
a7ls15_64aa2e517c64b9bc,"Mul(CSRank(realized_vol_72h),trade_volume)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,mul,realized_vol_72h,trade_volume,volatility_like,liquidity_like,csrank,level,skel_37ba6246678096b3,prod_262b3f2a23964858,A7LS-14,,chk_7c2cd3d2ac0514d7
a7ls15_763f784ce20061a0,"Neg(Mul(CSRank(realized_vol_168h),trade_volume))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,control_flip,realized_vol_168h,trade_volume,volatility_like,liquidity_like,csrank,level,skel_2c1f6cca0c55c1a2,prod_47ba3c44c13906a0,A7LS-14,,chk_fddbff3ae2a6cd91
a7ls15_81951116cf871f90,"Sub(Clip(ZScore(realized_vol_24h),-3,3),trade_count)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,sub,realized_vol_24h,trade_count,volatility_like,liquidity_like,clip_z,level,skel_2ea572aa7aa431a9,prod_ee0fc543cec357bd,A7LS-14,,chk_72dede9a17c96e74
a7ls15_009090e285175d96,"SafeDiv(Clip(ZScore(realized_vol_72h),-3,3),Abs(CSRank(trade_count)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,safe_div_abs,realized_vol_72h,trade_count,volatility_like,liquidity_like,clip_z,csrank,skel_99250fb0b3bee329,prod_924d8716e840188f,A7LS-14,,chk_5590b0ee3b083bb8
a7ls15_933425cea685033e,"Sub(CSRank(Clip(ZScore(realized_vol_168h),-3,3)),CSRank(CSRank(trade_count)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,volatility_like|liquidity_like,spread_rank,realized_vol_168h,trade_count,volatility_like,liquidity_like,clip_z,csrank,skel_2335ba7a348cfa65,prod_eb98cbc5ed781ba0,A7LS-14,,chk_4bdb177badda5d04
a7ls15_e3f7d6b267d42ebb,"Mul(Delta(trade_return_1h,1),CSRank(trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,placebo|price_like,mul,trade_return_1h,trade_close,placebo,price_like,delta_1h,csrank,skel_136259b72205469f,prod_b0441aa87225a1c5,A7LS-14,,chk_02be872c3b24794e
