blueprint_id,expression,a7ls_lane,lane_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,skeleton_key,production_key,source_stage,source_seed_id,checkpoint_group
a7ls15_f2659254d2aa39c5,"Sub(open_interest_mean,funding_rate_state_last_ffill_8h)",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,sub,open_interest_mean,funding_rate_state_last_ffill_8h,open_interest_like,funding_state_like,level,level,skel_337820bc5afcf6cc,prod_87bbb6619204eb16,A7LS-14,,chk_199fee3d1f6d768c
a7ls15_4c48dafc06fc29ce,"Sub(CSRank(open_interest_value_last),CSRank(funding_rate_state_last_ffill_8h))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,spread_rank,open_interest_value_last,funding_rate_state_last_ffill_8h,open_interest_like,funding_state_like,level,level,skel_293cae94cfd91548,prod_ac9da518361e023b,A7LS-14,,chk_8837555d40a97296
a7ls15_501bcefd894869df,"Mul(CSRank(open_interest_value_mean),Sign(funding_rate_state_last_ffill_8h))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,gated_sign,open_interest_value_mean,funding_rate_state_last_ffill_8h,open_interest_like,funding_state_like,csrank,level,skel_293cae94cfd91548,prod_660ec200796bceb0,A7LS-14,,chk_fa8a1665c66b811c
a7ls15_a80901f8d4c29833,"SafeDiv(CSRank(open_interest_change_24h),Abs(funding_rate_state_last_ffill_8h))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,safe_div_abs,open_interest_change_24h,funding_rate_state_last_ffill_8h,open_interest_like,funding_state_like,csrank,level,skel_293cae94cfd91548,prod_829bf5ece8df80b1,A7LS-14,,chk_ba2d26c90313b8d4
a7ls15_16648ac8af1c24cf,"Mean(Mul(CSRank(oi_x_price_move_24h),funding_rate_state_last_ffill_8h),4)",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,smooth_mul,oi_x_price_move_24h,funding_rate_state_last_ffill_8h,open_interest_like,funding_state_like,csrank,level,skel_0cd514a276105a14,prod_a3113322e65e4f60,A7LS-14,,chk_7ad5c84443d07089
a7ls15_274b7775812f9510,"Mul(Delta(Clip(ZScore(open_interest_value_change_24h),-3,3),4),ZScore(funding_rate_state_last_ffill_8h))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,relative_shock,open_interest_value_change_24h,funding_rate_state_last_ffill_8h,open_interest_like,funding_state_like,clip_z,level,skel_c2fc48117523e62f,prod_b1375f4eb9270d8f,A7LS-14,,chk_cdbac060f46ed914
a7ls15_4f71aed7e4380cb0,"Mul(Neg(ZScore(Clip(ZScore(open_interest_mean),-3,3))),Sign(CSRank(global_long_short_account_ratio_mean)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,mean_reversion_gate,open_interest_mean,global_long_short_account_ratio_mean,open_interest_like,positioning_like,clip_z,csrank,skel_b368968b780a43ab,prod_6eedcfa18b98a14e,A7LS-14,,chk_2e1a768b3c269169
a7ls15_677d4384c4ee7cda,"Mul(Delta(Delta(open_interest_value_last,1),24),Sub(CSRank(Delta(open_interest_value_last,1)),CSRank(CSRank(global_long_short_account_ratio_mean))))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,delta_x_divergence,open_interest_value_last,global_long_short_account_ratio_mean,open_interest_like,positioning_like,delta_1h,csrank,skel_59697f1e4bd5b180,prod_919eba144d60f941,A7LS-14,,chk_114970496a292c6b
a7ls15_a36f4f7bfbfe6e66,"Mul(Delta(open_interest_value_mean,1),Sign(Mean(CSRank(global_long_short_account_ratio_mean),24)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,state_gate,open_interest_value_mean,global_long_short_account_ratio_mean,open_interest_like,positioning_like,delta_1h,csrank,skel_2fbcae8e77605694,prod_899cfb140c1310ba,A7LS-14,,chk_50ba7b33a7662ca9
a7ls15_0b2f1b7704954525,"Mul(Delta(open_interest_change_24h,1),CSRank(global_long_short_account_ratio_mean))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,mul,open_interest_change_24h,global_long_short_account_ratio_mean,open_interest_like,positioning_like,delta_1h,csrank,skel_136259b72205469f,prod_4569ff98b64761cb,A7LS-14,,chk_99af85f1a4c05a71
a7ls15_5af7d79093766092,"Sub(Mean(oi_x_price_move_24h,1),CSRank(global_long_short_account_ratio_mean))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,sub,oi_x_price_move_24h,global_long_short_account_ratio_mean,open_interest_like,positioning_like,mean_1h,csrank,skel_136259b72205469f,prod_e80845d07813f71c,A7LS-14,,chk_4dc71f5112403f64
a7ls15_d0298511f72c18b1,"Sub(CSRank(Mean(open_interest_value_change_24h,1)),CSRank(CSRank(global_long_short_account_ratio_mean)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,spread_rank,open_interest_value_change_24h,global_long_short_account_ratio_mean,open_interest_like,positioning_like,mean_1h,csrank,skel_9505754fb4b5368b,prod_ba929938b7e66828,A7LS-14,,chk_e673b9817d5c3673
a7ls15_6150d56212159496,"Mul(Mean(open_interest_last,1),Sign(Clip(ZScore(top_long_short_account_ratio_last),-3,3)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|positioning_like,gated_sign,open_interest_last,top_long_short_account_ratio_last,open_interest_like,positioning_like,mean_1h,clip_z,skel_6a3533b4d89c4d45,prod_d2efb1ede68181dd,A7LS-14,,chk_dbf309ba8e7d439c
a7ls15_dfa068bdcd57cc66,"Mul(Delta(open_interest_value_mean,336),Sign(Mean(Delta(liquidity_cycle_state,4),24)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,state_gate,open_interest_value_mean,liquidity_cycle_state,open_interest_like,regime_state,delta_336h,delta_4h,skel_c614d64ff6a8da31,prod_1f83fa290cb9262f,A7LS-14,,chk_24808f7a3b34afc7
a7ls15_aac6b545a1cdb5c8,"Mul(Sub(CSRank(Delta(open_interest_change_24h,336)),CSRank(Delta(liquidity_cycle_state,4))),Sign(Delta(liquidity_cycle_state,4)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,signed_spread,open_interest_change_24h,liquidity_cycle_state,open_interest_like,regime_state,delta_336h,delta_4h,skel_d2c2cd29eb5fbfcd,prod_a0289d1c2c469258,A7LS-14,,chk_ed9761cb638d90c2
a7ls15_aa050ee86cf268cf,"Mul(Delta(Delta(oi_x_price_move_24h,336),4),ZScore(Delta(liquidity_cycle_state,4)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,relative_shock,oi_x_price_move_24h,liquidity_cycle_state,open_interest_like,regime_state,delta_336h,delta_4h,skel_effc632350c0cac6,prod_0b6a4c6c8ef6f1f5,A7LS-14,,chk_cf18616d40e12d61
a7ls15_5cf9d4da4072c451,"Mul(Mean(open_interest_value_change_24h,336),Delta(liquidity_cycle_state,4))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,mul,open_interest_value_change_24h,liquidity_cycle_state,open_interest_like,regime_state,mean_336h,delta_4h,skel_8727d93aac220fc6,prod_9791d99a6552b091,A7LS-14,,chk_26c6f308741479eb
a7ls15_883871111ad57894,"Mul(Mean(open_interest_last,336),Sign(Mean(stress_proxy_state,4)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,gated_sign,open_interest_last,stress_proxy_state,open_interest_like,regime_state,mean_336h,mean_4h,skel_3afee12eb6a9078f,prod_ad1ab5bdd18b16db,A7LS-14,,chk_78510be5b01dca61
a7ls15_b68e6a1ebaa0ed3c,"Mean(Mul(Mean(open_interest_mean,336),Mean(stress_proxy_state,4)),4)",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,smooth_mul,open_interest_mean,stress_proxy_state,open_interest_like,regime_state,mean_336h,mean_4h,skel_8a80c8785bbf365b,prod_7c39ac2ce1ceb7c0,A7LS-14,,chk_84e625561d50cd8f
a7ls15_63113d7a435c4ed8,"Mul(ZScore(Mean(open_interest_value_last,336)),Sign(Mean(Mean(stress_proxy_state,4),24)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|regime_state,state_gate,open_interest_value_last,stress_proxy_state,open_interest_like,regime_state,zmean_336h,mean_4h,skel_7d333274aca80591,prod_d52ed1df6b4b93ce,A7LS-14,,chk_a13578c7a137cee0
a7ls15_dde105ceeb80b7f1,"Mul(Neg(ZScore(Clip(ZScore(open_interest_mean),-3,3))),Sign(CSRank(taker_buy_sell_volume_ratio_mean)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,mean_reversion_gate,open_interest_mean,taker_buy_sell_volume_ratio_mean,open_interest_like,taker_flow_like,clip_z,csrank,skel_b368968b780a43ab,prod_96420982223cbda6,A7LS-14,,chk_6cec5a70c67d05c3
a7ls15_e1ed0acd0448a3bc,"Mul(Delta(Delta(open_interest_value_last,1),24),Sub(CSRank(Delta(open_interest_value_last,1)),CSRank(CSRank(taker_buy_sell_volume_ratio_mean))))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,delta_x_divergence,open_interest_value_last,taker_buy_sell_volume_ratio_mean,open_interest_like,taker_flow_like,delta_1h,csrank,skel_59697f1e4bd5b180,prod_227f23cea2e175c4,A7LS-14,,chk_269772d3bf1c4dcc
a7ls15_c0b9fe07b777fcb8,"Mul(Delta(open_interest_value_mean,1),Sign(Mean(CSRank(taker_buy_sell_volume_ratio_mean),24)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,state_gate,open_interest_value_mean,taker_buy_sell_volume_ratio_mean,open_interest_like,taker_flow_like,delta_1h,csrank,skel_2fbcae8e77605694,prod_c97901a917c629ef,A7LS-14,,chk_82c740f626885a19
a7ls15_bb8c1826423c21a7,"Mul(Delta(open_interest_change_24h,1),CSRank(taker_buy_sell_volume_ratio_mean))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,mul,open_interest_change_24h,taker_buy_sell_volume_ratio_mean,open_interest_like,taker_flow_like,delta_1h,csrank,skel_136259b72205469f,prod_456f19a5fd37b40f,A7LS-14,,chk_9a7b32537780b819
a7ls15_0cb30274e3afaf8a,"Sub(Mean(oi_x_price_move_24h,1),CSRank(taker_buy_sell_volume_ratio_mean))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,sub,oi_x_price_move_24h,taker_buy_sell_volume_ratio_mean,open_interest_like,taker_flow_like,mean_1h,csrank,skel_136259b72205469f,prod_30e53bc772a5f147,A7LS-14,,chk_457254009087705d
a7ls15_812983833d0230cf,"Sub(CSRank(Mean(open_interest_value_change_24h,1)),CSRank(CSRank(taker_buy_sell_volume_ratio_mean)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,spread_rank,open_interest_value_change_24h,taker_buy_sell_volume_ratio_mean,open_interest_like,taker_flow_like,mean_1h,csrank,skel_9505754fb4b5368b,prod_c592301421456fee,A7LS-14,,chk_ed7d9ab5156e7bf5
a7ls15_28a666d9f0692cde,"Mul(Mean(open_interest_last,1),Sign(Clip(ZScore(kline_taker_buy_quote_share),-3,3)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|taker_flow_like,gated_sign,open_interest_last,kline_taker_buy_quote_share,open_interest_like,taker_flow_like,mean_1h,clip_z,skel_6a3533b4d89c4d45,prod_6ac1afc6ed596e98,A7LS-14,,chk_64d765e7acec2e56
a7ls15_fff653f94dd6e8a2,"Mul(global_long_short_account_ratio_last,mark_index_basis_bps)",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,mul,global_long_short_account_ratio_last,mark_index_basis_bps,positioning_like,basis_premium_like,level,level,skel_337820bc5afcf6cc,prod_6cccbb408e97be0a,A7LS-14,,chk_834d8ad1c067042b
a7ls15_00e3c393908a6209,"Sub(global_long_short_account_ratio_mean,mark_index_basis_bps)",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,sub,global_long_short_account_ratio_mean,mark_index_basis_bps,positioning_like,basis_premium_like,level,level,skel_337820bc5afcf6cc,prod_0083a29d7a8e763d,A7LS-14,,chk_d77ae1947369055a
a7ls15_982c459fa90224ed,"Sub(CSRank(top_long_short_account_ratio_last),CSRank(mark_index_basis_bps))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,spread_rank,top_long_short_account_ratio_last,mark_index_basis_bps,positioning_like,basis_premium_like,level,level,skel_293cae94cfd91548,prod_662b51ef54993fa5,A7LS-14,,chk_b0bdb57fb1aa99ef
a7ls15_655799f05288f93f,"Mul(CSRank(top_long_short_account_ratio_mean),Sign(mark_index_basis_bps))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,gated_sign,top_long_short_account_ratio_mean,mark_index_basis_bps,positioning_like,basis_premium_like,csrank,level,skel_293cae94cfd91548,prod_687c26cb1c26aa88,A7LS-14,,chk_0dda3dd855adac96
a7ls15_d1a055856284566b,"SafeDiv(CSRank(top_long_short_position_ratio_last),Abs(mark_index_basis_bps))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,safe_div_abs,top_long_short_position_ratio_last,mark_index_basis_bps,positioning_like,basis_premium_like,csrank,level,skel_293cae94cfd91548,prod_b8d25519f7b981f9,A7LS-14,,chk_57131f8dd9ccd7c0
a7ls15_b0e6f666aefb8c11,"Mean(Mul(CSRank(top_long_short_position_ratio_mean),mark_index_basis_bps),4)",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,smooth_mul,top_long_short_position_ratio_mean,mark_index_basis_bps,positioning_like,basis_premium_like,csrank,level,skel_0cd514a276105a14,prod_0a35a365fa1e3efa,A7LS-14,,chk_23eb9bd6f3f3aec7
a7ls15_418085113a3014dc,"Mul(Delta(Clip(ZScore(account_position_divergence),-3,3),4),ZScore(mark_index_basis_bps))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|basis_premium_like,relative_shock,account_position_divergence,mark_index_basis_bps,positioning_like,basis_premium_like,clip_z,level,skel_c2fc48117523e62f,prod_60314cc32a6f90ae,A7LS-14,,chk_b89199c4380acda2
a7ls15_fa7b6fb7116b566c,"Mul(Neg(ZScore(Clip(ZScore(global_long_short_account_ratio_last),-3,3))),Sign(CSRank(taker_buy_sell_volume_ratio_mean)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,mean_reversion_gate,global_long_short_account_ratio_last,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,clip_z,csrank,skel_b368968b780a43ab,prod_76eff5fc1d0c2d62,A7LS-14,,chk_51598b5a9406dbb2
a7ls15_dcff75f8ccfb4007,"Mul(Delta(Delta(global_long_short_account_ratio_mean,1),24),Sub(CSRank(Delta(global_long_short_account_ratio_mean,1)),CSRank(CSRank(taker_buy_sell_volume_ratio_mean))))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,delta_x_divergence,global_long_short_account_ratio_mean,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,delta_1h,csrank,skel_59697f1e4bd5b180,prod_029538ac5c892ee7,A7LS-14,,chk_3b481a3811c59c8c
a7ls15_5f2a6641d264f469,"Mul(Delta(top_long_short_account_ratio_last,1),Sign(Mean(CSRank(taker_buy_sell_volume_ratio_mean),24)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,state_gate,top_long_short_account_ratio_last,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,delta_1h,csrank,skel_2fbcae8e77605694,prod_f27f7ed8d5f58c86,A7LS-14,,chk_efe9d577a2c101f3
a7ls15_486a68689121a973,"Mul(Delta(top_long_short_account_ratio_mean,1),CSRank(taker_buy_sell_volume_ratio_mean))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,mul,top_long_short_account_ratio_mean,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,delta_1h,csrank,skel_136259b72205469f,prod_86fcdf513e12a341,A7LS-14,,chk_787130e7546423fd
a7ls15_c14f939110bb3a7f,"Sub(Mean(top_long_short_position_ratio_last,1),CSRank(taker_buy_sell_volume_ratio_mean))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,sub,top_long_short_position_ratio_last,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,mean_1h,csrank,skel_136259b72205469f,prod_bd8b9f5e73a1ec62,A7LS-14,,chk_8c3becc8ab05a7e1
a7ls15_9addc0d4c8feef8d,"Sub(CSRank(Mean(top_long_short_position_ratio_mean,1)),CSRank(CSRank(taker_buy_sell_volume_ratio_mean)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,spread_rank,top_long_short_position_ratio_mean,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,mean_1h,csrank,skel_9505754fb4b5368b,prod_66c2ed4cfdb8b505,A7LS-14,,chk_b15668a6ee7ab53d
a7ls15_af129bad482dd4dc,"Mul(Mean(account_position_divergence,1),Sign(Clip(ZScore(taker_buy_sell_volume_ratio_mean),-3,3)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,positioning_like|taker_flow_like,gated_sign,account_position_divergence,taker_buy_sell_volume_ratio_mean,positioning_like,taker_flow_like,mean_1h,clip_z,skel_6a3533b4d89c4d45,prod_d3159abffbb4eb3b,A7LS-14,,chk_fa6de609f9bec2df
a7ls15_4ecf21218bc63543,"Mul(Sub(CSRank(Clip(ZScore(open_interest_last),-3,3)),CSRank(CSRank(funding_rate_update_age_hours))),Sign(CSRank(funding_rate_update_age_hours)))",A7LS14_C,underrepresented_axis_rescue,coverage_repair,L2_typed_interaction,role_mixed_allowed,P1,open_interest_like|funding_state_like,signed_spread,open_interest_last,funding_rate_update_age_hours,open_interest_like,funding_state_like,clip_z,csrank,skel_9022329aa351176d,prod_1f0160e2630f0057,A7LS-14,,chk_bd640e7e947a96bc
a7ls15_c678326255c61dc4,premium_count,A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,level,,skel_ca36cd3eaf5a3a94,prod_ba06558050b99866,A7LS-14,,chk_30d0cb41f13faa3f
a7ls15_986abab3559f30ff,CSRank(premium_count),A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,csrank,,skel_f6a3f0b03e9258f2,prod_c265498c40243da3,A7LS-14,,chk_2b1d705d8be8b7c6
a7ls15_fd5f7ad79e20e986,"Clip(ZScore(premium_count),-3,3)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,clip_z,,skel_8a3e91f81074ce44,prod_2c69ed8b5f9d52b5,A7LS-14,,chk_aeb83e1ae8e9a0e6
a7ls15_c8679c60dbefb124,"Delta(premium_count,1)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,delta_1h,,skel_1d39996e97d5ace0,prod_af3f5babcf06ca1b,A7LS-14,,chk_fbd92c85e2970527
a7ls15_bb1e53a4e7b1d94b,"Mean(premium_count,1)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,mean_1h,,skel_1d39996e97d5ace0,prod_3aae5efcf4d05152,A7LS-14,,chk_fbd92c85e2970527
a7ls15_a52fe2a443a5c072,"ZScore(Mean(premium_count,1))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,zmean_1h,,skel_a311ee3fdacdeca2,prod_af6b54b41ecf7c55,A7LS-14,,chk_5490323186443928
a7ls15_583e3da757dd9d79,"Abs(ZScore(Mean(premium_count,1)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,abs_zmean_1h,,skel_1926552988410ac0,prod_ed5cca56f63d07f9,A7LS-14,,chk_421efd087ec96c54
a7ls15_fba007858a150594,"Decay(premium_count,1)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,decay_1h,,skel_1d39996e97d5ace0,prod_e70d196446c977cf,A7LS-14,,chk_fbd92c85e2970527
a7ls15_d82dda62d3d78143,"TSRank(premium_count,1)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L1_single_axis_transform,control_only,P1,low_prior_axes,single,premium_count,,low_prior_axes,,tsrank_1h,,skel_1d39996e97d5ace0,prod_da0298482ab0cb47,A7LS-14,,chk_fbd92c85e2970527
a7ls15_a4545b6b63d0c1d1,"Neg(Mul(premium_count,mark_index_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,premium_count,mark_index_basis_bps,low_prior_axes,basis_premium_like,level,level,skel_ffedf527199147ee,prod_be68b8078bce7bf0,A7LS-14,,chk_ceaf3e0efbb62ef7
a7ls15_81475cecdc5cb1cd,"Sub(funding_interval_hours,mark_index_basis_bps)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,sub,funding_interval_hours,mark_index_basis_bps,low_prior_axes,basis_premium_like,level,level,skel_337820bc5afcf6cc,prod_6bcfe1f951613750,A7LS-14,,chk_b8e615dc432069f4
a7ls15_89d5e31b0b1a1302,"SafeDiv(source_market_funding,Abs(mark_index_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,safe_div_abs,source_market_funding,mark_index_basis_bps,low_prior_axes,basis_premium_like,level,level,skel_d9d4f69744bac825,prod_4201a0820747b1e2,A7LS-14,,chk_4934b6c1eda43f7b
a7ls15_ed14f32ff81d07fe,"Sub(CSRank(CSRank(premium_count)),CSRank(mark_trade_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,spread_rank,premium_count,mark_trade_basis_bps,low_prior_axes,basis_premium_like,csrank,level,skel_ea6cf56ff46594b4,prod_5d7556a4849adc31,A7LS-14,,chk_58706236b4e43b1e
a7ls15_3329dfb0c5135f56,"Mul(CSRank(funding_interval_hours),mark_trade_basis_bps)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,mul,funding_interval_hours,mark_trade_basis_bps,low_prior_axes,basis_premium_like,csrank,level,skel_37ba6246678096b3,prod_60304a5d90eb16ce,A7LS-14,,chk_d9ddc028f196f3f4
a7ls15_ceb4a1441e00e644,"Neg(Mul(CSRank(source_market_funding),mark_trade_basis_bps))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,control_flip,source_market_funding,mark_trade_basis_bps,low_prior_axes,basis_premium_like,csrank,level,skel_2c1f6cca0c55c1a2,prod_faa69d53a297b9fc,A7LS-14,,chk_f180c1628ab54343
a7ls15_2a8b688f6b196345,"Sub(Clip(ZScore(premium_count),-3,3),premium_close_bps)",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,sub,premium_count,premium_close_bps,low_prior_axes,basis_premium_like,clip_z,level,skel_2ea572aa7aa431a9,prod_5322233d5db2bee9,A7LS-14,,chk_03504fd9c7426f63
a7ls15_67aa703e31fdfaaf,"SafeDiv(Clip(ZScore(funding_interval_hours),-3,3),Abs(CSRank(premium_close_bps)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,safe_div_abs,funding_interval_hours,premium_close_bps,low_prior_axes,basis_premium_like,clip_z,csrank,skel_99250fb0b3bee329,prod_a05cba387b4da3ca,A7LS-14,,chk_b3394186af614686
a7ls15_e255e42ed4083616,"Sub(CSRank(Clip(ZScore(source_market_funding),-3,3)),CSRank(CSRank(premium_close_bps)))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|basis_premium_like,spread_rank,source_market_funding,premium_close_bps,low_prior_axes,basis_premium_like,clip_z,csrank,skel_2335ba7a348cfa65,prod_27e892616e995771,A7LS-14,,chk_a34ffc3597a45c7e
a7ls15_936e9fbce9fe4812,"Neg(Mul(premium_count,trade_close))",A7LS14_D,null_control_and_high_entropy_probe,control_and_entropy,L2_typed_interaction,control_only,P1,low_prior_axes|price_like,control_flip,premium_count,trade_close,low_prior_axes,price_like,level,level,skel_ffedf527199147ee,prod_1bfa76f32868f131,A7LS-14,,chk_dd865fad49ac16e9
