candidate_id,semantic_bucket,motif_bucket,label_id,horizon,split,cost_bps,spread,cost_adjusted_spread,tstat,hours,max_control_spread,control_ratio,wrong_lag_future_spread,wrong_lag_stale_spread,time_shuffle_spread,symbol_shuffle_spread,same_family_placebo_spread,status
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,train,0,-0.00040995847298691643,-0.00040995847298691643,-2.1076971870516497,507.0,0.0006735678224949266,1.643014760952198,-0.0006735678224949266,-0.0001395700872572575,-0.00010954048339743249,-0.0001219634195733575,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,train,2,-0.00040995847298691643,-0.0008099584729869165,-2.1076971870516497,507.0,0.0006735678224949266,1.643014760952198,-0.0006735678224949266,-0.0001395700872572575,-0.00010954048339743249,-0.0001219634195733575,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,train,5,-0.00040995847298691643,-0.0014099584729869163,-2.1076971870516497,507.0,0.0006735678224949266,1.643014760952198,-0.0006735678224949266,-0.0001395700872572575,-0.00010954048339743249,-0.0001219634195733575,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,train,10,-0.00040995847298691643,-0.0024099584729869164,-2.1076971870516497,507.0,0.0006735678224949266,1.643014760952198,-0.0006735678224949266,-0.0001395700872572575,-0.00010954048339743249,-0.0001219634195733575,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,validation,0,0.00010261301671320088,0.00010261301671320088,0.5758960891315477,512.0,0.0002463197923494603,2.400473158662842,-0.0002463197923494603,-4.654203192357469e-05,7.415820335316073e-05,8.720567944981434e-06,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,validation,2,0.00010261301671320088,-0.00029738698328679917,0.5758960891315477,512.0,0.0002463197923494603,2.400473158662842,-0.0002463197923494603,-4.654203192357469e-05,7.415820335316073e-05,8.720567944981434e-06,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,validation,5,0.00010261301671320088,-0.0008973869832867991,0.5758960891315477,512.0,0.0002463197923494603,2.400473158662842,-0.0002463197923494603,-4.654203192357469e-05,7.415820335316073e-05,8.720567944981434e-06,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,validation,10,0.00010261301671320088,-0.0018973869832867992,0.5758960891315477,512.0,0.0002463197923494603,2.400473158662842,-0.0002463197923494603,-4.654203192357469e-05,7.415820335316073e-05,8.720567944981434e-06,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,recent,0,0.00017331613745950522,0.00017331613745950522,0.8014980589160713,512.0,0.0005975912542600668,3.44798391551792,-0.0005975912542600668,9.87502604255667e-05,-0.00015292179438144076,-4.9371205057764834e-05,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,recent,2,0.00017331613745950522,-0.0002266838625404948,0.8014980589160713,512.0,0.0005975912542600668,3.44798391551792,-0.0005975912542600668,9.87502604255667e-05,-0.00015292179438144076,-4.9371205057764834e-05,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,recent,5,0.00017331613745950522,-0.0008266838625404948,0.8014980589160713,512.0,0.0005975912542600668,3.44798391551792,-0.0005975912542600668,9.87502604255667e-05,-0.00015292179438144076,-4.9371205057764834e-05,,ok
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,L3_liquidity_tier_relative_return,1,recent,10,0.00017331613745950522,-0.0018266838625404947,0.8014980589160713,512.0,0.0005975912542600668,3.44798391551792,-0.0005975912542600668,9.87502604255667e-05,-0.00015292179438144076,-4.9371205057764834e-05,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,train,0,0.00033862597480764406,0.00033862597480764406,0.39890640513804065,510.0,0.0026103501974700932,7.708653179818525,0.0026103501974700932,0.00024946550222975056,-0.0003454940171031728,-7.29478057803412e-05,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,train,2,0.00033862597480764406,-6.137402519235596e-05,0.39890640513804065,510.0,0.0026103501974700932,7.708653179818525,0.0026103501974700932,0.00024946550222975056,-0.0003454940171031728,-7.29478057803412e-05,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,train,5,0.00033862597480764406,-0.000661374025192356,0.39890640513804065,510.0,0.0026103501974700932,7.708653179818525,0.0026103501974700932,0.00024946550222975056,-0.0003454940171031728,-7.29478057803412e-05,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,train,10,0.00033862597480764406,-0.001661374025192356,0.39890640513804065,510.0,0.0026103501974700932,7.708653179818525,0.0026103501974700932,0.00024946550222975056,-0.0003454940171031728,-7.29478057803412e-05,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,validation,0,-0.0009584201422247924,-0.0009584201422247924,-1.1628792792169853,512.0,0.0025421504554138767,2.6524384697432923,0.0025421504554138767,-0.000824767795007136,-0.0006254464979334232,0.0001252169485489862,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,validation,2,-0.0009584201422247924,-0.0013584201422247924,-1.1628792792169853,512.0,0.0025421504554138767,2.6524384697432923,0.0025421504554138767,-0.000824767795007136,-0.0006254464979334232,0.0001252169485489862,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,validation,5,-0.0009584201422247924,-0.0019584201422247925,-1.1628792792169853,512.0,0.0025421504554138767,2.6524384697432923,0.0025421504554138767,-0.000824767795007136,-0.0006254464979334232,0.0001252169485489862,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,validation,10,-0.0009584201422247924,-0.0029584201422247925,-1.1628792792169853,512.0,0.0025421504554138767,2.6524384697432923,0.0025421504554138767,-0.000824767795007136,-0.0006254464979334232,0.0001252169485489862,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,recent,0,8.287126629043544e-05,8.287126629043544e-05,0.07849423716272166,512.0,0.0022963642958394688,27.710018184004785,0.0022963642958394688,-0.00020802539256206697,0.0010641487880987375,0.00036908433160225465,,ok
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,L1_cross_sectional_relative_return,24,recent,2,8.287126629043544e-05,-0.0003171287337095646,0.07849423716272166,512.0,0.0022963642958394688,27.710018184004785,0.0022963642958394688,-0.00020802539256206697,0.0010641487880987375,0.00036908433160225465,,ok
